Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1011.8512827306986,19.840221230013697
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,16,1019.047732591629,14.557824751308987
9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,92,1,150,1101.8224930465221,2.0291390295516063
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,58,1,157,1068.2808760553598,1.9458668052010197
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,6,21.392899721860886,0.36884309865277387
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,114,0,41,116.68481476604939,0.36578311838886957
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,39.3751490265131,0.3579559002410282
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,16.261933147907257,0.34599857761504804
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,11,18.720316156744957,0.34036938466809014
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,22,1-6878,18,167,53,0,33,55.16094847023487,0.33030508066008907
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,14,P-16616,17,28,8,0,10,8.654832869768143,0.3091011739202908
61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,12,1-6927,19,179,51,0,11,51.72031615674496,0.28894031372483214
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,19,0,22,20.440632313489914,0.2878962297674636
123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,10,28.654832869768143,0.28654832869768143
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,32,0,55,35.601580783724785,0.2848126462697983
403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,14,72-12171,17,19,5,0,6,5.392899721860886,0.2838368274663624
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,22,1-0292,18,99,25,0,23,26.506115600466728,0.26773854141885584
211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,12,1-8042,19,52,12,0,27,13.768048748373985,0.26477016823796123
