,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,MLG40,23,MLG40,3,51,0,1,8,1005.8286180496216,19.72212976567885
1,MLG45,11,MLG45,5,70,18,1,13,1027.471504330635,14.6781643475805
2,1-7874,23,1-7874,19,258,0,1,15,1010.9286588430404,3.918328135050544
3,1-10468,11,1-10468,5,549,54,1,148,1161.8294339179993,2.116264906954461
4,MLG48,10,MLG48,6,159,42,0,74,95.91471695899963,0.603237213578614
5,1-18028,9,1-18028,13,309,68,0,140,170.00081586837769,0.5501644526484715
6,1-4649,9,1-4649,13,244,63,0,82,122.74333500862122,0.5030464549533656
7,1-3083,14,1-3083,3,78,28,0,13,37.47150433063507,0.4804039016748086
8,1-8074,7,1-8074,10,145,31,0,53,69.61459457874298,0.4801006522671929
9,1-9156,7,1-9156,10,268,55,0,100,127.85772562026978,0.4770810657472752
10,1-1350,8,1-1350,11,195,72,0,28,92.40016317367554,0.4738469906342335
11,1-7024,4,1-7024,9,498,99,0,180,230.1439061164856,0.4621363576636257
12,1-2423,18,1-2423,12,79,34,0,3,36.18573176860809,0.4580472375773176
13,1-3587,9,1-3587,13,46,9,0,16,20.657236099243164,0.449070349983547
14,1-4855,8,1-4855,11,22,6,0,5,9.642886281013489,0.4383130127733404
15,1-18371,7,1-18371,10,120,38,0,20,52.57154512405396,0.4380962093671163
16,1-6878,19,1-6878,18,167,2,0,97,72.67199385166168,0.4351616398303095
17,1-9770,7,1-9770,10,50,18,0,5,21.64288628101349,0.4328577256202697
18,MLG57,17,MLG57,16,629,101,0,235,272.215655207634,0.4327752864986232
19,1-6734,16,1-6734,14,44,10,0,12,18.742927074432373,0.4259756153280085
20,1-3447,12,1-3447,4,110,20,0,35,45.50020396709442,0.4136382178826766
21,1-7004,3,1-7004,8,381,8,0,203,155.90118300914764,0.409189456716923
22,1-0027,5,1-0027,7,29,3,0,12,11.742927074432371,0.4049285198080128
23,1-9610,4,1-9610,10,49,19,0,1,19.728577256202698,0.4026240256367897
24,1-1224,17,1-1224,16,151,33,0,38,60.68593573570252,0.4018936141437252
25,1-18558,18,1-18558,17,307,75,0,66,123.08609890937804,0.4009319182715897
26,MLG51,17,MLG51,16,248,59,0,55,99.07174909114838,0.3994828592385015
27,1-3535,7,1-3535,10,315,36,0,123,125.61500251293182,0.3987777857553391
28,1-8573,11,1-8573,5,184,16,0,78,72.82902598381042,0.3958099238250566
29,1-8172,4,1-8172,10,40,15,0,1,15.728577256202698,0.3932144314050674
30,MLG69,9,MLG69,13,576,124,0,139,225.272238612175,0.3910976364794705
31,1-9938,10,1-9938,6,55,6,0,21,21.300122380256653,0.3872749523683028
32,1-9794,7,1-9794,10,46,9,0,12,17.742927074432373,0.3857158059659211
33,1-9270,16,1-9270,14,128,23,0,36,49.22878122329712,0.3845998533070087
34,1-9379,4,1-9379,9,58,17,0,7,22.100040793418884,0.381035186093429
35,1-18709,5,1-18709,3,33,3,0,13,12.47150433063507,0.3779243736556082
36,1-6692,7,1-6692,12,71,10,0,23,26.75727689266205,0.376863054826226
37,1-1317,10,1-1317,6,414,107,0,67,155.81467616558075,0.3763639520907748
38,1-5002,5,1-5002,7,45,8,0,12,16.742927074432373,0.3720650460984971
39,1-1005,5,1-1005,7,125,13,0,45,45.7859765291214,0.3662878122329712
40,1-1183,7,1-1183,10,45,4,0,17,16.385813355445862,0.3641291856765747
41,1-5355,16,1-5355,14,53,6,0,18,19.11439061164856,0.3606488794650672
42,1-1131,6,1-1131,12,138,34,0,21,49.30012238025665,0.3572472636250482
43,1-1204,7,1-1204,10,39,3,0,15,13.928658843040466,0.3571450985394991
44,1-3362,3,1-3362,8,117,7,0,47,41.2431310415268,0.352505393517323
45,1-5799,16,1-5799,14,7,1,0,2,2.4571545124053955,0.3510220732007708
46,1-3564,14,1-3564,3,41,10,0,6,14.371463537216188,0.3505235009077119
47,1-11350,13,1-11350,2,100,11,0,33,35.043049454689026,0.3504304945468902
48,1-8067,10,1-8067,6,322,72,0,56,112.80032634735107,0.3503115725073015
49,1-0292,19,1-0292,18,99,0,0,47,34.243131041526794,0.3458902125406747
50,MLG14,13,MLG14,2,232,35,0,59,77.98605811595917,0.3361468022239619
51,1-1770,15,1-1770,11,35,8,0,5,11.642886281013489,0.3326538937432425
52,1-2335,7,1-2335,10,145,11,0,51,48.15744006633759,0.3321202763195695
53,1-8267,3,1-8267,8,133,6,0,52,43.88601732254028,0.3299700550566938
54,MLG50,15,MLG50,15,319,66,0,53,104.61459457874298,0.3279454375509184
55,MLG52,6,MLG52,12,125,22,0,26,40.94300866127014,0.3275440692901611
56,1-10785,16,1-10785,14,279,30,0,84,91.2004895210266,0.3268834749857585
57,MLG29,5,MLG29,7,164,17,0,50,53.42886281013489,0.3257857488422859
58,1-19229,14,1-19229,3,38,8,0,6,12.371463537216188,0.3255648299267417
59,1-20578,11,1-20578,5,19,4,0,3,6.185731768608093,0.3255648299267417
60,1-3596,12,1-3596,4,223,39,0,46,72.5145537853241,0.3251773712346372
61,1-5981,13,1-5981,2,28,4,0,7,9.100040793418884,0.3250014569078173
62,1-9609,6,1-9609,12,25,3,0,7,8.100040793418884,0.3240016317367554
63,1-10539,21,1-10539,20,63,0,0,28,20.400163173675537,0.3238121138678657
64,1-9892,16,1-9892,14,22,2,0,7,7.100040793418884,0.3227291269735856
65,1-6538,8,1-6538,11,44,12,0,3,14.185731768608091,0.322402994741093
66,1-6647,7,1-6647,9,62,9,0,15,19.928658843040463,0.3214299813393623
67,1-2297,15,1-2297,15,25,8,0,0,8.0,0.32
68,1-2382,12,1-2382,4,139,16,0,39,44.41451299190521,0.3195288704453612
69,1-1258,15,1-1258,15,435,63,0,104,138.77203464508057,0.3190161715978863
70,1-9491,21,1-9491,20,80,0,0,35,25.50020396709442,0.3187525495886802
71,1-0053,5,1-0053,7,142,8,0,51,45.15744006633759,0.3180101413122365
72,1-8328,3,1-8328,8,114,2,0,47,36.2431310415268,0.317922202118656
73,1-9338,15,1-9338,15,29,7,0,3,9.185731768608091,0.3167493713313135
74,1-1390,17,1-1390,16,98,15,0,22,31.02869963645935,0.3166193840455036
75,1-17907,3,1-17907,8,119,7,0,42,37.600244760513306,0.315968443365658
76,MLG59,11,MLG59,5,71,18,0,6,22.371463537216187,0.3150910357354392
77,1-6561,16,1-6561,14,65,11,0,13,20.47150433063507,0.3149462204713087
78,P-0009,3,P-0009,8,7,0,0,3,2.1857317686080933,0.3122473955154419
79,1-7005,1,1-7005,1,285,0,0,122,88.88642525672913,0.3118821938832601
80,1-6098,5,1-6098,7,1327,125,0,395,412.7880162000656,0.3110685879427774
81,1-5161,4,1-5161,20,12,3,0,1,3.7285772562026978,0.3107147713502248
82,1-5803,7,1-5803,10,15,1,0,5,4.642886281013489,0.3095257520675659
83,MLG54,6,MLG54,12,595,39,0,198,183.25829672813416,0.3079971373582086
84,1-4682,6,1-4682,16,16,2,0,4,4.914309024810791,0.3071443140506744
85,1-8023,19,1-8023,18,16,2,0,4,4.914309024810791,0.3071443140506744
86,1-4760,18,1-4760,17,40,5,0,10,12.285772562026978,0.3071443140506744
87,1-9997,5,1-9997,7,16,2,0,4,4.914309024810791,0.3071443140506744
88,1-4355,14,1-4355,3,49,7,0,11,15.014349818229675,0.3064153024128505
89,1-7530,9,1-7530,13,25,4,0,5,7.642886281013489,0.3057154512405395
90,1-8084,5,1-8084,7,82,6,0,26,24.94300866127014,0.3041830324545139
91,1-7496,3,1-7496,8,246,12,0,86,74.657644033432,0.3034863578594797
92,1-9394,7,1-9394,10,117,10,0,35,35.50020396709442,0.3034205467273027
93,1-8285,8,1-8285,11,72,16,0,8,21.828618049621586,0.3031752506891886
94,1-6532,11,1-6532,9,27,6,0,3,8.185731768608093,0.3031752506891886
95,1-4417,19,1-4417,18,151,21,0,34,45.77162671089173,0.3031233557012697
96,1-1250,18,1-1250,17,34,3,0,10,10.285772562026978,0.3025227224125582
97,1-6693,5,1-6693,7,98,7,0,31,29.58589494228363,0.3018968871661595
98,1-5980,12,1-5980,4,29,8,0,1,8.728577256202698,0.3009854226276792
99,1-3534,3,1-3534,8,279,23,0,83,83.47191226482391,0.299182481235928
100,1-1608,8,1-1608,11,307,52,0,54,91.34317183494568,0.2975347616773475
101,1-7042,4,1-7042,2,117,34,0,1,34.7285772562027,0.296825446634211
102,1-5413,6,1-5413,16,39,5,0,9,11.55719530582428,0.2963383411749815
103,1-3206,9,1-3206,13,45,11,0,3,13.185731768608091,0.2930162615246243
104,1-9404,10,1-9404,6,100,11,0,25,29.214431405067444,0.2921443140506744
105,1-7682,8,1-7682,11,141,39,0,3,41.18573176860809,0.2920973884298446
106,1-9697,21,1-9697,20,20,0,0,8,5.828618049621582,0.2914309024810791
107,1-3217,13,1-3217,2,5,0,0,2,1.4571545124053955,0.2914309024810791
108,1-19448,7,1-19448,10,45,8,0,7,13.100040793418884,0.2911120176315308
