Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,16,MLG59,71,16,1,7,1019.4725974202156,14.358768977749516
1-8285,7,1,1-8285,72,7,1,1,1007.4960853457451,13.99300118535757
MLG38,7,1,MLG38,77,8,1,3,1009.4882560372353,13.110237091392666
1-3596,7,1,1-3596,223,35,1,14,1041.9451948404312,4.67239997686292
1-18028,7,1,1-18028,309,81,1,2,1081.9921706914902,3.501592785409353
MLG56,2,16,MLG56,511,54,1,33,1070.3708164095879,2.094659131917002
1-8573,15,22,1-8573,184,94,0,0,94.0,0.5108695652173914
1-3587,14,21,1-3587,46,16,0,15,23.4412801861763,0.5095930475255718
1-6878,22,18,1-6878,167,66,0,38,84.8512431383133,0.5080912762773251
1-1580,13,20,1-1580,400,42,0,315,198.2668839097023,0.49566720977425577
1-9491,21,19,1-9491,80,30,0,18,38.92953622341156,0.4866192027926445
1-9379,19,11,1-9379,58,17,0,19,26.425621569156647,0.4556141649854594
1-1390,19,11,1-1390,98,15,0,57,43.27686470746994,0.44160066028030553
MLG48,18,12,MLG48,159,52,0,33,68.37081640958786,0.430005134651496
MLG44,8,3,MLG44,59,22,0,6,24.97651207447052,0.42333071312661896
1-8627,14,21,1-8627,25,5,0,10,9.960853457450867,0.39843413829803465
MLG63,8,3,MLG63,380,114,0,72,149.71814489364624,0.3939951181411743
P-16616,3,12,P-16616,28,9,0,4,10.984341382980347,0.3922979065350124
1-1131,3,17,1-1131,138,38,0,32,53.87473106384277,0.3903966019119042
MLG60,14,21,MLG60,47,8,0,20,17.921706914901733,0.3813129130830156
MLG45,21,19,MLG45,70,21,0,11,26.456938803195953,0.37795626861708503
1-5002,3,17,1-5002,45,12,0,10,16.960853457450867,0.37690785461001924
1-7866,11,6,1-7866,318,91,0,57,119.27686470746994,0.3750844802121696
MLG40,9,3,MLG40,51,13,0,12,18.95302414894104,0.37162792448904
1-6927,19,11,1-6927,179,37,0,57,65.27686470746994,0.364675221829441
1-1350,21,19,1-1350,195,53,0,34,69.86690175533295,0.3582918038735023
1-1989,21,19,1-1989,46,8,0,17,16.433450877666473,0.3572489321231842
1-9610,12,7,1-9610,49,12,0,11,17.456938803195953,0.3562640572080807
1-8067,6,2,1-8067,322,106,0,17,114.43345087766647,0.35538338781884
MLG67,21,19,MLG67,27,7,0,5,9.480426728725433,0.35112691587871975
1-7496,9,4,1-7496,246,46,0,80,85.68682765960693,0.3483204376406786
1-6974,11,6,1-6974,207,6,0,133,71.97935098409653,0.347726333256505
1-3312,22,18,1-3312,36,9,0,7,12.472597420215607,0.3464610394504335
MLG57,5,8,MLG57,629,68,0,290,211.86475026607513,0.3368279018538555
1-1204,13,20,1-1204,39,9,0,7,12.472597420215607,0.31981019026193863
1-7496,4,4,1-7496,246,36,0,86,78.66333973407745,0.319769673715762
1-8910,3,17,1-8910,137,20,0,45,42.3238405585289,0.30893314276298467
1-1317,6,2,1-1317,414,106,0,43,127.33166986703873,0.3075644199686926
MLG14,19,11,MLG14,232,49,0,44,70.82775521278381,0.30529204833096474
1-5775,10,5,1-5775,244,70,0,7,73.4725974202156,0.30111720254186725
1-9938,6,2,1-9938,55,11,0,11,16.456938803195953,0.29921706914901736
1-18613,17,13,1-18613,25,4,0,7,7.472597420215607,0.2989038968086243
1-3083,5,8,1-3083,78,11,0,24,22.90604829788208,0.29366728587028307
1-0003,12,7,1-0003,17,2,0,6,4.97651207447052,0.2927360043806188
1-6611,3,17,1-6611,89,12,0,28,25.890389680862427,0.29090325484115087
1-10060,19,11,1-10060,36,4,0,13,10.449109494686127,0.29025304151905906
MLG32,10,5,MLG32,52,12,0,6,14.97651207447052,0.28800984758597153
1-5981,5,8,1-5981,28,6,0,4,7.984341382980347,0.28515504939215525
1-9286,2,16,1-9286,81,12,0,22,22.913877606391907,0.2828873778566902
1-4494,9,4,1-4494,16,2,0,5,4.480426728725433,0.2800266705453396
