,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,1-9491,22,1-9491,10,80,5,1,26,1007.575656056404,12.594695700705053
1,MLG52,22,MLG52,10,125,2,1,28,1004.7737834453584,8.038190267562866
2,1-9394,4,1-9394,17,117,61,0,10,61.99063694477081,0.5298345038014599
3,1-0303,5,1-0303,15,212,78,0,48,82.7550573348999,0.3903540440325467
4,1-9379,14,1-9379,9,58,21,0,9,21.89157325029373,0.3774409181085126
5,MLG59,14,MLG59,9,71,25,0,7,25.69344586133957,0.3618795191737967
6,MLG65,12,MLG65,9,201,70,0,23,72.27846497297287,0.3595943530993675
7,MLG41,14,MLG41,9,66,23,0,2,23.198127388954163,0.3514867786205176
8,MLG45,14,MLG45,9,70,22,0,3,22.297191083431244,0.3185313011918749
9,MLG40,6,MLG40,16,51,15,0,11,16.089700639247894,0.3154843262597626
10,MLG60,2,MLG60,5,47,14,0,6,14.594382166862488,0.3105187695077125
11,MLG14,12,MLG14,6,232,69,0,14,70.38689172267914,0.3033917746667204
12,1-8627,2,1-8627,6,25,7,0,5,7.4953184723854065,0.2998127388954162
13,1-21192,9,1-21192,12,4,1,0,2,1.1981273889541626,0.2995318472385406
14,MLG29,8,MLG29,11,164,41,0,39,44.86348408460617,0.2735578297841839
15,1-7682,2,1-7682,5,141,33,0,42,37.160675168037415,0.2635508877165774
16,1-11350,7,1-11350,18,100,23,0,29,25.87284713983536,0.2587284713983536
17,1-5980,10,1-5980,11,29,7,0,4,7.396254777908325,0.2550432682037353
18,MLG75,2,MLG75,5,185,43,0,29,45.87284713983536,0.2479613358910019
19,1-18558,7,1-18558,18,307,69,0,55,74.44850319623947,0.2425032677401937
20,MLG50,12,MLG50,6,319,69,0,83,77.22228664159775,0.2420761336727202
21,1-3535,6,1-3535,16,315,72,0,35,75.46722930669785,0.2395785057355487
22,MLG38,14,MLG38,9,77,18,0,4,18.396254777908325,0.2389123997130951
23,1-6693,8,1-6693,11,98,21,0,15,22.48595541715622,0.2294485246648593
24,MLG84,14,MLG84,2,63,14,0,3,14.297191083431244,0.2269395410068451
25,1-3206,7,1-3206,18,45,7,0,30,9.97191083431244,0.2215980185402764
26,1-3523,7,1-3523,18,543,101,0,188,119.62397456169128,0.2203019789349747
27,1-9938,13,1-9938,8,55,9,0,30,11.97191083431244,0.2176711060784079
28,1-3587,2,1-3587,5,46,9,0,9,9.891573250293732,0.2150342010933419
29,1-19286,12,1-19286,6,40,8,0,5,8.495318472385406,0.2123829618096351
30,P-16616,6,P-16616,16,28,5,0,8,5.79250955581665,0.2068753412791661
31,1-9156,4,1-9156,17,268,50,0,41,54.06161147356033,0.2017224308714937
32,MLG48,21,MLG48,6,159,32,0,0,32.0,0.2012578616352201
33,1-3312,13,1-3312,8,36,6,0,12,7.188764333724976,0.1996878981590271
34,1-20578,7,1-20578,9,19,3,0,8,3.7925095558166495,0.1996057660956131
35,1-1131,9,1-1131,12,138,25,0,25,27.476592361927032,0.1991057417530944
36,1-0292,15,1-0292,1,99,18,0,17,19.684082806110386,0.1988291192536402
37,1-4355,7,1-4355,18,49,8,0,17,9.684082806110382,0.1976343429818445
38,1-0053,8,1-0053,11,142,26,0,20,27.981273889541622,0.1970512245742368
39,1-4760,7,1-4760,18,40,7,0,8,7.79250955581665,0.1948127388954162
40,1-7845,21,1-7845,3,36,7,0,0,7.0,0.1944444444444444
41,MLG31,12,MLG31,6,33,6,0,4,6.396254777908325,0.1938259023608583
42,1-9761,20,1-9761,13,35,6,0,7,6.693445861339569,0.1912413103239877
43,1-8573,4,1-8573,17,184,32,0,28,34.77378344535828,0.1889879535073819
44,1-3104,1,1-3104,14,16,3,0,0,3.0,0.1875
45,1-0358,4,1-0358,17,22,4,0,1,4.099063694477081,0.1863210770216855
46,MLG67,5,MLG67,15,27,4,0,10,4.990636944770813,0.1848384053618819
47,MLG15,10,MLG15,9,105,13,0,63,19.24101275205612,0.1832477404957725
48,1-6692,4,1-6692,17,71,12,0,10,12.990636944770811,0.1829667175319833
49,1-9185,2,1-9185,5,31,5,0,6,5.594382166862488,0.1804639408665318
50,1-8488,7,1-8488,18,23,4,0,1,4.099063694477081,0.1782201606294383
51,1-7866,7,1-7866,18,318,49,0,76,56.52884078025818,0.1777636502523842
52,1-3509,15,1-3509,1,35,5,0,12,6.188764333724976,0.1768218381064278
53,1-6098,8,1-6098,11,1327,217,0,166,233.4445732831955,0.1759190454281805
54,1-2282,17,1-2282,20,219,32,0,58,37.74569427967072,0.1723547684003229
55,1-5413,22,1-5413,10,39,6,0,7,6.693445861339569,0.1716268169574248
56,1-7321,2,1-7321,5,7,1,0,2,1.1981273889541626,0.1711610555648803
57,1-18994,3,1-18994,19,28,4,0,8,4.79250955581665,0.1711610555648803
