Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,20,MLG45,70,6,1,9,1007.5666102916002,14.393808718451432
MLG59,2,2,MLG59,71,17,1,9,1018.5666102916002,14.346008595656341
1-8285,7,20,1-8285,72,9,1,2,1009.3481356203556,14.018724105838272
MLG38,7,7,MLG38,77,11,1,24,1015.1776274442673,13.184125031743731
1-18028,7,7,1-18028,309,83,1,86,1097.969831675291,3.553300426133628
MLG56,2,2,MLG56,511,56,1,23,1060.0035596340895,2.074370958188042
1-0008,10,11,1-0008,230,133,0,74,145.88101795315742,0.6342652954485105
1-8573,22,12,1-8573,184,92,0,40,98.96271240711212,0.5378408282995224
MLG48,18,9,MLG48,159,72,0,71,84.35881452262402,0.5305585819032957
1-5355,18,9,1-5355,53,20,0,10,21.74067810177803,0.4102014736184534
1-3587,14,13,1-3587,46,17,0,9,18.566610291600227,0.4036219628608745
1-0303,17,10,1-0303,212,83,0,10,84.74067810177803,0.39972017972536805
1-6561,18,9,1-6561,65,22,0,15,24.611017152667046,0.37863103311795454
1-2382,7,7,1-2382,139,45,0,34,50.9183055460453,0.3663187449355777
1-10785,17,10,1-10785,279,90,0,47,98.18118707835674,0.3519038963381962
1-7140,16,11,1-7140,397,124,0,76,137.22915357351303,0.34566537424058696
MLG30,16,11,MLG30,208,63,0,38,69.61457678675652,0.3346854653209448
1-7682,7,7,1-7682,141,41,0,25,45.351695254445076,0.3216432287549296
MLG63,8,8,MLG63,380,103,0,107,121.62525568902493,0.3200664623395393
MLG44,8,8,MLG44,59,14,0,27,18.699830874800682,0.3169462860135709
1-1317,6,6,1-1317,414,118,0,70,130.1847467124462,0.31445590993344497
MLG40,9,8,MLG40,51,13,0,17,15.959152773022652,0.3129245641769147
1-7866,11,16,1-7866,318,91,0,43,98.48491583764553,0.30970099320014316
MLG72,8,8,MLG72,9,2,0,4,2.696271240711212,0.2995856934123569
1-8124,8,8,1-8124,18,5,0,1,5.174067810177803,0.2874482116765446
1-5775,10,17,1-5775,244,70,0,0,70.0,0.28688524590163933
1-4417,16,11,1-4417,151,32,0,65,43.3144076615572,0.2868503818646172
1-9491,21,20,1-9491,80,21,0,8,22.392542481422424,0.2799067810177803
1-3596,7,7,1-3596,223,48,0,82,62.27356043457985,0.2792536342357841
1-18613,17,10,1-18613,25,6,0,5,6.870339050889015,0.2748135620355606
1-8397,18,9,1-8397,51,1,0,74,13.881017953157425,0.2721768226109299
1-3217,8,8,1-3217,5,1,0,2,1.348135620355606,0.2696271240711212
1-5002,3,3,1-5002,45,10,0,12,12.088813722133636,0.26864030493630303
MLG51,5,5,MLG51,248,62,0,25,66.35169525444508,0.26754715828405273
1-6878,22,21,1-6878,167,38,0,37,44.44050897657871,0.26611083219508214
1-8627,14,13,1-8627,25,5,0,9,6.566610291600227,0.2626644116640091
1-18558,15,12,1-18558,307,73,0,38,79.61457678675652,0.25933086901223623
P-16616,3,3,P-16616,28,5,0,12,7.0888137221336365,0.2531719186476299
1-0003,12,15,1-0003,17,3,0,7,4.218474671244621,0.24814556889674244
1-18994,11,16,1-18994,28,6,0,5,6.870339050889015,0.24536925181746483
MLG32,10,17,MLG32,52,12,0,4,12.696271240711212,0.24415906232136947
1-6734,18,9,1-6734,44,8,0,15,10.611017152667046,0.24115948074243285
1-9938,6,6,1-9938,55,12,0,7,13.218474671244621,0.24033590311353856
1-2545,15,12,1-2545,145,30,0,24,34.17762744426727,0.23570777547770533
1-7024,17,10,1-7024,498,93,0,123,114.41034065186977,0.22973963986319232
MLG60,14,13,MLG60,47,8,0,16,10.785084962844849,0.22946989282648614
1-2282,7,7,1-2282,219,40,0,57,49.92186518013477,0.22795372228372043
MLG41,8,8,MLG41,66,13,0,11,14.914745911955833,0.22598099866599747
