,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-9491,20,10,1-9491,80,38,0,6,39.245101630687714,0.4905637703835964
1,1-1183,17,13,1-1183,45,19,0,12,21.490203261375427,0.4775600724750095
2,MLG29,4,15,MLG29,164,72,0,29,78.01799121499062,0.4757194586279916
3,MLG44,6,6,MLG44,59,22,0,15,25.112754076719284,0.4256398996054116
4,1-7866,19,11,1-7866,318,109,0,117,133.27948179841042,0.4191178672905988
5,1-18558,7,14,1-18558,307,112,0,37,119.67812672257423,0.3898310316696229
6,MLG75,10,12,MLG75,185,58,0,59,70.24349936842918,0.3796945911806983
7,MLG69,7,14,MLG69,576,210,0,39,218.0931605994701,0.3786339593740801
8,1-2400,14,4,1-2400,49,15,0,17,18.52778795361519,0.3781181215023508
9,1-0008,9,14,1-0008,230,44,0,186,82.59815055131912,0.3591223937013875
10,1-1317,14,4,1-1317,414,132,0,70,146.52618569135666,0.353927984761731
11,1-18709,4,15,1-18709,33,10,0,8,11.660135507583618,0.353337439623746
12,MLG59,8,16,MLG59,71,23,0,6,24.24510163068772,0.3414803046575734
13,1-6693,4,15,1-6693,98,22,0,52,32.79088079929352,0.3346008244825869
14,1-9283,20,10,1-9283,235,74,0,14,76.90523713827133,0.3272563282479631
15,MLG63,6,6,MLG63,380,112,0,55,123.41343161463736,0.324772188459572
16,1-18377,10,12,1-18377,14,3,0,7,4.452618569135666,0.3180441835096904
17,1-9447,3,3,1-9447,7,2,0,1,2.2075169384479523,0.3153595626354217
18,1-5002,4,15,1-5002,45,10,0,20,14.150338768959044,0.3144519726435343
19,1-3587,8,8,1-3587,46,13,0,7,14.452618569135666,0.3141873601986014
20,1-9630,10,12,1-9630,33,8,0,10,10.075169384479524,0.3053081631660461
21,1-1204,13,9,1-1204,39,5,0,33,11.848058968782423,0.3037963838149339
22,1-8067,15,7,1-8067,322,87,0,52,97.79088079929352,0.3036983875754457
23,1-3596,7,14,1-3596,223,63,0,22,67.56537264585495,0.3029837338379145
24,1-9495,8,16,1-9495,18,4,0,7,5.452618569135666,0.3029232538408703
25,1-7807,14,4,1-7807,239,64,0,40,72.30067753791809,0.3025132951377326
26,1-9286,20,6,1-9286,81,23,0,7,24.452618569135662,0.3018841798658724
27,1-4760,19,11,1-4760,40,10,0,10,12.075169384479524,0.301879234611988
28,1-4910,11,2,1-4910,4,1,0,1,1.2075169384479525,0.301879234611988
29,MLG43,14,4,MLG43,14,4,0,1,4.207516938447952,0.3005369241748537
30,1-8634,8,16,1-8634,10,3,0,0,3.0,0.3
31,1-6718,14,4,1-6718,20,6,0,0,6.0,0.3
32,1-8267,13,9,1-8267,133,31,0,40,39.30067753791809,0.2954938160745721
33,1-9457,3,3,1-9457,11,3,0,1,3.2075169384479523,0.2915924489498138
34,1-11350,19,11,1-11350,100,25,0,19,28.942821830511093,0.2894282183051109
35,1-4494,5,1,1-4494,16,4,0,3,4.622550815343857,0.288909425958991
36,1-2670,8,16,1-2670,104,30,0,0,30.0,0.2884615384615384
37,MLG78,6,6,MLG78,80,21,0,9,22.86765244603157,0.2858456555753946
38,1-1935,4,15,1-1935,12,3,0,2,3.4150338768959045,0.284586156407992
39,1-18028,8,16,1-18028,309,56,0,152,87.54257464408875,0.2833093030553034
40,1-9697,10,12,1-9697,20,4,0,8,5.660135507583618,0.2830067753791809
41,1-9650,19,11,1-9650,25,5,0,10,7.075169384479523,0.2830067753791809
42,1-4051,4,15,1-4051,5,1,0,2,1.4150338768959043,0.2830067753791809
43,1-0303,18,5,1-0303,212,42,0,84,59.43142282962799,0.2803369001397546
44,1-9646,4,15,1-9646,105,29,0,2,29.415033876895905,0.280143179779961
45,1-5744,1,21,1-5744,18,5,0,0,5.0,0.2777777777777778
46,1-9861,8,16,1-9861,8,2,0,1,2.2075169384479523,0.275939617305994
47,1-17657,1,21,1-17657,8,2,0,1,2.2075169384479523,0.275939617305994
48,1-1350,20,10,1-1350,195,52,0,8,53.66013550758362,0.2751801820901724
49,72-12171,1,21,72-12171,19,5,0,1,5.207516938447952,0.2740798388656817
50,1-0003,12,12,1-0003,17,4,0,3,4.622550815343857,0.2719147538437563
51,1-5425,15,7,1-5425,17,4,0,3,4.622550815343857,0.2719147538437563
52,1-9156,17,13,1-9156,268,52,0,92,71.09155833721161,0.2652670087209388
53,1-0296,19,11,1-0296,41,4,0,33,10.848058968782423,0.2645868041166445
54,1-1191,8,16,1-1191,53,14,0,0,14.0,0.2641509433962264
55,1-6098,4,15,1-6098,1327,229,0,581,349.56734123826027,0.2634267831486513
56,1-19166,6,6,1-19166,45,11,0,4,11.830067753791807,0.2628903945287069
57,1-5282,6,6,1-5282,17,4,0,2,4.4150338768959045,0.2597078751115238
58,MLG42,20,10,MLG42,14,3,0,3,3.622550815343857,0.2587536296674183
59,MLG38,6,6,MLG38,77,18,0,9,19.86765244603157,0.2580214603380723
60,MLG50,11,2,MLG50,319,78,0,19,81.9428218305111,0.2568740496254266
61,1-1131,12,8,1-1131,138,29,0,31,35.43302509188652,0.256761051390482
62,1-9110,10,12,1-9110,29,7,0,2,7.415033876895904,0.2556908233412381
63,1-7467,12,8,1-7467,64,13,0,16,16.320271015167236,0.255004234611988
64,1-8551,3,3,1-8551,38,8,0,8,9.660135507583618,0.254214092304832
65,MLG56,11,2,MLG56,511,129,0,2,129.4150338768959,0.2532583833207356
66,1-8532,7,14,1-8532,4,1,0,0,1.0,0.25
67,MLG52,11,2,MLG52,125,30,0,6,31.24510163068772,0.2499608130455017
68,1-8427,20,10,1-8427,189,44,0,15,47.11275407671928,0.2492738310937528
69,1-5036,15,7,1-5036,14,2,0,7,3.452618569135666,0.2466156120811189
70,1-8328,19,11,1-8328,114,25,0,15,28.112754076719284,0.246603105936134
71,1-4531,3,3,1-4531,94,12,0,53,22.99839773774147,0.2446638057206539
72,1-9338,15,7,1-9338,29,5,0,10,7.075169384479523,0.2439713580855007
73,1-7058,19,11,1-7058,80,17,0,12,19.490203261375427,0.2436275407671928
74,1-4634,4,15,1-4634,48,11,0,3,11.622550815343857,0.2421364753196636
75,1-4747,18,5,1-4747,25,5,0,5,6.037584692239761,0.2415033876895904
76,1-5424,6,6,1-5424,5,1,0,1,1.2075169384479525,0.2415033876895904
77,1-9836,6,6,1-9836,5,1,0,1,1.2075169384479525,0.2415033876895904
78,1-6692,17,13,1-6692,71,12,0,24,16.980406522750854,0.239160655250012
79,MLG58,10,12,MLG58,71,14,0,14,16.905237138271332,0.2381019315249483
80,1-7496,13,9,1-7496,246,40,0,88,58.2614905834198,0.2368353275748772
81,1-0027,4,15,1-0027,29,5,0,9,6.86765244603157,0.2368156015872955
82,1-0358,19,11,1-0358,22,5,0,1,5.207516938447952,0.2367053153839978
83,1-6611,13,9,1-6611,89,16,0,24,20.98040652275085,0.2357349047500096
84,1-7874,3,3,1-7874,258,54,0,31,60.43302509188652,0.2342365313639012
85,1-18234,1,21,1-18234,43,10,0,0,10.0,0.2325581395348837
86,1-6787,4,15,1-6787,56,2,0,53,12.99839773774147,0.2321142453168119
87,1-8705,8,16,1-8705,48,9,0,10,11.075169384479524,0.23073269550999
88,1-7268,20,10,1-7268,70,13,0,15,16.112754076719284,0.2301822010959897
89,1-6216,3,3,1-6216,45,1,0,45,10.338262230157852,0.2297391606701745
90,1-8127,19,11,1-8127,32,7,0,1,7.207516938447952,0.2252349043264985
91,1-1462,3,3,1-1462,192,32,0,52,42.79088079929352,0.2228691708296537
92,1-8285,20,10,1-8285,72,15,0,5,16.03758469223976,0.2227442318366633
93,1-1608,10,12,1-1608,307,62,0,30,68.22550815343857,0.2222329255812331
94,1-3108,21,22,1-3108,18,4,0,0,4.0,0.2222222222222222
95,MLG51,11,2,MLG51,248,49,0,29,55.017991214990616,0.2218467387701234
