Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,5,6,1-6918,43,44,0,5,44.822813883423805,1.0423910205447398
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,20,7,1-6919,43,43,0,3,43.49368833005428,1.0114811239547508
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,15,9,1-10060,36,25,0,3,25.493688330054283,0.7081580091681745
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,5,6,1-3584,26,14,0,11,15.810190543532372,0.608084251674322
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,18,3,MLG72,9,5,0,2,5.329125553369522,0.5921250614855025
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,8,5,1-0031,13,7,0,1,7.164562776684761,0.5511202135911355
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,8,5,1-4926,4,2,0,1,2.164562776684761,0.5411406941711903
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,2,21,1-7608,4,2,0,1,2.164562776684761,0.5411406941711903
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,16,2,1-4355,49,24,0,10,25.64562776684761,0.5233801585070941
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,12,11,1-7682,141,69,0,27,73.44319497048855,0.5208737231949543
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,8,5,1-9938,55,27,0,8,28.31650221347809,0.5148454947905107
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,21,12,1-7839,24,12,0,2,12.329125553369522,0.5137135647237301
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,4,24,1-19568,2,1,0,0,1.0,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,15,9,1-8093,4,2,0,0,2.0,0.5
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,14,14,1-5036,14,7,0,0,7.0,0.5
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,11,4,1-9697,20,9,0,4,9.658251106739044,0.4829125553369522
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,5,6,1-3089,16,7,0,4,7.658251106739044,0.47864069417119026
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,16,2,1-8066,86,39,0,6,39.987376660108566,0.46496949604777404
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,9,23,MLG42,14,6,0,3,6.493688330054283,0.4638348807181631
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,8,5,1-3587,46,21,0,1,21.16456277668476,0.4600991907974948
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,4,24,1-1942,34,15,0,3,15.493688330054283,0.4556967155898319
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,1,13,1-2573,37,16,0,2,16.329125553369522,0.4413277176586357
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,18,3,MLG31,33,13,0,7,14.151939436793327,0.4288466495997978
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,13,10,1-0272,111,36,0,62,46.202892154455185,0.4162422716617584
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,18,3,1-5981,28,11,0,3,11.493688330054283,0.4104888689305101
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,21,12,1-9892,22,8,0,6,8.987376660108566,0.40851712091402576
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,1,13,1-18615,22,8,0,6,8.987376660108566,0.40851712091402576
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,11,4,1-10232,5,2,0,0,2.0,0.4
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,3,22,1-5424,5,2,0,0,2.0,0.4
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,12,11,1-4052,13,5,0,1,5.164562776684761,0.39727405974498164
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,1,13,1-0292,99,34,0,31,39.10144607722759,0.3949641017901777
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,1,13,1-0296,41,14,0,12,15.974753320217133,0.3896281297613935
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,6,15,1-2034,16,5,0,7,6.151939436793327,0.38449621479958296
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,20,7,1-4747,25,9,0,3,9.493688330054283,0.3797475332021713
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,16,2,1-5744,18,6,0,5,6.822813883423805,0.37904521574576694
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,9,23,1-10444,8,3,0,0,3.0,0.375
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,12,11,1-3175,6,2,0,1,2.164562776684761,0.3607604627807935
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,21,12,1-18377,14,5,0,0,5.0,0.35714285714285715
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,8,5,1-2324,25,8,0,5,8.822813883423805,0.3529125553369522
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,12,11,1-1770,35,12,0,2,12.329125553369522,0.35226073009627207
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,21,12,1-8590,24,8,0,2,8.329125553369522,0.3470468980570634
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,15,9,1-4682,16,5,0,3,5.493688330054283,0.3433555206283927
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,3,22,1-7845,36,12,0,2,12.329125553369522,0.34247570981582004
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,8,5,1-3108,18,6,0,1,6.164562776684761,0.34247570981582004
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,18,3,MLG56,511,151,0,145,174.86160261929035,0.3421949170631905
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,4,24,1-2423,79,26,0,4,26.658251106739044,0.33744621654100054
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,8,5,1-1957,47,14,0,11,15.810190543532372,0.33638703284111426
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,3,22,1-3176,3,1,0,0,1.0,0.3333333333333333
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,1,13,1-9034,3,1,0,0,1.0,0.3333333333333333
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,21,12,1-4700,31,10,0,2,10.329125553369522,0.33319759849579106
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,20,7,1-7964,202,62,0,32,67.26600885391235,0.33300004383124926
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,15,9,1-8678,17,5,0,4,5.658251106739044,0.3328383003964144
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,5,6,P-0009,7,2,0,2,2.329125553369522,0.33273222190993174
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,19,8,1-9752,22,6,0,8,7.316502213478088,0.3325682824308222
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,1,13,1-9946,12,3,0,5,3.8228138834238052,0.31856782361865044
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,5,6,1-8938,30,9,0,3,9.493688330054283,0.3164562776684761
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,21,12,MLG65,201,54,0,52,62.557264387607574,0.31123017108262474
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,2,21,1-3589,27,8,0,1,8.164562776684761,0.30239121395128743
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,19,8,MLG60,47,12,0,13,14.139316096901894,0.3008365127000403
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,12,11,1-8095,46,13,0,5,13.822813883423805,0.30049595398747403
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,1,13,1-1850,30,8,0,6,8.987376660108566,0.29957922200361886
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,5,6,1-8100,19,5,0,4,5.658251106739044,0.29780268982837077
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,21,12,1-7467,64,15,0,24,18.949506640434265,0.2960860412567854
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,7,1-1131,138,38,0,17,40.79756720364094,0.29563454495391983
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,9,23,1-3104,16,4,0,4,4.658251106739044,0.29114069417119026
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,12,11,1-5929,4,1,0,1,1.164562776684761,0.29114069417119026
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,14,14,1-8532,4,1,0,1,1.164562776684761,0.29114069417119026
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,11,4,1-0129,142,38,0,16,40.63300442695618,0.2861479184996914
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,8,5,1-3033,7,2,0,0,2.0,0.2857142857142857
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,3,22,1-5530,7,2,0,0,2.0,0.2857142857142857
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,21,12,1-8622,54,15,0,2,15.329125553369522,0.28387269543276894
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,8,5,1-19448,45,12,0,4,12.658251106739044,0.2812944690386454
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,12,11,MLG40,51,13,0,8,14.316502213478088,0.28071572967604097
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,14,14,1-4634,48,13,0,2,13.329125553369522,0.27769011569519836
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,9,23,1-8400,33,8,0,7,9.151939436793327,0.2773314980846463
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,1,13,1-18709,33,8,0,6,8.987376660108566,0.27234474727601715
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,19,8,1-18935,30,6,0,13,8.139316096901894,0.27131053656339643
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,15,9,MLG14,232,55,0,44,62.240762174129486,0.26827914730228225
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,12,11,1-5990,5,1,0,2,1.329125553369522,0.2658251106739044
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,8,5,1-3217,5,1,0,2,1.329125553369522,0.2658251106739044
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,23,1-3596,223,56,0,16,58.63300442695618,0.26292827097289767
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,12,11,1-6718,20,5,0,1,5.164562776684761,0.25822813883423806
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,20,7,1-2103,26,6,0,4,6.658251106739044,0.2560865810284248
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,2,21,1-20578,19,3,0,11,4.8101905435323715,0.25316792334380905
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,15,9,1-8627,25,6,0,2,6.329125553369522,0.25316502213478087
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,11,4,1-19549,29,6,0,8,7.316502213478088,0.2522931797751065
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1-4910,15,9,1-4910,4,1,0,0,1.0,0.25
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,21,12,MLG41,66,12,0,26,16.278632193803787,0.2466459423303604
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,6,15,1-5515,29,6,0,7,7.151939436793327,0.24661860126873542
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,16,2,1-5891,96,21,0,16,23.633004426956177,0.24617712944746017
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,14,14,1-18603,19,4,0,4,4.658251106739044,0.24517111088100232
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,8,5,1-7024,498,74,0,282,120.40670302510262,0.24178052816285667
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,3,22,1-8397,51,12,0,2,12.329125553369522,0.24174755986999064
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,16,2,MLG68,642,145,0,59,154.7092038244009,0.2409800682623067
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,16,2,1-20047,20,3,0,11,4.8101905435323715,0.24050952717661858
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,5,6,1-5980,29,5,0,12,6.974753320217133,0.24050873517990112
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,3,22,1-8124,18,4,0,2,4.329125553369522,0.24050697518719566
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,13,10,1-4640,87,18,0,17,20.797567203640938,0.239052496593574
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,21,MLG58,71,14,0,18,16.9621299803257,0.2389032391595169
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,20,7,1-7744,37,8,0,5,8.822813883423805,0.23845442928172447
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,11,4,1-1570,142,27,0,39,33.41794829070568,0.2353376640190541
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,15,9,MLG62,525,60,0,381,122.69841791689396,0.23371127222265517
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,20,7,1-9971,15,3,0,3,3.493688330054283,0.2329125553369522
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,3,22,1-5555,10,2,0,2,2.329125553369522,0.2329125553369522
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,8,5,1-8705,48,9,0,13,11.139316096901894,0.23206908535212278
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,5,6,1-9818,28,6,0,3,6.493688330054283,0.23191744035908154
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,1,13,1-7066,23,5,0,2,5.329125553369522,0.2317011110160662
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,14,14,MLG06,18,4,0,1,4.164562776684761,0.23136459870470893
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,8,5,MLG75,185,38,0,28,42.60775774717331,0.23031220403877464
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,3,22,1-8826,123,25,0,20,28.29125553369522,0.23001020759101806
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,11,4,1-5043,123,25,0,19,28.12669275701046,0.2286722988374834
