Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,14,4,1-7866,318,9,0,160,62.034353256225586,0.19507658256674712
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,6,13,1-8705,48,5,0,13,9.309041202068329,0.1939383583764235
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,14,4,1-19915,62,8,0,12,11.977576494216919,0.19318671764866
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,15,9,1-9805,26,4,0,3,4.99439412355423,0.19209208167516267
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,6,13,1-7204,26,4,0,3,4.99439412355423,0.19209208167516267
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,17,12,1-7441,111,17,0,13,21.30904120206833,0.19197334416277773
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,18,16,1-17758,40,7,0,2,7.66292941570282,0.19157323539257048
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,4,8,1-4640,87,12,0,14,16.64050590991974,0.19127018287264066
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,8,15,1-8573,184,8,0,82,35.18010604381561,0.1911962284989979
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,13,2,1-8084,82,15,0,2,15.66292941570282,0.19101133433783926
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,17,12,1-7863,351,58,0,27,66.94954711198807,0.19073945046150448
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,1,14,1-8074,145,24,0,11,27.64611178636551,0.19066283990596902
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,8,15,1-2294,75,7,0,22,14.292223572731018,0.19056298096974691
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,11,11,MLG53,91,16,0,4,17.32585883140564,0.19039405309236968
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,1,14,1-5799,7,1,0,1,1.33146470785141,0.19020924397877284
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,8,15,1-5549,35,4,0,8,6.651717662811279,0.19004907608032226
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,20,17,1-0008,230,0,0,131,43.4218767285347,0.18879076838493347
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,17,1-9609,25,2,0,8,4.651717662811279,0.18606870651245117
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,8,15,1-4319,163,15,0,46,30.247376561164856,0.18556672736910954
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,8,15,1-1317,414,29,0,144,76.73091793060303,0.18534038147488655
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,1,1-3068,180,32,0,4,33.32585883140564,0.18514366017447578
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,2,12,MLG06,18,3,0,1,3.33146470785141,0.18508137265841165
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,4,8,1-3447,110,16,0,13,20.30904120206833,0.18462764729153025
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,8,15,1-3312,36,2,0,14,6.640505909919739,0.18445849749777052
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,11,11,MLG51,248,27,0,56,45.562023639678955,0.18371783725677
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,17,12,1-8421,109,16,0,12,19.97757649421692,0.18328051829556807
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,10,5,MLG78,80,13,0,5,14.65732353925705,0.18321654424071313
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,14,4,1-1580,400,58,0,46,73.24737656116486,0.18311844140291214
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,4,8,1-7005,285,13,0,118,52.11283552646637,0.18285205447882938
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,16,MLG54,595,84,0,74,108.52838838100433,0.18240065274118375
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,18,16,1-7182,22,4,0,0,4.0,0.18181818181818182
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,15,1-9938,55,3,0,21,9.960758864879608,0.1811047066341747
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,20,17,1-9752,22,1,0,9,3.983182370662689,0.18105374412103134
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,17,12,1-1570,142,21,0,14,25.64050590991974,0.1805669430276038
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,6,13,1-8188,140,9,0,49,25.241770684719086,0.18029836203370775
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,4,8,1-3139,93,8,0,26,16.618082404136658,0.17868905810899632
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,17,12,1-3564,41,5,0,7,7.320252954959869,0.1785427549990212
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,19,1-1204,39,0,0,21,6.960758864879608,0.17848099653537458
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,6,13,1-9614,30,4,0,4,5.32585883140564,0.17752862771352132
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,13,2,1-9907,17,3,0,0,3.0,0.17647058823529413
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,11,11,1-1250,34,5,0,3,5.99439412355423,0.17630570951630087
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,4,8,1-8341,197,17,0,53,34.567629516124725,0.1754702005894656
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,18,16,1-20578,19,3,0,1,3.33146470785141,0.17534024778165316
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,10,5,MLG69,576,70,0,92,100.49475312232971,0.17447005750404465
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,15,9,MLG68,642,46,0,199,111.96147686243057,0.17439482377325635
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,1,1-7807,239,36,0,17,41.63490003347397,0.1742046026505187
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,2,3,1-8488,23,4,0,0,4.0,0.17391304347826086
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,19,10,1-9650,25,2,0,7,4.320252954959869,0.17281011819839479
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,13,2,1-6787,56,9,0,2,9.66292941570282,0.1725523109946932
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,8,1,1-13247,29,5,0,0,5.0,0.1724137931034483
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,1,17,1-8988,29,3,0,6,4.9887882471084595,0.17202718093477445
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,2,3,1-9185,31,4,0,4,5.32585883140564,0.1718018977872787
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,8,15,1-9417,76,5,0,24,12.955152988433838,0.17046253932149788
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,20,17,1-4417,151,5,0,62,25.550811886787415,0.16921067474693652
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,16,6,1-8427,189,11,0,63,31.882276594638824,0.16868929415152817
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,12,19,1-18371,120,0,0,61,20.219347178936005,0.1684945598244667
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,20,17,1-7964,202,4,0,90,33.83182370662689,0.16748427577538066
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,1,14,1-9465,18,3,0,0,3.0,0.16666666666666666
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,18,16,1-3087,26,4,0,1,4.33146470785141,0.16659479645582345
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,10,5,1-9839,20,3,0,1,3.33146470785141,0.1665732353925705
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,7,7,72-11994,8,1,0,1,1.33146470785141,0.16643308848142624
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,4,8,1-3104,16,2,0,2,2.66292941570282,0.16643308848142624
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,15,9,1-9861,8,1,0,1,1.33146470785141,0.16643308848142624
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,2,3,1-19286,40,4,0,8,6.651717662811279,0.166292941570282
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,16,6,1-6240,698,65,0,154,116.04556500911713,0.1662543911305403
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,13,1-9667,14,1,0,4,2.3258588314056396,0.1661327736718314
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,7,7,1-9115,16,1,0,5,2.6573235392570496,0.1660827212035656
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,10,5,1-9606,16,1,0,5,2.6573235392570496,0.1660827212035656
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,16,6,1-6538,44,2,0,16,7.303435325622559,0.16598716649142178
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,7,21,1-4855,22,0,0,11,3.646111786365509,0.16573235392570496
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,1,1,1-19568,2,0,0,1,0.3314647078514099,0.16573235392570496
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,16,6,1-19567,2,0,0,1,0.3314647078514099,0.16573235392570496
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,19,10,1-8634,10,0,0,5,1.6573235392570496,0.16573235392570496
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,21,1-5161,12,0,0,6,1.9887882471084595,0.16573235392570496
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,16,6,1-10762,6,0,0,3,0.9943941235542297,0.16573235392570496
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,17,MLG02,320,23,0,89,52.50035899877548,0.16406362187117338
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,12,19,1-6692,71,0,0,35,11.601264774799347,0.16339809541970912
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,5,MLG35,49,7,0,3,7.99439412355423,0.16315090048069858
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,10,5,1-6916,43,7,0,0,7.0,0.16279069767441862
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,3,1,1-7042,117,19,0,0,19.0,0.1623931623931624
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,3,1,1-9516,76,12,0,1,12.33146470785141,0.16225611457699224
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,3,1,1-6611,89,14,0,1,14.33146470785141,0.16102769334664505
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,19,10,1-20167,56,5,0,12,8.977576494216919,0.16031386596815927
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,2,3,1-9578,42,4,0,8,6.651717662811279,0.1583742300669352
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,14,4,1-7842,21,2,0,4,3.3258588314056396,0.1583742300669352
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,14,4,1-4760,40,3,0,10,6.314647078514099,0.1578661769628525
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,19,10,1-5355,53,4,0,13,8.309041202068329,0.156774362303176
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,17,1-7140,397,20,0,127,62.09601789712906,0.15641314331770545
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,14,21,1-8678,17,0,0,8,2.6517176628112793,0.15598339193007527
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,6,6,1-9971,15,0,0,7,2.3202529549598694,0.15468353033065796
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,6,13,1-6974,207,19,0,39,31.927123606204987,0.15423731210727046
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,9,1-4052,13,2,0,0,2.0,0.15384615384615385
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,4,8,1-4649,244,23,0,42,36.921517729759216,0.1513176956137673
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,16,6,1-7770,11,1,0,2,1.6629294157028198,0.15117540142752908
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,14,4,1-9518,22,1,0,7,3.3202529549598694,0.15092058886181225
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,6,13,1-8172,40,2,0,12,5.977576494216919,0.14943941235542296
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,1,1-17907,119,17,0,2,17.66292941570282,0.14842797828321697
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,8,15,1-8820,83,6,0,19,12.297829449176788,0.14816661986959986
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,4,8,1-19166,45,4,0,8,6.651717662811279,0.14781594806247286
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,20,17,1-9808,74,0,0,33,10.938335359096527,0.14781534269049362
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,13,1-3108,18,1,0,5,2.6573235392570496,0.14762908551428053
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,8,15,1-5197,72,4,0,20,10.629294157028198,0.14762908551428053
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,6,13,1-8659,91,10,0,10,13.3146470785141,0.1463148030605945
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,16,6,1-7682,141,4,0,50,20.573235392570496,0.1459094708692943
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,1,14,1-1972,32,4,0,2,4.66292941570282,0.14571654424071312
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,2,11,1-4098,16,1,0,4,2.3258588314056396,0.14536617696285248
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,10,5,1-6900,67,7,0,8,9.65171766281128,0.14405548750464595
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,4,8,1-9227,801,42,0,220,114.92223572731018,0.14347345284308388
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,2,3,P-0009,7,1,0,0,1.0,0.14285714285714285
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,1,14,1-3646,7,1,0,0,1.0,0.14285714285714285
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,2,3,1-7995,14,1,0,3,1.9943941235542297,0.1424567231110164
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,1,1-3516,156,20,0,6,21.98878824710846,0.14095377081479782
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,6,13,1-7819,59,5,0,10,8.3146470785141,0.14092622166973048
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,7,17,1-18234,43,0,0,18,5.966364741325378,0.13875266840291578
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,6,13,1-8590,24,2,0,4,3.3258588314056396,0.13857745130856833
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,11,11,1-19205,12,0,0,5,1.6573235392570496,0.13811029493808746
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,1,1-7496,246,26,0,24,33.95515298843384,0.13802907718875543
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,3,1,1-0272,111,13,0,7,15.32025295495987,0.13802029689153036
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,1,1-3587,46,5,0,4,6.32585883140564,0.1375186702479487
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,12,19,1-5515,29,0,0,12,3.977576494216919,0.137157810145411
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,4,8,1-0205,34,3,0,5,4.65732353925705,0.13698010409579559
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,8,15,1-1224,151,8,0,38,20.595658898353577,0.13639509204207667
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,18,6,1-8529,56,2,0,17,7.6349000334739685,0.13633750059774943
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,1,1-0358,22,2,0,3,2.9943941235542297,0.13610882379791953
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,3,1,1-2400,49,6,0,2,6.66292941570282,0.13597815134087388
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,17,12,1-3141,136,12,0,19,18.29782944917679,0.13454286359688816
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,18,16,MLG11,87,11,0,2,11.66292941570282,0.13405665995060712
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,8,15,1-7614,72,5,0,14,9.640505909919739,0.13389591541555193
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,8,15,1-9674,144,8,0,34,19.269800066947937,0.13381805602047178
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,10,5,MLG73,10,1,0,1,1.33146470785141,0.133146470785141
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,9,23,1-5990,5,0,0,2,0.6629294157028198,0.13258588314056396
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,5,21,1-4929,10,0,0,4,1.3258588314056396,0.13258588314056396
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,11,11,MLG17,153,6,0,43,20.252982437610626,0.1323724342327492
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,3,1,1-5508,38,5,0,0,5.0,0.13157894736842105
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,13,2,72-12387,71,1,0,25,9.286617696285248,0.13079743234204574
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,4,8,1-1462,192,19,0,18,24.96636474132538,0.13003314969440302
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,2,3,1-8186,26,0,0,10,3.314647078514099,0.1274864260966961
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,14,1-9740,34,4,0,1,4.33146470785141,0.12739602081915913
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,6,1-10539,63,5,0,9,7.983182370662689,0.12671718048670935
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,8,15,1-1769,89,0,0,34,11.269800066947937,0.12662696704435883
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,15,9,1-8503,16,1,0,3,1.9943941235542297,0.12464963272213936
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,8,15,1-9925,93,6,0,16,11.303435325622559,0.12154231532927483
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,8,1-3052,166,12,0,24,19.955152988433838,0.1202117649905653
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,4,8,1-8541,232,6,0,66,27.876670718193054,0.12015806344048731
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,8,15,1-9404,100,5,0,21,11.960758864879608,0.11960758864879609
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,11,6,1-18994,28,1,0,7,3.3202529549598694,0.11858046267713819
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,15,19,MLG42,14,0,0,5,1.6573235392570496,0.11838025280407496
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,15,19,1-19448,45,0,0,16,5.303435325622559,0.11785411834716797
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,3,1,1-5282,17,2,0,0,2.0,0.11764705882352941
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,14,4,1-1836,20,1,0,4,2.3258588314056396,0.11629294157028199
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,7,7,1-9870,27,3,0,0,3.0,0.1111111111111111
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,4,8,1-6006,57,6,0,1,6.33146470785141,0.11107832820791948
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,3,1,1-3362,117,11,0,6,12.98878824710846,0.11101528416332017
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,17,12,1-8398,54,5,0,3,5.99439412355423,0.11100729858433758
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,4,8,1-4499,12,1,0,1,1.33146470785141,0.11095539232095082
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,11,11,1-9995,24,2,0,2,2.66292941570282,0.11095539232095082
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,8,15,1-9831,132,7,0,23,14.623688280582428,0.1107855172771396
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,15,9,1-4390,45,2,0,9,4.983182370662689,0.11073738601472642
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,1,14,1-9034,3,0,0,1,0.3314647078514099,0.11048823595046997
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,10,15,1-3551,6,0,0,2,0.6629294157028198,0.11048823595046997
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,4,8,1-8124,18,0,0,6,1.9887882471084595,0.11048823595046997
