Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,6,1-9491,10,80,20,1,13,1024.0620664656162,12.800775830820204
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,6,MLG52,10,125,7,1,17,1012.3119330704212,8.098495464563369
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,10,1-6858,21,23,9,0,15,13.686999768018723,0.5950869464355967
132,132,132,132,132,132,132,132,132,132,132,132,MLG55,11,MLG55,20,92,42,0,17,47.31193307042122,0.5142601420697959
217,217,217,217,217,217,217,217,217,217,217,217,1-9770,11,1-9770,20,50,18,0,3,18.937399953603745,0.3787479990720749
332,332,332,332,332,332,332,332,332,332,332,332,P-16616,13,P-16616,16,28,7,0,11,10.43713316321373,0.37275475582906176
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,5,1-5002,11,45,12,0,14,16.374533116817474,0.363878513707055
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,17,MLG60,5,47,13,0,11,16.43713316321373,0.3497262375151857
84,84,84,84,84,84,84,84,84,84,84,84,1-2382,6,1-2382,10,139,40,0,26,48.12413293123245,0.3462167836779313
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,13,MLG40,16,51,15,0,7,17.187266558408737,0.33700522663546545
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,4,1-9379,9,58,18,0,4,19.249866604804993,0.3318942518069826
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,4,MLG59,9,71,21,0,6,22.87479990720749,0.32218028038320407
299,299,299,299,299,299,299,299,299,299,299,299,MLG31,21,MLG31,6,33,10,0,2,10.624933302402496,0.32196767583037866
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,17,MLG75,5,185,45,0,43,58.43606600165367,0.3158706270359658
81,81,81,81,81,81,81,81,81,81,81,81,1-7682,17,1-7682,5,141,37,0,20,43.24933302402496,0.30673285832641817
400,400,400,400,400,400,400,400,400,400,400,400,1-8646,13,1-8646,16,20,3,0,10,6.124666512012482,0.3062333256006241
17,17,17,17,17,17,17,17,17,17,17,17,1-7004,16,1-7004,19,381,53,0,201,115.80579689145088,0.303952222812207
46,46,46,46,46,46,46,46,46,46,46,46,1-2282,11,1-2282,20,219,60,0,21,66.56179967522621,0.30393515833436624
174,174,174,174,174,174,174,174,174,174,174,174,MLG41,4,MLG41,9,66,18,0,6,19.87479990720749,0.30113333192738617
278,278,278,278,278,278,278,278,278,278,278,278,1-7845,7,1-7845,3,36,8,0,9,10.812199860811234,0.30033888502253425
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,4,MLG45,9,70,19,0,5,20.56233325600624,0.2937476179429463
212,212,212,212,212,212,212,212,212,212,212,212,MLG32,20,MLG32,13,52,9,0,20,15.249333024024963,0.29325640430817235
66,66,66,66,66,66,66,66,66,66,66,66,MLG48,21,MLG48,6,159,26,0,64,45.99786567687988,0.2892947526847791
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,20,MLG44,13,59,12,0,16,16.99946641921997,0.28812654947830457
91,91,91,91,91,91,91,91,91,91,91,91,1-9270,20,1-9270,13,128,21,0,50,36.62333256006241,0.28611978562548757
203,203,203,203,203,203,203,203,203,203,203,203,1-9938,3,1-9938,8,55,3,0,40,15.498666048049927,0.2817939281463623
15,15,15,15,15,15,15,15,15,15,15,15,1-1580,15,1-1580,18,400,47,0,210,112.61799675226212,0.2815449918806553
104,104,104,104,104,104,104,104,104,104,104,104,1-9394,14,1-9394,17,117,14,0,60,32.74799907207489,0.27989742796645206
267,267,267,267,267,267,267,267,267,267,267,267,1-5413,6,1-5413,10,39,9,0,6,10.874799907207489,0.2788410232617305
129,129,129,129,129,129,129,129,129,129,129,129,1-4531,18,1-4531,21,94,18,0,25,25.811666280031204,0.27459219446841704
521,521,521,521,521,521,521,521,521,521,521,521,1-3551,14,1-3551,8,6,1,0,2,1.6249333024024963,0.2708222170670827
111,111,111,111,111,111,111,111,111,111,111,111,1-0272,6,1-0272,10,111,17,0,40,29.498666048049927,0.26575374818062997
441,441,441,441,441,441,441,441,441,441,441,441,1-9997,5,1-9997,11,16,3,0,4,4.249866604804993,0.26561666280031204
47,47,47,47,47,47,47,47,47,47,47,47,1-0303,12,1-0303,15,212,19,0,118,55.871064841747284,0.26354275868748717
151,151,151,151,151,151,151,151,151,151,151,151,MLG38,4,MLG38,9,77,19,0,4,20.249866604804993,0.26298528058188303
45,45,45,45,45,45,45,45,45,45,45,45,1-3596,11,1-3596,20,223,50,0,27,58.4365995824337,0.2620475317597924
155,155,155,155,155,155,155,155,155,155,155,155,1-8157,4,1-8157,17,75,19,0,2,19.624933302402496,0.2616657773653666
51,51,51,51,51,51,51,51,51,51,51,51,MLG65,4,MLG65,9,201,48,0,12,51.74959981441498,0.2574606955941044
451,451,451,451,451,451,451,451,451,451,451,451,1-11329,17,1-11329,5,14,2,0,5,3.562333256006241,0.2544523754290172
74,74,74,74,74,74,74,74,74,74,74,74,1-8074,4,1-8074,9,145,34,0,9,36.81219986081123,0.2538772404193878
331,331,331,331,331,331,331,331,331,331,331,331,1-5981,15,1-5981,18,28,6,0,3,6.9373999536037445,0.2477642840572766
233,233,233,233,233,233,233,233,233,233,233,233,1-3587,17,1-3587,5,46,9,0,7,11.187266558408737,0.24320144692192908
435,435,435,435,435,435,435,435,435,435,435,435,1-4494,19,1-4494,12,16,2,0,6,3.874799907207489,0.24217499420046806
268,268,268,268,268,268,268,268,268,268,268,268,1-8493,10,1-8493,21,38,2,0,23,9.186732977628708,0.24175613099022916
345,345,345,345,345,345,345,345,345,345,345,345,1-3584,21,1-3584,21,26,5,0,4,6.249866604804993,0.24037948480019203
470,470,470,470,470,470,470,470,470,470,470,470,1-9055,12,1-9055,15,12,1,0,6,2.874799907207489,0.23956665893395743
