Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,MLG44,21,17,MLG44,59,5,1,30,1008.1989035010338,17.088117008492098
168,168,168,168,168,168,168,168,168,168,168,MLG45,7,3,MLG45,70,11,1,20,1013.1326023340225,14.473322890486036
84,84,84,84,84,84,84,84,84,84,84,1-2382,21,17,1-2382,139,20,1,40,1024.265204668045,7.3688144220722664
6,6,6,6,6,6,6,6,6,6,6,MLG54,7,3,MLG54,595,25,1,131,1038.9685452878475,1.7461656223325168
217,217,217,217,217,217,217,217,217,217,217,1-9770,15,11,1-9770,50,19,0,1,19.106630116701126,0.3821326023340225
165,165,165,165,165,165,165,165,165,165,165,MLG59,10,21,MLG59,71,26,0,7,26.746410816907883,0.37671001150574485
332,332,332,332,332,332,332,332,332,332,332,P-16616,2,11,P-16616,28,10,0,5,10.53315058350563,0.3761839494109154
215,215,215,215,215,215,215,215,215,215,215,MLG40,15,9,MLG40,51,17,0,7,17.746410816907883,0.34796883954721336
36,36,36,36,36,36,36,36,36,36,36,MLG64,13,7,MLG64,245,79,0,44,83.69172513484955,0.34159887810142675
180,180,180,180,180,180,180,180,180,180,180,1-10539,15,9,1-10539,63,18,0,27,20.879013150930405,0.33141290715762545
85,85,85,85,85,85,85,85,85,85,85,1-1131,10,21,1-1131,138,43,0,11,44.17293128371239,0.32009370495443756
64,64,64,64,64,64,64,64,64,64,64,MLG29,6,4,MLG29,164,44,0,64,50.82432746887207,0.3099044357858053
49,49,49,49,49,49,49,49,49,49,49,1-6974,7,3,1-6974,207,56,0,74,63.89062863588333,0.30865037988349436
75,75,75,75,75,75,75,75,75,75,75,1-2545,4,5,1-2545,145,39,0,52,44.54476606845856,0.3072052832307487
31,31,31,31,31,31,31,31,31,31,31,1-9156,15,9,1-9156,268,76,0,24,78.55912280082703,0.29313105522696653
145,145,145,145,145,145,145,145,145,145,145,1-9491,18,20,1-9491,80,20,0,24,22.559122800827026,0.28198903501033784
46,46,46,46,46,46,46,46,46,46,46,1-2282,13,7,1-2282,219,58,0,23,60.4524926841259,0.27603877937957033
108,108,108,108,108,108,108,108,108,108,108,1-8328,17,12,1-8328,114,28,0,28,30.98564326763153,0.2718038883125573
270,270,270,270,270,270,270,270,270,270,270,1-9651,10,21,1-9651,38,10,0,1,10.106630116701126,0.2659639504395033
121,121,121,121,121,121,121,121,121,121,121,1-9333,20,18,1-9333,102,24,0,29,27.092273384332657,0.26561052337581037
299,299,299,299,299,299,299,299,299,299,299,MLG31,13,7,MLG31,33,8,0,7,8.746410816907883,0.2650427520275116
57,57,57,57,57,57,57,57,57,57,57,MLG75,4,5,MLG75,185,42,0,39,46.15857455134392,0.2495058083856428
275,275,275,275,275,275,275,275,275,275,275,1-4020,15,9,1-4020,37,9,0,1,9.106630116701126,0.2461251382892196
236,236,236,236,236,236,236,236,236,236,236,1-9794,20,18,1-9794,46,11,0,2,11.213260233402252,0.24376652681309244
24,24,24,24,24,24,24,24,24,24,24,1-3535,2,11,1-3535,315,74,0,26,76.77238303422928,0.24372185090231516
179,179,179,179,179,179,179,179,179,179,179,1-7467,12,3,1-7467,64,14,0,14,15.492821633815765,0.24207533802837133
228,228,228,228,228,228,228,228,228,228,228,MLG60,4,5,MLG60,47,10,0,11,11.172931283712387,0.23772194220664652
43,43,43,43,43,43,43,43,43,43,43,MLG14,12,14,MLG14,232,51,0,26,53.77238303422928,0.23177751307857447
238,238,238,238,238,238,238,238,238,238,238,1-4390,14,8,1-4390,45,9,0,10,10.066301167011261,0.22369558148913912
132,132,132,132,132,132,132,132,132,132,132,MLG55,20,18,MLG55,92,20,0,5,20.53315058350563,0.22318641938593076
334,334,334,334,334,334,334,334,334,334,334,1-18994,8,2,1-18994,28,6,0,2,6.213260233402252,0.22190215119293757
125,125,125,125,125,125,125,125,125,125,125,1-1390,7,3,1-1390,98,20,0,14,21.492821633815765,0.2193145064675078
124,124,124,124,124,124,124,124,124,124,124,1-0292,21,17,1-0292,99,20,0,16,21.706081867218018,0.2192533521941214
272,272,272,272,272,272,272,272,272,272,272,1-19229,15,9,1-19229,38,7,0,12,8.279561400413513,0.21788319474772402
156,156,156,156,156,156,156,156,156,156,156,1-2294,8,5,1-2294,75,15,0,11,16.172931283712387,0.21563908378283184
450,450,450,450,450,450,450,450,450,450,450,1-11206,4,21,1-11206,14,3,0,0,3.0,0.21428571428571427
441,441,441,441,441,441,441,441,441,441,441,1-9997,2,4,1-9997,16,3,0,4,3.4265204668045044,0.21415752917528152
92,92,92,92,92,92,92,92,92,92,92,1-6980,13,14,1-6980,128,27,0,3,27.31989035010338,0.21343664336018264
91,91,91,91,91,91,91,91,91,91,91,1-9270,19,19,1-9270,128,24,0,26,26.77238303422928,0.20915924245491624
143,143,143,143,143,143,143,143,143,143,143,1-9286,16,13,1-9286,81,13,0,35,16.732054084539413,0.20656856894493103
222,222,222,222,222,222,222,222,222,222,222,1-8705,18,20,1-8705,48,8,0,13,9.38619151711464,0.19554565660655499
161,161,161,161,161,161,161,161,161,161,161,1-8285,16,13,1-8285,72,12,0,18,13.91934210062027,0.19332419584194818
97,97,97,97,97,97,97,97,97,97,97,1-1833,2,11,1-1833,124,23,0,9,23.959671050310135,0.19322315363153333
195,195,195,195,195,195,195,195,195,195,195,1-9379,21,17,1-9379,58,9,0,20,11.132602334022522,0.19194141955211244
166,166,166,166,166,166,166,166,166,166,166,MLG58,12,14,MLG58,71,12,0,14,13.492821633815765,0.19003974132134882
