Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,22,MLG40,3,51,8,1,5,1008.7611215859652,19.779629835018923
168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1019.4355890750885,14.56336555821555
32,32,32,32,32,32,32,1-7874,22,1-7874,19,258,15,1,58,1023.8290103971958,3.9683294976635497
8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,53,1,157,1076.899217799306,1.9615650597437266
85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,68,0,14,70.13114044070244,0.5081966698601625
203,203,203,203,203,203,203,1-9938,4,1-9938,6,55,18,0,10,19.522243171930313,0.3549498758532784
195,195,195,195,195,195,195,1-9379,2,1-9379,9,58,19,0,6,19.913345903158188,0.34333355005445154
112,112,112,112,112,112,112,1-3447,6,1-3447,4,110,34,0,21,37.19671066105366,0.3381519151004878
165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,19,0,22,22.34893497824669,0.31477373208798154
22,22,22,22,22,22,22,MLG50,9,MLG50,15,319,80,0,85,92.93906696140766,0.29134503749657575
239,239,239,239,239,239,239,1-5002,3,1-5002,7,45,10,0,19,12.892262026667595,0.2864947117037243
441,441,441,441,441,441,441,1-9997,3,1-9997,7,16,4,0,3,4.456672951579094,0.27854205947369337
57,57,57,57,57,57,57,MLG75,2,MLG75,9,185,46,0,16,48.4355890750885,0.26181399500047836
123,123,123,123,123,123,123,1-11350,8,1-11350,2,100,22,0,22,25.34893497824669,0.2534893497824669
26,26,26,26,26,26,26,1-18558,18,1-18558,17,307,77,0,0,77.0,0.250814332247557
332,332,332,332,332,332,332,P-16616,18,P-16616,17,28,7,0,0,7.0,0.25
77,77,77,77,77,77,77,1-9674,4,1-9674,6,144,34,0,12,35.826691806316376,0.24879647087719706
34,34,34,34,34,34,34,MLG51,19,MLG51,16,248,50,0,57,58.676786080002785,0.23659994387097896
299,299,299,299,299,299,299,MLG31,22,MLG31,19,33,7,0,5,7.7611215859651566,0.23518550260500473
345,345,345,345,345,345,345,1-3584,3,1-3584,17,26,4,0,13,5.978916123509407,0.2299583124426695
