Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,MLG45,20,9,MLG45,70,12,1,10,1020.8258671760559,14.583226673943656
4,4,4,4,4,4,4,4,4,1-6240,20,9,1-6240,698,62,1,125,1172.3233397006989,1.6795463319494253
399,399,399,399,399,399,399,399,399,MLG60,15,15,MLG60,47,28,0,8,35.06069374084473,0.7459722072520154
526,526,526,526,526,526,526,526,526,1-5002,11,14,1-5002,45,8,0,22,27.416907787322998,0.6092646174960666
272,272,272,272,272,272,272,272,272,1-1570,12,16,1-1570,142,18,0,76,85.0765905380249,0.5991309192818655
322,322,322,322,322,322,322,322,322,1-0296,18,4,1-0296,41,12,0,14,24.35621404647827,0.5940540011336164
268,268,268,268,268,268,268,268,268,MLG44,14,13,MLG44,59,22,0,13,33.47362732887268,0.5673496157436048
234,234,234,234,234,234,234,234,234,MLG29,11,14,MLG29,164,40,0,60,92.95520305633545,0.5668000186361918
305,305,305,305,305,305,305,305,305,1-7866,2,4,1-7866,318,20,0,180,178.86560916900635,0.5624704690849256
166,166,166,166,166,166,166,166,166,MLG40,14,13,MLG40,51,19,0,10,27.825867176055908,0.5456052387461943
499,499,499,499,499,499,499,499,499,1-8627,20,9,1-8627,25,3,0,12,13.59104061126709,0.5436416244506836
217,217,217,217,217,217,217,217,217,1-9630,7,11,1-9630,33,9,0,10,17.825867176055908,0.5401777932138154
346,346,346,346,346,346,346,346,346,MLG32,14,13,MLG32,52,13,0,17,28.003974199295044,0.5385379653710586
68,68,68,68,68,68,68,68,68,1-7845,13,18,1-7845,36,14,0,6,19.295520305633545,0.5359866751564873
510,510,510,510,510,510,510,510,510,1-3206,2,8,1-3206,45,7,0,19,23.769147634506226,0.528203280766805
388,388,388,388,388,388,388,388,388,MLG49,13,18,MLG49,185,31,0,75,97.19400382041931,0.5253729936238881
128,128,128,128,128,128,128,128,128,1-19286,13,15,1-19286,40,16,0,5,20.412933588027954,0.5103233397006989
91,91,91,91,91,91,91,91,91,72-12171,14,9,72-12171,19,7,0,3,9.647760152816772,0.5077768501482511
488,488,488,488,488,488,488,488,488,1-11350,2,4,1-11350,100,11,0,43,48.951228857040405,0.4895122885704041
209,209,209,209,209,209,209,209,209,1-9938,15,12,1-9938,55,7,0,22,26.416907787322998,0.4803074143149636
457,457,457,457,457,457,457,457,457,1-8503,11,18,1-8503,16,5,0,3,7.6477601528167725,0.4779850095510483
434,434,434,434,434,434,434,434,434,MLG59,17,8,MLG59,71,20,0,15,33.23880076408386,0.4681521234378009
