,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
115,1-6098,5,1-6098,7,1327,159,0,330,415.67888581752777,0.3132470880312945
116,1-8285,8,1-8285,11,72,17,0,7,22.44470363855362,0.3117319949799114
117,1-19447,13,1-19447,20,15,0,0,6,4.66688883304596,0.3111259222030639
118,1-4051,19,1-4051,14,5,0,0,2,1.5556296110153198,0.3111259222030639
119,1-5891,8,1-5891,17,96,15,0,19,29.77848130464554,0.3101925135900577
120,1-9394,7,1-9394,10,117,9,0,35,36.2235181927681,0.3096027195963085
121,1-9609,6,1-9609,12,25,3,0,6,7.666888833045959,0.3066755533218384
122,1-6647,22,1-6647,9,62,19,0,0,19.0,0.3064516129032258
123,1-1957,7,1-1957,10,47,5,0,12,14.33377766609192,0.3049739928955727
124,1-1608,8,1-1608,11,307,52,0,52,92.44636988639832,0.3011282406723072
125,1-6974,13,1-6974,20,207,7,0,71,62.224851191043854,0.3006031458504534
126,1-9286,8,1-9286,11,81,15,0,12,24.33377766609192,0.300417008223357
127,1-7521,18,1-7521,17,10,3,0,0,3.0,0.3
128,1-7682,8,1-7682,11,141,39,0,4,42.11125922203064,0.2986614129222031
129,1-1769,11,1-1769,5,89,4,0,29,26.556629359722137,0.2983890939294622
130,1-17758,11,1-17758,5,40,1,0,14,11.88940727710724,0.2972351819276809
131,1-9578,13,1-9578,20,42,0,0,16,12.44503688812256,0.2963104020981562
132,1-9630,19,1-9630,14,33,2,0,10,9.7781480550766,0.296307516820503
133,1-7744,19,1-7744,14,37,0,0,14,10.88940727710724,0.2943083047866821
134,1-7441,19,1-7441,14,111,7,0,33,32.66788858175278,0.2943053025383133
135,1-5531,15,1-5531,1,8,0,0,3,2.33344441652298,0.2916805520653724
136,MLG49,13,MLG49,20,185,11,0,55,53.779814302921295,0.2907016989347097
137,1-7122,7,1-7122,10,197,16,0,53,57.224184691905975,0.2904780948827714
138,1-19547,21,1-19547,8,66,2,0,22,19.11192572116852,0.2895746321389169
139,MLG31,12,MLG31,19,33,8,0,2,9.55562961101532,0.2895645336671309
140,1-18558,4,1-18558,17,307,60,0,37,88.77914780378342,0.2891828918690013
141,1-2596,7,1-2596,10,35,0,0,13,10.11159247159958,0.2889026420457022
142,1-9971,8,1-9971,11,15,2,0,3,4.33344441652298,0.2888962944348653
143,MLG56,9,MLG56,13,511,99,0,62,147.22451794147491,0.2881106026251955
144,1-8928,9,1-8928,13,39,5,0,8,11.22251844406128,0.2877568831810584
145,1-7152,21,1-7152,8,109,1,0,39,31.334777414798737,0.2874750221541168
146,1-7005,15,1-7005,1,285,0,0,105,81.67055457830429,0.2865633493975589
147,1-18709,3,1-18709,3,33,4,0,7,9.44470363855362,0.2862031405622309
148,1-4098,4,1-4098,17,16,3,0,2,4.55562961101532,0.2847268506884575
149,MLG67,13,MLG67,20,27,3,0,6,7.666888833045959,0.2839588456683689
150,1-8267,21,1-8267,8,133,4,0,43,37.446036636829376,0.2815491476453337
151,1-5775,13,1-5775,20,244,8,0,77,67.89174002408981,0.2782448361643025
152,1-10785,19,1-10785,14,279,5,0,93,77.33677691221237,0.2771927487892917
153,MLG58,6,MLG58,12,71,8,0,15,19.6672220826149,0.2770031279241535
154,1-19448,7,1-19448,10,45,7,0,7,12.44470363855362,0.276548969745636
155,1-9516,15,1-9516,1,76,0,0,27,21.000999748706818,0.2763289440619318
156,1-4020,8,1-4020,11,37,4,0,8,10.22251844406128,0.2762842822719265
157,1-9404,10,1-9404,6,100,12,0,20,27.5562961101532,0.275562961101532
158,1-6900,13,1-6900,20,67,6,0,16,18.44503688812256,0.27529905803168
159,1-4355,3,1-4355,3,49,1,0,16,13.44503688812256,0.2743885079208685
160,1-4531,15,1-4531,1,94,0,0,33,25.667888581752777,0.2730626444867317
161,1-3362,21,1-3362,8,117,7,0,32,31.89007377624512,0.2725647331303001
162,1-0055,17,1-0055,16,18,1,0,5,4.8890740275383,0.2716152237521277
163,MLG63,3,MLG63,3,380,36,0,86,102.89207327365877,0.2707686138780493
164,1-9674,10,1-9674,6,144,7,0,41,38.890407025814056,0.2700722710125976
165,1-0003,8,1-0003,11,17,3,0,2,4.55562961101532,0.2679782124126659
166,1-9650,17,1-9650,16,25,2,0,6,6.66688883304596,0.2666755533218384
167,1-8018,13,1-8018,20,58,3,0,16,15.44503688812256,0.2662937394503889
168,1-6858,4,1-6858,5,23,3,0,4,6.11125922203064,0.2657069226969843
169,1-9495,4,1-9495,17,18,4,0,1,4.77781480550766,0.2654341558615367
170,1-5744,4,1-5744,17,18,4,0,1,4.77781480550766,0.2654341558615367
171,1-10539,13,1-10539,20,63,5,0,15,16.6672220826149,0.2645590806764269
172,1-8157,7,1-8157,10,75,12,0,10,19.7781480550766,0.2637086407343547
173,1-8328,21,1-8328,8,114,2,0,36,30.00133299827576,0.2631695877041733
174,1-3312,10,1-3312,6,36,4,0,7,9.44470363855362,0.2623528788487116
175,1-4640,21,1-4640,8,87,1,0,28,22.77881455421448,0.2618254546461434
176,1-9055,15,1-9055,1,12,0,0,4,3.11125922203064,0.2592716018358866
177,1-9034,13,1-9034,20,3,0,0,1,0.7778148055076599,0.2592716018358866
178,1-9076,13,1-9076,20,9,0,0,3,2.33344441652298,0.2592716018358866
179,1-0031,9,1-0031,13,13,1,0,3,3.33344441652298,0.2564188012709984
180,1-0033,21,1-0033,8,10,1,0,2,2.55562961101532,0.255562961101532
181,1-4929,10,1-4929,6,10,1,0,2,2.55562961101532,0.255562961101532
182,MLG46,19,MLG46,14,17,2,0,3,4.33344441652298,0.254908495089587
183,1-0303,13,1-0303,20,212,13,0,52,53.44636988639832,0.2521055183320675
184,1-9733,22,1-9733,9,4,1,0,0,1.0,0.25
185,1-10444,12,1-10444,19,8,2,0,0,2.0,0.25
186,1-2103,19,1-2103,14,26,1,0,7,6.444703638553619,0.2478732168674469
187,1-6227,12,1-6227,19,52,12,0,1,12.77781480550766,0.2457272077982242
188,1-7752,7,1-7752,10,29,4,0,4,7.11125922203064,0.2452158352424358
189,MLG14,2,MLG14,2,232,39,0,23,56.88974052667618,0.24521439882188
190,1-9497,5,1-9497,7,150,14,0,29,36.55662935972214,0.2437108623981475
191,1-4149,15,1-4149,1,16,0,0,5,3.8890740275383,0.2430671267211437
192,1-3639,11,1-3639,5,17,1,0,4,4.11125922203064,0.2418387777665082
193,1-9110,4,1-9110,17,29,7,0,0,7.0,0.2413793103448276
194,1-19229,3,1-19229,3,38,6,0,4,9.11125922203064,0.2397699795271221
195,1-8421,19,1-8421,14,109,9,0,22,26.11192572116852,0.2395589515703533
196,1-4760,4,1-4760,17,40,8,0,2,9.55562961101532,0.2388907402753829
197,1-7024,22,1-7024,9,498,118,0,0,118.0,0.2369477911646586
198,1-7536,22,1-7536,9,17,4,0,0,4.0,0.2352941176470588
199,1-6296,23,1-6296,18,254,20,0,51,59.668555080890656,0.2349155711846088
200,1-0292,23,1-0292,18,99,3,0,26,23.22318494319916,0.2345776256888803
201,1-3139,15,1-3139,1,93,0,0,28,21.77881455421448,0.2341808016582202
202,1-5406,13,1-5406,20,10,0,0,3,2.33344441652298,0.2333444416522979
203,1-9712,11,1-9712,5,10,0,0,3,2.33344441652298,0.2333444416522979
204,1-7004,21,1-7004,8,381,11,0,100,88.78148055076599,0.2330222586634278
205,1-7807,21,1-7807,8,239,9,0,60,55.6688883304596,0.2329242189558978
206,MLG60,2,MLG60,2,47,7,0,5,10.8890740275383,0.2316824261178361
207,1-9651,13,1-9651,20,38,1,0,10,8.7781480550766,0.2310038961862263
208,1-0027,5,1-0027,7,29,2,0,6,6.66688883304596,0.2298927183808951
209,1-7058,4,1-7058,17,80,16,0,3,18.33344441652298,0.2291680552065372
210,1-5282,13,1-5282,20,17,0,0,5,3.8890740275383,0.2287690604434293
211,1-1942,15,1-1942,1,34,0,0,10,7.778148055076599,0.2287690604434293
212,1-8678,3,1-8678,3,17,0,0,5,3.8890740275383,0.2287690604434293
213,1-9768,13,1-9768,20,241,3,0,67,55.113591969013214,0.2286871036058639
214,1-17733,10,1-17733,6,74,6,0,14,16.88940727710724,0.2282352334744221
215,1-9333,13,1-9333,20,102,6,0,22,23.11192572116852,0.2265875070702795
216,MLG78,18,MLG78,15,80,18,0,0,18.0,0.225
217,1-9667,13,1-9667,20,14,0,0,4,3.11125922203064,0.2222328015736171
218,1-11330,15,1-11330,1,14,0,0,4,3.11125922203064,0.2222328015736171
219,1-9902,6,1-9902,17,30,2,0,6,6.66688883304596,0.2222296277681986
220,1-5163,7,1-5163,10,16,2,0,2,3.55562961101532,0.2222268506884575
221,1-6532,22,1-6532,9,27,6,0,0,6.0,0.2222222222222222
222,MLG30,23,MLG30,18,208,10,0,46,45.77948105335236,0.2200936589103478
223,MLG41,12,MLG41,19,66,9,0,7,14.44470363855362,0.2188591460386912
224,1-1592,15,1-1592,1,32,0,0,9,7.000333249568939,0.2187604140490293
225,1-7467,13,1-7467,20,64,0,0,18,14.000666499137878,0.2187604140490293
226,1-1462,15,1-1462,1,192,0,0,54,42.00199949741364,0.2187604140490293
227,MLG12,6,MLG12,12,146,21,0,14,31.88940727710724,0.2184205977884057
228,1-2584,7,1-2584,10,36,0,0,10,7.778148055076599,0.2160596681965721
229,1-5197,10,1-5197,6,72,7,0,11,15.55596286058426,0.2160550397303369
230,1-1258,18,1-1258,15,435,93,0,0,93.0,0.2137931034482758
231,1-6878,23,1-6878,18,167,10,0,33,35.66788858175278,0.2135801711482202
232,1-1935,13,1-1935,20,12,1,0,2,2.55562961101532,0.2129691342512766
233,1-2545,2,1-2545,2,145,23,0,10,30.7781480550766,0.212263090035011
234,1-9722,13,1-9722,20,22,0,0,6,4.66688883304596,0.2121313105929981
235,1-1989,12,1-1989,19,46,5,0,6,9.66688883304596,0.2101497572401295
236,1-8820,11,1-8820,5,83,4,0,17,17.22285169363022,0.2075042372726532
237,1-9887,23,1-9887,18,36,2,0,7,7.444703638553619,0.2067973232931561
238,1-3509,23,1-3509,18,35,1,0,8,7.222518444061279,0.2063576698303222
239,1-7042,2,1-7042,2,117,21,0,4,24.11125922203064,0.2060791386498345
240,1-8186,8,1-8186,11,26,3,0,3,5.33344441652298,0.2051324775585761
241,1-18603,11,1-18603,5,19,0,0,5,3.8890740275383,0.2046881067125421
242,1-7897,7,1-7897,10,95,3,0,21,19.33411091566085,0.2035169570069564
243,1-8341,15,1-8341,1,197,0,0,51,39.668555080890656,0.2013632237608662
244,1-9697,18,1-9697,20,20,4,0,0,4.0,0.2
245,1-5555,22,1-5555,9,10,2,0,0,2.0,0.2
246,1-0405,9,1-0405,13,64,5,0,10,12.7781480550766,0.1996585633605718
247,1-5355,19,1-5355,14,53,2,0,11,10.55596286058426,0.1991691105770615
248,1-7866,3,1-7866,3,318,11,0,67,63.113591969013214,0.1984704149968969
249,1-9892,19,1-9892,14,22,2,0,3,4.33344441652298,0.19697474620559
250,1-9808,23,1-9808,18,74,6,0,11,14.55596286058426,0.1967022008187062
251,1-1177,7,1-1177,10,17,1,0,3,3.33344441652298,0.1960849656778223
252,1-9946,13,1-9946,20,12,0,0,3,2.33344441652298,0.1944537013769149
253,1-9606,5,1-9606,7,16,0,0,4,3.11125922203064,0.1944537013769149
254,1-5929,15,1-5929,1,4,0,0,1,0.7778148055076599,0.1944537013769149
255,1-4926,1,1-4926,19,4,0,0,1,0.7778148055076599,0.1944537013769149
256,1-9861,13,1-9861,20,8,0,0,2,1.5556296110153198,0.1944537013769149
257,1-8532,7,1-8532,10,4,0,0,1,0.7778148055076599,0.1944537013769149
258,1-8093,4,1-8093,17,4,0,0,1,0.7778148055076599,0.1944537013769149
259,72-11994,7,72-11994,10,8,0,0,2,1.5556296110153198,0.1944537013769149
260,1-20641,21,1-20641,8,16,0,0,4,3.11125922203064,0.1944537013769149
261,1-18004,11,1-18004,5,12,0,0,3,2.33344441652298,0.1944537013769149
262,1-6228,15,1-6228,1,48,0,0,12,9.33377766609192,0.1944537013769149
263,1-9417,10,1-9417,6,76,7,0,10,14.7781480550766,0.1944493165141657
264,MLG35,12,MLG35,19,49,4,0,7,9.44470363855362,0.192749053848033
265,1-9504,12,1-9504,19,30,5,0,1,5.77781480550766,0.1925938268502553
266,1-1570,19,1-1570,14,142,4,0,30,27.3344441652298,0.1924960856706323
267,1-8627,8,1-8627,11,25,4,0,1,4.77781480550766,0.1911125922203064
268,1-18714,11,1-18714,5,32,3,0,4,6.11125922203064,0.1909768506884575
269,1-2400,21,1-2400,8,49,0,0,12,9.33377766609192,0.1904852584916718
270,1-3089,22,1-3089,9,16,3,0,0,3.0,0.1875
271,MLG51,17,MLG51,16,248,20,0,34,46.44570338726044,0.1872810620454049
272,1-3564,3,1-3564,3,41,3,0,6,7.666888833045959,0.186997288610877
273,1-11350,2,1-11350,2,100,14,0,6,18.66688883304596,0.1866688883304595
274,1-5172,19,1-5172,14,120,2,0,26,22.22318494319916,0.185193207859993
275,1-9549,21,1-9549,8,18,1,0,3,3.33344441652298,0.1851913564734988
276,1-3596,1,1-3596,4,223,21,0,26,41.22318494319916,0.1848573315838527
277,1-8988,2,1-8988,2,29,3,0,3,5.33344441652298,0.1839118764318268
278,1-3447,1,1-3447,4,110,3,0,22,20.11192572116852,0.1828356883742592
279,1-19915,19,1-19915,14,62,2,0,12,11.33377766609192,0.1828028655821277
280,1-9227,15,1-9227,1,801,0,0,188,146.22918343544006,0.1825582814424969
281,1-7995,13,1-7995,20,14,1,0,2,2.55562961101532,0.18254497221538
282,1-11206,19,1-11206,14,14,1,0,2,2.55562961101532,0.18254497221538
283,1-2324,8,1-2324,11,25,3,0,2,4.55562961101532,0.1822251844406127
284,1-6181,23,1-6181,18,659,39,0,104,119.89273977279665,0.1819313198373241
285,MLG54,6,MLG54,12,595,38,0,90,108.0033324956894,0.1815182058751082
286,MLG64,12,MLG64,19,245,25,0,25,44.4453701376915,0.1814096740313938
287,1-2294,11,1-2294,5,75,1,0,16,13.44503688812256,0.1792671585083007
288,1-9752,13,1-9752,20,22,0,0,5,3.8890740275383,0.1767760921608318
289,1-5515,8,1-5515,11,29,2,0,4,5.11125922203064,0.1762503180010565
290,1-6240,8,1-6240,11,698,74,0,62,122.22451794147491,0.1751067592284741
291,1-4319,11,1-4319,5,163,5,0,30,28.3344441652298,0.1738309457989558
292,1-8622,17,1-8622,16,54,0,0,12,9.33377766609192,0.1728477345572577
293,MLG72,23,MLG72,18,9,0,0,2,1.5556296110153198,0.1728477345572577
294,1-4390,15,1-4390,1,45,0,0,10,7.778148055076599,0.1728477345572577
295,1-9338,18,1-9338,15,29,5,0,0,5.0,0.1724137931034483
296,MLG02,23,MLG02,18,320,7,0,61,54.446703135967255,0.1701459472998976
297,1-1390,1,1-1390,16,98,5,0,15,16.6672220826149,0.1700736947205602
298,1-3589,1,1-3589,1,27,3,0,2,4.55562961101532,0.168727022630197
299,1-9283,8,1-9283,11,235,24,0,20,39.5562961101532,0.1683246642985242
300,1-6918,21,1-6918,8,43,1,0,8,7.222518444061279,0.1679655452107274
301,MLG42,8,MLG42,11,14,0,0,3,2.33344441652298,0.1666746011802128
302,1-6718,8,1-6718,11,20,1,0,3,3.33344441652298,0.166672220826149
303,1-8938,1,1-8938,4,30,5,0,0,5.0,0.1666666666666666
304,1-10762,4,1-10762,17,6,1,0,0,1.0,0.1666666666666666
305,1-7863,19,1-7863,14,351,6,0,67,58.113591969013214,0.1655657890855077
306,1-2382,1,1-2382,4,139,9,0,18,23.00066649913788,0.165472420857107
307,1-5626,19,1-5626,14,125,2,0,24,20.66755533218384,0.1653404426574707
308,1-5980,1,1-5980,4,29,4,0,1,4.77781480550766,0.1647522346726779
309,1-5653,17,1-5653,16,11,1,0,1,1.77781480550766,0.1616195277734236
310,1-9614,2,1-9614,2,30,4,0,1,4.77781480550766,0.159260493516922
311,1-7842,2,1-7842,20,21,1,0,3,3.33344441652298,0.1587354484058561
312,1-9185,8,1-9185,11,31,1,0,5,4.8890740275383,0.1577120654044612
313,1-7268,8,1-7268,11,70,4,0,9,11.00033324956894,0.1571476178509848
314,1-8659,21,1-8659,8,91,1,0,17,14.22285169363022,0.156295073556376
315,1-3217,2,1-3217,2,5,0,0,1,0.7778148055076599,0.1555629611015319
316,MLG73,13,MLG73,20,10,0,0,2,1.5556296110153198,0.1555629611015319
317,1-8379,13,1-8379,20,5,0,0,1,0.7778148055076599,0.1555629611015319
318,1-8566,13,1-8566,20,5,0,0,1,0.7778148055076599,0.1555629611015319
319,1-4136,13,1-4136,20,5,0,0,1,0.7778148055076599,0.1555629611015319
320,1-6927,12,1-6927,19,179,26,0,2,27.55562961101532,0.1539420648660073
321,1-4052,18,1-4052,17,13,2,0,0,2.0,0.1538461538461538
322,1-7204,12,1-7204,20,26,4,0,0,4.0,0.1538461538461538
323,1-9416,22,1-9416,9,13,2,0,0,2.0,0.1538461538461538
324,1-0278,18,1-0278,15,79,12,0,0,12.0,0.1518987341772152
325,1-3052,15,1-3052,1,166,0,0,32,24.89007377624512,0.1499402034713561
326,1-7874,12,1-7874,19,258,16,0,29,38.55662935972214,0.1494442998438842
327,MLG38,1,MLG38,4,77,6,0,7,11.44470363855362,0.1486325147864106
328,1-3083,3,1-3083,3,78,3,0,11,11.55596286058426,0.1481533700074905
329,1-8541,15,1-8541,1,232,0,0,44,34.22385144233704,0.1475166010445562
330,1-19004,4,1-19004,17,60,8,0,1,8.77781480550766,0.1462969134251276
331,1-8094,3,1-8094,3,58,3,0,7,8.44470363855362,0.145598338595752
332,1-8427,8,1-8427,11,189,18,0,12,27.33377766609192,0.1446231622544546
333,1-7964,23,1-7964,18,202,12,0,22,29.11192572116852,0.1441184441642005
334,1-9655,21,1-9655,8,27,0,0,5,3.8890740275383,0.1440397787977148
335,1-7140,23,1-7140,18,397,15,0,54,57.00199949741364,0.1435818627138882
336,MLG65,1,MLG65,4,201,21,0,10,28.7781480550766,0.1431748659456547
337,1-5981,2,1-5981,2,28,4,0,0,4.0,0.1428571428571428
338,1-8124,3,1-8124,3,18,1,0,2,2.55562961101532,0.1419794228341844
339,1-6980,19,1-6980,14,128,1,0,22,18.11192572116852,0.141499419696629
340,1-9457,15,1-9457,1,11,0,0,2,1.5556296110153198,0.1414208737286654
341,1-1250,4,1-1250,17,34,4,0,1,4.77781480550766,0.1405239648678723
342,1-18203,22,1-18203,9,29,4,0,0,4.0,0.1379310344827586
