Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,5,15,1-6878,167,30,0,91,99.0372263789177,0.593037283706094
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,8,14,MLG56,511,106,0,206,262.28207290172577,0.5132721583204026
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,1,2,1-18371,120,55,0,7,60.31055587530136,0.5025879656275113
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,15,1-2423,79,6,0,44,39.3806369304657,0.49848907506918605
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,17,12,1-0272,111,9,0,60,54.51905035972595,0.49116261585338694
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,13,7,MLG50,319,69,0,108,150.9342906475067,0.4731482465439082
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,10,10,1-10468,549,76,0,216,239.86858129501343,0.43691909161204634
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,20,1-6692,71,9,0,29,31.00087434053421,0.4366320329652706
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,21,16,MLG59,71,23,0,10,30.58650839328766,0.43079589286320646
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,2,13,1-2335,145,30,0,42,61.86333525180817,0.42664369139178043
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,22,6,MLG55,92,19,0,26,38.72492182254791,0.42092306328856427
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,16,3,MLG48,159,16,0,67,66.82960623502731,0.42031198889954285
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,7,17,MLG57,629,130,0,159,250.62548345327377,0.39845068911490267
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,2,13,1-6974,207,36,0,58,80.00174868106842,0.38648187768632086
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,4,19,P-16616,28,7,0,5,10.79325419664383,0.38547336416585104
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,10,10,1-8067,322,5,0,157,124.10818177461624,0.3854291359460132
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,2,13,1-3535,315,78,0,57,121.24309784173965,0.38489872330711
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,9,19,MLG75,185,49,0,28,70.24222350120544,0.3796876946011105
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,4,23,1-9697,20,3,0,6,7.551905035972595,0.37759525179862974
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,21,3,1-4682,16,3,0,4,6.0346033573150635,0.37716270983219147
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,10,10,1-5197,72,2,0,33,27.035477697849274,0.37549274580346215
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,6,8,1-9553,23,1,0,10,8.586508393287659,0.37332645188207214
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,17,12,1-8100,19,1,0,8,7.069206714630127,0.3720635112963225
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,22,6,1-0003,17,1,0,7,6.310555875301361,0.37120916913537416
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,22,6,1-1350,195,45,0,36,72.31143021583557,0.37082784726069523
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,1,2,1-7842,21,7,0,1,7.758650839328766,0.3694595637775603
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,3,21,1-9496,39,9,0,7,14.310555875301361,0.3669373301359323
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,14,20,1-7770,11,1,0,4,4.0346033573150635,0.3667821233922785
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,9,19,1-9794,46,13,0,5,16.79325419664383,0.36507074340530066
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,10,10,1-6858,23,0,0,11,8.345159232616425,0.36283301011375757
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,1,2,1-1850,30,7,0,5,10.79325419664383,0.35977513988812765
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,4,23,P-0009,7,1,0,2,2.5173016786575317,0.35961452552250456
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,2,13,1-9283,235,32,0,69,84.34690791368484,0.3589230123986589
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,18,22,1-9491,80,15,0,18,28.655715107917786,0.35819643884897234
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,1,2,MLG58,71,17,0,11,25.345159232616425,0.3569740736988229
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,14,20,1-9946,12,2,0,3,4.275952517986298,0.35632937649885815
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,9,19,1-9576,10,2,0,2,3.5173016786575317,0.3517301678657532
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,2,13,1-3217,5,1,0,1,1.7586508393287659,0.3517301678657532
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,10,10,1-17733,74,4,0,29,26.00087434053421,0.35136316676397583
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,16,3,1-3596,223,22,0,74,78.14016211032867,0.3504043143960927
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,13,7,1-9645,69,21,0,4,24.034603357315063,0.3483275848886241
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,2,13,MLG49,185,40,0,32,64.27682685852051,0.3474423073433541
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,19,4,1-1191,53,4,0,19,18.41436594724655,0.3474408669291802
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,3,18,1-5002,45,8,0,10,15.586508393287659,0.3463668531841702
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,1,2,1-5531,8,2,0,1,2.758650839328766,0.34483135491609573
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,6,8,1-9227,801,89,0,244,274.1108047962189,0.34221074256706474
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,6,8,MLG13,140,13,0,46,47.89793860912323,0.34212813292230876
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,12,24,1-9731,11,3,0,1,3.758650839328766,0.34169553084806964
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,17,12,1-3068,180,17,0,58,61.00174868106842,0.33889860378371345
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,16,3,MLG72,9,0,0,4,3.0346033573150635,0.33717815081278485
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,23,9,MLG68,642,126,0,118,215.52079904079437,0.3357021791912685
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,23,9,1-0055,18,3,0,4,6.0346033573150635,0.3352557420730591
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,6,8,1-3052,166,25,0,40,55.346033573150635,0.3334098408021123
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,13,7,1-5914,3,1,0,0,1.0,0.3333333333333333
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,3,1-3176,3,1,0,0,1.0,0.3333333333333333
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,7,17,1-4499,12,4,0,0,4.0,0.3333333333333333
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,20,21,1-4747,25,3,0,7,8.310555875301361,0.3324222350120544
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,21,7,1-7682,141,37,0,13,46.862460911273956,0.3323578788033614
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,2,13,1-6538,44,7,0,10,14.586508393287659,0.3315115543929013
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,17,12,1-4640,87,6,0,30,28.759525179862976,0.33056925494095374
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,8,14,1-6217,44,13,0,2,14.517301678657532,0.3299386745149439
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,17,12,1-17907,119,18,0,28,39.242223501205444,0.3297665840437432
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,21,16,1-7467,64,12,0,12,21.10381007194519,0.3297470323741436
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,10,10,1-9417,76,3,0,29,25.00087434053421,0.3289588729017659
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,19,4,1-8634,10,1,0,3,3.2759525179862976,0.32759525179862975
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,6,8,1-8341,197,15,0,65,64.31230455636978,0.3264583987632984
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,6,8,1-4531,94,17,0,18,30.655715107917786,0.32612462880763604
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,6,8,1-6531,27,5,0,5,8.79325419664383,0.32567608135717885
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,9,19,1-5425,17,4,0,2,5.517301678657532,0.3245471575680901
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,10,10,1-4319,163,8,0,59,52.760399520397186,0.32368343264047356
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,10,10,1-1317,414,23,0,145,133.00437170267105,0.32126659831563054
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,7,17,1-9457,11,2,0,2,3.5173016786575317,0.31975469805977563
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,17,12,1-3362,117,16,0,28,37.242223501205444,0.3183096025744055
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,23,9,1-10539,63,17,0,4,20.034603357315063,0.3180095771002391
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,16,3,MLG84,63,10,0,13,19.862460911273956,0.31527715732180883
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,16,3,1-9861,8,1,0,2,2.5173016786575317,0.31466270983219147
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,15,5,1-19205,12,3,0,1,3.758650839328766,0.31322090327739716
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,18,22,1-2714,61,0,0,25,18.966270983219147,0.3109224751347401
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,1,2,1-18203,29,9,0,0,9.0,0.3103448275862069
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,21,16,1-5549,35,7,0,5,10.79325419664383,0.30837869133268087
