Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
342,342,342,MLG65,5,17,MLG65,201,79,0,47,97.95287927985191,0.48732775761120356
500,500,500,1-0292,18,16,1-0292,99,30,0,28,41.29107701778412,0.41708158603822343
320,320,320,MLG13,17,5,MLG13,140,51,0,17,57.8552967607975,0.41325211971998216
437,437,437,1-6980,9,15,1-6980,128,38,0,35,52.11384627223015,0.40713942400179803
483,483,483,1-9491,2,20,1-9491,80,30,0,5,32.016263753175735,0.4002032969146967
149,149,149,MLG58,1,18,MLG58,71,16,0,26,26.484571516513824,0.37302213403540596
191,191,191,1-8328,23,3,1-8328,114,30,0,31,42.50083526968956,0.37281434447096107
319,319,319,1-3584,14,11,1-3584,26,6,0,9,9.629274755716324,0.3703567213737048
405,405,405,1-3104,15,4,1-3104,16,5,0,2,5.806505501270294,0.3629065938293934
510,510,510,1-3206,2,20,1-3206,45,14,0,4,15.613011002540588,0.34695580005645754
331,331,331,MLG75,19,7,MLG75,185,56,0,20,64.06505501270294,0.34629759466325916
360,360,360,1-6611,23,3,1-6611,89,25,0,13,30.242285758256912,0.3398009635759204
390,390,390,MLG64,12,15,MLG64,245,56,0,64,81.80817604064941,0.3339109226148956
236,236,236,1-7024,4,12,1-7024,498,74,0,218,161.90909963846207,0.3251186739728154
94,94,94,1-3083,10,19,1-3083,78,14,0,28,25.29107701778412,0.32424457715107846
239,239,239,1-7042,10,19,1-7042,117,32,0,14,37.64553850889206,0.3217567393922398
544,544,544,1-5799,7,9,1-5799,7,1,0,3,2.2097582519054413,0.3156797502722059
298,298,298,1-7019,4,12,1-7019,107,17,0,41,33.53336277604103,0.313395913794776
423,423,423,1-7122,9,2,1-7122,197,44,0,42,60.93661552667618,0.309322921455209
322,322,322,1-0296,7,8,1-0296,41,9,0,9,12.629274755716324,0.30803109160283715
434,434,434,MLG59,13,17,MLG59,71,17,0,12,21.839033007621765,0.30759201419185583
396,396,396,1-9963,14,11,1-9963,116,28,0,18,35.25854951143265,0.30395301302959177
345,345,345,1-1131,2,20,1-1131,138,36,0,13,41.24228575825691,0.2988571431757747
300,300,300,1-4020,9,2,1-4020,37,9,0,5,11.016263753175735,0.2977368581939388
217,217,217,1-9630,2,20,1-9630,33,9,0,2,9.806505501270294,0.2971668333718271
427,427,427,1-9379,12,15,1-9379,58,14,0,8,17.226022005081177,0.2970003793979513
246,246,246,MLG56,23,3,MLG56,511,76,0,187,151.4082643687725,0.29629797332440805
311,311,311,1-20578,13,17,1-20578,19,4,0,4,5.613011002540588,0.29542163171266256
422,422,422,1-6878,18,16,1-6878,167,42,0,18,49.25854951143265,0.29496137431995595
131,131,131,1-9283,8,10,1-9283,235,16,0,132,69.22936308383942,0.29459303439931667
466,466,466,1-5981,5,10,1-5981,28,5,0,8,8.226022005081177,0.2937865001814706
526,526,526,1-5002,19,5,1-5002,45,12,0,3,13.209758251905441,0.29355018337567645
478,478,478,1-9394,19,7,1-9394,117,29,0,13,34.24228575825691,0.2926691090449309
469,469,469,1-8578,3,21,1-8578,11,2,0,3,3.2097582519054413,0.29179620471867646
153,153,153,1-1350,8,10,1-1350,195,40,0,41,56.53336277604103,0.2899146809027745
558,558,558,1-0055,12,15,1-0055,18,4,0,3,5.209758251905441,0.28943101399474674
261,261,261,1-1942,17,5,1-1942,34,9,0,2,9.806505501270294,0.28842663239030275
