Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
519,519,519,519,519,519,519,519,1-4926,8,6,1-4926,4,2,0,0,2.0,0.5
15,15,15,15,15,15,15,15,1-8093,15,2,1-8093,4,2,0,0,2.0,0.5
280,280,280,280,280,280,280,280,1-7608,2,15,1-7608,4,2,0,0,2.0,0.5
486,486,486,486,486,486,486,486,1-8678,15,2,1-8678,17,8,0,1,8.326317101716995,0.4897833589245291
404,404,404,404,404,404,404,404,1-4682,15,2,1-4682,16,7,0,2,7.6526342034339905,0.4782896377146244
542,542,542,542,542,542,542,542,1-1191,13,11,1-1191,53,11,0,43,25.031635373830795,0.4722950070534112
461,461,461,461,461,461,461,461,1-9651,1,12,1-9651,38,15,0,9,17.936853915452957,0.47202247145928833
527,527,527,527,527,527,527,527,1-5531,1,12,1-5531,8,3,0,2,3.6526342034339905,0.4565792754292488
400,400,400,400,400,400,400,400,1-18709,1,12,1-18709,33,13,0,6,14.957902610301971,0.4532697760697567
293,293,293,293,293,293,293,293,1-8066,16,8,1-8066,86,36,0,8,38.61053681373596,0.4489597303922786
466,466,466,466,466,466,466,466,1-5981,18,9,1-5981,28,7,0,17,12.547390729188919,0.44812109747103285
157,157,157,157,157,157,157,157,1-6061,2,15,1-6061,40,12,0,18,17.873707830905914,0.44684269577264785
268,268,268,268,268,268,268,268,MLG44,21,16,MLG44,59,22,0,10,25.263171017169952,0.428189339274067
403,403,403,403,403,403,403,403,1-1770,12,10,1-1770,35,14,0,3,14.978951305150986,0.42797003729002814
3,3,3,3,3,3,3,3,1-8222,11,7,1-8222,12,5,0,0,5.0,0.4166666666666667
138,138,138,138,138,138,138,138,1-5515,6,14,1-5515,29,10,0,6,11.957902610301971,0.41234146932075766
179,179,179,179,179,179,179,179,1-4052,12,10,1-4052,13,5,0,1,5.326317101716995,0.40971670013207656
78,78,78,78,78,78,78,78,1-4088,1,12,1-4088,30,6,0,19,12.20002493262291,0.406667497754097
282,282,282,282,282,282,282,282,1-1608,12,10,1-1608,307,59,0,200,124.26342034339905,0.40476684150944314
399,399,399,399,399,399,399,399,MLG60,19,3,MLG60,47,12,0,21,18.8526591360569,0.4011204071501468
505,505,505,505,505,505,505,505,1-4747,20,4,1-4747,25,9,0,3,9.978951305150986,0.39915805220603945
518,518,518,518,518,518,518,518,1-1850,1,12,1-1850,30,10,0,6,11.957902610301971,0.39859675367673236
313,313,313,313,313,313,313,313,1-7521,2,15,1-7521,10,3,0,3,3.9789513051509857,0.39789513051509856
520,520,520,520,520,520,520,520,1-2034,6,14,1-2034,16,5,0,4,6.305268406867981,0.3940792754292488
507,507,507,507,507,507,507,507,1-6909,11,7,1-6909,36,7,0,22,14.178976237773895,0.39386045104927486
322,322,322,322,322,322,322,322,1-0296,1,12,1-0296,41,12,0,12,15.915805220603943,0.3881903712342425
143,143,143,143,143,143,143,143,1-8928,13,11,1-8928,39,9,0,18,14.873707830905914,0.38137712386938244
511,511,511,511,511,511,511,511,1-9697,11,7,1-9697,20,5,0,8,7.610536813735962,0.3805268406867981
264,264,264,264,264,264,264,264,P-0009,5,5,P-0009,7,2,0,2,2.6526342034339905,0.3789477433477129
80,80,80,80,80,80,80,80,1-9115,13,11,1-9115,16,5,0,3,5.978951305150986,0.3736844565719366
222,222,222,222,222,222,222,222,1-4149,1,12,1-4149,16,5,0,3,5.978951305150986,0.3736844565719366
318,318,318,318,318,318,318,318,1-2324,8,6,1-2324,25,8,0,4,9.305268406867981,0.37221073627471923
312,312,312,312,312,312,312,312,1-3108,8,6,1-3108,18,6,0,2,6.6526342034339905,0.36959078907966614
434,434,434,434,434,434,434,434,MLG59,1,12,MLG59,71,17,0,28,26.136878848075867,0.36812505419825164
479,479,479,479,479,479,479,479,1-9286,2,15,1-9286,81,17,0,39,29.726366966962814,0.3669921847773187
309,309,309,309,309,309,309,309,1-3516,13,11,1-3516,156,37,0,62,57.231660306453705,0.3668696173490622
285,285,285,285,285,285,285,285,1-18615,1,12,1-18615,22,6,0,6,7.957902610301971,0.3617228459228169
206,206,206,206,206,206,206,206,1-9752,19,3,1-9752,22,6,0,6,7.957902610301971,0.3617228459228169
10,10,10,10,10,10,10,10,1-7964,20,4,1-7964,202,62,0,32,72.44214725494385,0.35862449136110813
162,162,162,162,162,162,162,162,1-8067,10,17,1-8067,322,77,0,116,114.85278379917145,0.3566856639725821
185,185,185,185,185,185,185,185,1-8906,2,15,1-8906,15,4,0,4,5.305268406867981,0.3536845604578654
509,509,509,509,509,509,509,509,1-18935,19,3,1-18935,30,6,0,14,10.568439424037933,0.3522813141345978
246,246,246,246,246,246,246,246,MLG56,18,9,MLG56,511,105,0,228,179.40029919147491,0.3510769064412425
481,481,481,481,481,481,481,481,1-10038,19,3,1-10038,76,7,0,60,26.579026103019714,0.34972402767131205
462,462,462,462,462,462,462,462,1-1183,19,3,1-1183,45,2,0,42,15.7053182721138,0.34900707271364
101,101,101,101,101,101,101,101,1-9892,21,16,1-9892,22,7,0,2,7.6526342034339905,0.3478470092469996
299,299,299,299,299,299,299,299,MLG54,20,4,MLG54,595,28,0,548,206.8217717409134,0.347599616371283
269,269,269,269,269,269,269,269,1-7839,21,16,1-7839,24,8,0,1,8.326317101716995,0.3469298792382081
359,359,359,359,359,359,359,359,1-4417,14,13,1-4417,151,28,0,72,51.49483132362366,0.34102537300413016
415,415,415,415,415,415,415,415,1-1957,8,6,1-1957,47,14,0,6,15.957902610301971,0.33952984277238235
384,384,384,384,384,384,384,384,1-9270,11,7,1-9270,128,33,0,32,43.44214725494385,0.3393917754292488
500,500,500,500,500,500,500,500,1-0292,1,12,1-0292,99,23,0,31,33.11583015322685,0.3345033348810793
564,564,564,564,564,564,564,564,1-9034,1,12,1-9034,3,1,0,0,1.0,0.3333333333333333
525,525,525,525,525,525,525,525,1-3175,12,10,1-3175,6,2,0,0,2.0,0.3333333333333333
31,31,31,31,31,31,31,31,1-8938,5,5,1-8938,30,9,0,3,9.978951305150986,0.3326317101716995
547,547,547,547,547,547,547,547,MLG67,21,16,MLG67,27,8,0,3,8.978951305150986,0.3325537520426291
512,512,512,512,512,512,512,512,1-3033,8,6,1-3033,7,2,0,1,2.3263171017169952,0.33233101453099934
122,122,122,122,122,122,122,122,MLG42,9,22,MLG42,14,4,0,2,4.6526342034339905,0.33233101453099934
398,398,398,398,398,398,398,398,1-0303,2,15,1-0303,212,43,0,84,70.4106365442276,0.33212564407654527
13,13,13,13,13,13,13,13,1-9805,13,11,1-9805,26,7,0,5,8.631585508584976,0.3319840580224991
171,171,171,171,171,171,171,171,1-8100,5,5,1-8100,19,5,0,4,6.305268406867981,0.3318562319404201
199,199,199,199,199,199,199,199,MLG39,2,15,MLG39,23,6,0,5,7.631585508584976,0.3318080655906511
119,119,119,119,119,119,119,119,1-5929,12,10,1-5929,4,1,0,1,1.3263171017169952,0.3315792754292488
287,287,287,287,287,287,287,287,1-9836,2,15,1-9836,5,1,0,2,1.6526342034339905,0.3305268406867981
167,167,167,167,167,167,167,167,1-4929,1,12,1-4929,10,2,0,4,3.305268406867981,0.3305268406867981
444,444,444,444,444,444,444,444,1-3217,8,6,1-3217,5,1,0,2,1.6526342034339905,0.3305268406867981
352,352,352,352,352,352,352,352,MLG63,21,16,MLG63,380,113,0,36,124.74741566181183,0.32828267279424167
389,389,389,389,389,389,389,389,1-0278,2,15,1-0278,79,18,0,24,25.831610441207886,0.3269824106482011
191,191,191,191,191,191,191,191,1-8328,6,14,1-8328,114,29,0,25,37.15792754292488,0.3259467328326744
413,413,413,413,413,413,413,413,1-8314,2,15,1-8314,36,3,0,26,11.484244644641876,0.3190067956844966
65,65,65,65,65,65,65,65,1-8659,11,7,1-8659,91,23,0,18,28.873707830905914,0.31729349264731777
345,345,345,345,345,345,345,345,1-1131,20,4,1-1131,138,38,0,17,43.54739072918892,0.31556080238542694
414,414,414,414,414,414,414,414,1-8285,12,10,1-8285,72,17,0,17,22.54739072918892,0.31315820457206833
20,20,20,20,20,20,20,20,1-5167,17,19,1-5167,24,0,0,23,7.5052933394908905,0.31272055581212044
149,149,149,149,149,149,149,149,MLG58,2,15,MLG58,71,15,0,22,22.178976237773895,0.31237994701089994
497,497,497,497,497,497,497,497,1-8493,10,17,1-8493,38,3,0,27,11.810561746358871,0.3108042564831282
237,237,237,237,237,237,237,237,1-9667,1,12,1-9667,14,4,0,1,4.326317101716995,0.3090226501226425
485,485,485,485,485,485,485,485,1-5980,5,5,1-5980,29,5,0,12,8.915805220603943,0.30744155933117046
348,348,348,348,348,348,348,348,1-17758,6,14,1-17758,40,9,0,10,12.263171017169952,0.3065792754292488
166,166,166,166,166,166,166,166,MLG40,12,10,MLG40,51,13,0,8,15.610536813735962,0.3060889571320777
463,463,463,463,463,463,463,463,1-1989,7,1,1-1989,46,1,0,40,14.05268406867981,0.30549313192782196
495,495,495,495,495,495,495,495,MLG08,21,16,MLG08,107,31,0,5,32.631585508584976,0.30496808886528015
87,87,87,87,87,87,87,87,MLG35,1,12,MLG35,49,12,0,9,14.936853915452957,0.30483375337659097
200,200,200,200,200,200,200,200,1-4634,14,13,1-4634,48,13,0,5,14.631585508584976,0.3048246980955203
236,236,236,236,236,236,236,236,1-7024,8,6,1-7024,498,74,0,236,151.01083600521088,0.30323461045223066
255,255,255,255,255,255,255,255,1-9946,1,12,1-9946,12,2,0,5,3.631585508584976,0.3026321257154147
370,370,370,370,370,370,370,370,MLG62,15,2,MLG62,525,38,0,369,158.41101053357124,0.30173525815918334
437,437,437,437,437,437,437,437,1-6980,18,9,1-6980,128,33,0,17,38.54739072918892,0.30115149007178843
217,217,217,217,217,217,217,217,1-9630,13,11,1-9630,33,7,0,9,9.936853915452957,0.3011167853167563
412,412,412,412,412,412,412,412,1-6858,10,17,1-6858,23,3,0,12,6.915805220603943,0.30068718350451923
338,338,338,338,338,338,338,338,1-6296,1,12,1-6296,254,52,0,74,76.14746552705765,0.2997931713663687
382,382,382,382,382,382,382,382,1-18558,6,14,1-18558,307,76,0,48,91.66322088241577,0.2985772667179667
154,154,154,154,154,154,154,154,1-18994,6,14,1-18994,28,7,0,4,8.305268406867981,0.2966167288167136
17,17,17,17,17,17,17,17,1-18603,14,13,1-18603,19,4,0,5,5.631585508584976,0.2963992372939461
327,327,327,327,327,327,327,327,P-16616,10,17,P-16616,28,2,0,19,8.20002493262291,0.29285803330796106
452,452,452,452,452,452,452,452,1-8529,2,15,1-8529,56,2,0,44,16.35795247554779,0.29210629420621054
357,357,357,357,357,357,357,357,1-4760,1,12,1-4760,40,10,0,5,11.631585508584976,0.2907896377146244
63,63,63,63,63,63,63,63,1-7066,1,12,1-7066,23,6,0,2,6.6526342034339905,0.28924496536669525
501,501,501,501,501,501,501,501,1-18487,2,15,1-18487,23,4,0,8,6.610536813735962,0.2874146440754766
391,391,391,391,391,391,391,391,MLG30,1,12,MLG30,208,45,0,45,59.684269577264786,0.2869436037368499
155,155,155,155,155,155,155,155,1-9447,1,12,1-9447,7,2,0,0,2.0,0.2857142857142857
483,483,483,483,483,483,483,483,1-9491,2,15,1-9491,80,16,0,21,22.8526591360569,0.28565823920071126
267,267,267,267,267,267,267,267,1-6181,14,13,1-6181,659,137,0,156,187.90546786785126,0.28513728052784715
272,272,272,272,272,272,272,272,1-1570,11,7,1-1570,142,28,0,38,40.40004986524582,0.2845073934172241
379,379,379,379,379,379,379,379,1-4640,13,11,1-4640,87,18,0,20,24.526342034339905,0.2819119774062058
153,153,153,153,153,153,153,153,1-1350,2,15,1-1350,195,36,0,58,54.926391899585724,0.28167380461326014
241,241,241,241,241,241,241,241,1-19448,8,6,1-19448,45,12,0,2,12.65263420343399,0.2811696489651998
266,266,266,266,266,266,266,266,1-2103,20,4,1-2103,26,6,0,4,7.305268406867981,0.28097186180261463
24,24,24,24,24,24,24,24,1-7140,15,2,1-7140,397,107,0,13,111.24212232232094,0.28020685723506533
401,401,401,401,401,401,401,401,1-7204,16,8,1-7204,26,5,0,7,7.284219712018967,0.2801622966161141
446,446,446,446,446,446,446,446,1-3534,13,11,1-3534,279,42,0,110,77.89488118886948,0.2791931225407508
533,533,533,533,533,533,533,533,1-7530,13,11,1-7530,25,6,0,3,6.978951305150986,0.27915805220603945
331,331,331,331,331,331,331,331,MLG75,8,6,MLG75,185,38,0,40,51.05268406867981,0.27596045442529626
490,490,490,490,490,490,490,490,1-3551,1,12,1-3551,6,1,0,2,1.6526342034339905,0.2754390339056651
148,148,148,148,148,148,148,148,1-0001,1,12,1-0001,17,3,0,5,4.631585508584976,0.27244620638735156
526,526,526,526,526,526,526,526,1-5002,5,5,1-5002,45,7,0,16,12.221073627471924,0.2715794139438205
489,489,489,489,489,489,489,489,1-9578,6,14,1-9578,42,11,0,1,11.326317101716995,0.2696742167075475
92,92,92,92,92,92,92,92,1-7807,13,11,1-7807,239,38,0,81,64.43168523907661,0.2695886411676846
292,292,292,292,292,292,292,292,1-9997,20,4,1-9997,16,3,0,4,4.305268406867981,0.2690792754292488
386,386,386,386,386,386,386,386,MLG68,16,8,MLG68,642,99,0,225,172.42134788632393,0.2685690777045544
447,447,447,447,447,447,447,447,1-7152,13,11,1-7152,109,24,0,16,29.221073627471924,0.26808324428873326
528,528,528,528,528,528,528,528,1-6718,12,10,1-6718,20,5,0,1,5.326317101716995,0.26631585508584976
499,499,499,499,499,499,499,499,1-8627,15,2,1-8627,25,6,0,2,6.6526342034339905,0.26610536813735963
21,21,21,21,21,21,21,21,1-3519,10,17,1-3519,27,0,0,22,7.178976237773895,0.2658880088064406
47,47,47,47,47,47,47,47,1-19547,19,3,1-19547,66,11,0,20,17.526342034339905,0.26555063688393793
220,220,220,220,220,220,220,220,MLG73,14,13,MLG73,10,2,0,2,2.6526342034339905,0.26526342034339906
254,254,254,254,254,254,254,254,1-8379,3,21,1-8379,5,1,0,1,1.3263171017169952,0.26526342034339906
536,536,536,536,536,536,536,536,1-9971,20,4,1-9971,15,3,0,3,3.9789513051509857,0.26526342034339906
375,375,375,375,375,375,375,375,MLG14,15,2,MLG14,232,52,0,29,61.46319594979286,0.26492756874910717
79,79,79,79,79,79,79,79,1-9739,12,10,1-9739,31,2,0,19,8.20002493262291,0.2645169333104164
480,480,480,480,480,480,480,480,1-1005,5,5,1-1005,125,17,0,49,32.98953798413277,0.26391630387306214
383,383,383,383,383,383,383,383,1-8551,21,16,1-8551,38,9,0,3,9.978951305150986,0.2626039817144996
410,410,410,410,410,410,410,410,MLG12,8,6,MLG12,146,21,0,53,38.29480639100075,0.26229319445890925
260,260,260,260,260,260,260,260,1-0129,11,7,1-0129,142,29,0,25,37.15792754292488,0.26167554607693577
306,306,306,306,306,306,306,306,1-18377,21,16,1-18377,14,3,0,2,3.6526342034339905,0.2609024431024279
291,291,291,291,291,291,291,291,MLG02,14,13,MLG02,320,54,0,90,83.36853915452957,0.2605266848579049
144,144,144,144,144,144,144,144,1-7744,20,4,1-7744,37,8,0,5,9.631585508584976,0.260313121853648
193,193,193,193,193,193,193,193,1-9553,13,11,1-9553,23,4,0,6,5.957902610301971,0.25903924392617267
114,114,114,114,114,114,114,114,1-7496,13,11,1-7496,246,48,0,48,63.66322088241577,0.25879358082282833
387,387,387,387,387,387,387,387,1-10539,12,10,1-10539,63,13,0,10,16.263171017169952,0.25814557170111035
19,19,19,19,19,19,19,19,1-2596,16,8,1-2596,35,9,0,0,9.0,0.2571428571428571
39,39,39,39,39,39,39,39,1-7467,21,16,1-7467,64,16,0,1,16.326317101716995,0.25509870471432805
244,244,244,244,244,244,244,244,MLG57,19,3,MLG57,629,80,0,245,159.94768992066383,0.2542888551997835
104,104,104,104,104,104,104,104,1-8267,13,11,1-8267,133,25,0,27,33.81056174635887,0.2542147499726231
439,439,439,439,439,439,439,439,MLG72,18,9,MLG72,9,0,0,7,2.2842197120189667,0.25380219022432965
562,562,562,562,562,562,562,562,1-0003,3,21,1-0003,17,2,0,7,4.284219712018967,0.2520129242364098
521,521,521,521,521,521,521,521,1-19549,11,7,1-19549,29,4,0,10,7.263171017169952,0.2504541730058604
315,315,315,315,315,315,315,315,1-1769,16,8,1-1769,89,20,0,7,22.284219712018967,0.25038449114628053
113,113,113,113,113,113,113,113,1-4499,1,12,1-4499,12,3,0,0,3.0,0.25
508,508,508,508,508,508,508,508,1-8532,14,13,1-8532,4,1,0,0,1.0,0.25
62,62,62,62,62,62,62,62,1-9818,5,5,1-9818,28,6,0,3,6.978951305150986,0.2492482608982495
43,43,43,43,43,43,43,43,1-8705,8,6,1-8705,48,9,0,9,11.936853915452957,0.2486844565719366
416,416,416,416,416,416,416,416,1-18203,7,1,1-18203,29,0,0,22,7.178976237773895,0.24755090475082397
436,436,436,436,436,436,436,436,1-5161,6,14,1-5161,12,1,0,6,2.9579026103019714,0.24649188419183096
161,161,161,161,161,161,161,161,MLG41,21,16,MLG41,66,13,0,10,16.263171017169952,0.2464116820783326
106,106,106,106,106,106,106,106,MLG69,18,9,MLG69,576,83,0,180,141.73707830905914,0.24607131650878322
356,356,356,356,356,356,356,356,1-9761,8,6,1-9761,35,6,0,8,8.610536813735962,0.2460153375353132
168,168,168,168,168,168,168,168,1-9655,12,10,1-9655,27,4,0,8,6.610536813735962,0.24483469680503564
442,442,442,442,442,442,442,442,MLG11,16,8,MLG11,87,3,0,55,20.947440594434738,0.24077517924637631
145,145,145,145,145,145,145,145,MLG06,14,13,MLG06,18,4,0,1,4.326317101716995,0.24035095009538862
56,56,56,56,56,56,56,56,1-5877,8,6,1-5877,79,17,0,6,18.95790261030197,0.23997345076331608
378,378,378,378,378,378,378,378,1-6561,11,7,1-6561,65,11,0,14,15.568439424037933,0.23951445267750668
560,560,560,560,560,560,560,560,1-0027,5,5,1-0027,29,4,0,9,6.936853915452957,0.23920185915355024
173,173,173,173,173,173,173,173,1-9588,1,12,1-9588,14,3,0,1,3.3263171017169952,0.2375940786940711
279,279,279,279,279,279,279,279,MLG43,14,13,MLG43,14,2,0,4,3.305268406867981,0.23609060049057007
417,417,417,417,417,417,417,417,1-10451,19,3,1-10451,46,2,0,27,10.810561746358871,0.23501221187736676
339,339,339,339,339,339,339,339,1-3523,6,14,1-3523,543,99,0,86,127.06327074766159,0.23400234023510422
316,316,316,316,316,316,316,316,1-7441,8,6,1-7441,111,20,0,18,25.873707830905914,0.23309646694509834
522,522,522,522,522,522,522,522,1-5282,11,7,1-5282,17,2,0,6,3.9579026103019714,0.23281780060599833
228,228,228,228,228,228,228,228,1-17835,6,14,1-17835,17,2,0,6,3.9579026103019714,0.23281780060599833
160,160,160,160,160,160,160,160,1-19813,6,14,1-19813,20,4,0,2,4.6526342034339905,0.23263171017169954
538,538,538,538,538,538,538,538,1-9576,2,15,1-9576,10,2,0,1,2.3263171017169952,0.23263171017169954
197,197,197,197,197,197,197,197,1-8646,5,5,1-8646,20,2,0,8,4.610536813735962,0.2305268406867981
216,216,216,216,216,216,216,216,1-9887,1,12,1-9887,36,6,0,7,8.284219712018967,0.23011721422274908
422,422,422,422,422,422,422,422,1-6878,14,13,1-6878,167,26,0,38,38.40004986524582,0.2299404183547654
418,418,418,418,418,418,418,418,1-6216,6,14,1-6216,45,10,0,1,10.326317101716995,0.22947371337148878
340,340,340,340,340,340,340,340,1-3362,13,11,1-3362,117,20,0,20,26.526342034339905,0.22672087208837524
192,192,192,192,192,192,192,192,1-9770,7,1,1-9770,50,9,0,7,11.284219712018967,0.22568439424037934
406,406,406,406,406,406,406,406,1-17907,13,11,1-17907,119,16,0,33,26.768464356660843,0.22494507862740204
234,234,234,234,234,234,234,234,MLG29,5,5,MLG29,164,22,0,45,36.684269577264786,0.22368457059307797
459,459,459,459,459,459,459,459,1-2545,6,14,1-2545,145,18,0,44,32.35795247554779,0.22315829293481235
543,543,543,543,543,543,543,543,1-5803,1,12,1-5803,15,3,0,1,3.3263171017169952,0.2217544734477997
549,549,549,549,549,549,549,549,1-4842,15,2,1-4842,6,1,0,1,1.3263171017169952,0.22105285028616586
281,281,281,281,281,281,281,281,1-9995,14,13,1-9995,24,2,0,10,5.263171017169952,0.21929879238208136
37,37,37,37,37,37,37,37,1-5508,1,12,1-5508,38,7,0,4,8.305268406867981,0.21855969491757846
445,445,445,445,445,445,445,445,1-6538,2,15,1-6538,44,7,0,8,9.610536813735962,0.21842129122127185
531,531,531,531,531,531,531,531,1-5891,16,8,1-5891,96,18,0,9,20.936853915452957,0.2180922282859683
424,424,424,424,424,424,424,424,1-4700,21,16,1-4700,31,5,0,5,6.631585508584976,0.21392211318016052
131,131,131,131,131,131,131,131,1-9283,12,10,1-9283,235,31,0,59,50.25270900130272,0.2138413148991605
253,253,253,253,253,253,253,253,1-4649,18,9,1-4649,244,31,0,64,51.884294509887695,0.21264055127003154
488,488,488,488,488,488,488,488,1-11350,3,21,1-11350,100,12,0,28,21.136878848075867,0.21136878848075866
423,423,423,423,423,423,423,423,1-7122,7,1,1-7122,197,4,0,114,41.20014959573746,0.20913781520678912
294,294,294,294,294,294,294,294,1-3509,20,4,1-3509,35,6,0,4,7.305268406867981,0.2087219544819423
451,451,451,451,451,451,451,451,1-4098,6,14,1-4098,16,3,0,1,3.3263171017169952,0.2078948188573122
289,289,289,289,289,289,289,289,1-1592,8,6,1-1592,32,6,0,2,6.6526342034339905,0.2078948188573122
238,238,238,238,238,238,238,238,1-9855,10,17,1-9855,8,1,0,2,1.6526342034339905,0.2065792754292488
554,554,554,554,554,554,554,554,1-10444,9,22,1-10444,8,1,0,2,1.6526342034339905,0.2065792754292488
524,524,524,524,524,524,524,524,1-9338,2,15,1-9338,29,5,0,3,5.978951305150986,0.20617073466037883
305,305,305,305,305,305,305,305,1-7866,6,14,1-7866,318,39,0,81,65.43168523907661,0.20576001647508368
558,558,558,558,558,558,558,558,1-0055,1,12,1-0055,18,3,0,2,3.6526342034339905,0.20292412241299948
548,548,548,548,548,548,548,548,1-3087,10,17,1-3087,26,1,0,13,5.242122322320938,0.20162008932003608
397,397,397,397,397,397,397,397,1-9808,1,12,1-9808,74,11,0,12,14.915805220603943,0.2015649354135668
14,14,14,14,14,14,14,14,1-6098,5,5,1-6098,1327,183,0,254,265.8845438361168,0.20036514230302696
475,475,475,475,475,475,475,475,1-18234,1,12,1-18234,43,6,0,8,8.610536813735962,0.2002450421799061
156,156,156,156,156,156,156,156,1-8634,9,22,1-8634,10,2,0,0,2.0,0.2
541,541,541,541,541,541,541,541,1-5424,3,21,1-5424,5,1,0,0,1.0,0.2
170,170,170,170,170,170,170,170,1-5043,11,7,1-5043,123,15,0,29,24.463195949792862,0.19888777194953547
231,231,231,231,231,231,231,231,1-8450,19,3,1-8450,52,8,0,7,10.284219712018967,0.19777345600036475
277,277,277,277,277,277,277,277,1-4051,8,6,1-4051,5,0,0,3,0.9789513051509857,0.19579026103019714
273,273,273,273,273,273,273,273,1-3589,2,15,1-3589,27,2,0,10,5.263171017169952,0.19493225989518342
4,4,4,4,4,4,4,4,1-6240,12,10,1-6240,698,98,0,116,135.85278379917145,0.19463149541428573
73,73,73,73,73,73,73,73,1-5355,11,7,1-5355,53,8,0,7,10.284219712018967,0.19404188135884842
48,48,48,48,48,48,48,48,1-0405,5,5,1-0405,64,0,0,38,12.400049865245819,0.19375077914446592
295,295,295,295,295,295,295,295,1-3639,16,8,1-3639,17,1,0,7,3.2842197120189667,0.1931893948246451
407,407,407,407,407,407,407,407,1-8421,11,7,1-8421,109,13,0,24,20.831610441207886,0.19111569212117327
332,332,332,332,332,332,332,332,MLG78,21,16,MLG78,80,13,0,7,15.284219712018967,0.1910527464002371
54,54,54,54,54,54,54,54,1-8125,9,22,1-8125,21,4,0,0,4.0,0.19047619047619047
514,514,514,514,514,514,514,514,1-11206,1,12,1-11206,14,2,0,2,2.6526342034339905,0.18947387167385646
140,140,140,140,140,140,140,140,1-2294,2,15,1-2294,75,8,0,19,14.20002493262291,0.18933366576830546
408,408,408,408,408,408,408,408,MLG53,19,3,MLG53,91,11,0,19,17.20002493262291,0.18901126299585616
5,5,5,5,5,5,5,5,1-5549,20,4,1-5549,35,4,0,8,6.610536813735962,0.18887248039245605
40,40,40,40,40,40,40,40,1-7722,3,21,1-7722,60,11,0,1,11.326317101716995,0.18877195169528324
205,205,205,205,205,205,205,205,1-8018,20,4,1-8018,58,8,0,9,10.936853915452957,0.18856644681815443
396,396,396,396,396,396,396,396,1-9963,11,7,1-9963,116,15,0,21,21.8526591360569,0.18838499255221466
99,99,99,99,99,99,99,99,1-5775,7,1,1-5775,244,42,0,11,45.58948811888695,0.18684216442166782
392,392,392,392,392,392,392,392,1-9609,20,4,1-9609,25,3,0,5,4.631585508584976,0.18526342034339904
450,450,450,450,450,450,450,450,1-2297,10,17,1-2297,25,2,0,8,4.610536813735962,0.18442147254943847
214,214,214,214,214,214,214,214,1-0053,5,5,1-0053,142,14,0,37,26.073732763528824,0.18361783636287904
430,430,430,430,430,430,430,430,1-3141,11,7,1-3141,136,16,0,27,24.81056174635887,0.18243060107616818
219,219,219,219,219,219,219,219,1-5653,8,6,1-5653,11,2,0,0,2.0,0.18181818181818182
474,474,474,474,474,474,474,474,1-8400,9,22,1-8400,33,5,0,3,5.978951305150986,0.1811803425803329
