Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,212,212,MLG32,3,MLG32,8,52,13,1,17,1016.9776860922575,19.557263194081877
34,34,34,34,34,34,34,MLG51,3,MLG51,8,248,17,2,121,2045.3117657154799,8.247224861755967
30,30,30,30,30,30,30,1-10785,7,1-10785,17,279,40,2,81,2058.952504321933,7.379758080006928
58,58,58,58,58,58,58,MLG49,21,MLG49,21,185,25,1,11,1027.5737968832254,5.554452956125543
18,18,18,18,18,18,18,MLG63,7,MLG63,17,380,58,2,28,2064.551482975483,5.433030218356534
54,54,54,54,54,54,54,1-1350,21,1-1350,21,195,33,1,13,1036.0417599529028,5.313034666425143
45,45,45,45,45,45,45,1-3596,24,1-3596,15,223,0,1,30,1007.0194460451603,4.515782269260808
41,41,41,41,41,41,41,1-9283,3,1-9283,8,235,12,1,95,1034.2282458096743,4.400971258764572
43,43,43,43,43,43,43,MLG14,24,MLG14,15,232,0,1,33,1007.7213906496763,4.343626683834811
31,31,31,31,31,31,31,1-9156,9,1-9156,12,268,40,1,33,1047.7213906496763,3.9094081740659563
12,12,12,12,12,12,12,1-7024,9,1-7024,12,498,82,1,41,1091.5932429283857,2.1919543030690476
239,239,239,239,239,239,239,1-5002,16,1-5002,3,45,22,0,6,23.40388920903206,0.520086426867379
174,174,174,174,174,174,174,MLG41,14,MLG41,2,66,26,0,12,28.807778418064117,0.43648149118278967
161,161,161,161,161,161,161,1-8285,14,1-8285,2,72,29,0,6,30.40388920903206,0.42227623901433414
46,46,46,46,46,46,46,1-2282,14,1-2282,2,219,86,0,25,91.84953837096691,0.41940428479893566
531,531,531,531,531,531,531,1-4051,4,1-4051,23,5,2,0,0,2.0,0.4
165,165,165,165,165,165,165,MLG59,9,MLG59,12,71,23,0,16,26.743704557418823,0.376671895174913
55,55,55,55,55,55,55,1-1462,2,1-1462,9,192,66,0,9,68.10583381354809,0.35471788444556296
84,84,84,84,84,84,84,1-2382,14,1-2382,6,139,34,0,61,48.272873625159264,0.34728686061265657
91,91,91,91,91,91,91,1-9270,10,1-9270,13,128,36,0,22,41.14759376645088,0.3214655763003975
64,64,64,64,64,64,64,MLG29,6,MLG29,18,164,43,0,40,52.35926139354706,0.31926378898504304
28,28,28,28,28,28,28,1-7005,13,1-7005,4,285,50,0,160,87.43704557418823,0.3067966511375026
22,22,22,22,22,22,22,MLG50,11,MLG50,14,319,84,0,52,96.16703981161118,0.30146407464454916
208,208,208,208,208,208,208,1-5355,20,1-5355,22,53,14,0,8,15.871852278709412,0.2994689109190455
126,126,126,126,126,126,126,1-6693,6,1-6693,18,98,23,0,25,28.84953837096691,0.29438304460170317
79,79,79,79,79,79,79,1-0129,10,1-0129,13,142,37,0,20,41.67963069677353,0.2935185260336164
151,151,151,151,151,151,151,MLG38,14,MLG38,2,77,17,0,21,21.913612231612206,0.28459236664431437
11,11,11,11,11,11,11,MLG56,12,MLG56,5,511,112,0,132,142.8855625987053,0.2796194962792667
27,27,27,27,27,27,27,1-1608,12,1-1608,5,307,73,0,47,83.9971321374178,0.2736062936072241
132,132,132,132,132,132,132,MLG55,11,MLG55,14,92,18,0,28,24.55148297548294,0.26686394538568414
299,299,299,299,299,299,299,MLG31,14,MLG31,2,33,8,0,3,8.70194460451603,0.2636952910459403
57,57,57,57,57,57,57,MLG75,4,MLG75,23,185,40,0,37,48.65731678903103,0.2630125231839515
423,423,423,423,423,423,423,MLG46,4,MLG46,23,17,4,0,2,4.467963069677353,0.26282135703984427
267,267,267,267,267,267,267,1-5413,20,1-5413,23,39,9,0,5,10.169907674193382,0.260766863440856
129,129,129,129,129,129,129,1-4531,13,1-4531,4,94,17,0,32,24.487409114837646,0.2605043522855069
357,357,357,357,357,357,357,1-9650,20,1-9650,12,25,6,0,2,6.467963069677353,0.2587185227870941
228,228,228,228,228,228,228,MLG60,18,MLG60,23,47,10,0,8,11.871852278709412,0.25259260167466835
176,176,176,176,176,176,176,1-6561,10,1-6561,13,65,12,0,17,15.9776860922575,0.2458105552655
143,143,143,143,143,143,143,1-9286,12,1-9286,5,81,12,0,33,19.721390649676323,0.2434739586379793
235,235,235,235,235,235,235,1-1989,20,1-1989,22,46,10,0,4,10.935926139354706,0.23773752476858057
297,297,297,297,297,297,297,1-9630,7,1-9630,17,33,7,0,3,7.701944604516029,0.23339226074290997
217,217,217,217,217,217,217,1-9770,5,1-9770,14,50,8,0,15,11.509723022580147,0.23019446045160294
5,5,5,5,5,5,5,MLG57,11,MLG57,14,629,75,0,294,143.79057124257088,0.2286018620708599
101,101,101,101,101,101,101,1-18371,8,1-18371,16,120,11,0,70,27.37870743870735,0.22815589532256125
295,295,295,295,295,295,295,1-1942,4,1-1942,23,34,7,0,3,7.701944604516029,0.22652778248576558
29,29,29,29,29,29,29,1-3534,18,1-3534,6,279,57,0,24,62.615556836128235,0.22442851912590764
300,300,300,300,300,300,300,1-18709,6,1-18709,18,33,6,0,6,7.403889209032059,0.22436027906157754
106,106,106,106,106,106,106,1-9963,10,1-9963,13,116,19,0,29,25.785464510321617,0.22228848715794497
215,215,215,215,215,215,215,MLG40,4,MLG40,23,51,8,0,14,11.27574148774147,0.22109297034787198
85,85,85,85,85,85,85,1-1131,18,1-1131,6,138,16,0,62,30.50685515999794,0.22106416782607202
37,37,37,37,37,37,37,1-5775,5,1-5775,19,244,36,0,74,53.31463357806206,0.21850259663140187
7,7,7,7,7,7,7,MLG69,16,MLG69,3,576,96,0,123,124.7797287851572,0.21663147358534238
130,130,130,130,130,130,130,1-3139,13,1-3139,4,93,12,0,31,19.25342757999897,0.20702610301074162
400,400,400,400,400,400,400,1-8646,15,1-8646,11,20,1,0,13,4.041759952902794,0.20208799764513968
140,140,140,140,140,140,140,1-8066,3,1-8066,8,86,14,0,14,17.27574148774147,0.20088071497373802
163,163,163,163,163,163,163,1-6692,8,1-6692,16,71,7,0,31,14.25342757999897,0.20075250112674606
97,97,97,97,97,97,97,1-1833,11,1-1833,14,124,16,0,38,24.891298323869705,0.20073627680540085
227,227,227,227,227,227,227,1-1957,11,1-1957,14,47,7,0,10,9.339815348386765,0.19871947549759073
48,48,48,48,48,48,48,MLG30,15,MLG30,1,208,28,0,56,41.10296595096588,0.1976104132257975
53,53,53,53,53,53,53,1-8341,13,1-8341,4,197,25,0,57,38.33694748580456,0.19460379434418557
60,60,60,60,60,60,60,1-3068,12,1-3068,5,180,17,0,76,34.78259664773941,0.19323664804299673
337,337,337,337,337,337,337,1-6532,20,1-6532,22,27,1,0,18,5.211667627096176,0.193024726929488
63,63,63,63,63,63,63,1-3052,4,1-3052,23,166,21,0,46,31.763150602579117,0.1913442807384284
184,184,184,184,184,184,184,1-2701,3,1-2701,7,61,8,0,15,11.509723022580147,0.18868398397672373
23,23,23,23,23,23,23,1-7866,17,1-7866,7,318,20,0,170,59.776860922575,0.18797755007099057
71,71,71,71,71,71,71,1-4417,15,1-4417,1,151,15,0,57,28.336947485804558,0.18766190387950038
124,124,124,124,124,124,124,1-0292,16,1-0292,1,99,14,0,19,18.445649161934853,0.18631968850439246
277,277,277,277,277,277,277,1-10060,1,1-10060,7,36,6,0,3,6.701944604516029,0.18616512790322304
3,3,3,3,3,3,3,1-6181,15,1-6181,1,659,65,0,244,122.09149450063705,0.18526782170051145
40,40,40,40,40,40,40,1-7807,22,1-7807,11,239,33,0,48,44.23111367225647,0.18506742122283043
437,437,437,437,437,437,437,1-4098,18,1-4098,7,16,2,0,4,2.935926139354706,0.1834953837096691
33,33,33,33,33,33,33,1-6296,15,1-6296,1,254,22,0,105,46.56806115806103,0.18333882345693317
1,1,1,1,1,1,1,1-9227,13,1-9227,4,801,82,0,276,146.5789036154747,0.18299488591195343
144,144,144,144,144,144,144,1-7058,18,1-7058,2,80,13,0,7,14.637870743870735,0.1829733842983842
359,359,359,359,359,359,359,1-7839,19,1-7839,20,24,2,0,10,4.3398153483867645,0.1808256395161152
