Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,17,12,1-13247,29,22,0,4,23.9485502243042,0.8258120767001448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,21,3,72-0103,71,54,0,5,56.43568778038025,0.7948688419771867
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,3,5,1-3589,27,21,0,0,21.0,0.7777777777777778
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,7,2,1-0031,13,10,0,0,10.0,0.7692307692307693
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,18,10,1-8488,23,11,0,10,15.871375560760498,0.6900598069895869
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,12,1-3087,26,14,0,7,17.40996289253235,0.6696139574050903
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,15,MLG60,47,28,0,7,31.40996289253235,0.6682970828198372
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,4,1-4682,16,10,0,1,10.48713755607605,0.6554460972547531
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,1,18,1-10060,36,18,0,10,22.871375560760498,0.6353159877989027
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,11,16,1-3108,18,8,0,7,11.409962892532349,0.6338868273629082
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,4,1-1177,17,7,0,7,10.409962892532349,0.6123507583842558
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,11,16,1-8493,38,4,0,39,22.998364686965942,0.605220123341209
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,2,17,1-9576,10,5,0,2,5.9742751121521,0.59742751121521
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,14,15,1-5803,15,7,0,4,8.9485502243042,0.5965700149536133
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,9,19,1-0033,10,2,0,8,5.897100448608398,0.5897100448608399
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,17,12,1-4494,16,6,0,7,9.409962892532349,0.5881226807832718
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,15,1,1-19205,12,6,0,2,6.9742751121521,0.5811895926793417
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,6,4,MLG42,14,8,0,0,8.0,0.5714285714285714
