Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
443,443,443,443,443,443,443,443,443,443,1-3447,11,7,1-3447,110,65,0,12,71.83962798118591,0.6530875271016902
411,411,411,411,411,411,411,411,411,411,MLG15,16,11,MLG15,105,27,0,55,58.34829491376877,0.5556980467977978
427,427,427,427,427,427,427,427,427,427,1-9379,15,9,1-9379,58,24,0,11,30.269658982753754,0.521890672116444
322,322,322,322,322,322,322,322,322,322,1-0296,14,15,1-0296,41,16,0,8,20.559751987457275,0.5014573655477385
232,232,232,232,232,232,232,232,232,232,1-18371,10,2,1-18371,120,49,0,19,59.82941097021103,0.49857842475175856
370,370,370,370,370,370,370,370,370,370,MLG62,11,7,MLG62,525,42,0,375,255.73837441205978,0.48712071316582817
250,250,250,250,250,250,250,250,250,250,1-9333,17,4,1-9333,102,23,0,45,48.648604929447174,0.4769471071514429
174,174,174,174,174,174,174,174,174,174,MLG38,11,7,MLG38,77,30,0,11,36.269658982753754,0.47103453224355524
251,251,251,251,251,251,251,251,251,251,1-7268,5,5,1-7268,70,12,0,34,31.37894594669342,0.44827065638133456
309,309,309,309,309,309,309,309,309,309,1-3516,17,8,1-3516,156,35,0,54,65.77832591533661,0.42165593535472184
299,299,299,299,299,299,299,299,299,299,MLG54,5,5,MLG54,595,27,0,392,250.4278473854065,0.42088713846286807
227,227,227,227,227,227,227,227,227,227,1-3068,18,8,1-3068,180,36,0,69,75.327860891819,0.4184881160656611
327,327,327,327,327,327,327,327,327,327,P-16616,15,17,P-16616,28,11,0,1,11.56996899843216,0.41321317851543427
311,311,311,311,311,311,311,311,311,311,1-20578,14,9,1-20578,19,5,0,5,7.849844992160797,0.41314973642951563
99,99,99,99,99,99,99,99,99,99,1-5775,3,12,1-5775,244,43,0,100,99.99689984321594,0.4098233600131801
104,104,104,104,104,104,104,104,104,104,1-8267,18,8,1-8267,133,6,0,84,53.87739586830139,0.4050932020173037
179,179,179,179,179,179,179,179,179,179,1-4052,2,13,1-4052,13,4,0,2,5.139937996864319,0.3953798459126399
434,434,434,434,434,434,434,434,434,434,MLG59,14,4,MLG59,71,24,0,7,27.989782989025116,0.39422229562007205
438,438,438,438,438,438,438,438,438,438,MLG10,12,9,MLG10,60,5,0,32,23.2390079498291,0.38731679916381834
426,426,426,426,426,426,426,426,426,426,1-4355,15,2,1-4355,49,17,0,3,18.70990699529648,0.38183483663870366
459,459,459,459,459,459,459,459,459,459,1-2545,6,14,1-2545,145,16,0,69,55.327860891819,0.38157145442633794
