Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,20,1-9394,117,14,0,70,67.37191581726074,0.5758283403184679
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,12,MLG58,71,30,0,12,39.149471282958984,0.5514010039853378
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,23,13,1-5891,96,42,0,9,48.86210346221924,0.5089802443981171
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,7,7,MLG68,642,151,0,218,317.2153949737549,0.49410497659463376
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,14,5,MLG51,248,80,0,51,118.88525295257568,0.47937601997006324
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,6,8,MLG52,125,53,0,6,57.57473564147949,0.4605978851318359
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,2,18,MLG55,92,7,0,46,42.07297325134277,0.45731492664503015
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,10,12,MLG75,185,55,0,38,83.97332572937012,0.453909868807406
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,1,17,MLG59,71,25,0,8,31.099647521972656,0.4380232045348261
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,17,13,1-1204,39,6,0,14,16.67438316345215,0.4275482862423628
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,4,10,1-5626,125,48,0,6,52.57473564147949,0.42059788513183594
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,7,7,1-0008,230,14,0,108,96.34524154663086,0.41889235455056895
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,23,13,1-10539,63,7,0,25,26.06139850616455,0.41367299216134207
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,9,20,1-3108,18,2,0,7,7.337191581726074,0.40762175454033744
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,4,10,MLG64,245,67,0,43,99.78560543060303,0.4072881854310328
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,11,11,1-6296,254,34,0,88,101.09612274169922,0.39801623126653235
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,20,1-3587,46,9,0,12,18.149471282958984,0.3945537235425866
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,8,9,1-10468,549,59,0,199,210.72873210906982,0.38384104209302333
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,16,5,1-5425,17,5,0,2,6.524911880493164,0.3838183459113626
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,5,6,MLG29,164,48,0,19,62.48666286468506,0.3810162369797869
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,17,4,1-6692,71,4,0,30,26.87367820739746,0.3785025099633445
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,19,2,1-5036,14,3,0,3,5.287367820739746,0.37766913005283903
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,10,12,1-9740,34,9,0,5,12.81227970123291,0.376831755918615
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,11,11,1-2423,79,6,0,31,29.636134147644043,0.3751409385777727
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,18,1-0303,212,20,0,78,79.4715633392334,0.37486586480770473
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,10,12,1-4355,49,13,0,7,18.337191581726074,0.3742283996270627
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,4,10,MLG78,80,20,0,13,29.911927223205566,0.37389909029006957
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,20,18,1-5981,28,2,0,11,10.387015342712402,0.3709648336683001
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,19,2,1-1350,195,36,0,47,71.83542919158936,0.3683868163671249
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,17,4,1-9156,268,28,0,92,98.14594650268555,0.3662162182936028
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,2,18,1-8627,25,3,0,8,9.099647521972656,0.36398590087890625
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,10,12,1-1957,47,11,0,8,17.099647521972656,0.3638222877015459
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,9,20,1-6980,128,13,0,44,46.54806137084961,0.3636567294597626
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,10,12,1-5744,18,5,0,2,6.524911880493164,0.36249510447184247
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,22,16,1-18487,23,3,0,7,8.337191581726074,0.3624865905098293
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,8,1-4747,25,6,0,4,9.049823760986328,0.3619929504394531
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,8,9,1-4319,163,14,0,59,58.98490047454834,0.3618705550585788
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,10,12,1-7024,498,74,0,139,179.9813756942749,0.3614083849282629
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,20,14,1-3033,7,1,0,2,2.524911880493164,0.36070169721330914
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,10,12,1-11329,14,2,0,4,5.049823760986328,0.36070169721330914
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,11,11,1-6181,659,79,0,208,237.59083557128906,0.36053237567722163
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,9,20,MLG32,52,11,0,10,18.62455940246582,0.35816460389357346
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,7,7,1-6974,207,52,0,29,74.11122226715088,0.3580252283437241
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,20,14,1-3523,543,92,0,134,194.169095993042,0.3575858121418821
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,21,1,1-4531,94,12,0,28,33.3487663269043,0.35477410986068403
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,22,16,1-10785,279,25,0,97,98.95822620391846,0.3546889828097436
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,19,2,1-3106,34,9,0,4,12.049823760986328,0.35440658120548024
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,3,19,1-9870,27,8,0,2,9.524911880493164,0.3527745140923394
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,13,15,1-9836,5,1,0,1,1.762455940246582,0.3524911880493164
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,3,19,1-18613,25,5,0,5,8.81227970123291,0.3524911880493164
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,16,3,1-5555,10,2,0,2,3.524911880493164,0.3524911880493164
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,4,10,MLG31,33,7,0,6,11.574735641479492,0.35074956489331793
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,11,11,1-4098,16,1,0,6,5.574735641479492,0.34842097759246826
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,19,2,1-8622,54,15,0,5,18.81227970123291,0.34837555002283166
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,13,11,1-0292,99,26,0,11,34.3870153427124,0.3473435893203273
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,19,2,1-5531,8,2,0,1,2.762455940246582,0.34530699253082275
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,7,7,1-8590,24,6,0,3,8.287367820739746,0.34530699253082275
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,11,11,MLG30,208,29,0,56,71.6975326538086,0.3446996762202336
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,14,5,1-7058,80,16,0,15,27.43683910369873,0.34296048879623414
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,6,8,1-9457,11,3,0,1,3.762455940246582,0.3420414491133256
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,2,18,1-6061,40,9,0,6,13.574735641479492,0.3393683910369873
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,6,17,1-0296,41,7,0,9,13.862103462219238,0.3381000844443717
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,21,1,1-9277,48,4,0,16,16.199295043945312,0.33748531341552734
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,20,14,1-18558,307,41,0,82,103.52138710021973,0.33720321531016195
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,23,13,1-0278,79,3,0,31,26.636134147644043,0.3371662550334689
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,7,7,1-5654,15,2,0,4,5.049823760986328,0.33665491739908854
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,3,MLG57,629,61,0,197,211.20382022857666,0.33577713867818226
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,12,21,1-9034,3,1,0,0,1.0,0.3333333333333333
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,2,18,1-6718,20,2,0,6,6.574735641479492,0.3287367820739746
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,8,9,1-8573,184,4,0,74,60.42173957824707,0.32837901944699494
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,3,5,1-9794,46,12,0,4,15.049823760986328,0.32717008176057233
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,22,16,1-8488,23,6,0,2,7.524911880493164,0.32717008176057233
