Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,2,MLG40,3,51,8,1,7,1010.08798879385,19.805646839095097
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,17,1,22,1023.562250494957,14.62231786421367
32,32,32,32,32,32,32,32,32,32,1-7874,2,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,52,1,155,1098.234037578106,2.0004262979564773
85,85,85,85,85,85,85,85,85,85,1-1131,11,1-1131,12,138,66,0,18,71.36911404132843,0.5171674930531046
22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,112,0,63,130.7918991446495,0.41000595343150315
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,18,0,33,27.843375742435455,0.39216022172444304
114,114,114,114,114,114,114,114,114,114,1-7152,22,1-7152,8,109,34,0,22,40.56225049495697,0.37213073848584377
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,40.263966381549835,0.3660360580140894
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,15,0,135,55.268355309963226,0.34759971893058633
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,15,0,4,16.19313645362854,0.34453481816230935
67,67,67,67,67,67,67,67,67,67,1-3516,22,1-3516,8,156,31,0,74,53.07302439212799,0.3402116948213333
450,450,450,450,450,450,450,450,450,450,1-11206,16,1-11206,14,14,4,0,2,4.59656822681427,0.328326301915305
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,10,30.98284113407135,0.3098284113407135
242,242,242,242,242,242,242,242,242,242,1-3206,12,1-3206,13,45,9,0,16,13.77254581451416,0.30605657365587025
34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,58,0,58,75.30047857761383,0.30363096200650735
137,137,137,137,137,137,137,137,137,137,1-6611,22,1-6611,8,89,19,0,24,26.15881872177124,0.2939193114805757
60,60,60,60,60,60,60,60,60,60,1-3068,22,1-3068,8,180,43,0,32,52.54509162902832,0.291917175716824
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,13,0,10,15.98284113407135,0.29059711152857
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,11.860534608364105,0.28928133191131966
211,211,211,211,211,211,211,211,211,211,1-8042,2,1-8042,19,52,8,0,23,14.860534608364105,0.2857795116993097
299,299,299,299,299,299,299,299,299,299,MLG31,2,MLG31,19,33,7,0,7,9.087988793849945,0.2753935998136347
104,104,104,104,104,104,104,104,104,104,1-9394,23,1-9394,10,117,32,0,0,32.0,0.27350427350427353
235,235,235,235,235,235,235,235,235,235,1-1989,2,1-1989,19,46,4,0,28,12.35195517539978,0.26852076468260394
102,102,102,102,102,102,102,102,102,102,1-17907,22,1-17907,8,119,23,0,30,31.94852340221405,0.2684749865732273
166,166,166,166,166,166,166,166,166,166,MLG58,11,MLG58,12,71,13,0,20,18.9656822681427,0.2671222854667986
213,213,213,213,213,213,213,213,213,213,1-6227,2,1-6227,19,52,10,0,12,13.57940936088562,0.26114248770933884
127,127,127,127,127,127,127,127,127,127,1-5891,10,1-5891,17,96,19,0,20,24.9656822681427,0.2600591902931531
531,531,531,531,531,531,531,531,531,531,1-4051,13,1-4051,14,5,1,0,1,1.298284113407135,0.259656822681427
