Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
370,370,370,370,370,370,370,370,370,370,MLG62,14,7,MLG62,525,32,0,272,219.55996227264404,0.41820945194789344
375,375,375,375,375,375,375,375,375,375,MLG14,14,7,MLG14,232,70,0,38,96.2032300233841,0.4146690949283797
363,363,363,363,363,363,363,363,363,363,1-10785,6,3,1-10785,279,55,0,84,112.92292952537537,0.4047416828866501
91,91,91,91,91,91,91,91,91,91,72-12171,3,20,72-12171,19,7,0,1,7.689558684825897,0.4047136149908367
236,236,236,236,236,236,236,236,236,236,1-7024,11,5,1-7024,498,47,0,224,201.46114540100098,0.40454045261245175
454,454,454,454,454,454,454,454,454,454,1-0272,16,15,1-0272,111,33,0,17,44.72249764204025,0.4029053841625248
310,310,310,310,310,310,310,310,310,310,1-4855,1,19,1-4855,22,4,0,7,8.82691079378128,0.4012232178991491
283,283,283,283,283,283,283,283,283,283,1-3535,12,10,1-3535,315,35,0,128,123.26351165771484,0.39131273542131695
396,396,396,396,396,396,396,396,396,396,1-9963,6,3,1-9963,116,20,0,36,44.8241126537323,0.38641476425631294
217,217,217,217,217,217,217,217,217,217,1-9630,6,3,1-9630,33,1,0,17,12.722497642040253,0.38553023157697736
526,526,526,526,526,526,526,526,526,526,1-5002,5,6,1-5002,45,7,0,15,17.34338027238846,0.3854084504975213
208,208,208,208,208,208,208,208,208,208,1-10468,19,8,1-10468,549,115,0,140,211.5382158756256,0.3853155116131614
270,270,270,270,270,270,270,270,270,270,1-1390,4,21,1-1390,98,30,0,11,37.58514553308487,0.38352189319474356
435,435,435,435,435,435,435,435,435,435,1-9610,12,10,1-9610,49,7,0,17,18.722497642040253,0.38209178861306636
393,393,393,393,393,393,393,393,393,393,1-7819,7,13,1-7819,59,18,0,6,22.137352108955383,0.3752093577789048
246,246,246,246,246,246,246,246,246,246,MLG56,15,9,MLG56,511,100,0,133,191.71130508184433,0.3751688944850183
478,478,478,478,478,478,478,478,478,478,1-9394,12,10,1-9394,117,17,0,38,43.203230023384094,0.3692583762682401
384,384,384,384,384,384,384,384,384,384,1-9270,6,3,1-9270,128,30,0,25,47.23896712064743,0.36905443063005805
234,234,234,234,234,234,234,234,234,234,MLG29,5,6,MLG29,164,10,0,73,60.3377839922905,0.3679133170261616
360,360,360,360,360,360,360,360,360,360,1-6611,16,15,1-6611,89,2,0,44,32.34058213233948,0.36337732732965705
62,62,62,62,62,62,62,62,62,62,1-9818,3,20,1-9818,28,10,0,0,10.0,0.35714285714285715
353,353,353,353,353,353,353,353,353,353,MLG50,8,11,MLG50,319,31,0,118,112.36792480945587,0.35225054799202465
259,259,259,259,259,259,259,259,259,259,1-3596,21,4,1-3596,223,42,0,53,78.54661029577255,0.3522269519989801
170,170,170,170,170,170,170,170,170,170,1-5043,6,3,1-5043,123,10,0,47,42.40925818681717,0.3447907169659932
319,319,319,319,319,319,319,319,319,319,1-3584,5,19,1-3584,26,2,0,10,8.895586848258972,0.3421379557022682
537,537,537,537,537,537,537,537,537,537,1-4494,1,19,1-4494,16,2,0,5,5.447793424129486,0.3404870890080929
440,440,440,440,440,440,440,440,440,440,MLG52,8,11,MLG52,125,19,0,34,42.444995284080505,0.33955996227264407
281,281,281,281,281,281,281,281,281,281,1-9995,8,11,1-9995,24,4,0,6,8.137352108955383,0.339056337873141
285,285,285,285,285,285,285,285,285,285,1-18615,10,12,1-18615,22,4,0,5,7.447793424129486,0.33853606473315845
149,149,149,149,149,149,149,149,149,149,MLG58,8,11,MLG58,71,13,0,16,24.032938957214355,0.3384920979889346
140,140,140,140,140,140,140,140,140,140,1-2294,11,5,1-2294,75,15,0,15,25.34338027238846,0.33791173696517945
179,179,179,179,179,179,179,179,179,179,1-4052,15,9,1-4052,13,3,0,2,4.379117369651794,0.3368551822809073
260,260,260,260,260,260,260,260,260,260,1-0129,6,3,1-0129,142,14,0,49,47.788375556468964,0.33653785603147157
238,238,238,238,238,238,238,238,238,238,1-9855,8,11,1-9855,8,2,0,1,2.689558684825897,0.33619483560323715
473,473,473,473,473,473,473,473,473,473,1-9452,1,7,1-9452,16,4,0,2,5.379117369651794,0.33619483560323715
255,255,255,255,255,255,255,255,255,255,1-9946,10,14,1-9946,12,4,0,0,4.0,0.3333333333333333
95,95,95,95,95,95,95,95,95,95,1-3312,15,8,1-3312,36,3,0,13,11.964262902736664,0.33234063618712956
479,479,479,479,479,479,479,479,479,479,1-9286,1,19,1-9286,81,15,0,17,26.722497642040253,0.32990737829679323
446,446,446,446,446,446,446,446,446,446,1-3534,16,15,1-3534,279,11,0,117,91.67836612462997,0.32859629435351245
450,450,450,450,450,450,450,450,450,450,1-2297,19,8,1-2297,25,2,0,9,8.206028163433075,0.328241126537323
344,344,344,344,344,344,344,344,344,344,1-6035,5,6,1-6035,23,2,0,8,7.516469478607178,0.32680302080900775
331,331,331,331,331,331,331,331,331,331,MLG75,11,5,MLG75,185,32,0,41,60.271906077861786,0.325794086907361
64,64,64,64,64,64,64,64,64,64,1-9674,19,8,1-9674,144,10,0,53,46.54661029577255,0.32324034927619827
382,382,382,382,382,382,382,382,382,382,1-18558,7,13,1-18558,307,22,0,112,99.23057270050049,0.3232266211742687
378,378,378,378,378,378,378,378,378,378,1-6561,6,3,1-6561,65,12,0,13,20.964262902736664,0.32252712158056407
321,321,321,321,321,321,321,321,321,321,1-5172,6,3,1-5172,120,20,0,27,38.618084490299225,0.32181737075249356
14,14,14,14,14,14,14,14,14,14,1-6098,5,6,1-6098,1327,140,0,414,425.47729551792145,0.3206309687399559
343,343,343,343,343,343,343,343,343,343,1-4319,19,8,1-4319,163,21,0,45,52.030140817165375,0.3192033178967201
185,185,185,185,185,185,185,185,185,185,1-8906,1,19,1-8906,15,2,0,4,4.758234739303589,0.31721564928690593
404,404,404,404,404,404,404,404,404,404,1-4682,21,4,1-4682,16,3,0,3,5.068676054477692,0.31679225340485573
426,426,426,426,426,426,426,426,426,426,1-4355,11,4,1-4355,49,10,0,8,15.516469478607178,0.31666264242055464
87,87,87,87,87,87,87,87,87,87,MLG35,17,4,MLG35,49,12,0,5,15.447793424129486,0.31526109028835686
359,359,359,359,359,359,359,359,359,359,1-4417,20,20,1-4417,151,40,0,11,47.58514553308487,0.31513341412638984
477,477,477,477,477,477,477,477,477,477,1-9055,13,22,1-9055,12,1,0,4,3.758234739303589,0.3131862282752991
22,22,22,22,22,22,22,22,22,22,1-7995,15,9,1-7995,14,3,0,2,4.379117369651794,0.312794097832271
122,122,122,122,122,122,122,122,122,122,MLG42,10,12,MLG42,14,3,0,2,4.379117369651794,0.312794097832271
483,483,483,483,483,483,483,483,483,483,1-9491,1,19,1-9491,80,7,0,26,24.928525805473328,0.3116065725684166
345,345,345,345,345,345,345,345,345,345,1-1131,14,7,1-1131,138,36,0,10,42.89558684825897,0.3108375858569491
499,499,499,499,499,499,499,499,499,499,1-8627,9,7,1-8627,25,5,0,4,7.758234739303589,0.31032938957214357
309,309,309,309,309,309,309,309,309,309,1-3516,16,15,1-3516,156,5,0,62,47.75263845920563,0.30610665678977966
540,540,540,540,540,540,540,540,540,540,1-5413,11,5,1-5413,39,5,0,10,11.895586848258972,0.3050150473912557
201,201,201,201,201,201,201,201,201,201,1-9902,20,21,1-9902,30,5,0,6,9.137352108955383,0.30457840363184613
489,489,489,489,489,489,489,489,489,489,1-9578,15,9,1-9578,42,10,0,4,12.758234739303589,0.3037674937929426
109,109,109,109,109,109,109,109,109,109,1-9768,12,10,1-9768,241,42,0,45,73.03014081716537,0.3030296299467443
73,73,73,73,73,73,73,73,73,73,1-5355,13,22,1-5355,53,5,0,16,16.032938957214355,0.3025082822115916
251,251,251,251,251,251,251,251,251,251,1-7268,1,19,1-7268,70,6,0,22,21.17029106616974,0.3024327295167106
230,230,230,230,230,230,230,230,230,230,1-3089,5,6,1-3089,16,0,0,7,4.8269107937812805,0.30168192461133003
133,133,133,133,133,133,133,133,133,133,1-8576,11,5,1-8576,55,9,0,11,16.58514553308487,0.3015481006015431
305,305,305,305,305,305,305,305,305,305,1-7866,7,13,1-7866,318,31,0,94,95.81851637363434,0.3013160892252652
464,464,464,464,464,464,464,464,464,464,1-10060,8,8,1-10060,36,6,0,7,10.82691079378128,0.30074752204948
406,406,406,406,406,406,406,406,406,406,1-17907,16,15,1-17907,119,2,0,49,35.788375556468964,0.3007426517350333
558,558,558,558,558,558,558,558,558,558,1-0055,11,5,1-0055,18,4,0,2,5.379117369651794,0.29883985386954415
347,347,347,347,347,347,347,347,347,347,1-8188,15,9,1-8188,140,37,0,7,41.82691079378128,0.29876364852700915
324,324,324,324,324,324,324,324,324,324,1-6734,6,3,1-6734,44,9,0,6,13.137352108955383,0.29857618429444055
497,497,497,497,497,497,497,497,497,497,1-8493,19,8,1-8493,38,1,0,15,11.343380272388458,0.2985100071681173
318,318,318,318,318,318,318,318,318,318,1-2324,1,19,1-2324,25,4,0,5,7.447793424129486,0.2979117369651794
340,340,340,340,340,340,340,340,340,340,1-3362,16,15,1-3362,117,10,0,36,34.8241126537323,0.2976419884934385
554,554,554,554,554,554,554,554,554,554,1-10444,5,6,1-10444,8,1,0,2,2.3791173696517944,0.2973896712064743
103,103,103,103,103,103,103,103,103,103,1-8820,19,8,1-8820,83,6,0,27,24.618084490299225,0.2966034275939666
264,264,264,264,264,264,264,264,264,264,P-0009,7,13,P-0009,7,0,0,3,2.0686760544776917,0.2955251506396702
189,189,189,189,189,189,189,189,189,189,1-9156,12,10,1-9156,268,26,0,77,79.09601873159409,0.2951343982522167
245,245,245,245,245,245,245,245,245,245,1-6647,21,4,1-6647,62,10,0,12,18.274704217910767,0.29475329383727045
524,524,524,524,524,524,524,524,524,524,1-9338,15,9,1-9338,29,3,0,8,8.516469478607178,0.29367136133128197
144,144,144,144,144,144,144,144,144,144,1-7744,6,3,1-7744,37,6,0,7,10.82691079378128,0.2926192106427373
371,371,371,371,371,371,371,371,371,371,1-1580,7,13,1-1580,400,46,0,103,117.02454453706741,0.2925613613426685
434,434,434,434,434,434,434,434,434,434,MLG59,3,20,MLG59,71,18,0,4,20.75823473930359,0.29236950337047307
445,445,445,445,445,445,445,445,445,445,1-6538,12,10,1-6538,44,8,0,7,12.82691079378128,0.29152069985866547
52,52,52,52,52,52,52,52,52,52,72-12387,16,15,72-12387,71,0,0,30,20.686760544776917,0.2913628245743228
461,461,461,461,461,461,461,461,461,461,1-9651,15,9,1-9651,38,9,0,3,11.068676054477692,0.2912809488020445
506,506,506,506,506,506,506,506,506,506,1-6227,9,5,1-6227,52,13,0,3,15.068676054477692,0.2897822318168787
430,430,430,430,430,430,430,430,430,430,1-3141,6,3,1-3141,136,6,0,48,39.098816871643066,0.28749130052678723
241,241,241,241,241,241,241,241,241,241,1-19448,10,5,1-19448,45,6,0,10,12.895586848258972,0.2865685966279772
420,420,420,420,420,420,420,420,420,420,1-8172,12,10,1-8172,40,8,0,5,11.447793424129486,0.28619483560323716
512,512,512,512,512,512,512,512,512,512,1-3033,1,19,1-3033,7,2,0,0,2.0,0.2857142857142857
187,187,187,187,187,187,187,187,187,187,1-7321,4,21,1-7321,7,2,0,0,2.0,0.2857142857142857
544,544,544,544,544,544,544,544,544,544,1-5799,1,2,1-5799,7,2,0,0,2.0,0.2857142857142857
237,237,237,237,237,237,237,237,237,237,1-9667,14,7,1-9667,14,4,0,0,4.0,0.2857142857142857
88,88,88,88,88,88,88,88,88,88,1-5626,6,3,1-5626,125,15,0,30,35.68676054477692,0.2854940843582153
116,116,116,116,116,116,116,116,116,116,1-20047,7,13,1-20047,20,5,0,1,5.689558684825897,0.28447793424129486
336,336,336,336,336,336,336,336,336,336,1-1827,13,22,1-1827,24,2,0,7,6.8269107937812805,0.2844546164075534
13,13,13,13,13,13,13,13,13,13,1-9805,8,11,1-9805,26,6,0,2,7.379117369651794,0.283812206525069
139,139,139,139,139,139,139,139,139,139,1-7863,6,3,1-7863,351,41,0,85,99.61248821020126,0.2837962627071261
157,157,157,157,157,157,157,157,157,157,1-6061,5,6,1-6061,40,1,0,15,11.343380272388458,0.2835845068097115
224,224,224,224,224,224,224,224,224,224,1-9227,18,1,1-9227,801,74,0,222,227.08202803134918,0.2834981623362661
143,143,143,143,143,143,143,143,143,143,1-8928,6,3,1-8928,39,0,0,16,11.032938957214355,0.282895870697804
106,106,106,106,106,106,106,106,106,106,MLG69,21,4,MLG69,576,60,0,149,162.74424403905869,0.28254209034558797
99,99,99,99,99,99,99,99,99,99,1-5775,12,10,1-5775,244,42,0,39,68.89278870820999,0.28234749470577863
525,525,525,525,525,525,525,525,525,525,1-3175,15,9,1-3175,6,1,0,1,1.6895586848258972,0.28159311413764954
36,36,36,36,36,36,36,36,36,36,1-2714,7,13,1-2714,61,2,0,22,17.17029106616974,0.28148018141261866
329,329,329,329,329,329,329,329,329,329,1-1317,19,8,1-1317,414,33,0,121,116.43660086393356,0.28124782817375255
419,419,419,419,419,419,419,419,419,419,1-6692,12,10,1-6692,71,4,0,23,19.859849750995636,0.2797161936759949
320,320,320,320,320,320,320,320,320,320,MLG13,13,22,MLG13,140,10,0,42,38.96146476268768,0.2782961768763406
138,138,138,138,138,138,138,138,138,138,1-5515,10,21,1-5515,29,6,0,3,8.068676054477692,0.2782302087750928
221,221,221,221,221,221,221,221,221,221,1-8023,11,11,1-8023,16,1,0,5,4.447793424129486,0.2779870890080929
402,402,402,402,402,402,402,402,402,402,1-5744,3,20,1-5744,18,5,0,0,5.0,0.2777777777777778
480,480,480,480,480,480,480,480,480,480,1-1005,5,6,1-1005,125,14,0,30,34.68676054477692,0.2774940843582153
244,244,244,244,244,244,244,244,244,244,MLG57,10,12,MLG57,629,75,0,144,174.2964506149292,0.27710087538144546
486,486,486,486,486,486,486,486,486,486,1-8678,3,20,1-8678,17,4,0,1,4.689558684825897,0.2758563932250528
444,444,444,444,444,444,444,444,444,444,1-3217,15,22,1-3217,5,0,0,2,1.3791173696517944,0.2758234739303589
451,451,451,451,451,451,451,451,451,451,1-4098,15,9,1-4098,16,3,0,2,4.379117369651794,0.27369483560323715
405,405,405,405,405,405,405,405,405,405,1-3104,11,5,1-3104,16,3,0,2,4.379117369651794,0.27369483560323715
510,510,510,510,510,510,510,510,510,510,1-3206,7,13,1-3206,45,4,0,12,12.274704217910767,0.2727712048424615
153,153,153,153,153,153,153,153,153,153,1-1350,1,19,1-1350,195,18,0,51,53.16749292612076,0.27265380987754234
114,114,114,114,114,114,114,114,114,114,1-7496,16,15,1-7496,246,20,0,68,66.88999056816101,0.27191053076488214
159,159,159,159,159,159,159,159,159,159,1-10696,1,19,1-10696,24,1,0,8,6.516469478607178,0.2715195616086324
314,314,314,314,314,314,314,314,314,314,1-3139,18,1,1-3139,93,8,0,25,25.23896712064743,0.27138674323276807
471,471,471,471,471,471,471,471,471,471,1-9794,11,24,1-9794,46,0,0,18,12.41205632686615,0.26982731145361194
220,220,220,220,220,220,220,220,220,220,MLG73,8,11,MLG73,10,2,0,1,2.689558684825897,0.26895586848258973
516,516,516,516,516,516,516,516,516,516,1-5036,19,8,1-5036,14,1,0,4,3.758234739303589,0.2684453385216849
162,162,162,162,162,162,162,162,162,162,1-8067,19,8,1-8067,322,34,0,76,86.40646004676819,0.2683430436235037
263,263,263,263,263,263,263,263,263,263,1-6927,19,8,1-6927,179,8,0,58,47.99440371990204,0.26812516044638013
531,531,531,531,531,531,531,531,531,531,1-5891,9,2,1-5891,96,25,0,1,25.689558684825897,0.2675995696336031
261,261,261,261,261,261,261,261,261,261,1-1942,4,21,1-1942,34,7,0,3,9.068676054477692,0.2667257663081674
357,357,357,357,357,357,357,357,357,357,1-4760,7,13,1-4760,40,3,0,11,10.58514553308487,0.26462863832712175
214,214,214,214,214,214,214,214,214,214,1-0053,5,6,1-0053,142,12,0,37,37.5136713385582,0.2641807840743535
68,68,68,68,68,68,68,68,68,68,1-7845,12,21,1-7845,36,6,0,5,9.447793424129486,0.26243870622581905
312,312,312,312,312,312,312,312,312,312,1-3108,9,2,1-3108,18,4,0,1,4.689558684825897,0.2605310380458832
286,286,286,286,286,286,286,286,286,286,1-3587,16,15,1-3587,46,3,0,13,11.964262902736664,0.2600926717986231
443,443,443,443,443,443,443,443,443,443,1-3447,18,1,1-3447,110,3,0,37,28.513671338558197,0.2592151939868927
39,39,39,39,39,39,39,39,39,39,1-7467,7,14,1-7467,64,9,0,11,16.58514553308487,0.2591428989544511
188,188,188,188,188,188,188,188,188,188,1-20167,4,21,1-20167,56,11,0,5,14.447793424129486,0.2579963111451694
552,552,552,552,552,552,552,552,552,552,MLG46,10,12,MLG46,17,3,0,2,4.379117369651794,0.25759513939128204
560,560,560,560,560,560,560,560,560,560,1-0027,5,21,1-0027,29,4,0,5,7.447793424129486,0.2568204629010168
176,176,176,176,176,176,176,176,176,176,1-8042,7,13,1-8042,52,5,0,12,13.274704217910767,0.2552827734213609
505,505,505,505,505,505,505,505,505,505,1-4747,9,2,1-4747,25,5,0,2,6.379117369651794,0.2551646947860718
161,161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,12,0,7,16.82691079378128,0.2549531938451709
180,180,180,180,180,180,180,180,180,180,1-0037,13,22,1-0037,35,2,0,10,8.895586848258972,0.25415962423597066
381,381,381,381,381,381,381,381,381,381,1-2335,12,10,1-2335,145,12,0,36,36.8241126537323,0.2539593976119469
536,536,536,536,536,536,536,536,536,536,1-9971,8,11,1-9971,15,1,0,4,3.758234739303589,0.2505489826202393
292,292,292,292,292,292,292,292,292,292,1-9997,10,5,1-9997,16,4,0,0,4.0,0.25
508,508,508,508,508,508,508,508,508,508,1-8532,11,5,1-8532,4,1,0,0,1.0,0.25
97,97,97,97,97,97,97,97,97,97,1-9237,12,10,1-9237,38,6,0,5,9.447793424129486,0.24862614274024963
92,92,92,92,92,92,92,92,92,92,1-7807,16,15,1-7807,239,18,0,60,59.37352108955383,0.24842477443327965
227,227,227,227,227,227,227,227,227,227,1-3068,16,15,1-3068,180,4,0,59,44.683962404727936,0.24824423558182188
168,168,168,168,168,168,168,168,168,168,1-9655,3,20,1-9655,27,6,0,1,6.689558684825897,0.24776143277132953
351,351,351,351,351,351,351,351,351,351,1-19229,17,9,1-19229,38,8,0,2,9.379117369651794,0.24681887814873144
232,232,232,232,232,232,232,232,232,232,1-18371,12,10,1-18371,120,11,0,27,29.618084490299225,0.24681737075249355
356,356,356,356,356,356,356,356,356,356,1-9761,16,15,1-9761,35,1,0,11,8.58514553308487,0.2452898723738534
300,300,300,300,300,300,300,300,300,300,1-4020,9,9,1-4020,37,7,0,3,9.068676054477692,0.2450993528237214
432,432,432,432,432,432,432,432,432,432,1-6914,19,8,1-6914,73,2,0,23,17.859849750995636,0.2446554760410361
58,58,58,58,58,58,58,58,58,58,1-17733,19,8,1-17733,74,7,0,16,18.032938957214355,0.24368836428668048
562,562,562,562,562,562,562,562,562,562,1-0003,8,11,1-0003,17,0,0,6,4.137352108955383,0.24337365346796372
296,296,296,296,296,296,296,296,296,296,1-9404,19,8,1-9404,100,5,0,28,24.307643175125122,0.2430764317512512
225,225,225,225,225,225,225,225,225,225,1-9650,13,5,1-9650,25,4,0,3,6.068676054477692,0.24274704217910767
423,423,423,423,423,423,423,423,423,423,1-7122,12,2,1-7122,197,47,0,1,47.6895586848259,0.24207897809556292
102,102,102,102,102,102,102,102,102,102,1-3564,1,19,1-3564,41,3,0,10,9.895586848258972,0.2413557767868042
358,358,358,358,358,358,358,358,358,358,1-9831,19,20,1-9831,132,24,0,11,31.58514553308487,0.23928140555367325
121,121,121,121,121,121,121,121,121,121,1-7070,14,7,1-7070,129,23,0,11,30.58514553308487,0.23709415141926254
380,380,380,380,380,380,380,380,380,380,1-7004,16,15,1-7004,381,33,0,83,90.23337084054947,0.23683299433215083
129,129,129,129,129,129,129,129,129,129,1-2573,3,20,1-2573,37,6,0,4,8.758234739303589,0.2367090470082051
294,294,294,294,294,294,294,294,294,294,1-3509,17,17,1-3509,35,0,0,12,8.274704217910767,0.2364201205117362
218,218,218,218,218,218,218,218,218,218,1-9416,1,19,1-9416,13,1,0,3,3.0686760544776917,0.23605200419059166
400,400,400,400,400,400,400,400,400,400,1-18709,3,20,1-18709,33,5,0,4,7.758234739303589,0.23509802240313907
200,200,200,200,200,200,200,200,200,200,1-4634,5,6,1-4634,48,3,0,12,11.274704217910767,0.2348896712064743
105,105,105,105,105,105,105,105,105,105,1-1258,6,3,1-1258,435,37,0,94,101.81851637363434,0.23406555488191802
501,501,501,501,501,501,501,501,501,501,1-18487,6,3,1-18487,23,4,0,2,5.379117369651794,0.2338746682457302
533,533,533,533,533,533,533,533,533,533,1-7530,3,15,1-7530,25,1,0,7,5.8269107937812805,0.23307643175125123
337,337,337,337,337,337,337,337,337,337,1-18613,1,19,1-18613,25,1,0,7,5.8269107937812805,0.23307643175125123
398,398,398,398,398,398,398,398,398,398,1-0303,3,20,1-0303,212,40,0,13,48.964262902736664,0.23096350425819182
458,458,458,458,458,458,458,458,458,458,1-7182,8,11,1-7182,22,3,0,3,5.068676054477692,0.23039436611262235
559,559,559,559,559,559,559,559,559,559,1-5914,4,21,1-5914,3,0,0,1,0.6895586848258972,0.22985289494196573
93,93,93,93,93,93,93,93,93,93,1-20003,2,24,1-20003,21,0,0,7,4.8269107937812805,0.22985289494196573
502,502,502,502,502,502,502,502,502,502,1-20012,5,6,1-20012,12,0,0,4,2.758234739303589,0.22985289494196573
248,248,248,248,248,248,248,248,248,248,1-2400,1,19,1-2400,49,5,0,9,11.206028163433075,0.22869445231496072
448,448,448,448,448,448,448,448,448,448,1-3106,8,11,1-3106,34,5,0,4,7.758234739303589,0.22818337468539968
330,330,330,330,330,330,330,330,330,330,1-4531,18,1,1-4531,94,6,0,22,21.17029106616974,0.22521586240606106
326,326,326,326,326,326,326,326,326,326,1-8826,16,15,1-8826,123,2,0,37,27.513671338558197,0.2236883848663268
515,515,515,515,515,515,515,515,515,515,1-6531,9,2,1-6531,27,6,0,0,6.0,0.2222222222222222
517,517,517,517,517,517,517,517,517,517,1-18028,9,2,1-18028,309,63,0,8,68.51646947860718,0.22173614717995851
148,148,148,148,148,148,148,148,148,148,1-0001,7,13,1-0001,17,1,0,4,3.758234739303589,0.22107263172374053
315,315,315,315,315,315,315,315,315,315,1-1769,21,4,1-1769,89,10,0,14,19.65382158756256,0.22082945604002877
206,206,206,206,206,206,206,206,206,206,1-9752,10,17,1-9752,22,0,0,7,4.8269107937812805,0.2194050360809673
265,265,265,265,265,265,265,265,265,265,1-11330,1,19,1-11330,14,1,0,3,3.0686760544776917,0.21919114674840653
350,350,350,350,350,350,350,350,350,350,1-2282,4,21,1-2282,219,34,0,20,47.791173696517944,0.21822453742702258
191,191,191,191,191,191,191,191,191,191,1-8328,16,15,1-8328,114,9,0,23,24.859849750995636,0.218068857464874
11,11,11,11,11,11,11,11,11,11,1-9722,1,19,1-9722,22,2,0,4,4.758234739303589,0.21628339724107223
415,415,415,415,415,415,415,415,415,415,1-1957,10,12,1-1957,47,8,0,3,10.068676054477692,0.21422715009527005
484,484,484,484,484,484,484,484,484,484,MLG31,17,20,MLG31,33,5,0,3,7.068676054477692,0.21420230468114218
542,542,542,542,542,542,542,542,542,542,1-1191,16,15,1-1191,53,1,0,15,11.343380272388458,0.21402604287525392
202,202,202,202,202,202,202,202,202,202,1-8988,20,17,1-8988,29,0,0,9,6.206028163433075,0.21400097115286465
352,352,352,352,352,352,352,352,352,352,MLG63,17,14,MLG63,380,67,0,20,80.79117369651794,0.21260835183294197
247,247,247,247,247,247,247,247,247,247,1-20467,16,15,1-20467,13,0,0,4,2.758234739303589,0.21217190302335298
341,341,341,341,341,341,341,341,341,341,1-0031,6,3,1-0031,13,0,0,4,2.758234739303589,0.21217190302335298
498,498,498,498,498,498,498,498,498,498,1-19915,6,3,1-19915,62,0,0,19,13.101615011692047,0.21131637115632335
460,460,460,460,460,460,460,460,460,460,1-7993,15,9,1-7993,24,3,0,3,5.068676054477692,0.21119483560323715
231,231,231,231,231,231,231,231,231,231,1-8450,12,10,1-8450,52,2,0,13,10.964262902736664,0.21085120966801277
25,25,25,25,25,25,25,25,25,25,1-9607,9,2,1-9607,19,4,0,0,4.0,0.21052631578947367
141,141,141,141,141,141,141,141,141,141,MLG45,1,19,MLG45,70,7,0,11,14.58514553308487,0.20835922190121242
1,1,1,1,1,1,1,1,1,1,1-9185,9,2,1-9185,31,3,0,5,6.447793424129486,0.20799333626224148
192,192,192,192,192,192,192,192,192,192,1-9770,12,12,1-9770,50,9,0,2,10.379117369651794,0.20758234739303588
215,215,215,215,215,215,215,215,215,215,1-19839,5,6,1-19839,13,2,0,1,2.689558684825897,0.2068891296019921
538,538,538,538,538,538,538,538,538,538,1-9576,17,14,1-9576,10,0,0,3,2.0686760544776917,0.20686760544776917
397,397,397,397,397,397,397,397,397,397,1-9808,13,22,1-9808,74,7,0,12,15.274704217910767,0.206414921863659
316,316,316,316,316,316,316,316,316,316,1-7441,6,22,1-7441,111,7,0,23,22.859849750995636,0.20594459235131204
