Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,11,MLG59,71,14,1,19,1021.9898223876953,14.39422285053092
MLG45,21,24,MLG45,70,0,1,9,1003.7846527099609,14.339780752999442
1-8285,7,24,1-8285,72,0,1,2,1000.8410339355469,13.900569915771484
MLG38,7,3,MLG38,77,11,1,17,1018.1487884521484,13.22271153833959
1-18028,7,3,1-18028,309,83,1,52,1104.8668823242188,3.5756209783955297
MLG56,2,11,MLG56,511,98,1,99,1139.6311798095703,2.2301980035412337
1-0008,10,10,1-0008,230,122,0,79,155.22084045410156,0.6748732193656589
1-8573,22,9,1-8573,184,92,0,22,101.25137329101562,0.5502792026685632
1-7682,7,3,1-7682,141,41,0,64,67.9130859375,0.4816530917553192
1-4531,20,16,1-4531,94,31,0,32,44.45654296875,0.47294194647606386
1-3587,14,8,1-3587,46,17,0,9,20.784652709960938,0.45184027630349866
1-2382,7,3,1-2382,139,45,0,42,62.661712646484375,0.4508036881042041
1-1608,2,11,1-1608,307,46,0,197,128.8418426513672,0.4196802692226944
MLG40,9,2,MLG40,51,16,0,12,21.04620361328125,0.41267065908394607
1-9855,16,10,1-9855,8,2,0,3,3.2615509033203125,0.40769386291503906
MLG42,11,5,MLG42,14,4,0,4,5.68206787109375,0.4058619907924107
1-5515,3,13,1-5515,29,10,0,4,11.68206787109375,0.40282992658943967
1-0031,5,14,1-0031,13,1,0,10,5.205169677734375,0.40039766751802885
1-9379,19,18,1-9379,58,20,0,7,22.943618774414062,0.3955796340416218
1-9697,11,5,1-9697,20,4,0,9,7.7846527099609375,0.3892326354980469
1-7842,12,6,1-7842,21,1,0,17,8.148788452148438,0.3880375453404018
1-0292,19,18,1-0292,99,35,0,8,38.3641357421875,0.38751652264835856
1-2545,15,9,1-2545,145,30,0,61,55.65153503417969,0.3838036898908944
MLG68,15,9,MLG68,642,59,0,444,245.70953369140625,0.38272513036044586
1-8910,3,13,1-8910,137,52,0,0,52.0,0.3795620437956204
1-11330,2,11,1-11330,14,4,0,3,5.2615509033203125,0.37582506452287945
1-1580,13,7,1-1580,400,29,0,287,149.68836975097656,0.3742209243774414
1-2423,16,10,1-2423,79,14,0,36,29.13861083984375,0.36884317518789556
1-5163,20,16,1-5163,16,5,0,2,5.841033935546875,0.3650646209716797
1-5002,3,13,1-5002,45,12,0,10,16.205169677734375,0.36011488172743056
1-18994,11,5,1-18994,28,10,0,0,10.0,0.35714285714285715
1-1833,12,6,1-1833,124,7,0,88,44.0054931640625,0.3548830093876008
MLG63,8,2,MLG63,380,92,0,100,134.05169677734375,0.35276762309827303
1-0033,11,5,1-0033,10,1,0,6,3.523101806640625,0.3523101806640625
