Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,9,23,1-6227,52,61,0,0,61.0,1.1730769230769231
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,1,14,1-6916,43,44,0,7,45.35352751612663,1.0547331980494565
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,20,13,1-6919,43,44,0,3,44.58008322119713,1.036746121423189
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,5,6,1-7527,1,1,0,0,1.0,1.0
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,3,4,1-7536,17,16,0,1,16.193361073732376,0.9525506513960221
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,17,7,MLG07,90,83,0,9,84.74024966359138,0.9415583295954598
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,7,10,1-13247,29,23,0,15,25.90041610598564,0.8931177967581255
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,5,6,MLG08,107,92,0,14,94.70705503225327,0.8851126638528343
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,20,13,1-6909,36,26,0,4,26.773444294929504,0.743706785970264
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,8,15,MLG72,9,6,0,2,6.386722147464752,0.7096357941627502
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,1,14,1-3584,26,16,0,6,17.160166442394257,0.6600064016305484
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,7,10,1-7993,24,15,0,4,15.773444294929504,0.6572268456220627
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,10,12,1-9995,24,14,0,6,15.160166442394257,0.6316736017664274
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,20,13,1-9643,8,5,0,0,5.0,0.625
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,19,5,1-7481,33,20,0,2,20.386722147464752,0.6177794590140834
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,17,7,1-5036,14,8,0,3,8.580083221197128,0.6128630872283664
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,4,11,1-4926,4,2,0,2,2.386722147464752,0.596680536866188
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,8,15,1-18004,12,7,0,0,7.0,0.5833333333333334
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,3,4,1-8397,51,19,0,50,28.668053686618805,0.5621186997376236
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,20,13,1-3587,46,23,0,14,25.707055032253265,0.5588490224402883
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,19,5,1-8314,36,16,0,17,19.287138253450394,0.5357538403736221
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,15,9,1-10696,24,12,0,3,12.580083221197128,0.524170134216547
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,19,5,1-9855,8,4,0,1,4.193361073732376,0.524170134216547
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,17,7,1-1131,138,69,0,12,71.32033288478851,0.516814006411511
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,11,2,1-19568,2,1,0,0,1.0,0.5
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,4,11,1-7608,4,2,0,0,2.0,0.5
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,15,9,1-7182,22,10,0,5,10.96680536866188,0.49849115312099457
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,3,4,1-1942,34,12,0,24,16.640665769577026,0.48943134616403017
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,8,15,MLG59,71,34,0,3,34.58008322119713,0.4870434256506638
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,18,3,1-2400,49,22,0,8,23.54688858985901,0.4805487467318165
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,21,16,1-1570,142,55,0,68,68.14855301380157,0.4799193874211379
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,14,1-8566,5,2,0,2,2.386722147464752,0.4773444294929504
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,8,15,MLG49,185,86,0,8,87.54688858985901,0.4732264248100487
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,7,1-3087,26,11,0,5,11.96680536866188,0.4602617449485339
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,20,13,1-8928,39,16,0,10,17.93361073732376,0.4598361727518913
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,15,1-9379,58,25,0,7,26.353527516126633,0.45437116407114886
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,16,24,1-9645,69,20,0,54,30.44149798154831,0.4411811301673668
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,4,11,1-2423,79,33,0,9,34.740249663591385,0.4397499957416631
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,20,13,1-5555,10,4,0,2,4.386722147464752,0.4386722147464752
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,11,2,1-2545,145,57,0,30,62.80083221197128,0.4331091876687675
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,14,1-5002,45,16,0,17,19.287138253450394,0.42860307229889766
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,19,5,1-5530,7,3,0,0,3.0,0.42857142857142855
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,10,12,72-12387,71,30,0,1,30.193361073732376,0.425258606672287
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,18,3,1-8066,86,33,0,16,36.09377717971802,0.4196950834850932
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,1,14,1-4929,10,4,0,1,4.193361073732376,0.4193361073732376
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,3,4,1-4494,16,6,0,3,6.580083221197128,0.4112552013248205
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,8,15,1-2297,25,10,0,1,10.193361073732376,0.40773444294929506
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,20,13,1-19549,29,11,0,4,11.773444294929504,0.4059808377561898
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,1,14,1-4051,5,2,0,0,2.0,0.4
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,15,9,1-8157,75,28,0,7,29.353527516126633,0.3913803668816884
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,8,15,1-8488,23,9,0,0,9.0,0.391304347826087
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,15,9,1-4682,16,6,0,1,6.193361073732376,0.3870850671082735
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,8,15,1-7845,36,12,0,9,13.740249663591385,0.38167360176642734
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,18,3,1-9333,102,34,0,25,38.8340268433094,0.38072575336577846
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,8,15,1-2335,145,52,0,15,54.90041610598564,0.3786235593516251
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,1,14,1-8084,82,28,0,13,30.51369395852089,0.37211821900635234
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,17,7,P-16616,28,10,0,2,10.386722147464752,0.37095436240945545
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,14,22,1-6858,23,6,0,13,8.51369395852089,0.3701606068922126
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,11,2,MLG33,20,7,0,2,7.386722147464752,0.36933610737323763
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,1,14,1-20012,12,4,0,2,4.386722147464752,0.365560178955396
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,20,13,1-1770,35,12,0,3,12.580083221197128,0.3594309491770608
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,20,13,1-9971,15,5,0,2,5.386722147464752,0.3591148098309835
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,14,22,MLG12,146,33,0,100,52.33610737323761,0.35846648885779187
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,3,4,1-8285,72,22,0,19,25.673860400915146,0.3565813944571548
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,3,4,1-7682,141,40,0,53,50.24813690781593,0.3563697653036591
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,19,5,1-18487,23,8,0,1,8.193361073732376,0.3562330901622772
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,20,13,MLG51,248,80,0,42,88.1211650967598,0.3553272786159669
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,19,5,1-18203,29,5,0,27,10.220748990774155,0.3524396203715226
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,18,3,1-5981,28,9,0,4,9.773444294929504,0.349051581961768
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,20,13,MLG50,319,97,0,72,110.92199730873108,0.3477178599019783
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,10,12,1-9733,4,1,0,2,1.3867221474647522,0.34668053686618805
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,8,15,1-0296,41,12,0,11,14.126971811056137,0.3445602880745399
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,8,15,1-7842,21,7,0,1,7.193361073732376,0.34254100351106553
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,15,9,1-19448,45,13,0,10,14.933610737323761,0.3318580163849725
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,15,9,1-9697,20,5,0,8,6.546888589859009,0.32734442949295045
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,19,5,1-8622,54,17,0,3,17.58008322119713,0.3255570966888357
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,10,12,1-20467,13,4,0,1,4.193361073732376,0.322566236440952
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,5,6,1-9452,16,4,0,6,5.160166442394257,0.32251040264964104
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,18,3,1-8124,18,5,0,4,5.773444294929504,0.32074690527386135
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,20,13,1-8938,30,9,0,3,9.580083221197128,0.3193361073732376
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,1,14,1-9646,105,33,0,1,33.193361073732376,0.3161272483212607
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,20,13,1-2714,61,18,0,6,19.160166442394257,0.31410108921957797
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,11,2,1-4747,25,7,0,4,7.773444294929504,0.3109377717971802
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,4,11,1-6532,27,8,0,2,8.386722147464752,0.3106193387949908
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,18,3,1-7204,26,3,0,26,8.027387917041779,0.30874568911699146
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,13,8,1-1827,24,7,0,2,7.386722147464752,0.307780089477698
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,4,11,1-11350,100,22,0,45,30.701248317956924,0.30701248317956925
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,11,2,MLG46,17,5,0,1,5.193361073732376,0.30549182786661033
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,24,MLG10,60,11,0,37,18.154359728097916,0.30257266213496525
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,8,15,1-9137,111,33,0,3,33.58008322119713,0.3025232722630372
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,10,12,1-9549,18,5,0,2,5.386722147464752,0.29926234152581954
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,17,7,1-4760,40,11,0,5,11.96680536866188,0.29917013421654703
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,10,12,1-8532,4,1,0,1,1.193361073732376,0.298340268433094
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,1,14,1-2034,16,3,0,9,4.740249663591385,0.29626560397446156
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,7,10,1-9770,50,13,0,9,14.740249663591385,0.2948049932718277
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,1,14,1-18709,33,7,0,14,9.707055032253265,0.29415318279555347
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,15,9,1-20578,19,5,0,3,5.580083221197128,0.29368859058932256
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,20,13,1-18377,14,4,0,0,4.0,0.2857142857142857
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,17,7,1-6980,128,35,0,6,36.16016644239426,0.28250130033120513
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,11,2,1-9055,12,3,0,2,3.386722147464752,0.2822268456220627
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,18,3,1-18423,47,8,0,27,13.220748990774155,0.281292531718599
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,8,15,1-1989,46,10,0,15,12.900416105985641,0.2804438283909922
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,1,14,1-1005,125,29,0,31,34.99419328570366,0.2799535462856293
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,20,13,1-9836,5,1,0,2,1.3867221474647522,0.27734442949295046
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,8,15,1-8421,109,29,0,6,30.160166442394257,0.27669877470086474
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,1,14,MLG29,164,37,0,42,45.121165096759796,0.27512905546804756
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,1,14,1-20641,16,3,0,7,4.353527516126633,0.27209546975791454
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,1,14,1-5913,14,3,0,4,3.7734442949295044,0.26953173535210745
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,5,1-0303,212,50,0,31,55.99419328570366,0.26412355323445125
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,10,12,1-7744,37,8,0,9,9.740249663591385,0.26324999090787526
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,4,11,MLG14,232,54,0,35,60.76763758063316,0.2619294723303154
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,1,14,1-19839,13,3,0,2,3.386722147464752,0.2605170882665194
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,15,9,1-8529,56,13,0,8,14.546888589859009,0.25976586767605375
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,21,16,1-1258,435,95,0,93,112.98257985711098,0.25973006863703674
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,13,8,1-1462,192,23,0,131,48.33030065894127,0.2517203159319858
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,13,8,1-6531,27,6,0,4,6.773444294929504,0.2508683072196113
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,15,9,1-8328,114,27,0,8,28.54688858985901,0.2504113034198159
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,11,2,1-8093,4,1,0,0,1.0,0.25
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,3,4,1-10060,36,3,0,31,8.994193285703659,0.2498387023806572
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,3,4,1-1350,195,40,0,42,48.121165096759796,0.24677520562440922
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,18,3,1-7122,197,26,0,116,48.42988455295563,0.2458369774261707
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,5,6,MLG65,201,36,0,69,49.34191408753395,0.2454821596394724
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,7,10,1-2382,139,27,0,36,33.96099865436554,0.24432373132637078
