Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,19,MLG40,3,51,11,1,5,1012.8080446124077,19.858981266909954
168,168,168,168,168,168,168,MLG45,13,MLG45,5,70,17,1,16,1022.7857427597046,14.611224896567208
32,32,32,32,32,32,32,1-7874,19,1-7874,19,258,28,1,10,1031.6160892248154,3.9985119737395944
8,8,8,8,8,8,8,1-10468,13,1-10468,5,549,56,1,154,1111.6877740621567,2.024932193191542
85,85,85,85,85,85,85,1-1131,6,1-1131,12,138,68,0,14,73.06252491474152,0.5294385863387067
203,203,203,203,203,203,203,1-9938,16,1-9938,6,55,20,0,3,21.08482676744461,0.3833604866808111
112,112,112,112,112,112,112,1-3447,12,1-3447,4,110,36,0,15,41.42413383722305,0.3765830348838459
22,22,22,22,22,22,22,MLG50,9,MLG50,15,319,82,0,85,112.73675841093063,0.35340676617846595
299,299,299,299,299,299,299,MLG31,7,MLG31,19,33,8,0,10,11.616089224815369,0.3520027037822839
165,165,165,165,165,165,165,MLG59,13,MLG59,5,71,17,0,21,24.593787372112274,0.34639137143820103
34,34,34,34,34,34,34,MLG51,17,MLG51,16,248,61,0,56,81.25009965896606,0.32762136959260507
239,239,239,239,239,239,239,1-5002,15,1-5002,7,45,10,0,13,14.70091599225998,0.32668702205022176
212,212,212,212,212,212,212,MLG32,19,MLG32,19,52,14,0,6,16.16965353488922,0.31095487567094654
211,211,211,211,211,211,211,1-8042,19,1-8042,19,52,12,0,11,15.977698147296906,0.30726342590955585
242,242,242,242,242,242,242,1-3206,7,1-3206,13,45,9,0,13,13.70091599225998,0.30446479982799957
123,123,123,123,123,123,123,1-11350,10,1-11350,2,100,22,0,21,29.593787372112274,0.29593787372112274
332,332,332,332,332,332,332,P-16616,18,P-16616,17,28,2,0,17,8.147351682186127,0.29097684579236166
166,166,166,166,166,166,166,MLG58,6,MLG58,12,71,15,0,15,20.424133837223053,0.2876638568622965
125,125,125,125,125,125,125,1-1390,17,1-1390,16,98,9,0,51,27.44205504655838,0.28002096986284064
235,235,235,235,235,235,235,1-1989,19,1-1989,19,46,6,0,19,12.8705695271492,0.27979498972063477
394,394,394,394,394,394,394,1-9697,9,1-9697,20,20,3,0,7,5.531262457370758,0.2765631228685379
77,77,77,77,77,77,77,1-9674,14,1-9674,6,144,34,0,13,38.70091599225998,0.26875636105736095
66,66,66,66,66,66,66,MLG48,14,MLG48,6,159,13,0,82,42.65193164348602,0.26825114241186176
163,163,163,163,163,163,163,1-6692,6,1-6692,12,71,15,0,11,18.977698147296906,0.26729152320136484
105,105,105,105,105,105,105,1-7042,16,1-7042,2,117,24,0,20,31.232178449630737,0.2669416961506901
423,423,423,423,423,423,423,MLG46,16,MLG46,14,17,2,0,7,4.531262457370758,0.266544850433574
150,150,150,150,150,150,150,1-3083,11,1-3083,3,78,7,0,37,20.379530131816864,0.2612760273309854
154,154,154,154,154,154,154,1-9417,14,1-9417,6,76,15,0,13,19.70091599225998,0.259222578845526
84,84,84,84,84,84,84,1-2382,12,1-2382,4,139,25,0,30,35.848267674446106,0.2579012062909792
78,78,78,78,78,78,78,1-1570,8,1-1570,14,142,26,0,29,36.48665875196457,0.256948301070173
7,7,7,7,7,7,7,MLG69,7,MLG69,13,576,102,0,127,147.92433315515518,0.2568130783943666
45,45,45,45,45,45,45,1-3596,12,1-3596,4,223,41,0,43,56.549183666706085,0.2535837832587717
493,493,493,493,493,493,493,1-0033,22,1-0033,8,10,0,0,7,2.531262457370758,0.2531262457370758
277,277,277,277,277,277,277,1-10060,20,1-10060,20,36,4,0,14,9.062524914741516,0.2517368031872643
512,512,512,512,512,512,512,1-5799,8,1-5799,14,7,1,0,2,1.7232178449630737,0.24617397785186768
146,146,146,146,146,146,146,MLG78,9,MLG78,15,80,11,0,24,19.678614139556885,0.24598267674446106
145,145,145,145,145,145,145,1-9491,20,1-9491,20,80,8,0,32,19.57148551940918,0.24464356899261475
329,329,329,329,329,329,329,1-5980,12,1-5980,4,29,6,0,3,7.084826767444611,0.24430437129119348
337,337,337,337,337,337,337,1-6532,16,1-6532,9,27,4,0,7,6.531262457370758,0.24189860953225029
57,57,57,57,57,57,57,MLG75,16,MLG75,9,185,33,0,31,44.20987659692764,0.2389723059293386
9,9,9,9,9,9,9,1-3523,11,1-3523,3,543,91,0,106,129.3305457830429,0.23817780070541972
189,189,189,189,189,189,189,MLG10,20,MLG10,20,60,12,0,6,14.169653534889221,0.23616089224815368
114,114,114,114,114,114,114,1-7152,22,1-7152,8,109,0,0,71,25.674233496189117,0.23554342657054236
425,425,425,425,425,425,425,1-0003,5,1-0003,11,17,0,0,11,3.9776981472969055,0.2339822439586415
348,348,348,348,348,348,348,1-3087,20,1-3087,20,26,1,0,14,6.062524914741516,0.233174035182366
64,64,64,64,64,64,64,MLG29,15,MLG29,7,164,27,0,31,38.20987659692764,0.2329870524202905
429,429,429,429,429,429,429,1-9452,14,1-9452,19,16,3,0,2,3.7232178449630737,0.2327011153101921
412,412,412,412,412,412,412,1-0055,17,1-0055,16,18,2,0,6,4.169653534889221,0.23164741860495675
445,445,445,445,445,445,445,1-5654,19,1-5654,19,15,2,0,4,3.4464356899261475,0.22976237932840984
404,404,404,404,404,404,404,1-20578,13,1-20578,5,19,4,0,1,4.361608922481537,0.22955836434113353
80,80,80,80,80,80,80,1-0053,15,1-0053,7,142,26,0,18,32.508960604667664,0.228936342286392
122,122,122,122,122,122,122,1-9404,14,1-9404,6,100,17,0,16,22.78574275970459,0.2278574275970459
216,216,216,216,216,216,216,1-8397,12,1-8397,4,51,8,0,10,11.616089224815369,0.22776645538853665
182,182,182,182,182,182,182,1-6647,16,1-6647,9,62,13,0,3,14.08482676744461,0.2271746252813647
43,43,43,43,43,43,43,MLG14,10,MLG14,2,232,34,0,51,52.44205504655838,0.22604334071792406
247,247,247,247,247,247,247,1-6734,8,1-6734,14,44,7,0,8,9.892871379852295,0.22483798590573398
89,89,89,89,89,89,89,1-9831,13,1-9831,5,132,8,0,59,29.334926426410675,0.22223429110917178
214,214,214,214,214,214,214,1-8450,6,1-8450,12,52,9,0,7,11.531262457370758,0.22175504725712997
331,331,331,331,331,331,331,1-5981,11,1-5981,2,28,4,0,6,6.169653534889221,0.22034476910318648
350,350,350,350,350,350,350,1-9609,6,1-9609,12,25,4,0,4,5.4464356899261475,0.2178574275970459
132,132,132,132,132,132,132,MLG55,20,MLG55,20,92,7,0,36,20.017921209335327,0.21758610010147095
91,91,91,91,91,91,91,1-9270,8,1-9270,14,128,22,0,16,27.78574275970459,0.2170761153101921
354,354,354,354,354,354,354,1-7530,22,1-7530,13,25,0,0,15,5.424133837223053,0.21696535348892212
221,221,221,221,221,221,221,1-4355,11,1-4355,3,49,7,0,10,10.616089224815369,0.21665488213908915
36,36,36,36,36,36,36,MLG64,19,MLG64,19,245,30,0,63,52.78136211633682,0.21543413108708906
439,439,439,439,439,439,439,1-4682,10,1-4682,16,16,2,0,4,3.4464356899261475,0.21540223062038422
315,315,315,315,315,315,315,1-9614,10,1-9614,2,30,5,0,4,6.4464356899261475,0.2148811896642049
384,384,384,384,384,384,384,1-0358,16,1-0358,9,22,4,0,2,4.723217844963074,0.21469172022559427
450,450,450,450,450,450,450,1-11206,8,1-11206,14,14,3,0,0,3.0,0.21428571428571427
199,199,199,199,199,199,199,1-20167,15,1-20167,4,56,8,0,11,11.977698147296906,0.21388746691601618
82,82,82,82,82,82,82,1-8188,20,1-8188,20,140,11,0,52,29.803663969039917,0.21288331406457084
326,326,326,326,326,326,326,1-0027,15,1-0027,7,29,4,0,6,6.169653534889221,0.2127466736168697
140,140,140,140,140,140,140,1-8066,18,1-8066,17,86,15,0,9,18.254480302333832,0.2122613988643469
228,228,228,228,228,228,228,MLG60,10,MLG60,2,47,2,0,22,9.955396294593811,0.2118169424381662
47,47,47,47,47,47,47,1-0303,20,1-0303,20,212,13,0,87,44.45997625589371,0.20971686913157409
467,467,467,467,467,467,467,1-0031,7,1-0031,13,13,2,0,2,2.7232178449630737,0.2094782957663903
256,256,256,256,256,256,256,1-0296,11,1-0296,3,41,2,0,18,8.508960604667664,0.20753562450408936
38,38,38,38,38,38,38,1-4649,7,1-4649,13,244,27,0,65,50.504579961299896,0.20698598344795038
324,324,324,324,324,324,324,1-5515,5,1-5515,11,29,2,0,11,5.9776981472969055,0.20612752232058296
385,385,385,385,385,385,385,1-18615,20,1-18615,20,22,2,0,7,4.531262457370758,0.20596647533503445
4,4,4,4,4,4,4,MLG68,18,MLG68,17,642,94,0,103,131.2457190155983,0.20443258413644594
473,473,473,473,473,473,473,1-5161,20,1-5161,20,12,1,0,4,2.4464356899261475,0.20386964082717896
418,418,418,418,418,418,418,1-17835,17,1-17835,16,17,2,0,4,3.4464356899261475,0.20273151117212632
281,281,281,281,281,281,281,1-3312,14,1-3312,6,36,4,0,9,7.254480302333832,0.20151334173149532
61,61,61,61,61,61,61,1-6927,19,1-6927,19,179,31,0,14,36.062524914741516,0.20146661963542747
233,233,233,233,233,233,233,1-3587,7,1-3587,13,46,6,0,9,9.254480302333832,0.20118435439856155
369,369,369,369,369,369,369,MLG39,20,MLG39,20,23,1,0,10,4.616089224815369,0.20069953151371167
456,456,456,456,456,456,456,1-7995,20,1-7995,20,14,1,0,5,2.8080446124076843,0.20057461517197744
195,195,195,195,195,195,195,1-9379,16,1-9379,9,58,8,0,10,11.616089224815369,0.2002774004278512
267,267,267,267,267,267,267,1-5413,17,1-5413,16,39,6,0,5,7.808044612407684,0.20020627211301756
20,20,20,20,20,20,20,1-8067,14,1-8067,6,322,50,0,40,64.46435689926147,0.20019986614677476
5,5,5,5,5,5,5,MLG57,17,MLG57,16,629,65,0,167,125.38869005441666,0.19934608911671964
12,12,12,12,12,12,12,1-7024,16,1-7024,9,498,65,0,94,98.99123871326447,0.1987775877776395
387,387,387,387,387,387,387,1-9436,12,1-9436,4,21,2,0,6,4.169653534889221,0.19855493023282006
94,94,94,94,94,94,94,1-1005,15,1-1005,7,125,19,0,16,24.78574275970459,0.19828594207763672
0,0,0,0,0,0,0,1-6098,15,1-6098,7,1327,173,0,248,262.67901277542114,0.19794951980061878
300,300,300,300,300,300,300,1-18709,15,1-18709,3,33,4,0,7,6.531262457370758,0.19791704416275024
148,148,148,148,148,148,148,1-0278,9,1-0278,15,79,13,0,7,15.531262457370758,0.19659825895406022
207,207,207,207,207,207,207,1-8622,17,1-8622,16,54,3,0,21,10.593787372112274,0.19618124763170877
358,358,358,358,358,358,358,1-8627,5,1-8627,11,25,2,0,8,4.892871379852295,0.1957148551940918
151,151,151,151,151,151,151,MLG38,12,MLG38,4,77,11,0,11,14.977698147296906,0.19451556035450526
454,454,454,454,454,454,454,1-5913,12,1-5913,4,14,2,0,2,2.7232178449630737,0.19451556035450526
115,115,115,115,115,115,115,1-8421,8,1-8421,14,109,19,0,6,21.16965353488922,0.19421700490724056
191,191,191,191,191,191,191,MLG44,19,MLG44,19,59,10,0,4,11.446435689926147,0.19400738457501945
441,441,441,441,441,441,441,1-9997,15,1-9997,7,16,2,0,3,3.0848267674446106,0.19280167296528816
357,357,357,357,357,357,357,1-9650,17,1-9650,16,25,3,0,5,4.808044612407684,0.19232178449630738
213,213,213,213,213,213,213,1-6227,19,1-6227,19,52,10,0,0,10.0,0.19230769230769232
46,46,46,46,46,46,46,1-2282,12,1-2282,4,219,30,0,32,41.57148551940918,0.18982413479182275
243,243,243,243,243,243,243,1-19166,7,1-19166,13,45,6,0,7,8.531262457370758,0.18958361016379463
121,121,121,121,121,121,121,1-9333,20,1-9333,20,102,7,0,34,19.294703364372253,0.18916375847423778
126,126,126,126,126,126,126,1-6693,15,1-6693,7,98,12,0,18,18.508960604667664,0.1888669449455884
205,205,205,205,205,205,205,1-8398,12,1-8398,4,54,8,0,6,10.169653534889221,0.18832691731276335
11,11,11,11,11,11,11,MLG56,7,MLG56,13,511,55,0,114,96.2234171628952,0.18830414317592017
117,117,117,117,117,117,117,1-7019,16,1-7019,9,107,15,0,14,20.062524914741516,0.18750023284805156
14,14,14,14,14,14,14,1-1317,14,1-1317,6,414,54,0,65,77.5045799612999,0.1872091303413041
268,268,268,268,268,268,268,1-8493,9,1-8493,15,38,2,0,14,7.062524914741516,0.18585591880898727
157,157,157,157,157,157,157,1-17733,14,1-17733,6,74,9,0,13,13.70091599225998,0.18514751340891863
169,169,169,169,169,169,169,1-7268,5,1-7268,11,70,2,0,30,12.848267674446106,0.1835466810635158
176,176,176,176,176,176,176,1-6561,8,1-6561,14,65,9,0,8,11.892871379852295,0.18296725199772762
106,106,106,106,106,106,106,1-9963,8,1-9963,14,116,15,0,17,21.147351682186127,0.18230475588091488
93,93,93,93,93,93,93,MLG52,6,MLG52,12,125,17,0,16,22.78574275970459,0.1822859420776367
376,376,376,376,376,376,376,1-18487,9,1-18487,15,23,2,0,6,4.169653534889221,0.18128928412561832
352,352,352,352,352,352,352,1-2297,9,1-2297,15,25,2,0,7,4.531262457370758,0.1812504982948303
523,523,523,523,523,523,523,1-3175,20,1-3175,20,6,0,0,3,1.0848267674446106,0.18080446124076843
312,312,312,312,312,312,312,1-1850,20,1-1850,20,30,0,0,15,5.424133837223053,0.18080446124076843
318,318,318,318,318,318,318,1-9902,18,1-9902,17,30,0,0,15,5.424133837223053,0.18080446124076843
