Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,13,3,1-1580,400,52,0,292,307.1854648590088,0.767963662147522
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,13,3,1-11350,100,34,0,41,69.83083581924438,0.6983083581924439
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,4,MLG29,164,65,0,49,107.82221841812134,0.6574525513300081
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,5,1-5775,244,35,0,143,159.97096395492554,0.6556187047333014
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,11,14,1-9277,48,12,0,20,29.478456497192383,0.6141345103581747
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,9,5,MLG68,642,142,0,281,387.572313785553,0.6036951928123878
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,12,18,1-0296,41,6,0,21,24.352379322052002,0.593960471269561
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,17,1-1570,142,64,0,23,84.10022497177124,0.5922551054350087
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,15,1-5002,45,13,0,15,26.108842372894287,0.5801964971754286
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,11,1-1390,98,38,0,18,53.730610847473145,0.54827153925993
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,11,14,1-1462,192,25,0,89,102.7791314125061,0.5353079761068026
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,19,1-9286,81,12,0,35,42.58729887008667,0.5257691218529219
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,5,9,MLG59,71,10,0,31,37.09160757064819,0.5224170080372985
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,17,7,1-1989,46,20,0,4,23.495691299438477,0.5107758978138799
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,11,14,1-7005,285,44,0,115,144.5011248588562,0.5070214907328288
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,17,7,1-8627,25,10,0,3,12.621768474578857,0.5048707389831543
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,18,12,1-9417,76,13,0,29,38.343761920928955,0.5045231831701178
