Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
352,352,352,352,352,352,352,352,352,352,MLG63,6,11,MLG63,380,156,0,61,168.302748426795,0.44290196954419736
434,434,434,434,434,434,434,434,434,434,MLG59,8,15,MLG59,71,30,0,4,30.80673760175705,0.4338977127008035
259,259,259,259,259,259,259,259,259,259,1-3596,7,9,1-3596,223,86,0,23,90.63874121010303,0.40645175430539476
537,537,537,537,537,537,537,537,537,537,1-4494,5,21,1-4494,16,6,0,1,6.201684400439262,0.3876052750274539
329,329,329,329,329,329,329,329,329,329,1-1317,14,2,1-1317,414,149,0,28,154.64716321229935,0.3735438724934767
305,305,305,305,305,305,305,305,305,305,1-7866,19,8,1-7866,318,104,0,65,117.10948602855206,0.3682688239891574
106,106,106,106,106,106,106,106,106,106,MLG69,7,9,MLG69,576,186,0,93,204.7566492408514,0.35548029382092255
162,162,162,162,162,162,162,162,162,162,1-8067,15,12,1-8067,322,86,0,93,104.7566492408514,0.32533120882251987
234,234,234,234,234,234,234,234,234,234,MLG29,4,10,MLG29,164,41,0,61,53.302748426795006,0.32501675869996954
261,261,261,261,261,261,261,261,261,261,1-1942,5,5,1-1942,34,9,0,10,11.016844004392624,0.3240248236586066
459,459,459,459,459,459,459,459,459,459,1-2545,19,8,1-2545,145,31,0,73,45.722961232066154,0.31533076711769764
400,400,400,400,400,400,400,400,400,400,1-18709,4,10,1-18709,33,9,0,6,10.210106402635574,0.30939716371622955
149,149,149,149,149,149,149,149,149,149,MLG58,10,4,MLG58,71,21,0,3,21.605053201317787,0.30429652396222234
131,131,131,131,131,131,131,131,131,131,1-9283,20,7,1-9283,235,65,0,21,69.23537240922451,0.29461860599670003
483,483,483,483,483,483,483,483,483,483,1-9491,20,7,1-9491,80,18,0,25,23.04211001098156,0.2880263751372695
398,398,398,398,398,398,398,398,398,398,1-0303,18,3,1-0303,212,44,0,84,60.94148963689804,0.28745985677782093
331,331,331,331,331,331,331,331,331,331,MLG75,10,4,MLG75,185,48,0,20,52.03368800878525,0.2812631784258662
327,327,327,327,327,327,327,327,327,327,P-16616,7,9,P-16616,28,7,0,4,7.80673760175705,0.2788120572056089
446,446,446,446,446,446,446,446,446,446,1-3534,13,14,1-3534,279,60,0,78,75.73138323426247,0.2714386495851701
268,268,268,268,268,268,268,268,268,268,MLG44,6,11,MLG44,59,14,0,8,15.6134752035141,0.26463517294091693
286,286,286,286,286,286,286,286,286,286,1-3587,8,15,1-3587,46,12,0,0,12.0,0.2608695652173913
517,517,517,517,517,517,517,517,517,517,1-18028,8,15,1-18028,309,79,0,7,80.41179080307484,0.2602323326960351
339,339,339,339,339,339,339,339,339,339,1-3523,19,8,1-3523,543,105,0,162,137.6728728711605,0.2535412023409954
382,382,382,382,382,382,382,382,382,382,1-18558,7,9,1-18558,307,64,0,59,75.89937962591648,0.24722924959581916
371,371,371,371,371,371,371,371,371,371,1-1580,19,8,1-1580,400,66,0,161,98.47118847072124,0.24617797117680312
351,351,351,351,351,351,351,351,351,351,1-19229,14,2,1-19229,38,9,0,1,9.201684400439262,0.24214958948524376
130,130,130,130,130,130,130,130,130,130,1-1833,5,5,1-1833,124,16,0,69,29.916223630309105,0.24125986798636376
157,157,157,157,157,157,157,157,157,157,1-6061,4,10,1-6061,40,6,0,18,9.630319207906723,0.2407579801976681
332,332,332,332,332,332,332,332,332,332,MLG78,6,11,MLG78,80,18,0,6,19.210106402635574,0.24012633003294467
153,153,153,153,153,153,153,153,153,153,1-1350,20,7,1-1350,195,37,0,46,46.27748242020607,0.23732042266772344
174,174,174,174,174,174,174,174,174,174,MLG38,6,11,MLG38,77,16,0,11,18.218528404831886,0.2366042649978167
345,345,345,345,345,345,345,345,345,345,1-1131,12,13,1-1131,138,27,0,27,32.445478811860085,0.23511216530333395
485,485,485,485,485,485,485,485,485,485,1-5980,4,11,1-5980,29,5,0,9,6.8151596039533615,0.23500550358459868
114,114,114,114,114,114,114,114,114,114,1-7496,13,14,1-7496,246,42,0,78,57.731383234262466,0.23468041965147343
321,321,321,321,321,321,321,321,321,321,1-5172,21,21,1-5172,120,25,0,15,28.025266006588936,0.23354388338824114
123,123,123,123,123,123,123,123,123,123,MLG55,5,5,MLG55,92,14,0,36,21.260638415813446,0.2310938958240592
14,14,14,14,14,14,14,14,14,14,1-6098,4,10,1-6098,1327,229,0,385,306.648494169116,0.23108401972050943
