Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,MLG45,20,15,MLG45,70,25,1,8,1031.561975479126,14.7365996497018
4,4,4,4,4,4,4,4,4,1-6240,20,15,1-6240,698,70,1,61,1120.0350630283356,1.604634760785581
322,322,322,322,322,322,322,322,322,1-0296,18,7,1-0296,41,24,0,8,30.561975479125977,0.7454140360762433
166,166,166,166,166,166,166,166,166,MLG40,14,13,MLG40,51,19,0,18,33.76444482803345,0.6620479378045774
346,346,346,346,346,346,346,346,346,MLG32,14,13,MLG32,52,14,0,24,33.68592643737793,0.6478062776418833
394,394,394,394,394,394,394,394,394,1-2423,3,10,1-2423,79,15,0,42,49.45037126541138,0.6259540666507769
298,298,298,298,298,298,298,298,298,1-7019,20,15,1-7019,107,21,0,55,66.11358141899109,0.6178839384952438
123,123,123,123,123,123,123,123,123,MLG55,1,6,MLG55,92,20,0,40,52.80987739562988,0.5740204064742379
422,422,422,422,422,422,422,422,422,1-6878,17,6,1-6878,167,16,0,95,93.92345881462097,0.5624159210456345
463,463,463,463,463,463,463,463,463,1-1989,19,22,1-1989,46,21,0,5,25.101234674453735,0.5456790146620377
161,161,161,161,161,161,161,161,161,MLG41,14,13,MLG41,66,16,0,24,35.68592643737793,0.5406958551117869
305,305,305,305,305,305,305,305,305,1-7866,2,14,1-7866,318,77,0,115,171.3283975124359,0.5387685456365909
248,248,248,248,248,248,248,248,248,1-2400,1,6,1-2400,49,5,0,25,25.506173372268677,0.5205341504544628
302,302,302,302,302,302,302,302,302,MLG51,13,12,MLG51,248,54,0,90,127.82222414016724,0.5154121941135775
399,399,399,399,399,399,399,399,399,MLG60,15,5,MLG60,47,21,0,3,23.46074080467224,0.49916469797174984
345,345,345,345,345,345,345,345,345,1-1131,3,10,1-1131,138,40,0,35,68.70864272117615,0.4978887153708417
251,251,251,251,251,251,251,251,251,1-7268,6,8,1-7268,70,12,0,27,34.14666724205017,0.4878095320292882
68,68,68,68,68,68,68,68,68,1-7845,13,12,1-7845,36,9,0,10,17.20246934890747,0.4778463708029853
517,517,517,517,517,517,517,517,517,1-18028,18,16,1-18028,309,9,0,166,145.160991191864,0.46977667052383176
506,506,506,506,506,506,506,506,506,1-6227,14,4,1-6227,52,10,0,17,23.9441978931427,0.46046534409889806
483,483,483,483,483,483,483,483,483,1-9491,20,15,1-9491,80,24,0,15,36.303704023361206,0.45379630029201506
253,253,253,253,253,253,253,253,253,1-4649,18,16,1-4649,244,40,0,83,108.080495595932,0.442952850803
437,437,437,437,437,437,437,437,437,1-6980,6,8,1-6980,128,11,0,55,56.11358141899109,0.4383873548358679
390,390,390,390,390,390,390,390,390,MLG64,14,13,MLG64,245,40,0,81,106.44000172615051,0.43444898663734904
149,149,149,149,149,149,149,149,149,MLG58,13,12,MLG58,71,11,0,24,30.68592643737793,0.43219614700532294
384,384,384,384,384,384,384,384,384,1-9270,12,4,1-9270,128,17,0,46,54.731359004974365,0.42758874222636223
268,268,268,268,268,268,268,268,268,MLG44,14,13,MLG44,59,17,0,9,24.382222414016724,0.4132580070172326
446,446,446,446,446,446,446,446,446,1-3534,9,11,1-3534,279,69,0,56,114.93382835388184,0.41194920556946896
464,464,464,464,464,464,464,464,464,1-10060,20,11,1-10060,36,9,0,7,14.74172854423523,0.4094924595620897
153,153,153,153,153,153,153,153,153,1-1350,20,15,1-1350,195,50,0,36,79.5288896560669,0.407840459774702
162,162,162,162,162,162,162,162,162,1-8067,10,18,1-8067,322,28,0,125,130.53086686134338,0.4053753629234267
398,398,398,398,398,398,398,398,398,1-0303,16,9,1-0303,212,19,0,81,85.44000172615051,0.4030188760667477
209,209,209,209,209,209,209,209,209,1-9938,15,18,1-9938,55,4,0,22,22.045432567596436,0.4008260466835716
172,172,172,172,172,172,172,172,172,1-8573,1,18,1-8573,184,6,0,82,73.26024866104126,0.39815352533174597
499,499,499,499,499,499,499,499,499,1-8627,20,15,1-8627,25,5,0,6,9.921481609344482,0.3968592643737793
217,217,217,217,217,217,217,217,217,1-9630,7,4,1-9630,33,4,0,11,13.022716283798218,0.39462776617570355
353,353,353,353,353,353,353,353,353,MLG50,7,17,MLG50,319,109,0,20,125.40493869781494,0.3931189300871942
263,263,263,263,263,263,263,263,263,1-6927,14,13,1-6927,179,44,0,32,70.2479019165039,0.39244637942180954
39,39,39,39,39,39,39,39,39,1-7467,14,13,1-7467,64,11,0,17,24.9441978931427,0.3897530920803547
99,99,99,99,99,99,99,99,99,1-5775,13,12,1-5775,244,26,0,84,94.90074253082275,0.38893746938861784
558,558,558,558,558,558,558,558,558,1-0055,20,15,1-0055,18,7,0,0,7.0,0.3888888888888889
332,332,332,332,332,332,332,332,332,MLG78,20,15,MLG78,80,27,0,5,31.101234674453735,0.3887654334306717
536,536,536,536,536,536,536,536,536,1-9971,18,5,1-9971,15,5,0,1,5.820246934890747,0.3880164623260498
426,426,426,426,426,426,426,426,426,1-4355,18,16,1-4355,49,14,0,6,18.921481609344482,0.3861526859049894
429,429,429,429,429,429,429,429,429,1-6693,11,20,1-6693,98,0,0,46,37.731359004974365,0.3850138673976976
339,339,339,339,339,339,339,339,339,1-3523,2,14,1-3523,543,63,0,178,209.00395441055298,0.38490599338960035
167,167,167,167,167,167,167,167,167,1-4929,20,15,1-4929,10,3,0,1,3.820246934890747,0.3820246934890747
13,13,13,13,13,13,13,13,13,1-9805,16,9,1-9805,26,5,0,6,9.921481609344482,0.38159544651324934
473,473,473,473,473,473,473,473,473,1-9452,3,16,1-9452,16,2,0,5,6.101234674453735,0.38132716715335846
131,131,131,131,131,131,131,131,131,1-9283,18,16,1-9283,235,5,0,102,88.6651873588562,0.377298669612154
264,264,264,264,264,264,264,264,264,P-0009,3,10,P-0009,7,1,0,2,2.640493869781494,0.3772134099687849
206,206,206,206,206,206,206,206,206,1-9752,1,6,1-9752,22,5,0,4,8.280987739562988,0.37640853361649945
293,293,293,293,293,293,293,293,293,1-8066,1,6,1-8066,86,11,0,26,32.326420307159424,0.37588860822278397
193,193,193,193,193,193,193,193,193,1-9553,9,11,1-9553,23,7,0,2,8.640493869781494,0.3756736465122389
127,127,127,127,127,127,127,127,127,1-9643,2,14,1-9643,8,3,0,0,3.0,0.375
91,91,91,91,91,91,91,91,91,72-12171,14,13,72-12171,19,3,0,5,7.101234674453735,0.37374919339230184
466,466,466,466,466,466,466,466,466,1-5981,3,10,1-5981,28,8,0,3,10.460740804672241,0.37359788588115145
128,128,128,128,128,128,128,128,128,1-19286,13,12,1-19286,40,10,0,6,14.921481609344482,0.37303704023361206
216,216,216,216,216,216,216,216,216,1-9887,2,14,1-9887,36,6,0,9,13.382222414016724,0.37172840038935345
218,218,218,218,218,218,218,218,218,1-9416,9,11,1-9416,13,4,0,1,4.820246934890747,0.3707882257608267
504,504,504,504,504,504,504,504,504,1-5425,14,13,1-5425,17,3,0,4,6.280987739562988,0.36946986703311696
458,458,458,458,458,458,458,458,458,1-7182,20,15,1-7182,22,4,0,5,8.101234674453735,0.36823793974789704
272,272,272,272,272,272,272,272,272,1-1570,12,4,1-1570,142,17,0,43,52.270618200302124,0.36810294507255015
358,358,358,358,358,358,358,358,358,1-9831,10,18,1-9831,132,1,0,58,48.57432222366333,0.36798728957320703
331,331,331,331,331,331,331,331,331,MLG75,15,5,MLG75,185,46,0,26,67.32642030715942,0.3639265962549158
369,369,369,369,369,369,369,369,369,1-6594,3,10,1-6594,70,22,0,4,25.28098773956299,0.3611569677080427
266,266,266,266,266,266,266,266,266,1-2103,12,4,1-2103,26,2,0,9,9.382222414016724,0.36085470823141247
106,106,106,106,106,106,106,106,106,MLG69,18,16,MLG69,576,98,0,133,207.09284234046936,0.35953618461887044
457,457,457,457,457,457,457,457,457,1-8503,11,20,1-8503,16,0,0,7,5.7417285442352295,0.35885803401470184
397,397,397,397,397,397,397,397,397,1-9808,1,6,1-9808,74,6,0,25,26.506173372268677,0.35819153205768484
514,514,514,514,514,514,514,514,514,1-11206,4,1,1-11206,14,5,0,0,5.0,0.35714285714285715
454,454,454,454,454,454,454,454,454,1-0272,9,11,1-0272,111,15,0,30,39.60740804672241,0.35682349591641815
259,259,259,259,259,259,259,259,259,1-3596,18,16,1-3596,223,25,0,66,79.1362977027893,0.3548712901470373
71,71,71,71,71,71,71,71,71,1-6532,2,14,1-6532,27,3,0,8,9.561975479125977,0.35414723996762876
