Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,5,7,1-1833,124,35,0,87,120.00427359342575,0.9677763999469818
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,21,10,MLG48,159,21,0,118,136.29315268993378,0.8571896395593319
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,15,9,1-1224,151,15,0,107,119.54548591375351,0.7916919596937319
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,21,10,P-16616,28,6,0,15,20.65590924024582,0.7377110442944935
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,22,16,MLG45,70,25,0,25,49.4265154004097,0.70609307714871
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,16,1-5002,45,14,0,17,30.610030472278595,0.6802228993839687
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,16,15,1-8267,133,64,0,24,87.44945478439331,0.6575146976270174
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,7,11,1-2423,79,6,0,44,48.99066710472107,0.6201350266420389
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,20,9,1-6858,23,8,0,6,13.862363696098328,0.6027114650477534
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,19,6,1-7268,70,36,0,6,41.86236369609833,0.598033767087119
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,8,17,1-10785,279,100,0,62,160.57775819301605,0.5755475204050755
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,8,MLG60,47,17,0,10,26.77060616016388,0.5695873651098697
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,8,1-7682,141,56,0,24,79.44945478439331,0.5634713105276121
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,9,12,1-9938,55,11,0,20,30.54121232032776,0.5552947694605047
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,22,16,1-6693,98,17,0,38,54.12830340862274,0.5523296266185994
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,13,1-9283,235,47,0,79,124.18778866529465,0.5284586751714666
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,21,6,1-5425,17,5,0,4,8.908242464065552,0.5240142625920913
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,15,9,1-9417,76,16,0,24,39.44945478439331,0.5190717734788594
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,21,10,1-8573,184,70,0,26,95.40357601642609,0.5184976957414461
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,7,11,1-0008,230,72,0,43,114.01360648870468,0.49571133255958555
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,22,16,1-3584,26,7,0,6,12.862363696098328,0.49470629600378185
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,22,16,1-6098,1327,230,0,432,652.0901861190796,0.4914017981304292
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,1,11,1-6878,167,29,0,53,80.78421264886856,0.4837378002926261
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,19,11,1-0292,99,24,0,24,47.44945478439331,0.4792874220645789
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,16,15,1-3534,279,68,0,67,133.463061273098,0.47836222678529744
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,5,7,1-3535,315,32,0,120,149.24727392196655,0.4738008695935446
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,13,MLG65,201,20,0,77,95.23366743326187,0.4737993404639894
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,17,8,MLG14,232,63,0,48,109.89890956878662,0.4737021964171837
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,18,13,1-3596,223,28,0,78,104.21072804927826,0.46731268183532854
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,5,7,1-9333,102,33,0,15,47.65590924024582,0.46721479647299824
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,15,9,1-6927,179,19,0,65,82.50894004106522,0.46094379911209615
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,7,11,1-6296,254,29,0,90,116.93545544147491,0.4603758088247044
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,10,5,1-9345,47,0,0,22,21.495333552360535,0.4573475223906497
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,16,15,1-3362,117,28,0,26,53.403576016426086,0.4564408206532144
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,1,20,1-19447,15,0,0,7,6.839424312114716,0.4559616208076477
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,9,12,MLG75,185,51,0,34,84.22006094455719,0.4552435726732821
