Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,5,70,17,1,16,1017.6573449969292,14.537962071384703
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,7,1-10468,5,549,54,1,164,1060.737786218524,1.9321271151521384
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,17,1-9379,9,58,22,0,6,22.24650437384844,0.3835604202387662
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,11,18.451924685388803,0.33548953973434187
61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,4,1-6927,19,179,55,0,2,55.082168124616146,0.30772160963472706
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,4,MLG40,3,51,15,0,11,15.451924685388803,0.30297891539978045
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,32,0,23,32.94493343308568,0.29949939484623345
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,8,1-2382,4,139,37,0,31,38.273605931550264,0.27534968296079326
211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,4,1-8042,19,52,13,0,23,13.94493343308568,0.2681717967901092
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,5,71,18,0,22,18.903849370777607,0.266251399588417
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,11,MLG50,15,319,80,0,85,83.49214529618621,0.2617308629974489
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,17,MLG75,9,185,48,0,10,48.41084062308073,0.26168021958422016
26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,21,1-18558,17,307,80,0,0,80.0,0.26058631921824105
123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,10,1-11350,2,100,25,0,23,25.94493343308568,0.2594493343308568
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,4,MLG32,19,52,13,0,4,13.164336249232292,0.2531603124852364
20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,6,1-8067,6,322,79,0,54,81.21853936463594,0.2522314887100495
210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,18,1-1191,10,53,13,0,8,13.328672498464584,0.2514843867634827
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,21,P-16616,17,28,7,0,0,7.0,0.25
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,15,MLG52,12,125,30,0,21,30.862765308469534,0.24690212246775628
233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,13,1-3587,13,46,11,0,5,11.205420311540365,0.24359609372913837
77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,6,1-9674,6,144,34,0,15,34.616260934621096,0.24039070093486872
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,5,1-0053,7,142,31,0,27,32.10926968231797,0.22612161748111248
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,MLG31,19,33,7,0,11,7.4519246853888035,0.22581589955723647
243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,13,1-19166,13,45,10,0,3,10.12325218692422,0.2249611597094271
32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,7,1-7874,19,258,53,0,88,56.61539748311043,0.21943952512833498
147,147,147,147,147,147,147,147,147,147,147,147,147,1-2423,15,1-2423,12,79,17,0,8,17.328672498464584,0.21935028479069094
242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,10,1-3206,13,45,9,0,19,9.780597183853388,0.21734660408563083
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,8,1-3596,4,223,46,0,46,47.88986686617136,0.21475276621601508
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,7,1-20578,5,19,4,0,1,4.041084062308073,0.21268863485831963
403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,21,72-12171,17,19,4,0,0,4.0,0.21052631578947367
12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,17,1-7024,9,498,96,0,182,103.4772993400693,0.2077857416467255
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,15,1-1131,12,138,26,0,65,28.670464050024748,0.20775698586974456
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,22,MLG51,16,248,50,0,36,51.47902624309063,0.20757671872213965
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,55,29.259623426944017,0.2075150597655604
445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,8,1-5654,19,15,3,0,2,3.082168124616146,0.20547787497440975
345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,9,1-3584,17,26,5,0,8,5.328672498464584,0.20494894224863786
154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,6,1-9417,6,76,15,0,7,15.287588436156511,0.20115247942311199
144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,21,1-7058,17,80,16,0,0,16.0,0.2
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,5,1-5002,7,45,8,0,22,8.903849370777607,0.1978633193506135
423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,12,MLG46,14,17,3,0,6,3.2465043738484383,0.19097084552049637
11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,13,MLG56,13,511,94,0,76,97.12238873541355,0.19006338304386214
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,34,0,64,36.629379987716675,0.18784297429598296
429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,4,1-9452,19,16,3,0,0,3.0,0.1875
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,12,1-1570,14,142,25,0,32,26.314689993858337,0.185314718266608
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,12,1-9270,14,128,22,0,35,23.437942180782557,0.18310892328736372
326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,5,1-0027,7,29,5,0,6,5.246504373848438,0.18091394392580823
235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,4,1-1989,19,46,8,0,5,8.205420311540365,0.17837870242479054
115,115,115,115,115,115,115,115,115,115,115,115,115,1-8421,12,1-8421,14,109,19,0,9,19.369756560772657,0.1777041886309418
9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,9,1-3523,3,543,92,0,107,96.39599466696382,0.1775248520570236
122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,6,1-9404,6,100,17,0,18,17.739513121545315,0.17739513121545314
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,15,MLG58,12,71,12,0,10,12.41084062308073,0.17480057215606662
36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,4,MLG64,19,245,41,0,25,42.027101557701826,0.17153919003143603
350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,4,0,7,4.287588436156511,0.17150353744626046
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,4,MLG41,19,66,11,0,5,11.205420311540365,0.16977909562939947
148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,11,1-0278,15,79,13,0,7,13.287588436156511,0.1681973219766647
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,10,MLG14,2,232,37,0,49,39.01311905309558,0.16815999591851544
27,27,27,27,27,27,27,27,27,27,27,27,27,1-1608,14,1-1608,11,307,49,0,57,51.34179155156016,0.1672371060311406
297,297,297,297,297,297,297,297,297,297,297,297,297,1-9630,12,1-9630,14,33,5,0,12,5.4930087476968765,0.16645481053626898
4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,21,MLG68,17,642,106,0,0,106.0,0.16510903426791276
