Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,MLG44,21,20,MLG44,59,5,1,19,1006.425639629364,17.058061688633288
168,168,168,168,168,168,168,168,168,MLG45,7,6,MLG45,70,11,1,20,1012.5006732940674,14.46429533277239
84,84,84,84,84,84,84,84,84,1-2382,21,20,1-2382,139,20,1,32,1022.4010772705078,7.355403433600776
6,6,6,6,6,6,6,6,6,MLG54,7,6,MLG54,595,25,1,131,1034.8294100761414,1.7392090925649435
217,217,217,217,217,217,217,217,217,1-9770,15,14,1-9770,50,19,0,1,19.07503366470337,0.3815006732940674
332,332,332,332,332,332,332,332,332,P-16616,2,14,P-16616,28,10,0,4,10.300134658813477,0.3678619521004813
215,215,215,215,215,215,215,215,215,MLG40,15,12,MLG40,51,17,0,7,17.525235652923584,0.3436320716259526
36,36,36,36,36,36,36,36,36,MLG64,13,10,MLG64,245,79,0,44,82.30148124694824,0.33592441325284994
180,180,180,180,180,180,180,180,180,1-10539,15,12,1-10539,63,18,0,26,19.950875282287598,0.31668056003631107
64,64,64,64,64,64,64,64,64,MLG29,6,7,MLG29,164,44,0,64,48.802154541015625,0.29757411305497333
75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,39,0,52,42.901750564575195,0.29587414182465654
49,49,49,49,49,49,49,49,49,1-6974,7,6,1-6974,207,56,0,68,61.1022891998291,0.2951801410619763
31,31,31,31,31,31,31,31,31,1-9156,15,12,1-9156,268,76,0,25,77.87584161758423,0.29058149857307547
46,46,46,46,46,46,46,46,46,1-2282,13,10,1-2282,219,58,0,23,59.72577428817749,0.27272043053962325
92,92,92,92,92,92,92,92,92,1-6980,13,10,1-6980,128,34,0,2,34.15006732940674,0.26679740101099014
145,145,145,145,145,145,145,145,145,1-9491,18,17,1-9491,80,20,0,15,21.125504970550537,0.2640688121318817
299,299,299,299,299,299,299,299,299,MLG31,13,10,MLG31,33,8,0,7,8.525235652923584,0.2583404743310177
