Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,22,5,1-5508,38,2,0,7,3.1193630695343018,0.08208850182985004
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,4,12,1-0292,99,3,0,32,8.117088317871094,0.08199079108960701
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,3,14,1-20167,56,1,0,22,4.517998218536377,0.08067853961672102
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,22,5,1-18028,309,15,0,61,24.754449605941772,0.08011148739786982
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,15,1,1-9650,25,2,0,0,2.0,0.08
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,8,20,1-6028,2,0,0,1,0.15990900993347168,0.07995450496673584
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,4,12,1-7744,37,1,0,12,2.91890811920166,0.0788894086270719
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,14,3,1-7268,70,4,0,9,5.439181089401245,0.07770258699144636
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,5,1,1-5425,17,1,0,2,1.3198180198669434,0.0776363541098202
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,13,8,1-9645,69,1,0,27,5.317543268203735,0.0770658444667208
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,3,14,1-19839,13,1,0,0,1.0,0.07692307692307693
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,9,10,1-7453,13,1,0,0,1.0,0.07692307692307693
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,1,22,1-8705,48,3,0,4,3.6396360397338867,0.0758257508277893
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,10,16,1-20578,19,0,0,9,1.4391810894012451,0.07574637312638133
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,4,12,1-8066,86,2,0,28,6.477452278137207,0.07531921253647915
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,15,3,1-9498,64,1,0,23,4.677907228469849,0.07309230044484138
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,17,18,1-9768,241,15,0,15,17.398635149002075,0.07219350684233226
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,7,20,1-1850,30,1,0,7,2.1193630695343018,0.0706454356511434
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,9,17,1-7481,33,2,0,2,2.3198180198669434,0.07029751575354373
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,22,MLG38,77,3,0,15,5.398635149002075,0.07011214479223474
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,7,18,1-8450,52,2,0,10,3.599090099334717,0.06921327114105225
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,10,17,1-18203,29,2,0,0,2.0,0.06896551724137931
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,4,12,1-0008,230,5,0,67,15.713903665542603,0.06832132028496783
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,4,12,1-9518,22,1,0,3,1.479727029800415,0.0672603195363825
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,22,5,1-8427,189,5,0,48,12.67563247680664,0.06706683850162244
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,3,14,1-3106,34,1,0,8,2.2792720794677734,0.06703741410199333
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,1,22,1-6718,20,1,0,2,1.3198180198669434,0.06599090099334717
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,8,16,1-9761,35,1,0,8,2.2792720794677734,0.06512205941336495
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,13,8,1-7874,258,7,0,60,16.5945405960083,0.06431992479072984
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,4,12,1-4136,5,0,0,2,0.31981801986694336,0.06396360397338867
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,21,4,1-10232,5,0,0,2,0.31981801986694336,0.06396360397338867
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,9,10,1-5424,5,0,0,2,0.31981801986694336,0.06396360397338867
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,1,22,1-3217,5,0,0,2,0.31981801986694336,0.06396360397338867
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,5,1,1-9674,144,8,0,7,9.119363069534302,0.06332891020509931
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,5,1,1-1317,414,23,0,20,26.198180198669434,0.06328062849920153
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,9,10,1-0205,34,1,0,7,2.1193630695343018,0.062334207927479464
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,5,1,1-6927,179,8,0,19,11.038271188735962,0.06166631949014504
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,8,20,1-8127,32,1,0,6,1.95945405960083,0.06123293936252594
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,6,7,1-0037,35,1,0,7,2.1193630695343018,0.06055323055812291
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,10,17,1-8659,91,5,0,3,5.479727029800415,0.060216780547257306
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,10,3,1-9651,38,1,0,8,2.2792720794677734,0.059980844196520354
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,2,24,MLG12,146,0,0,54,8.63508653640747,0.059144428331558016
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0001,15,11,1-0001,17,1,0,0,1.0,0.058823529411764705
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,13,8,1-9553,23,1,0,2,1.3198180198669434,0.057383392168127975
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,4,12,1-18377,14,0,0,5,0.7995450496673584,0.0571103606905256
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,8,20,1-19549,29,1,0,4,1.6396360397338867,0.05653917378392713
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,12,13,1-5744,18,1,0,0,1.0,0.05555555555555555
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,21,4,1-9436,21,1,0,1,1.1599090099334717,0.055233762377784365
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,7,9,72-12387,71,1,0,18,3.8783621788024902,0.05462481941975338
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,20,19,1-7341,110,6,0,0,6.0,0.05454545454545454
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,5,1,1-2294,75,2,0,13,4.078817129135132,0.054384228388468424
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,1,22,1-7842,21,0,0,7,1.1193630695343018,0.05330300331115723
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,2,24,1-5803,15,0,0,5,0.7995450496673584,0.05330300331115723
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,1,22,1-9034,3,0,0,1,0.15990900993347168,0.05330300331115723
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,22,1-9838,3,0,0,1,0.15990900993347168,0.05330300331115723
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,9,10,1-8541,232,4,0,52,12.315268516540527,0.053083053950605724
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,12,4,1-5981,28,1,0,3,1.479727029800415,0.05284739392144339
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,7,1-2714,61,0,0,20,3.1981801986694336,0.05242918358474481
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,5,1,1-8067,322,4,0,80,16.792720794677734,0.05215130681576936
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,3,14,1-4634,48,2,0,3,2.479727029800415,0.051660979787508644
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,20,1,1-1769,89,2,0,16,4.558544158935547,0.05121959729141064
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,5,1,1-9404,100,4,0,7,5.119363069534302,0.051193630695343016
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,16,3,1-4052,13,0,0,4,0.6396360397338867,0.04920277228722206
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,22,5,1-7839,24,1,0,1,1.1599090099334717,0.04832954208056132
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,7,9,1-9740,34,1,0,4,1.6396360397338867,0.04822458940393785
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,4,12,1-4929,10,0,0,3,0.47972702980041504,0.047972702980041505
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-8125,16,15,1-8125,21,1,0,0,1.0,0.047619047619047616
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,12,16,1-5282,17,0,0,5,0.7995450496673584,0.04703206174513873
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,17,18,1-1833,124,4,0,10,5.599090099334717,0.04515395241398965
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,18,19,1-7204,26,0,0,7,1.1193630695343018,0.0430524257513193
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,6,7,1-9805,26,0,0,7,1.1193630695343018,0.0430524257513193
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,16,24,1-9971,15,0,0,4,0.6396360397338867,0.042642402648925784
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,5,1,1-8573,184,4,0,24,7.83781623840332,0.04259682738262674
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,17,18,1-9394,117,2,0,18,4.87836217880249,0.041695403237628124
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,13,8,1-9996,28,1,0,1,1.1599090099334717,0.04142532178333828
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,2,24,MLG17,153,0,0,39,6.2364513874053955,0.04076112017912023
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,4,24,1-19205,12,0,0,3,0.47972702980041504,0.03997725248336792
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,10,17,1-9115,16,0,0,4,0.6396360397338867,0.03997725248336792
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,2,24,1-3104,16,0,0,4,0.6396360397338867,0.03997725248336792
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,22,5,1-4149,16,0,0,4,0.6396360397338867,0.03997725248336792
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,22,1-18004,12,0,0,3,0.47972702980041504,0.03997725248336792
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,9,10,1-5531,8,0,0,2,0.31981801986694336,0.03997725248336792
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,16,1,1-5929,4,0,0,1,0.15990900993347168,0.03997725248336792
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,1,22,MLG40,51,1,0,6,1.95945405960083,0.038420667835310396
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,16,12,1-8576,55,0,0,13,2.078817129135132,0.037796675075184215
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,15,11,1-19897,53,2,0,0,2.0,0.03773584905660377
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,5,1,1-9831,132,3,0,12,4.91890811920166,0.03726445544849743
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,18,21,1-8544,54,2,0,0,2.0,0.037037037037037035
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,15,11,1-6531,27,1,0,0,1.0,0.037037037037037035
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,1,22,1-19547,66,1,0,9,2.439181089401245,0.036957289233352196
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,22,19,1-1972,32,1,0,1,1.1599090099334717,0.03624715656042099
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1-17645,11,2,1-17645,9,0,0,2,0.31981801986694336,0.035535335540771484
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,1,22,1-8418,46,0,0,10,1.5990900993347168,0.034762828246406884
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,4,12,1-5913,14,0,0,3,0.47972702980041504,0.03426621641431536
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,3,14,1-9818,28,0,0,6,0.9594540596008301,0.03426621641431536
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,22,5,1-9667,14,0,0,3,0.47972702980041504,0.03426621641431536
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,14,22,MLG35,49,1,0,4,1.6396360397338867,0.033461959994569114
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1-9955,11,2,1-9955,60,2,0,0,2.0,0.03333333333333333
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,1,22,1-13247,29,0,0,6,0.9594540596008301,0.03308462274485621
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,11,2,1-9739,31,1,0,0,1.0,0.03225806451612903
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,1,22,1-1207,66,1,0,7,2.1193630695343018,0.032111561659610634
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,1,22,1-1224,151,1,0,24,4.83781623840332,0.032038518135121326
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,1,22,1-8634,10,0,0,2,0.31981801986694336,0.031981801986694335
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,3,14,1-8938,30,0,0,6,0.9594540596008301,0.031981801986694335
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,11,2,1-9712,10,0,0,2,0.31981801986694336,0.031981801986694335
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,4,12,1-9836,5,0,0,1,0.15990900993347168,0.031981801986694335
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,4,12,MLG73,10,0,0,2,0.31981801986694336,0.031981801986694335
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,15,22,1-18423,47,1,0,3,1.479727029800415,0.031483553825540744
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,2,24,1-8095,46,0,0,9,1.4391810894012451,0.0312865454217662
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,19,22,1-8928,39,1,0,1,1.1599090099334717,0.029741256664960813
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,7,9,1-5877,79,2,0,2,2.3198180198669434,0.029364785061606877
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,2,24,1-7182,22,0,0,4,0.6396360397338867,0.029074365442449398
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,24,1-1204,39,0,0,7,1.1193630695343018,0.028701617167546198
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,6,7,1-8488,23,0,0,4,0.6396360397338867,0.02781026259712551
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,19,6,1-9465,18,0,0,3,0.47972702980041504,0.026651501655578613
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,2,24,1-3175,6,0,0,1,0.15990900993347168,0.026651501655578613
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,18,3,1-7993,24,0,0,4,0.6396360397338867,0.026651501655578613
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,5,1,1-9495,18,0,0,3,0.47972702980041504,0.026651501655578613
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1-7525,7,9,1-7525,6,0,0,1,0.15990900993347168,0.026651501655578613
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-8174,2,24,1-8174,45,0,0,7,1.1193630695343018,0.02487473487854004
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,6,7,1-0031,13,0,0,2,0.31981801986694336,0.02460138614361103
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-2025,12,13,1-2025,41,1,0,0,1.0,0.024390243902439025
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,1,22,1-3033,7,0,0,1,0.15990900993347168,0.02284414427621024
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,21,4,1-5530,7,0,0,1,0.15990900993347168,0.02284414427621024
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,7,22,1-5799,7,0,0,1,0.15990900993347168,0.02284414427621024
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,3,14,1-6919,43,0,0,6,0.9594540596008301,0.02231288510699605
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1-6642,6,7,1-6642,36,0,0,5,0.7995450496673584,0.022209584712982178
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,20,22,1-5654,15,0,0,2,0.31981801986694336,0.021321201324462892
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,22,5,1-19447,15,0,0,2,0.31981801986694336,0.021321201324462892
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,2,24,1-7070,129,0,0,17,2.7184531688690186,0.021073280378829603
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,3,14,1-7066,23,0,0,3,0.47972702980041504,0.02085769694784413
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,2,24,1-1350,195,0,0,25,3.997725248336792,0.020501155119675856
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,1,22,1-9643,8,0,0,1,0.15990900993347168,0.01998862624168396
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,7,22,1-3089,16,0,0,2,0.31981801986694336,0.01998862624168396
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,1,22,1-9806,8,0,0,1,0.15990900993347168,0.01998862624168396
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,3,14,1-10444,8,0,0,1,0.15990900993347168,0.01998862624168396
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,2,24,1-9855,8,0,0,1,0.15990900993347168,0.01998862624168396
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,10,9,1-9861,8,0,0,1,0.15990900993347168,0.01998862624168396
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,8,20,1-18563,8,0,0,1,0.15990900993347168,0.01998862624168396
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,2,24,1-2324,25,0,0,3,0.47972702980041504,0.0191890811920166
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,2,24,1-4747,25,0,0,3,0.47972702980041504,0.0191890811920166
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,3,14,1-9331,25,0,0,3,0.47972702980041504,0.0191890811920166
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,2,24,1-0003,17,0,0,2,0.31981801986694336,0.01881282469805549
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,7,6,1-7536,17,0,0,2,0.31981801986694336,0.01881282469805549
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,2,24,MLG55,92,0,0,10,1.5990900993347168,0.017381414123203442
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,1,22,1-9607,19,0,0,2,0.31981801986694336,0.016832527361418072
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,11,2,1-9338,29,0,0,3,0.47972702980041504,0.016542311372428106
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,2,24,1-20047,20,0,0,2,0.31981801986694336,0.015990900993347167
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,3,14,1-8646,20,0,0,2,0.31981801986694336,0.015990900993347167
