Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,6,1-9491,10,80,20,1,13,1032.3568418622017,12.904460523277521
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,6,MLG52,10,125,7,1,17,1023.1589470505714,8.185271576404572
368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,10,1-6858,21,23,9,0,15,23.257894456386566,1.0112128024515898
17,17,17,17,17,17,17,17,17,17,17,17,17,1-7004,16,1-7004,19,381,53,0,201,244.05578571558,0.6405663667075591
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,13,P-16616,16,28,7,0,11,17.455789268016815,0.6234210452863148
15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,15,1-1580,18,400,47,0,210,246.61052238941193,0.6165263059735299
132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,11,MLG55,20,92,42,0,15,56.257894456386566,0.6114988527868105
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,20,1-9270,13,128,38,0,41,76.97157818078995,0.6013404545374215
104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,14,1-9394,17,117,13,0,58,68.13052523136139,0.5823121814646273
28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,18,1-7005,14,285,22,0,150,164.57894456386566,0.5774699809258445
268,268,268,268,268,268,268,268,268,268,268,268,268,1-8493,3,1-8493,21,38,1,0,22,21.91157853603363,0.5766204877903587
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,19,1-9938,8,55,16,0,16,31.208420753479004,0.5674258318814365
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,5,1-5002,11,45,12,0,14,25.30736815929413,0.5623859590954251
55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,18,1-1462,14,192,16,0,92,103.44841933250427,0.5387938506901264
89,89,89,89,89,89,89,89,89,89,89,89,89,1-9831,3,1-9831,8,132,4,0,68,68.63578820228577,0.5199680924415588
47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,12,1-0303,15,212,18,0,96,109.25052452087402,0.5153326628343115
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,20,MLG32,13,52,17,0,10,26.505262970924377,0.5097165955946996
4,4,4,4,4,4,4,4,4,4,4,4,4,MLG68,17,MLG68,5,642,41,0,301,327.10841542482376,0.5095146657707535
270,270,270,270,270,270,270,270,270,270,270,270,270,1-9651,7,1-9651,3,38,7,0,13,19.35684186220169,0.5093905753210971
