Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,6,5,MLG65,201,117,0,59,165.8448370695114,0.8250986918881165
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,6,5,MLG54,595,27,0,511,450.04596173763275,0.7563797676262736
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,8,16,MLG59,71,28,0,25,48.69696485996246,0.6858727445065136
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,20,3,MLG62,525,27,0,402,359.8071949481964,0.6853470379965646
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,4,4,1-3535,315,76,0,152,201.83754634857178,0.6407541153922913
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,16,8,1-1131,138,26,0,73,86.4351373910904,0.6263415752977565
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,12,22,MLG15,105,0,0,79,65.40240895748138,0.6228800853093465
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,1,15,MLG45,70,31,0,15,43.41817891597748,0.6202596987996782
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,16,8,1-7140,397,136,0,129,242.7963386774063,0.6115776792881771
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,6,5,1-3447,110,30,0,42,64.77090096473694,0.5888263724066994
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,16,8,1-8627,25,8,0,8,14.623028755187988,0.5849211502075196
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,10,11,1-11350,100,40,0,20,56.55757188796997,0.5655757188796997
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,4,4,1-2335,145,26,0,67,81.4678658246994,0.5618473505151683
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,18,7,1-0129,142,36,0,46,74.08241534233093,0.5217071502981051
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,16,9,P-16616,28,7,0,9,14.450907349586487,0.5161038339138031
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,3,12,1-6878,167,3,0,100,85.78785943984985,0.5136997571248494
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,4,4,1-7122,197,78,0,27,100.35272204875946,0.5094046804505556
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,3,MLG02,320,99,0,75,161.0908945798874,0.503409045562148
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,3,12,1-4417,151,8,0,82,75.88604474067688,0.5025565876866018
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,9,14,1-3516,156,12,0,79,77.40240895748138,0.49616928818898326
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,4,4,1-9156,268,36,0,115,131.20603835582733,0.48957476998443034
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,7,6,MLG56,511,128,0,145,248.0423961877823,0.48540586338117864
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,8,7,1-18487,23,10,0,1,10.827878594398499,0.4707773301912391
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,10,15,1-3206,45,12,0,11,21.106664538383484,0.4690369897418552
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,1,15,1-9491,80,30,0,9,37.45090734958649,0.4681363418698311
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,10,11,MLG14,232,97,0,14,108.59030032157898,0.4680616393171508
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,9,1-4494,16,5,0,3,7.483635783195496,0.4677272364497185
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,20,3,1-7866,318,120,0,31,145.66423642635345,0.4580636365608599
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,4,9,72-12171,19,2,0,8,8.623028755187988,0.45384361869410467
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,4,1-9333,102,18,0,34,46.14787220954895,0.4524301197014603
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,3,12,1-3312,36,1,0,18,15.901814699172974,0.44171707497702706
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,5,1,1-0003,17,5,0,3,7.483635783195496,0.440213869599735
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,8,16,1-3523,543,67,0,205,236.7151118516922,0.43593943250772044
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,4,4,1-6692,71,10,0,25,30.696964859962463,0.4323516177459502
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,18,MLG29,164,40,0,37,70.63150799274445,0.4306799267850271
