Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,3,18,1-3139,93,15,2,26,2039.3420048952103,21.92840865478721
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,18,17,MLG40,51,11,1,7,1017.5536167025566,19.952031700050128
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,3,18,MLG49,185,9,2,45,2051.130393087864,11.087191313988454
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,24,1-0129,142,0,1,12,1011.234771490097,7.121371630211951
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,17,1-4319,163,37,1,12,1048.234771490097,6.4308881686509025
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,24,1-0303,212,0,1,36,1033.7043144702911,4.875963747501373
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,19,11,MLG51,248,74,1,36,1107.7043144702911,4.466549655122142
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,11,MLG54,595,56,1,92,1142.133248090744,1.9195516774634354
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,7,14,1-7268,70,14,0,64,73.91878128051758,1.0559825897216797
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,3,18,1-6918,43,3,0,45,45.13039308786392,1.049544025299161
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,4,20,1-6919,43,0,0,45,42.13039308786392,0.9797765834386959
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,19,11,1-19567,2,1,0,1,1.9362309575080872,0.9681154787540436
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,4,20,1-2670,104,0,0,102,95.49555766582489,0.918226516017547
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,22,1-1183,45,0,0,43,40.25793117284775,0.8946206927299499
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,8,1-0296,41,22,0,15,36.04346436262131,0.8791088868932027
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,14,8,1-2545,145,61,0,70,126.5361670255661,0.8726632208659731
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,20,3,1-9995,24,13,0,8,20.489847660064697,0.8537436525026957
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,1,22,1-9137,111,0,0,100,93.62309575080872,0.8434513130703488
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,11,5,1-3175,6,5,0,0,5.0,0.8333333333333334
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,10,6,1-4052,13,4,0,7,10.55361670255661,0.8118166694274316
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,19,11,1-8646,20,6,0,10,15.362309575080872,0.7681154787540436
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,19,11,1-8398,54,41,0,0,41.0,0.7592592592592593
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,1,22,1-17790,5,0,0,4,3.7449238300323486,0.7489847660064697
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,5,15,1-9946,12,8,0,1,8.936230957508087,0.7446859131256739
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,1,22,1-8493,38,0,0,30,28.086928725242615,0.7391297032958583
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,20,3,1-7058,80,6,0,56,58.42893362045288,0.730361670255661
