Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,24,MLG45,70,3,1,8,1004.6704804897308,14.352435435567584
MLG59,2,2,MLG59,71,16,1,11,1018.2969106733799,14.342210009484225
1-8285,7,24,1-8285,72,6,1,9,1007.8792905509472,13.998323479874266
MLG38,7,7,MLG38,77,11,1,8,1012.6704804897308,13.151564681684816
1-18028,7,7,1-18028,309,82,1,64,1095.3638439178467,3.54486680879562
MLG56,2,2,MLG56,511,55,1,31,1061.473111897707,2.077246794320366
1-0008,10,11,1-0008,230,132,0,36,139.51716220378876,0.6065963574077772
1-8573,22,12,1-8573,184,92,0,40,100.35240244865417,0.5453934915687727
MLG44,8,9,MLG44,59,27,0,11,29.296910673379898,0.4965578080233881
1-3587,14,13,1-3587,46,17,0,10,19.088100612163544,0.414958708960077
1-10785,17,10,1-10785,279,98,0,74,113.45194453001022,0.40663779401437355
1-1989,21,15,1-1989,46,7,0,55,18.48455336689949,0.40183811667172803
MLG40,9,9,MLG40,51,17,0,15,20.132150918245316,0.3947480572204964
1-9379,19,23,1-9379,58,21,0,0,21.0,0.3620689655172414
1-8067,6,8,1-8067,322,104,0,33,110.8907320201397,0.3443811553420487
1-7140,16,11,1-7140,397,124,0,51,134.64931312203407,0.3391670355718742
1-1183,10,17,1-1183,45,7,0,39,15.14359238743782,0.336524275276396
1-5002,3,3,1-5002,45,13,0,9,14.87929055094719,0.3306509011321598
1-0303,17,10,1-0303,212,59,0,45,68.39645275473595,0.3226247771449809
MLG30,16,11,MLG30,208,62,0,24,67.0114414691925,0.3221703916788101
MLG64,8,9,MLG64,245,71,0,37,78.72597226500511,0.3213304990408372
1-2382,7,7,1-2382,139,39,0,27,44.63787165284157,0.32113576728662996
MLG63,8,9,MLG63,380,106,0,67,119.99027410149574,0.3157638792144625
1-7866,11,16,1-7866,318,90,0,44,99.18764269351959,0.3119108260802503
1-1317,6,8,1-1317,414,103,0,96,123.04576587677002,0.2972119948714252
1-9277,20,6,1-9277,48,9,0,21,13.385011285543442,0.27885440178215504
