Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
410,410,410,410,410,410,410,MLG12,4,3,MLG12,146,15,0,28,21.16822111606598,0.1449878158634656
251,251,251,251,251,251,251,1-7268,4,3,1-7268,70,7,0,14,10.08411055803299,0.14405872225761412
522,522,522,522,522,522,522,1-5282,8,6,1-5282,17,2,0,2,2.4405872225761414,0.14356395426918478
448,448,448,448,448,448,448,1-3106,4,3,1-3106,34,4,0,4,4.881174445152283,0.14356395426918478
305,305,305,305,305,305,305,1-7866,17,11,1-7866,318,31,0,66,45.539378345012665,0.14320559227991403
106,106,106,106,106,106,106,MLG69,14,12,MLG69,576,56,0,120,82.43523335456848,0.14311672457390362
306,306,306,306,306,306,306,1-18377,14,12,1-18377,14,2,0,0,2.0,0.14285714285714285
555,555,555,555,555,555,555,1-3646,11,14,1-3646,7,1,0,0,1.0,0.14285714285714285
236,236,236,236,236,236,236,1-7024,15,2,1-7024,498,64,0,29,70.38851472735405,0.14134239905091175
378,378,378,378,378,378,378,1-6561,20,19,1-6561,65,4,0,23,9.066753059625626,0.139488508609625
232,232,232,232,232,232,232,1-18371,22,7,1-18371,120,9,0,35,16.710276395082474,0.13925230329235394
389,389,389,389,389,389,389,1-0278,2,24,1-0278,79,11,0,0,11.0,0.13924050632911392
216,216,216,216,216,216,216,1-9887,2,24,1-9887,36,5,0,0,5.0,0.1388888888888889
334,334,334,334,334,334,334,1-20641,7,13,1-20641,16,2,0,1,2.2202936112880707,0.13876835070550442
202,202,202,202,202,202,202,1-8988,5,23,1-8988,29,4,0,0,4.0,0.13793103448275862
363,363,363,363,363,363,363,1-10785,20,19,1-10785,279,14,0,111,38.452590852975845,0.13782290628306754
127,127,127,127,127,127,127,1-9643,4,3,1-9643,8,0,0,5,1.1014680564403534,0.13768350705504417
224,224,224,224,224,224,224,1-9227,10,15,1-9227,801,73,0,167,109.7890330851078,0.13706496015618952
504,504,504,504,504,504,504,1-5425,9,9,1-5425,17,1,0,6,2.321761667728424,0.13657421574873083
439,439,439,439,439,439,439,MLG72,5,23,MLG72,9,1,0,1,1.2202936112880707,0.13558817903200784
547,547,547,547,547,547,547,MLG67,16,18,MLG67,27,1,0,12,3.643523335456848,0.13494530872062402
524,524,524,524,524,524,524,1-9338,9,9,1-9338,29,3,0,4,3.8811744451522827,0.13383360155697527
532,532,532,532,532,532,532,1-19447,2,24,1-19447,15,2,0,0,2.0,0.13333333333333333
445,445,445,445,445,445,445,1-6538,4,3,1-6538,44,3,0,13,5.863816946744919,0.13326856697147543
13,13,13,13,13,13,13,1-9805,21,16,1-9805,26,3,0,2,3.4405872225761414,0.13233027779139006
464,464,464,464,464,464,464,1-10060,5,23,1-10060,36,1,0,17,4.7449913918972015,0.13180531644158894
207,207,207,207,207,207,207,1-7058,20,19,1-7058,80,7,0,16,10.52469778060913,0.13155872225761414
404,404,404,404,404,404,404,1-4682,7,13,1-4682,16,1,0,5,2.1014680564403534,0.1313417535275221
421,421,421,421,421,421,421,1-8398,16,18,1-8398,54,7,0,0,7.0,0.12962962962962962
358,358,358,358,358,358,358,1-9831,9,9,1-9831,132,10,0,32,17.04939556121826,0.12916208758498682
440,440,440,440,440,440,440,MLG52,6,1,MLG52,125,15,0,5,16.101468056440353,0.12881174445152282
88,88,88,88,88,88,88,1-5626,3,17,1-5626,125,13,0,14,16.08411055803299,0.12867288446426392
61,61,61,61,61,61,61,1-7341,3,17,1-7341,110,13,0,5,14.101468056440353,0.12819516414945775
441,441,441,441,441,441,441,1-19166,10,15,1-19166,45,3,0,12,5.643523335456848,0.12541162967681885
150,150,150,150,150,150,150,1-7005,10,15,1-7005,285,15,0,94,35.707599461078644,0.12528982267045138
289,289,289,289,289,289,289,1-1592,2,24,1-1592,32,4,0,0,4.0,0.125
230,230,230,230,230,230,230,1-3089,2,24,1-3089,16,2,0,0,2.0,0.125
523,523,523,523,523,523,523,1-9861,7,13,1-9861,8,1,0,0,1.0,0.125
47,47,47,47,47,47,47,1-19547,1,10,1-19547,66,8,0,1,8.22029361128807,0.12454990320133441
64,64,64,64,64,64,64,1-9674,9,9,1-9674,144,10,0,36,17.930570006370544,0.12451784726646212
217,217,217,217,217,217,217,1-9630,5,23,1-9630,33,3,0,5,4.101468056440353,0.12428691080122282
228,228,228,228,228,228,228,1-17835,14,12,1-17835,17,1,0,5,2.1014680564403534,0.12361576802590314
116,116,116,116,116,116,116,1-20047,17,11,1-20047,20,2,0,2,2.4405872225761414,0.12202936112880707
413,413,413,413,413,413,413,1-8314,3,17,1-8314,36,3,0,6,4.321761667728424,0.12004893521467845
129,129,129,129,129,129,129,1-2573,10,15,1-2573,37,4,0,2,4.440587222576141,0.12001587088043625
362,362,362,362,362,362,362,1-1462,10,15,1-1462,192,14,0,41,23.032038062810898,0.11995853157714009
131,131,131,131,131,131,131,1-9283,18,4,1-9283,235,26,0,9,27.982642501592636,0.11907507447486228
22,22,22,22,22,22,22,1-7995,5,23,1-7995,14,1,0,3,1.660880833864212,0.11863434527601514
407,407,407,407,407,407,407,1-8421,20,19,1-8421,109,6,0,31,12.829101949930191,0.11769818302688248
384,384,384,384,384,384,384,1-9270,20,19,1-9270,128,6,0,41,15.032038062810898,0.11743779736571014
402,402,402,402,402,402,402,1-5744,3,17,1-5744,18,1,0,5,2.1014680564403534,0.11674822535779741
105,105,105,105,105,105,105,1-1258,20,19,1-1258,435,31,0,87,50.16554418206215,0.11532309007370609
318,318,318,318,318,318,318,1-2324,10,15,1-2324,25,2,0,4,2.8811744451522827,0.1152469778060913
515,515,515,515,515,515,515,1-6531,21,16,1-6531,27,2,0,5,3.1014680564403534,0.11486918727556865
83,83,83,83,83,83,83,1-18423,8,6,1-18423,47,4,0,6,5.321761667728424,0.11322897165379625
386,386,386,386,386,386,386,MLG68,21,16,MLG68,642,52,0,93,72.48730584979057,0.11290857609001646
39,39,39,39,39,39,39,1-7467,17,11,1-7467,64,5,0,10,7.202936112880707,0.11254587676376104
480,480,480,480,480,480,480,1-1005,6,1,1-1005,125,12,0,9,13.982642501592636,0.11186114001274108
263,263,263,263,263,263,263,1-6927,9,9,1-6927,179,10,0,45,19.91321250796318,0.11124699725119096
35,35,35,35,35,35,35,1-2869,17,11,1-2869,9,1,0,0,1.0,0.1111111111111111
416,416,416,416,416,416,416,1-18203,15,2,1-18203,29,3,0,1,3.2202936112880707,0.11104460728579554
198,198,198,198,198,198,198,1-9839,1,10,1-9839,20,2,0,1,2.2202936112880707,0.11101468056440353
469,469,469,469,469,469,469,1-8578,5,23,1-8578,11,1,0,1,1.2202936112880707,0.11093578284437006
33,33,33,33,33,33,33,1-7991,8,6,1-7991,46,4,0,5,5.101468056440353,0.11090147948783377
336,336,336,336,336,336,336,1-1827,1,10,1-1827,24,2,0,3,2.660880833864212,0.11087003474434216
543,543,543,543,543,543,543,1-5803,4,3,1-5803,15,1,0,3,1.660880833864212,0.1107253889242808
171,171,171,171,171,171,171,1-8100,14,12,1-8100,19,1,0,5,2.1014680564403534,0.11060358191791334
494,494,494,494,494,494,494,1-3265,17,11,1-3265,19,1,0,5,2.1014680564403534,0.11060358191791334
157,157,157,157,157,157,157,1-6061,6,1,1-6061,40,3,0,6,4.321761667728424,0.10804404169321061
72,72,72,72,72,72,72,1-9614,5,23,1-9614,30,3,0,1,3.2202936112880707,0.10734312037626902
271,271,271,271,271,271,271,1-7897,22,7,1-7897,95,7,0,14,10.08411055803299,0.10614853218982094
315,315,315,315,315,315,315,1-1769,5,23,1-1769,89,5,0,20,9.405872225761414,0.10568395759282487
60,60,60,60,60,60,60,1-18202,8,6,1-18202,23,0,0,11,2.4232297241687775,0.10535781409429468
253,253,253,253,253,253,253,1-4649,11,14,1-4649,244,22,0,14,25.08411055803299,0.10280373179521717
27,27,27,27,27,27,27,1-18409,18,4,1-18409,22,2,0,1,2.2202936112880707,0.10092243687673048
472,472,472,472,472,472,472,1-9518,14,12,1-9518,22,2,0,1,2.2202936112880707,0.10092243687673048
310,310,310,310,310,310,310,1-4855,11,14,1-4855,22,2,0,1,2.2202936112880707,0.10092243687673048
191,191,191,191,191,191,191,1-8328,14,12,1-8328,114,9,0,11,11.423229724168777,0.10020376951025244
220,220,220,220,220,220,220,MLG73,5,23,MLG73,10,1,0,0,1.0,0.1
274,274,274,274,274,274,274,1-0033,2,24,1-0033,10,1,0,0,1.0,0.1
313,313,313,313,313,313,313,1-7521,2,24,1-7521,10,1,0,0,1.0,0.1
156,156,156,156,156,156,156,1-8634,9,9,1-8634,10,1,0,0,1.0,0.1
201,201,201,201,201,201,201,1-9902,21,16,1-9902,30,3,0,0,3.0,0.1
381,381,381,381,381,381,381,1-2335,5,23,1-2335,145,5,0,43,14.47262528538704,0.0998112088647382
57,57,57,57,57,57,57,1-1224,9,9,1-1224,151,10,0,23,15.066753059625626,0.09977982158692467
485,485,485,485,485,485,485,1-5980,6,1,1-5980,29,2,0,4,2.8811744451522827,0.09935084293628561
359,359,359,359,359,359,359,1-4417,12,21,1-4417,151,0,0,68,14.979965567588806,0.09920506998403184
124,124,124,124,124,124,124,1-8427,4,3,1-8427,189,13,0,26,18.727633893489838,0.09908801001846475
139,139,139,139,139,139,139,1-7863,20,19,1-7863,351,19,0,69,34.20025917887688,0.09743663583725606
51,51,51,51,51,51,51,1-9925,19,8,1-9925,93,7,0,9,8.982642501592636,0.09658755378056598
539,539,539,539,539,539,539,1-9436,6,1,1-9436,21,2,0,0,2.0,0.09523809523809523
398,398,398,398,398,398,398,1-0303,3,17,1-0303,212,10,0,46,20.13350611925125,0.0949693684870342
264,264,264,264,264,264,264,P-0009,7,13,P-0009,7,0,0,3,0.660880833864212,0.09441154769488744
294,294,294,294,294,294,294,1-3509,12,21,1-3509,35,0,0,15,3.30440416932106,0.09441154769488744
319,319,319,319,319,319,319,1-3584,6,1,1-3584,26,2,0,2,2.4405872225761414,0.0938687393298516
380,380,380,380,380,380,380,1-7004,13,5,1-7004,381,17,0,85,35.72495695948601,0.09376629123224674
506,506,506,506,506,506,506,1-6227,7,13,1-6227,52,2,0,13,4.863816946744919,0.09353494128355613
352,352,352,352,352,352,352,MLG63,16,18,MLG63,380,32,0,16,35.52469778060913,0.09348604679107667
225,225,225,225,225,225,225,1-9650,9,9,1-9650,25,1,0,6,2.321761667728424,0.09287046670913696
281,281,281,281,281,281,281,1-9995,12,21,1-9995,24,0,0,10,2.202936112880707,0.09178900470336278
343,343,343,343,343,343,343,1-4319,5,23,1-4319,163,9,0,27,14.947927504777908,0.09170507671642888
412,412,412,412,412,412,412,1-6858,9,9,1-6858,23,1,0,5,2.1014680564403534,0.09136817636697189
400,400,400,400,400,400,400,1-18709,2,24,1-18709,33,3,0,0,3.0,0.09090909090909091
537,537,537,537,537,537,537,1-4494,5,23,1-4494,16,1,0,2,1.4405872225761414,0.09003670141100883
76,76,76,76,76,76,76,1-8541,21,16,1-8541,232,20,0,4,20.881174445152283,0.09000506226358743
243,243,243,243,243,243,243,1-1015,13,5,1-1015,155,11,0,13,13.863816946744919,0.08944398030158013
260,260,260,260,260,260,260,1-0129,20,19,1-0129,142,2,0,48,12.574093341827393,0.08854995311146051
535,535,535,535,535,535,535,1-5990,1,10,1-5990,5,0,0,2,0.44058722257614136,0.08811744451522827
197,197,197,197,197,197,197,1-8646,6,1,1-8646,20,0,0,8,1.7623488903045654,0.08811744451522827
542,542,542,542,542,542,542,1-1191,13,5,1-1191,53,4,0,3,4.660880833864212,0.08794114780875872
269,269,269,269,269,269,269,1-7839,14,12,1-7839,24,1,0,5,2.1014680564403534,0.08756116901834805
344,344,344,344,344,344,344,1-6035,6,1,1-6035,23,2,0,0,2.0,0.08695652173913043
396,396,396,396,396,396,396,1-9963,20,19,1-9963,116,5,0,23,10.066753059625626,0.08678235396228988
370,370,370,370,370,370,370,MLG62,19,8,MLG62,525,36,0,42,45.25233167409897,0.08619491747447422
26,26,26,26,26,26,26,1-9907,4,3,1-9907,17,1,0,2,1.4405872225761414,0.08474042485742007
89,89,89,89,89,89,89,1-18004,9,9,1-18004,12,1,0,0,1.0,0.08333333333333333
153,153,153,153,153,153,153,1-1350,2,24,1-1350,195,16,0,0,16.0,0.08205128205128205
109,109,109,109,109,109,109,1-9768,22,7,1-9768,241,12,0,35,19.710276395082474,0.08178537923270736
526,526,526,526,526,526,526,1-5002,6,1,1-5002,45,3,0,3,3.660880833864212,0.08135290741920471
130,130,130,130,130,130,130,1-1833,7,13,1-1833,124,5,0,23,10.066753059625626,0.08118349241633568
430,430,430,430,430,430,430,1-3141,20,19,1-3141,136,5,0,27,10.947927504777908,0.08049946694689639
141,141,141,141,141,141,141,MLG45,5,23,MLG45,70,4,0,7,5.542055279016495,0.07917221827166421
195,195,195,195,195,195,195,1-2670,21,16,1-2670,104,8,0,1,8.22029361128807,0.07904128472392376
368,368,368,368,368,368,368,1-5197,9,9,1-5197,72,3,0,12,5.643523335456848,0.07838226854801178
423,423,423,423,423,423,423,1-7122,22,7,1-7122,197,9,0,29,15.38851472735405,0.07811428795611193
14,14,14,14,14,14,14,1-6098,6,1,1-6098,1327,56,0,216,103.58342003822327,0.07805834215389847
408,408,408,408,408,408,408,MLG53,8,6,MLG53,91,6,0,5,7.101468056440353,0.07803811051033355
513,513,513,513,513,513,513,1-8094,17,11,1-8094,58,1,0,16,4.524697780609131,0.07801203070015743
397,397,397,397,397,397,397,1-9808,12,21,1-9808,74,0,0,26,5.727633893489838,0.07740045802013294
509,509,509,509,509,509,509,1-18935,3,17,1-18935,30,1,0,6,2.321761667728424,0.07739205559094747
548,548,548,548,548,548,548,1-3087,2,24,1-3087,26,2,0,0,2.0,0.07692307692307693
475,475,475,475,475,475,475,1-18234,12,21,1-18234,43,0,0,15,3.30440416932106,0.07684660858886186
351,351,351,351,351,351,351,1-19229,17,11,1-19229,38,2,0,4,2.8811744451522827,0.07582038013558638
505,505,505,505,505,505,505,1-4747,3,17,1-4747,25,1,0,4,1.8811744451522827,0.07524697780609131
1,1,1,1,1,1,1,1-9185,4,3,1-9185,31,1,0,6,2.321761667728424,0.07489553766865883
121,121,121,121,121,121,121,1-7070,18,4,1-7070,129,8,0,7,9.542055279016495,0.07396942076756972
24,24,24,24,24,24,24,1-7140,12,21,1-7140,397,0,0,133,29.2990503013134,0.07380113426023527
564,564,564,564,564,564,564,1-9034,11,14,1-9034,3,0,0,1,0.22029361128807068,0.07343120376269023
461,461,461,461,461,461,461,1-9651,3,17,1-9651,38,1,0,8,2.7623488903045654,0.07269339185012014
521,521,521,521,521,521,521,1-19549,17,11,1-19549,29,1,0,5,2.1014680564403534,0.07246441573932252
42,42,42,42,42,42,42,1-1207,4,3,1-1207,66,3,0,8,4.762348890304565,0.07215680136825099
160,160,160,160,160,160,160,1-19813,17,11,1-19813,20,1,0,2,1.4405872225761414,0.07202936112880706
110,110,110,110,110,110,110,72-18936,1,10,72-18936,20,1,0,2,1.4405872225761414,0.07202936112880706
493,493,493,493,493,493,493,1-1836,3,17,1-1836,20,1,0,2,1.4405872225761414,0.07202936112880706
200,200,200,200,200,200,200,1-4634,6,1,1-4634,48,1,0,11,3.4232297241687775,0.07131728592018287
56,56,56,56,56,56,56,1-5877,13,5,1-5877,79,4,0,7,5.542055279016495,0.07015259846856323
395,395,395,395,395,395,395,1-6787,3,17,1-6787,56,1,0,13,3.863816946744919,0.06899673119187355
99,99,99,99,99,99,99,1-5775,22,7,1-5775,244,7,0,44,16.69291889667511,0.06841360203555373
489,489,489,489,489,489,489,1-9578,12,21,1-9578,42,0,0,13,2.863816946744919,0.06818611777964093
136,136,136,136,136,136,136,1-9549,21,16,1-9549,18,1,0,1,1.2202936112880707,0.06779408951600392
443,443,443,443,443,443,443,1-3447,11,14,1-3447,110,5,0,11,7.4232297241687775,0.06748390658335253
394,394,394,394,394,394,394,1-2423,12,21,1-2423,79,0,0,24,5.287046670913696,0.06692464140397084
500,500,500,500,500,500,500,1-0292,12,21,1-0292,99,0,0,30,6.60880833864212,0.06675563978426384
491,491,491,491,491,491,491,MLG09,4,3,MLG09,125,5,0,15,8.30440416932106,0.06643523335456848
481,481,481,481,481,481,481,1-10038,7,13,1-10038,76,3,0,9,4.982642501592636,0.06556108554727152
93,93,93,93,93,93,93,1-20003,4,3,1-20003,21,0,0,6,1.321761667728424,0.06294103179659162
307,307,307,307,307,307,307,1-5530,11,14,1-5530,7,0,0,2,0.44058722257614136,0.06294103179659162
155,155,155,155,155,155,155,1-9447,14,12,1-9447,7,0,0,2,0.44058722257614136,0.06294103179659162
199,199,199,199,199,199,199,MLG39,5,23,MLG39,23,1,0,2,1.4405872225761414,0.06263422706852788
98,98,98,98,98,98,98,1-8127,2,24,1-8127,32,2,0,0,2.0,0.0625
143,143,143,143,143,143,143,1-8928,5,23,1-8928,39,0,0,11,2.4232297241687775,0.06213409549150711
355,355,355,355,355,355,355,1-9498,3,17,1-9498,64,1,0,13,3.863816946744919,0.06037213979288936
219,219,219,219,219,219,219,1-5653,1,10,1-5653,11,0,0,3,0.660880833864212,0.060080075805837456
5,5,5,5,5,5,5,1-5549,9,9,1-5549,35,1,0,5,2.1014680564403534,0.060041944469724384
214,214,214,214,214,214,214,1-0053,6,1,1-0053,142,6,0,11,8.423229724168777,0.05931851918428716
338,338,338,338,338,338,338,1-6296,12,21,1-6296,254,0,0,68,14.979965567588806,0.058976242392081914
164,164,164,164,164,164,164,1-9740,2,24,1-9740,34,2,0,0,2.0,0.058823529411764705
552,552,552,552,552,552,552,MLG46,2,24,MLG46,17,1,0,0,1.0,0.058823529411764705
148,148,148,148,148,148,148,1-0001,21,16,1-0001,17,1,0,0,1.0,0.058823529411764705
497,497,497,497,497,497,497,1-8493,6,1,1-8493,38,2,0,1,2.2202936112880707,0.05842877924442291
348,348,348,348,348,348,348,1-17758,9,9,1-17758,40,1,0,6,2.321761667728424,0.058044041693210605
17,17,17,17,17,17,17,1-18603,6,1,1-18603,19,0,0,5,1.1014680564403534,0.05797200297054492
376,376,376,376,376,376,376,1-7874,10,15,1-7874,258,12,0,13,14.863816946744919,0.057611693592034566
560,560,560,560,560,560,560,1-0027,6,1,1-0027,29,1,0,3,1.660880833864212,0.05727175289186938
276,276,276,276,276,276,276,1-9495,19,8,1-9495,18,1,0,0,1.0,0.05555555555555555
188,188,188,188,188,188,188,1-20167,6,1,1-20167,56,2,0,5,3.1014680564403534,0.055383358150720596
429,429,429,429,429,429,429,1-6693,6,1,1-6693,98,3,0,11,5.4232297241687775,0.05533907881804875
508,508,508,508,508,508,508,1-8532,8,6,1-8532,4,0,0,1,0.22029361128807068,0.05507340282201767
502,502,502,502,502,502,502,1-20012,4,3,1-20012,12,0,0,3,0.660880833864212,0.05507340282201767
234,234,234,234,234,234,234,MLG29,2,24,MLG29,164,9,0,0,9.0,0.054878048780487805
267,267,267,267,267,267,267,1-6181,12,21,1-6181,659,0,0,161,35.46727141737938,0.05381983523122819
16,16,16,16,16,16,16,1-9955,11,14,1-9955,60,3,0,1,3.2202936112880707,0.05367156018813451
63,63,63,63,63,63,63,1-7066,6,1,1-7066,23,1,0,1,1.2202936112880707,0.053056243969046554
332,332,332,332,332,332,332,MLG78,5,23,MLG78,80,2,0,10,4.202936112880707,0.052536701411008836
328,328,328,328,328,328,328,1-9497,6,1,1-9497,150,5,0,13,7.863816946744919,0.05242544631163279
391,391,391,391,391,391,391,MLG30,12,21,MLG30,208,0,0,49,10.794386953115463,0.05189609112074742
86,86,86,86,86,86,86,1-9345,7,13,1-9345,47,0,0,11,2.4232297241687775,0.051558079237633565
422,422,422,422,422,422,422,1-6878,12,21,1-6878,167,0,0,38,8.371157228946686,0.05012668999369273
11,11,11,11,11,11,11,1-9722,22,7,1-9722,22,0,0,5,1.1014680564403534,0.05006672983819788
0,0,0,0,0,0,0,72-0103,10,15,72-0103,71,2,0,6,3.321761667728424,0.04678537560180879
372,372,372,372,372,372,372,1-6916,21,16,1-6916,43,2,0,0,2.0,0.046511627906976744
468,468,468,468,468,468,468,1-6228,10,15,1-6228,48,2,0,1,2.2202936112880707,0.04625611690183481
529,529,529,529,529,529,529,1-6217,14,12,1-6217,44,2,0,0,2.0,0.045454545454545456
458,458,458,458,458,458,458,1-7182,9,9,1-7182,22,1,0,0,1.0,0.045454545454545456
444,444,444,444,444,444,444,1-3217,11,14,1-3217,5,0,0,1,0.22029361128807068,0.04405872225761413
167,167,167,167,167,167,167,1-4929,12,21,1-4929,10,0,0,2,0.44058722257614136,0.04405872225761413
541,541,541,541,541,541,541,1-5424,1,10,1-5424,5,0,0,1,0.22029361128807068,0.04405872225761413
135,135,135,135,135,135,135,1-9712,19,8,1-9712,10,0,0,2,0.44058722257614136,0.04405872225761413
97,97,97,97,97,97,97,1-9237,20,19,1-9237,38,1,0,3,1.660880833864212,0.043707390364847686
463,463,463,463,463,463,463,1-1989,2,24,1-1989,46,2,0,0,2.0,0.043478260869565216
75,75,75,75,75,75,75,1-8401,19,8,1-8401,57,0,0,11,2.4232297241687775,0.0425128021783996
308,308,308,308,308,308,308,1-6743,9,9,1-6743,58,2,0,2,2.4405872225761414,0.04207909004441623
428,428,428,428,428,428,428,1-2701,13,5,1-2701,61,1,0,7,2.5420552790164948,0.041673037360926146
45,45,45,45,45,45,45,1-9444,11,14,1-9444,24,1,0,0,1.0,0.041666666666666664
460,460,460,460,460,460,460,1-7993,3,17,1-7993,24,1,0,0,1.0,0.041666666666666664
59,59,59,59,59,59,59,1-9331,2,24,1-9331,25,1,0,0,1.0,0.04
401,401,401,401,401,401,401,1-7204,2,24,1-7204,26,1,0,0,1.0,0.038461538461538464
291,291,291,291,291,291,291,MLG02,12,21,MLG02,320,0,0,55,12.116148620843887,0.03786296444013715
85,85,85,85,85,85,85,1-8084,6,1,1-8084,82,0,0,14,3.0841105580329895,0.03761110436625597
53,53,53,53,53,53,53,1-9850,2,24,1-9850,27,1,0,0,1.0,0.037037037037037035
255,255,255,255,255,255,255,1-9946,3,17,1-9946,12,0,0,2,0.44058722257614136,0.036715601881345115
178,178,178,178,178,178,178,1-7525,7,13,1-7525,6,0,0,1,0.22029361128807068,0.036715601881345115
96,96,96,96,96,96,96,MLG37,7,13,MLG37,116,2,0,10,4.202936112880707,0.03623220786966126
87,87,87,87,87,87,87,MLG35,5,23,MLG35,49,1,0,3,1.660880833864212,0.03389552722171861
181,181,181,181,181,181,181,1-8641,8,6,1-8641,30,1,0,0,1.0,0.03333333333333333
438,438,438,438,438,438,438,MLG10,2,24,MLG10,60,2,0,0,2.0,0.03333333333333333
31,31,31,31,31,31,31,1-8938,2,24,1-8938,30,1,0,0,1.0,0.03333333333333333
512,512,512,512,512,512,512,1-3033,5,23,1-3033,7,0,0,1,0.22029361128807068,0.03147051589829581
304,304,304,304,304,304,304,1-19004,12,21,1-19004,60,0,0,8,1.7623488903045654,0.02937248150507609
409,409,409,409,409,409,409,1-9645,2,24,1-9645,69,2,0,0,2.0,0.028985507246376812
501,501,501,501,501,501,501,1-18487,5,23,1-18487,23,0,0,3,0.660880833864212,0.028733949298444
149,149,149,149,149,149,149,MLG58,2,24,MLG58,71,2,0,0,2.0,0.028169014084507043
70,70,70,70,70,70,70,1-2584,1,10,1-2584,36,1,0,0,1.0,0.027777777777777776
557,557,557,557,557,557,557,1-9806,20,19,1-9806,8,0,0,1,0.22029361128807068,0.027536701411008835
142,142,142,142,142,142,142,P-16454,7,13,P-16454,8,0,0,1,0.22029361128807068,0.027536701411008835
25,25,25,25,25,25,25,1-9607,19,8,1-9607,19,0,0,2,0.44058722257614136,0.023188801188217967
293,293,293,293,293,293,293,1-8066,12,21,1-8066,86,0,0,9,1.982642501592636,0.02305398257665856
111,111,111,111,111,111,111,1-19897,7,13,1-19897,53,1,0,1,1.2202936112880707,0.023024407760152278
367,367,367,367,367,367,367,1-8544,6,1,1-8544,54,1,0,1,1.2202936112880707,0.022598029838667974
538,538,538,538,538,538,538,1-9576,14,12,1-9576,10,0,0,1,0.22029361128807068,0.022029361128807066
511,511,511,511,511,511,511,1-9697,5,23,1-9697,20,0,0,2,0.44058722257614136,0.022029361128807066
163,163,163,163,163,163,163,1-9137,5,23,1-9137,111,2,0,2,2.4405872225761414,0.021987272275460733
100,100,100,100,100,100,100,1-19598,8,6,1-19598,11,0,0,1,0.22029361128807068,0.020026691935279152
81,81,81,81,81,81,81,1-7770,3,17,1-7770,11,0,0,1,0.22029361128807068,0.020026691935279152
36,36,36,36,36,36,36,1-2714,14,12,1-2714,61,1,0,1,1.2202936112880707,0.020004813299804438
377,377,377,377,377,377,377,1-7213,6,1,1-7213,23,0,0,2,0.44058722257614136,0.01915596619896267
73,73,73,73,73,73,73,1-5355,2,24,1-5355,53,1,0,0,1.0,0.018867924528301886
113,113,113,113,113,113,113,1-4499,16,18,1-4499,12,0,0,1,0.22029361128807068,0.018357800940672558
449,449,449,449,449,449,449,1-1935,11,14,1-1935,12,0,0,1,0.22029361128807068,0.018357800940672558
476,476,476,476,476,476,476,1-19205,12,21,1-19205,12,0,0,1,0.22029361128807068,0.018357800940672558
205,205,205,205,205,205,205,1-8018,2,24,1-8018,58,1,0,0,1.0,0.017241379310344827
69,69,69,69,69,69,69,1-18498,6,1,1-18498,13,0,0,1,0.22029361128807068,0.016945662406774666
125,125,125,125,125,125,125,1-8622,12,21,1-8622,54,0,0,4,0.8811744451522827,0.01631804528059783
185,185,185,185,185,185,185,1-8906,7,13,1-8906,15,0,0,1,0.22029361128807068,0.014686240752538045
40,40,40,40,40,40,40,1-7722,3,17,1-7722,60,0,0,4,0.8811744451522827,0.014686240752538045
196,196,196,196,196,196,196,1-9646,17,11,1-9646,105,1,0,1,1.2202936112880707,0.011621843917029244
23,23,23,23,23,23,23,1-2025,8,6,1-2025,41,0,0,2,0.44058722257614136,0.010746029818930277
126,126,126,126,126,126,126,1-8488,5,23,1-8488,23,0,0,1,0.22029361128807068,0.009577983099481335
132,132,132,132,132,132,132,1-9110,5,23,1-9110,29,0,0,1,0.22029361128807068,0.007596331423726575
467,467,467,467,467,467,467,1-13247,8,6,1-13247,29,0,0,1,0.22029361128807068,0.007596331423726575
48,48,48,48,48,48,48,1-0405,6,1,1-0405,64,0,0,2,0.44058722257614136,0.006884175352752209
52,52,52,52,52,52,52,72-12387,6,1,72-12387,71,0,0,2,0.44058722257614136,0.006205453839100582
418,418,418,418,418,418,418,1-6216,10,15,1-6216,45,0,0,1,0.22029361128807068,0.0048954135841793485
455,455,455,455,455,455,455,1-17790,17,11,1-17790,5,0,0,0,0.0,0.0
49,49,49,49,49,49,49,1-2178,8,6,1-2178,12,0,0,0,0.0,0.0
46,46,46,46,46,46,46,1-8566,15,2,1-8566,5,0,0,0,0.0,0.0
288,288,288,288,288,288,288,1-8590,2,24,1-8590,24,0,0,0,0.0,0.0
465,465,465,465,465,465,465,1-5913,5,23,1-5913,14,0,0,0,0.0,0.0
41,41,41,41,41,41,41,1-7509,3,17,1-7509,40,0,0,0,0.0,0.0
297,297,297,297,297,297,297,1-8352,1,10,1-8352,1,0,0,0,0.0,0.0
38,38,38,38,38,38,38,1-2104,10,15,1-2104,36,0,0,0,0.0,0.0
317,317,317,317,317,317,317,1-10978,1,10,1-10978,1,0,0,0,0.0,0.0
546,546,546,546,546,546,546,1-7527,16,18,1-7527,1,0,0,0,0.0,0.0
34,34,34,34,34,34,34,1-6642,1,10,1-6642,36,0,0,0,0.0,0.0
32,32,32,32,32,32,32,1-0022,11,14,1-0022,18,0,0,0,0.0,0.0
134,134,134,134,134,134,134,1-9465,14,12,1-9465,18,0,0,0,0.0,0.0
