Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,16,1-18371,120,49,0,25,51.805316261947155,0.4317109688495596
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,14,14,1-20578,19,7,0,3,7.336637951433659,0.3861388395491399
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,13,6,1-1350,195,64,0,66,71.40603493154049,0.36618479452072045
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,14,1-0296,41,14,0,7,14.785488553345203,0.3606216720328098
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,17,8,1-3516,156,49,0,42,53.71293132007122,0.34431366230814886
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,18,MLG75,185,62,0,11,63.23433915525675,0.34180723867706353
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,10,16,1-5002,45,14,0,12,15.346551805734634,0.3410344845718808
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,16,13,MLG15,105,29,0,58,35.5083337277174,0.3381746069306419
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,15,5,P-16616,28,9,0,3,9.336637951433659,0.333451355408345
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,17,8,1-0278,79,25,0,5,25.56106325238943,0.3235577626884738
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,16,15,1-10038,76,23,0,8,23.89770120382309,0.31444343689240906
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,14,14,1-8157,75,23,0,4,23.448850601911545,0.3126513413588206
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,4,9,MLG40,51,15,0,6,15.673275902867317,0.30731913535033956
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,2,11,MLG44,59,17,0,8,17.89770120382309,0.3033508678614083
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,5,2,MLG65,201,55,0,39,59.37629336863756,0.29540444462008736
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,3,12,MLG11,87,25,0,5,25.56106325238943,0.2938053247401084
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,13,6,1-9491,80,20,0,29,23.2541668638587,0.29067708579823376
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,11,5,1-1390,98,24,0,39,28.376293368637562,0.2895540139656894
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,1,3,1-7807,239,56,0,114,68.79224215447903,0.2878336491819206
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,2,11,MLG31,33,9,0,4,9.448850601911545,0.2863288061185317
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,21,17,1-5172,120,32,0,19,34.13204035907984,0.28443366965899863
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,15,8,1-9379,58,15,0,13,16.45876445621252,0.28377180096918136
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,10,16,1-1131,138,37,0,17,38.907615058124065,0.28193923955162364
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,21,17,1-1570,142,31,0,79,39.86479938775301,0.2807380238574156
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,11,5,1-8532,4,1,0,1,1.1122126504778862,0.27805316261947155
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,3,1-4494,16,4,0,4,4.448850601911545,0.27805316261947155
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,15,18,1-5891,96,26,0,6,26.673275902867317,0.2778466239882012
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,13,6,1-4760,40,10,0,9,11.009913854300976,0.2752478463575244
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,4,9,1-9345,47,11,0,17,12.907615058124065,0.27463010761966095
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,11,5,1-2382,139,35,0,26,37.91752891242504,0.2727879777872305
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,3,MLG35,49,13,0,3,13.336637951433659,0.2721762847231359
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,8,16,1-9997,16,4,0,3,4.336637951433659,0.27103987196460366
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,15,18,1-4355,49,13,0,1,13.112212650477886,0.26759617654036505
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,10,1-3206,45,11,0,9,12.009913854300976,0.2668869745400217
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,12,1,1-6980,128,34,0,0,34.0,0.265625
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,7,7,1-3104,16,4,0,2,4.224425300955772,0.2640265813097358
