Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,10,MLG59,71,12,1,27,1034.3528668880463,14.568350237859807
1-8285,7,13,1-8285,72,6,1,17,1020.074027299881,14.167694823609459
MLG38,7,13,MLG38,77,6,1,13,1016.7624914646149,13.204707681358634
1-3596,7,13,1-3596,223,28,1,57,1075.1893856525421,4.821477065706467
1-18028,7,13,1-18028,309,3,1,193,1162.78160405159,3.76304726230288
MLG56,2,10,MLG56,511,73,1,77,1136.7470648288727,2.224553942913645
1-8573,22,15,1-8573,184,92,0,70,149.95187711715698,0.8149558538975923
1-1580,13,4,1-1580,400,29,0,301,278.193071603775,0.6954826790094376
1-0296,10,8,1-0296,41,18,0,11,27.10672354698181,0.6611395987068734
MLG44,8,14,MLG44,59,25,0,13,35.76249146461487,0.6061439231290655
1-8314,18,17,1-8314,36,2,0,23,21.04133105278015,0.584481418132782
1-17733,6,15,1-17733,74,13,0,33,40.320170640945435,0.5448671708235869
MLG40,9,14,MLG40,51,17,0,13,27.762491464614868,0.5443625777375465
1-1989,21,19,1-1989,46,20,0,6,24.96730375289917,0.5427674728891124
1-5002,3,8,1-5002,45,12,0,15,24.418259382247925,0.5426279862721761
1-8067,6,15,1-8067,322,88,0,97,168.30474400520325,0.52268554038883
1-7608,7,13,1-7608,4,2,0,0,2.0,0.5
1-8627,14,3,1-8627,25,5,0,9,12.450955629348755,0.4980382251739502
1-8186,13,4,1-8186,26,3,0,12,12.93460750579834,0.4974849040691669
1-8418,4,11,1-8418,46,3,0,24,22.86921501159668,0.49715684807818866
P-16616,3,2,P-16616,28,12,0,2,13.655767917633057,0.48770599705832346
1-9379,19,18,1-9379,58,20,0,10,28.278839588165283,0.48756619979595317
MLG72,8,14,MLG72,9,1,0,4,4.311535835266113,0.47905953725179035
1-9630,18,17,1-9630,33,5,0,13,15.762491464614868,0.47765125650348084
1-7682,7,13,1-7682,141,44,0,28,67.1807508468628,0.47645922586427514
1-9491,21,19,1-9491,80,9,0,35,37.97593855857849,0.47469923198223113
1-11329,21,19,1-11329,14,0,0,8,6.623071670532227,0.473076547895159
1-8172,4,11,1-8172,40,4,0,18,18.90191125869751,0.47254778146743776
1-4842,17,16,1-4842,6,2,0,1,2.8278839588165283,0.47131399313608807
1-5282,10,6,1-5282,17,7,0,1,7.827883958816528,0.4604637622833252
1-5515,3,8,1-5515,29,10,0,4,13.311535835266113,0.45901847707814186
1-9270,18,17,1-9270,128,14,0,53,57.877849817276,0.45217070169746876
MLG60,14,3,MLG60,47,8,0,16,21.246143341064453,0.45204560300137137
1-8578,4,11,1-8578,11,0,0,6,4.96730375289917,0.4515730684453791
1-18377,4,11,1-18377,14,3,0,4,6.311535835266113,0.4508239882332938
1-1317,6,15,1-1317,414,72,0,136,184.59221839904785,0.44587492366919773
72-12171,4,11,72-12171,19,1,0,9,8.450955629348755,0.4447871383867766
1-10762,11,23,1-10762,6,1,0,2,2.6557679176330566,0.4426279862721761
1-3175,3,8,1-3175,6,1,0,2,2.6557679176330566,0.4426279862721761
