Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,1-9491,8,1-9491,10,80,17,1,18,1018.7033214122057,12.733791517652572
93,93,93,93,93,93,93,93,93,93,MLG52,8,MLG52,10,125,7,1,11,1008.0409186407924,8.064327349126339
212,212,212,212,212,212,212,212,212,212,MLG32,18,MLG32,13,52,18,0,14,19.324805542826653,0.37163087582358945
319,319,319,319,319,319,319,319,319,319,1-18935,12,1-18935,16,30,10,0,2,10.189257934689522,0.3396419311563174
195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,18,0,9,18.851660706102848,0.3250286328638422
124,124,124,124,124,124,124,124,124,124,1-0292,4,1-0292,1,99,29,0,25,31.365724183619022,0.31682549680423255
36,36,36,36,36,36,36,36,36,36,MLG64,18,MLG64,13,245,75,0,22,77.08183728158474,0.3146197440064683
166,166,166,166,166,166,166,166,166,166,MLG58,18,MLG58,13,71,20,0,23,22.1764662489295,0.31234459505534506
215,215,215,215,215,215,215,215,215,215,MLG40,16,MLG40,16,51,15,0,8,15.757031738758087,0.3089614066423154
85,85,85,85,85,85,85,85,85,85,1-1131,10,1-1131,12,138,40,0,14,41.32480554282665,0.2994551126291786
84,84,84,84,84,84,84,84,84,84,1-2382,8,1-2382,10,139,38,0,18,39.703321412205696,0.28563540584320646
332,332,332,332,332,332,332,332,332,332,P-16616,16,P-16616,16,28,7,0,10,7.946289673447609,0.28379605976598604
299,299,299,299,299,299,299,299,299,299,MLG31,22,MLG31,6,33,9,0,3,9.283886902034283,0.281329906122251
228,228,228,228,228,228,228,228,228,228,MLG60,12,MLG60,5,47,12,0,9,12.851660706102848,0.27343958949154995
11,11,11,11,11,11,11,11,11,11,MLG56,5,MLG56,2,511,137,0,11,138.04091864079237,0.2701387840328618
165,165,165,165,165,165,165,165,165,165,MLG59,19,MLG59,9,71,17,0,16,18.514063477516174,0.2607614574298053
168,168,168,168,168,168,168,168,168,168,MLG45,19,MLG45,9,70,17,0,11,18.04091864079237,0.2577274091541767
54,54,54,54,54,54,54,54,54,54,1-1350,5,1-1350,2,195,49,0,9,49.85166070610285,0.25564954208257873
57,57,57,57,57,57,57,57,57,57,MLG75,12,MLG75,5,185,43,0,44,47.16367456316948,0.25493878142253773
81,81,81,81,81,81,81,81,81,81,1-7682,12,1-7682,5,141,33,0,21,34.98720831423998,0.24813622917900693
278,278,278,278,278,278,278,278,278,278,1-7845,7,1-7845,3,36,8,0,9,8.851660706102848,0.24587946405841243
267,267,267,267,267,267,267,267,267,267,1-5413,18,1-5413,10,39,8,0,15,9.419434510171413,0.24152396179926702
117,117,117,117,117,117,117,117,117,117,1-7019,17,1-7019,15,107,20,0,56,25.29922217130661,0.2364413287038001
404,404,404,404,404,404,404,404,404,404,1-20578,14,1-20578,9,19,4,0,4,4.378515869379044,0.2304482036515286
191,191,191,191,191,191,191,191,191,191,MLG44,18,MLG44,13,59,11,0,26,13.460353150963783,0.22814157882989464
155,155,155,155,155,155,155,155,155,155,1-8157,19,1-8157,17,75,16,0,1,16.09462896734476,0.21459505289793016
435,435,435,435,435,435,435,435,435,435,1-4494,8,1-4494,12,16,3,0,4,3.3785158693790436,0.21115724183619022
91,91,91,91,91,91,91,91,91,91,1-9270,18,1-9270,13,128,23,0,41,26.879787661135197,0.20999834110261872
151,151,151,151,151,151,151,151,151,151,MLG38,19,MLG38,9,77,15,0,12,16.13554760813713,0.20955256633944325
436,436,436,436,436,436,436,436,436,436,1-9115,12,1-9115,5,16,3,0,1,3.094628967344761,0.19341431045904756
331,331,331,331,331,331,331,331,331,331,1-5981,14,1-5981,18,28,5,0,4,5.378515869379044,0.19208985247782298
233,233,233,233,233,233,233,233,233,233,1-3587,12,1-3587,5,46,8,0,7,8.662402771413326,0.18831310372637666
