,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,9,5,MLG56,511,101,1,239,1127.4127783477306,2.206287237471097
1,MLG54,9,5,MLG54,595,73,1,440,1121.626035451889,1.885085773868721
2,MLG59,5,16,MLG59,71,35,0,4,35.442054867744446,0.4991838713766823
3,MLG48,13,14,MLG48,159,77,0,14,78.54719203710556,0.4940074970887142
4,1-5413,11,2,1-5413,39,18,0,2,18.221027433872223,0.4672058316377493
5,MLG64,11,2,MLG64,245,99,0,18,100.98924690485,0.412201007774898
6,1-1570,14,15,1-1570,142,52,0,36,55.97849380970001,0.3942147451387325
7,1-3596,13,14,1-3596,223,77,0,45,81.97311726212502,0.3675924540902467
8,MLG51,6,7,MLG51,248,86,0,20,88.21027433872223,0.3556865900754928
9,MLG58,11,2,MLG58,71,24,0,6,24.66308230161667,0.3473673563607981
10,1-8285,18,8,1-8285,72,21,0,13,22.43667832016945,0.3116205322245757
11,MLG13,10,3,MLG13,140,39,0,38,43.19952124357224,0.3085680088826588
12,MLG55,16,13,MLG55,92,24,0,39,28.310034960508347,0.3077177713098733
13,MLG52,9,5,MLG52,125,36,0,22,38.43130177259445,0.3074504141807556
14,1-8910,10,3,1-8910,137,35,0,55,41.07825443148613,0.2998412732225265
15,1-5002,8,4,1-5002,45,12,0,12,13.326164603233336,0.296136991182963
16,1-7004,21,6,1-7004,381,108,0,31,111.42592522501944,0.2924564966535943
17,MLG57,16,13,MLG57,629,152,0,197,173.77120223641396,0.2762658223154435
18,1-7874,10,15,1-7874,258,67,0,33,70.64695265889168,0.2738253979026809
19,1-3052,10,3,1-3052,166,41,0,40,45.42054867744446,0.2736177631171353
20,1-9283,18,8,1-9283,235,61,0,22,63.43130177259445,0.26992043307487
21,1-2282,16,13,1-2282,219,52,0,60,58.63082301616669,0.267720653041857
22,1-0003,18,8,1-0003,17,4,0,4,4.442054867744446,0.261297345161438
23,1-6035,15,10,1-6035,23,5,0,9,5.994623452425003,0.2606358022793479
24,MLG14,12,11,MLG14,232,56,0,39,60.31003496050835,0.2599570472435704
25,1-0053,8,4,1-0053,142,33,0,33,36.64695265889168,0.2580771314006456
26,MLG60,2,9,MLG60,47,11,0,10,12.105137169361116,0.2575561099864067
27,1-6098,8,4,1-6098,1327,315,0,237,341.1917509138584,0.2571151099576929
28,1-6974,5,16,1-6974,207,53,0,2,53.22102743387222,0.2571064127240204
29,1-7005,10,3,1-7005,285,65,0,69,72.62544646859169,0.2548261279599708
30,1-9740,9,5,1-9740,34,8,0,6,8.663082301616669,0.2547965382828432
31,1-11350,13,14,1-11350,100,23,0,21,25.32078805565834,0.2532078805565834
32,1-3139,10,3,1-3139,93,21,0,23,23.541815489530563,0.2531378009626942
33,1-7752,15,10,1-7752,29,7,0,3,7.331541150808334,0.252811763820977
34,1-9752,13,14,1-9752,22,5,0,5,5.552568584680557,0.2523894811218435
35,1-9055,10,3,1-9055,12,3,0,0,3.0,0.25
36,1-3089,19,20,1-3089,16,4,0,0,4.0,0.25
37,1-8093,8,4,1-8093,4,1,0,0,1.0,0.25
38,1-9270,14,15,1-9270,128,28,0,36,31.97849380970001,0.2498319828882813
39,1-9500,17,21,1-9500,33,8,0,2,8.221027433872223,0.2491220434506734
40,1-8627,11,8,1-8627,25,6,0,2,6.221027433872223,0.2488410973548889
41,MLG46,11,2,MLG46,17,4,0,2,4.221027433872223,0.2482957314042484
42,1-4052,11,13,1-4052,13,3,0,2,3.221027433872223,0.247771341067094
43,1-3108,3,19,1-3108,18,4,0,4,4.442054867744446,0.2467808259858025
44,1-8418,3,19,1-8418,46,11,0,3,11.331541150808334,0.246337851104529
45,MLG43,12,11,MLG43,14,3,0,4,3.442054867744446,0.2458610619817461
46,1-3217,20,22,1-3217,5,1,0,2,1.221027433872223,0.2442054867744446
47,1-4531,10,3,1-4531,94,19,0,35,22.8679800927639,0.2432763839655734
48,1-10038,6,7,1-10038,76,18,0,4,18.44205486774445,0.2426586166808479
49,MLG50,12,11,MLG50,319,73,0,39,77.31003496050835,0.2423512067727534
50,1-9518,16,13,1-9518,22,5,0,3,5.331541150808334,0.242342779582197
51,P-16616,13,1,P-16616,28,6,0,7,6.77359601855278,0.2419141435197421
52,MLG69,13,14,MLG69,576,127,0,111,139.26702257990837,0.2417830253123409
53,1-8341,10,3,1-8341,197,44,0,29,47.20489779114723,0.2396187705134377
54,1-1462,10,3,1-1462,192,43,0,22,45.43130177259445,0.2366213633989294
55,1-9553,5,16,1-9553,23,5,0,4,5.442054867744446,0.2366110812062802
56,1-6006,15,10,1-6006,57,13,0,4,13.442054867744446,0.2358255239955166
57,1-3534,21,6,1-3534,279,61,0,41,65.53106239438057,0.2348783598364895
58,1-7866,2,9,1-7866,318,68,0,60,74.63082301616669,0.234688122692348
