Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,7,1-4747,25,4,0,6,7.477004408836365,0.2990801763534546
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,7,1-6561,65,13,0,11,19.37450808286667,0.29806935512102567
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,7,14,1-8018,58,12,0,9,17.215506613254547,0.2968190795388715
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,18,15,1-9417,76,15,0,13,22.53350955247879,0.296493546743142
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,6,7,1-7863,351,53,0,88,103.99606466293335,0.29628508450978164
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,3,23,1-9997,16,3,0,3,4.738502204418182,0.2961563877761364
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,16,17,MLG49,185,28,0,46,54.657033801078796,0.2954434259517773
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,2,15,1-9938,55,11,0,9,16.215506613254547,0.2948273929682645
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,14,1-7819,59,11,0,11,17.37450808286667,0.2944831878451978
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,17,10,1-4855,22,3,0,6,6.477004408836365,0.29440929131074384
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,22,7,1-8421,109,18,0,24,31.90801763534546,0.29273410674628864
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,4,18,1-2178,12,0,0,6,3.4770044088363647,0.2897503674030304
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,2,20,1-9455,2,0,0,1,0.5795007348060608,0.2897503674030304
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,16,17,1-19567,2,0,0,1,0.5795007348060608,0.2897503674030304
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,4,18,1-7608,4,0,0,2,1.1590014696121216,0.2897503674030304
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,6,7,1-5043,123,18,0,30,35.385022044181824,0.2876831060502587
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,5,12,1-9549,18,4,0,2,5.159001469612122,0.286611192756229
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,16,17,1-8188,140,14,0,45,40.077533066272736,0.28626809333051956
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,22,1-4682,16,4,0,1,4.579500734806061,0.2862187959253788
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,10,11,1-7321,7,2,0,0,2.0,0.2857142857142857
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,1,2,1-3033,7,2,0,0,2.0,0.2857142857142857
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,3,23,1-18377,14,4,0,0,4.0,0.2857142857142857
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,14,1-7024,498,71,0,123,142.27859038114548,0.28569998068503105
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,21,4,1-1833,124,20,0,26,35.06701910495758,0.28279854116901276
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,10,1-4020,37,4,0,11,10.374508082866669,0.2803921103477478
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,23,1-0358,22,5,0,2,6.159001469612122,0.27995461225509644
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,13,3,1-4355,49,5,0,15,13.692511022090912,0.2794390004508349
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,15,6,1-8678,17,3,0,3,4.738502204418182,0.2787354237893048
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,4,MLG40,51,9,0,9,14.215506613254547,0.2787354237893048
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,18,MLG29,164,19,0,46,45.657033801078796,0.2783965475675536
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,6,7,1-9946,12,1,0,4,3.318002939224243,0.2765002449353536
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,12,9,1-3596,223,32,0,51,61.5545374751091,0.27602931603187936
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,12,9,1-0031,13,3,0,1,3.579500734806061,0.275346210369697
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,14,1-6909,36,7,0,5,9.897503674030304,0.2749306576119529
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,20,16,1-7991,46,8,0,8,12.636005878448486,0.2746957799662714
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,2,20,1-8820,83,10,0,22,22.749016165733337,0.27408453211726913
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,7,14,1-0055,18,2,0,5,4.897503674030304,0.272083537446128
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,6,7,72-11994,8,1,0,2,2.1590014696121216,0.2698751837015152
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,20,1-9452,16,2,0,4,4.318002939224243,0.2698751837015152
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,6,1-1177,17,4,0,1,4.579500734806061,0.2693823961650624
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,1,2,1-0003,17,4,0,1,4.579500734806061,0.2693823961650624
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,15,6,1-7042,117,10,0,37,31.44152718782425,0.2687310016053355
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,10,21,1-5355,53,9,0,9,14.215506613254547,0.26821710591046316
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,7,14,1-6718,20,3,0,4,5.318002939224243,0.26590014696121217
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,22,13,MLG08,107,4,0,42,28.339030861854553,0.26485075571826683
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,4,18,1-8084,82,13,0,15,21.692511022090912,0.2645428173425721
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,10,11,1-8705,48,4,0,15,12.692511022090912,0.2644273129602273
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,17,MLG57,629,130,0,62,165.92904555797577,0.2637981646390712
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,22,13,1-6878,167,33,0,19,44.010513961315155,0.2635360117444021
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,1,2,1-2282,219,49,0,15,57.69251102209091,0.263436123388543
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,22,13,1-8124,18,3,0,3,4.738502204418182,0.2632501224676768
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,10,1-7682,141,15,0,38,37.02102792263031,0.26256048172078233
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,6,7,1-3141,136,16,0,34,35.70302498340607,0.26252224252504464
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,15,6,1-4649,244,40,0,41,63.75953012704849,0.2613095497010184
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,4,1-9286,81,17,0,7,21.056505143642426,0.25995685362521515
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,8,1-19166,45,7,0,8,11.636005878448486,0.25857790840996636
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,10,1-7268,70,11,0,12,17.95400881767273,0.25648584025246757
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,14,1-7995,14,3,0,1,3.579500734806061,0.25567862391471863
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,22,13,1-9667,14,3,0,1,3.579500734806061,0.25567862391471863
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,17,1-9770,50,11,0,3,12.738502204418182,0.2547700440883636
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,9,8,MLG53,91,15,0,14,23.11301028728485,0.25398912403609725
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,1,2,1-2103,26,6,0,1,6.579500734806061,0.25305772056946385
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,11,1-6181,659,102,0,111,166.32458156347275,0.25238934986869915
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,11,MLG31,33,6,0,4,8.318002939224243,0.2520606951280074
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,5,1-8826,123,17,0,24,30.90801763534546,0.2512846962223208
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,7,16,1-6980,128,10,0,38,32.02102792263031,0.2501642806455493
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,10,11,1-8222,12,3,0,0,3.0,0.25
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,3,23,1-3089,16,4,0,0,4.0,0.25
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,1,2,1-20012,12,3,0,0,3.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,2,1-5929,4,1,0,0,1.0,0.25
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,18,15,1-8067,322,48,0,56,80.4520411491394,0.24985105946937702
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,7,14,1-19448,45,6,0,9,11.215506613254547,0.24923348029454548
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,2,20,1-8906,15,2,0,3,3.7385022044181824,0.24923348029454548
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,5,12,1-8988,29,2,0,9,7.215506613254547,0.24881057287084646
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,10,11,1-9495,18,1,0,6,4.477004408836365,0.24872246715757582
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,14,21,1-8529,56,0,0,24,13.908017635345459,0.24835745777402604
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,6,17,1-19915,62,9,0,11,15.374508082866669,0.24797593682043015
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,15,1-4319,163,24,0,28,40.2260205745697,0.24678540229797363
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,14,21,1-6647,62,6,0,16,15.272011756896973,0.24632277027253183
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,11,5,1-1942,34,2,0,11,8.374508082866669,0.24630906126078436
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,21,1-9156,268,55,0,18,65.4310132265091,0.24414557174070559
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,13,MLG41,66,8,0,14,16.11301028728485,0.24413651950431592
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,18,1-2034,16,1,0,5,3.897503674030304,0.243593979626894
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,21,1-4052,13,2,0,2,3.1590014696121216,0.24300011304708627
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,4,1-6692,71,16,0,2,17.15900146961212,0.24167607703679045
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,7,8,72-12171,19,4,0,1,4.579500734806061,0.2410263544634769
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,15,3,1-18935,30,2,0,9,7.215506613254547,0.2405168871084849
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,6,21,1-7441,111,19,0,13,26.53350955247879,0.239040626598908
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,13,1-9697,20,3,0,3,4.738502204418182,0.23692511022090912
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,10,11,MLG84,63,12,0,5,14.897503674030304,0.2364683122861953
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,13,3,1-3265,19,1,0,6,4.477004408836365,0.2356318109913876
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,6,7,1-7874,258,26,0,60,60.77004408836365,0.23554280654404514
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,4,18,1-20641,16,2,0,3,3.7385022044181824,0.2336563877761364
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,8,1,1-9761,35,7,0,2,8.159001469612122,0.23311432770320348
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,22,1-9491,80,14,0,8,18.636005878448486,0.2329500734806061
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,14,21,1-17758,40,7,0,4,9.318002939224243,0.2329500734806061
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,10,1-9283,235,24,0,53,54.71353894472122,0.23282356997753711
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,11,5,1-8341,197,19,0,46,45.657033801078796,0.23176159289887713
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,15,8,1-0278,79,13,0,9,18.215506613254547,0.2305760330791715
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,18,15,1-6927,179,26,0,26,41.06701910495758,0.22942468773719318
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,13,3,1-1580,400,28,0,110,91.74508082866669,0.22936270207166673
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,8,1,1-1015,155,3,0,56,35.452041149139404,0.22872284612348004
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,5,12,1-9655,27,5,0,2,6.159001469612122,0.22811116554118968
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,2,20,1-8172,40,1,0,14,9.113010287284851,0.22782525718212127
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,5,12,1-7341,110,15,0,17,24.851512491703033,0.22592284083366393
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,5,12,1-4417,151,8,0,45,34.077533066272736,0.22567902692895853
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,18,15,1-5197,72,11,0,9,16.215506613254547,0.2252153696285354
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,21,4,1-5163,16,3,0,1,3.579500734806061,0.2237187959253788
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,11,5,1-7005,285,22,0,72,63.72405290603638,0.2235931680913557
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,6,7,1-5626,125,14,0,24,27.90801763534546,0.22326414108276368
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,13,3,1-19229,38,5,0,6,8.477004408836365,0.22307906339043065
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,19,22,1-18234,43,9,0,1,9.57950073480606,0.2227790868559549
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,10,11,MLG72,9,2,0,0,2.0,0.2222222222222222
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,8,1,1-4640,87,10,0,16,19.272011756896973,0.22151737651605716
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,12,9,MLG69,576,47,0,139,127.55060213804245,0.22144201760076815
