Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,13,1-6858,23,16,0,3,18.11877828836441,0.7877729690593221
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,9,5,1-10539,63,42,0,4,44.825037717819214,0.7115085352034796
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,21,3,1-9283,235,102,0,70,151.43816006183624,0.6444177023907925
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,19,13,1-1224,151,19,0,110,96.68853724002838,0.6403214386756847
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,17,MLG32,52,26,0,9,32.35633486509323,0.6222372089441006
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,12,11,1-1833,124,14,0,83,72.61953264474869,0.5856413922963604
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,4,1-1570,142,52,0,29,72.4815234541893,0.5104332637618965
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,17,7,MLG65,201,99,0,5,102.53129714727402,0.5101059559565871
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,14,MLG51,248,64,0,85,124.0320515036583,0.5001292399341061
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,12,11,1-2335,145,45,0,35,69.71908003091812,0.48082124159253875
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,18,6,1-3139,93,17,0,39,44.544117748737335,0.4789690080509391
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,7,10,1-7866,318,97,0,72,147.85067892074585,0.4649392418891379
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,18,6,1-8910,137,38,0,35,62.71908003091812,0.45780350387531477
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,12,11,1-9333,102,31,0,22,46.537707448005676,0.4562520338039772
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,18,6,1-9227,801,130,0,330,363.06561172008514,0.45326543285903265
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,14,7,1-1131,138,42,0,29,62.4815234541893,0.45276466271151666
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,6,4,1-9630,33,5,0,14,14.887632012367249,0.4511403640111287
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,1,18,1-9491,80,12,0,34,36.01282060146332,0.4501602575182915
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,21,3,1-3596,223,41,0,84,100.32579207420349,0.4498914442789394
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,12,11,1-5775,244,83,0,35,107.71908003091812,0.4414716394709759
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,17,9,MLG40,51,14,0,12,22.47511315345764,0.4406884932050518
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,4,1-9270,128,37,0,27,56.069004595279694,0.4380390984006226
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,15,12,MLG07,90,35,0,6,39.23755657672882,0.43597285085254245
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,11,2,1-8124,18,5,0,4,7.825037717819214,0.434724317656623
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,6,4,1-10785,279,60,0,84,119.32579207420349,0.4276910110186505
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,21,3,1-7682,141,44,0,23,60.24396687746048,0.42726217643588993
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,5,8,1-10444,8,2,0,2,3.412518858909607,0.42656485736370087
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,23,0,7,27.943816006183624,0.4233911516088428
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,10,14,1-1957,47,10,0,14,19.88763201236725,0.42314110664611165
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,11,2,MLG75,185,54,0,34,78.01282060146332,0.421690922170072
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,12,11,1-8157,75,11,0,29,31.4815234541893,0.41975364605585735
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,4,1-6561,65,18,0,13,27.181372582912445,0.4181749628140376
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,2,17,1-9504,30,11,0,2,12.412518858909607,0.41375062863032025
