Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,MLG40,24,MLG40,3,51,0,1,8,1002.2516095638275,19.651992344388773
168,168,168,168,168,MLG45,15,MLG45,5,70,17,1,5,1018.4072559773922,14.548675085391316
32,32,32,32,32,1-7874,24,1-7874,19,258,0,1,18,1005.0661215186119,3.8956051221651626
8,8,8,8,8,1-10468,15,1-10468,5,549,59,1,85,1082.9233516156673,1.9725379810850043
203,203,203,203,203,1-9938,14,1-9938,6,55,18,0,10,20.814511954784393,0.3784456719051708
228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,5,17.407255977392197,0.3703671484551531
34,34,34,34,34,MLG51,5,MLG51,16,248,71,0,65,89.29432770609856,0.3600577730084619
112,112,112,112,112,1-3447,16,1-3447,4,110,17,0,75,38.10883966088295,0.34644399691711775
256,256,256,256,256,1-0296,3,1-0296,3,41,7,0,24,13.754828691482544,0.3354836266215255
85,85,85,85,85,1-1131,10,1-1131,12,138,26,0,62,43.44997411966324,0.31485488492509595
239,239,239,239,239,1-5002,13,1-5002,7,45,10,0,14,13.94031673669815,0.30978481637107
242,242,242,242,242,1-3206,8,1-3206,13,45,11,0,10,13.814511954784393,0.3069891545507643
81,81,81,81,81,1-7682,9,1-7682,11,141,27,0,55,42.47981575131416,0.3012752890164125
165,165,165,165,165,MLG59,15,MLG59,5,71,19,0,8,21.251609563827515,0.2993184445609509
123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,6,29.688707172870636,0.2968870717287064
146,146,146,146,146,MLG78,6,MLG78,15,80,17,0,21,22.910475105047226,0.28638093881309035
93,93,93,93,93,MLG52,10,MLG52,12,125,30,0,18,35.06612151861191,0.2805289721488953
140,140,140,140,140,1-8066,4,1-8066,17,86,21,0,9,23.533060759305954,0.27364024138727855
4,4,4,4,4,MLG68,4,MLG68,17,642,95,0,281,174.08778592944145,0.2711647755910303
233,233,233,233,233,1-3587,8,1-3587,13,46,11,0,5,12.407255977392197,0.26972295603026514
43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,22,62.191926300525665,0.2680686478470934
195,195,195,195,195,1-9379,12,1-9379,9,58,12,0,12,15.377414345741272,0.2651278335472633
54,54,54,54,54,1-1350,9,1-1350,11,195,33,0,64,51.01287651062012,0.26160449492625704
57,57,57,57,57,MLG75,12,MLG75,9,185,41,0,26,48.31773108243942,0.2611769247699428
77,77,77,77,77,1-9674,14,1-9674,6,144,33,0,12,36.37741434574127,0.2526209329565366
345,345,345,345,345,1-3584,4,1-3584,17,26,6,0,2,6.562902390956879,0.2524193227291107
12,12,12,12,12,1-7024,12,1-7024,9,498,62,0,224,125.04506778717041,0.25109451362885626
297,297,297,297,297,1-9630,12,1-9630,14,33,8,0,1,8.28145119547844,0.25095306652964966
91,91,91,91,91,1-9270,7,1-9270,14,128,23,0,32,32.00643825531006,0.25005029886960983
13,13,13,13,13,1-1258,6,1-1258,15,435,89,0,69,108.42013248801231,0.2492416838804881
154,154,154,154,154,1-9417,14,1-9417,6,76,15,0,13,18.65886554121971,0.24551138870025935
22,22,22,22,22,MLG50,6,MLG50,15,319,37,0,143,77.24752095341682,0.24215523809848535
15,15,15,15,15,1-1580,2,1-1580,2,400,30,0,232,95.29667735099792,0.23824169337749482
147,147,147,147,147,1-2423,10,1-2423,12,79,17,0,6,18.688707172870636,0.23656591358064097
5,5,5,5,5,MLG57,5,MLG57,16,629,118,0,108,148.39672911167145,0.23592484755432663
358,358,358,358,358,1-8627,9,1-8627,11,25,3,0,10,5.814511954784393,0.23258047819137573
337,337,337,337,337,1-6532,12,1-6532,9,27,4,0,8,6.251609563827515,0.23154109495657463
143,143,143,143,143,1-9286,9,1-9286,11,81,9,0,34,18.569340646266937,0.22925111908971527
64,64,64,64,64,MLG29,13,MLG29,7,164,27,0,37,37.413694232702255,0.22813228190672108
80,80,80,80,80,1-0053,13,1-0053,7,142,25,0,26,32.31773108243942,0.22758965551013677
78,78,78,78,78,1-1570,7,1-1570,14,142,26,0,22,32.191926300525665,0.22670370634173004
404,404,404,404,404,1-20578,15,1-20578,5,19,4,0,1,4.281451195478439,0.2253395366041284
122,122,122,122,122,1-9404,14,1-9404,6,100,17,0,19,22.347572714090347,0.22347572714090347
199,199,199,199,199,1-20167,13,1-20167,4,56,8,0,16,12.50321912765503,0.22327177013669694
439,439,439,439,439,1-4682,5,1-4682,16,16,3,0,2,3.5629023909568787,0.22268139943480492
125,125,125,125,125,1-1390,16,1-1390,16,98,8,0,49,21.791108578443527,0.22235825080044416
454,454,454,454,454,1-5913,16,1-5913,4,14,0,0,11,3.0959631502628326,0.22114022501877376
