Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,10,10,MLG60,47,22,0,6,24.457619607448578,0.5203748852648633
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,19,13,MLG52,125,55,0,22,64.01127189397812,0.512090175151825
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,19,10,1-7042,117,47,0,20,55.192065358161926,0.47172705434326434
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,15,10,1-1390,98,40,0,15,46.144049018621445,0.4708576430471576
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,15,10,1-2382,139,55,0,16,61.55365228652954,0.442832030838342
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,19,13,1-0278,79,16,0,44,34.02254378795624,0.4306651112399524
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,8,9,1-9333,102,39,0,11,43.50563594698906,0.4265258426175398
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,1,3,1-6858,23,3,0,15,9.144049018621445,0.39756734863571497
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,7,12,1-1350,195,62,0,34,75.92651110887527,0.3893667236352578
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,12,14,1-1258,435,127,0,90,163.86429411172867,0.3766995266936291
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,2,16,MLG65,201,45,0,71,74.08183202147484,0.36856632846504894
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,2,16,1-10539,63,6,0,42,23.203337252140045,0.36830694051015944
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,9,13,P-16616,28,9,0,3,10.228809803724289,0.365314635847296
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,12,14,1-0129,142,47,0,11,51.50563594698906,0.36271574610555674
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,15,17,1-9379,58,19,0,4,20.638413071632385,0.35583470813159285
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,2,16,MLG59,71,5,0,48,24.660956859588623,0.34733742055758626
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,13,15,1-8084,82,14,0,35,28.33611437678337,0.3455623704485777
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,8,20,1-1989,46,4,0,28,15.468891501426697,0.33628025003101514
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,22,6,1-17907,119,35,0,11,39.50563594698906,0.33198013400831144
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,9,10,1-8285,72,22,0,4,23.638413071632385,0.3283112926615609
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,12,16,1-6561,65,18,0,8,21.27682614326477,0.327335786819458
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,10,17,MLG75,185,52,0,20,60.192065358161926,0.32536251544952394
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,12,14,1-9270,128,35,0,14,40.73444575071335,0.31823785742744803
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,10,15,1-3584,26,8,0,0,8.0,0.3076923076923077
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,6,4,1-9630,33,6,0,10,10.096032679080963,0.30594038421457465
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,13,15,MLG29,164,26,0,57,49.34738627076149,0.3008986967729359
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,12,14,1-7441,111,23,0,24,32.83047842979431,0.2957700759440929
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,2,16,MLG64,245,31,0,101,72.36993005871773,0.2953874696274193
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,2,16,1-7467,64,16,0,7,18.867222875356674,0.29480035742744803
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,11,2,1-18615,22,5,0,3,6.228809803724289,0.28312771835110406
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,12,14,1-8421,109,26,0,11,30.50563594698906,0.2798682196971473
