Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,5,1-7140,397,187,0,43,187.13269867002964,0.4713669991688404
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,8,1-2382,139,63,0,18,63.055548280477524,0.4536370379890469
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,10,MLG45,70,31,0,6,31.018516093492508,0.4431216584784644
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,20,1-0303,212,93,0,8,93.02468812465668,0.43879569870121077
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,22,1-9286,81,31,0,6,31.018516093492508,0.38294464312953713
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,20,MLG55,92,34,0,9,34.02777414023876,0.36986711021998653
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,20,1-9491,80,29,0,6,29.018516093492508,0.36273145116865635
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,6,4,1-10785,279,97,0,61,97.18824695050716,0.3483449711487712
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,15,2,MLG50,319,101,0,49,101.15121476352215,0.3170884475345522
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,3,1-1608,307,97,0,23,97.07097835838795,0.3161921119165731
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,16,1-6181,659,208,0,66,208.2036770284176,0.3159388118792376
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,2,1-5002,45,14,0,14,14.043204218149185,0.3120712048477597
