Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,19,1-9491,10,80,15,1,23,1019.7595904171467,12.746994880214334
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,19,MLG52,10,125,11,1,33,1017.8289775550365,8.142631820440293
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,17,1-6858,21,23,9,0,16,12.31101942062378,0.5352617139401643
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,4,P-16616,16,28,13,0,2,13.413877427577972,0.4790670509849276
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,11,45,12,0,20,16.138774275779724,0.35863942835066054
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,12,1-9379,9,58,18,0,12,20.483264565467834,0.3531597338873765
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,MLG32,13,52,17,0,6,18.241632282733917,0.3508006208218061
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,4,MLG40,16,51,16,0,4,16.827754855155945,0.32995597755207734
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,12,MLG59,9,71,21,0,11,23.27632585167885,0.3278355753757584
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,14,1-8627,6,25,7,0,5,8.034693568944931,0.32138774275779725
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,10,1-1131,12,138,39,0,16,42.31101942062378,0.30660159000452014
43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,14,MLG14,6,232,67,0,11,69.27632585167885,0.29860485280896054
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,8,MLG60,5,47,12,0,9,13.862448424100876,0.2949457111510825
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,12,MLG45,9,70,19,0,7,20.448570996522903,0.2921224428074701
