,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,MLG40,3,MLG40,3,51,10,1,12,1021.4577145576476,20.02858263838525
1,MLG45,12,MLG45,5,70,17,1,21,1037.0510004758837,14.815014292512622
2,1-3523,3,1-3523,3,543,60,1,161,1213.7243369817734,2.2352197734470964
3,1-10468,12,1-10468,5,549,57,1,147,1197.3570033311844,2.180978148144234
4,MLG64,19,MLG64,19,245,57,0,111,162.98385965824127,0.6652402435030256
5,1-3447,13,1-3447,4,110,38,0,36,72.37314367294312,0.6579376697540283
6,1-9379,5,1-9379,9,58,28,0,10,37.54809546470642,0.6473809562880417
7,MLG55,4,MLG55,20,92,29,0,30,57.64428639411926,0.6265683303708616
8,MLG59,12,MLG59,5,71,17,0,28,43.73466730117798,0.615981229594056
9,1-2423,18,1-2423,12,79,16,0,34,48.46352458000183,0.6134623364557193
10,MLG39,4,MLG39,20,23,7,0,7,13.683666825294496,0.5949420358823694
11,1-9333,9,1-9333,20,102,39,0,21,59.05100047588349,0.5789313772145439
12,MLG48,11,MLG48,6,159,13,0,81,90.339573264122,0.5681734167554844
13,1-9156,9,1-9156,10,268,56,0,100,151.4809546470642,0.5652274427129261
14,1-7866,3,1-7866,3,318,78,0,105,178.25500237941742,0.5605503219478535
15,1-1131,8,1-1131,12,138,35,0,44,77.01162004470825,0.5580552177152772
16,1-4494,10,1-4494,12,16,7,0,2,8.909619092941284,0.5568511933088303
17,1-1350,10,1-1350,11,195,72,0,38,108.2827627658844,0.5552962193122277
18,1-8066,18,1-8066,17,86,41,0,7,47.683666825294495,0.5544612421545871
19,1-8188,4,1-8188,20,140,12,0,68,76.92704916000366,0.5494789225714547
20,1-9938,11,1-9938,6,55,13,0,18,30.18657183647156,0.5488467606631192
21,1-1258,14,1-1258,15,435,109,0,131,234.0800505876541,0.5381150588221933
22,MLG52,8,MLG52,12,125,22,0,45,64.9664295911789,0.5197314367294311
23,1-7152,6,1-7152,8,109,18,0,40,56.19238185882568,0.5155264390717953
24,1-7530,17,1-7530,13,25,8,0,5,12.77404773235321,0.5109619092941284
25,1-11350,2,1-11350,2,100,29,0,23,50.96061956882477,0.5096061956882477
26,1-0303,4,1-0303,20,212,29,0,82,107.29438281059264,0.5061055792952484
27,1-6692,9,1-6692,12,71,11,0,26,35.825048208236694,0.5045781437779816
28,1-6858,12,1-6858,5,23,3,0,9,11.59328591823578,0.5040559094885121
29,1-5413,16,1-5413,16,39,11,0,9,19.59328591823578,0.5023919466214303
30,1-9610,9,1-9610,10,49,10,0,15,24.32214319705963,0.4963702693277476
31,1-3083,3,1-3083,3,78,8,0,32,38.55390548706055,0.4942808395776993
32,1-2335,9,1-2335,10,145,12,0,62,71.19819188117981,0.4910220129736538
33,1-9697,3,1-9697,20,20,3,0,7,9.683666825294496,0.4841833412647247
34,1-9491,4,1-9491,20,80,11,0,29,38.68947684764862,0.4836184605956077
35,1-10060,11,1-10060,20,36,2,0,16,17.276952743530273,0.479915353986952
36,MLG75,5,MLG75,9,185,53,0,37,88.32795321941376,0.4774483957806149
37,1-6028,7,1-6028,7,2,0,0,1,0.954809546470642,0.477404773235321
38,1-8532,9,1-8532,10,4,0,0,2,1.909619092941284,0.477404773235321
39,1-0027,7,1-0027,7,29,10,0,4,13.819238185882568,0.4765254546856058
40,1-7682,10,1-7682,11,141,43,0,25,66.87023866176605,0.4742570117855748
41,1-1005,7,1-1005,7,125,21,0,40,59.19238185882568,0.4735390548706055
42,1-5980,13,1-5980,4,29,7,0,7,13.683666825294496,0.4718505801825687
43,1-9630,15,1-9630,14,33,6,0,10,15.54809546470642,0.4711544080214067
44,MLG56,17,MLG56,13,511,80,0,168,240.40800380706787,0.4704657608748882
45,1-8267,6,1-8267,8,133,51,0,12,62.457714557647705,0.469606876373291
46,MLG38,13,MLG38,4,77,17,0,20,36.09619092941284,0.4687817003819849
47,1-2282,13,1-2282,4,219,41,0,64,102.1078109741211,0.4662457122105986
48,MLG51,16,MLG51,16,248,48,0,70,114.83666825294496,0.4630510816651006
49,1-1177,9,1-1177,10,17,5,0,3,7.864428639411926,0.4626134493771721
50,MLG60,2,MLG60,2,47,16,0,6,21.728857278823853,0.4623161123154011
51,1-1390,16,1-1390,16,98,26,0,20,45.09619092941284,0.4601652135654371
52,1-8172,9,1-8172,10,40,5,0,14,18.36733365058899,0.4591833412647247
53,1-20167,13,1-20167,4,56,17,0,9,25.59328591823578,0.4570229628256389
54,1-5002,7,1-5002,7,45,11,0,10,20.54809546470642,0.4566243436601427
55,1-9674,11,1-9674,6,144,37,0,30,65.64428639411926,0.4558630999591615
56,1-9651,4,1-9651,20,38,3,0,15,17.32214319705963,0.4558458736068324
57,MLG49,4,MLG49,20,185,39,0,46,82.92123913764954,0.448222914257565
58,1-0296,3,1-0296,3,41,5,0,14,18.36733365058899,0.4479837475753412
59,1-8450,8,1-8450,12,52,6,0,18,23.18657183647156,0.4458956122398376
60,1-3516,6,1-3516,8,156,38,0,33,69.50871503353119,0.4455686861123794
61,1-9794,9,1-9794,10,46,9,0,12,20.457714557647705,0.4447329251662544
62,1-18371,9,1-18371,10,120,31,0,23,52.96061956882477,0.441338496406873
63,1-18709,3,1-18709,3,33,5,0,10,14.54809546470642,0.4408513777183764
64,1-3596,13,1-3596,4,223,37,0,64,98.1078109741211,0.439945340691126
65,1-9495,18,1-9495,17,18,6,0,2,7.909619092941284,0.4394232829411824
66,MLG58,8,MLG58,12,71,12,0,20,31.09619092941284,0.4379745201325752
67,1-5775,4,1-5775,20,244,69,0,39,106.23757231235504,0.4353998865260453
68,1-9452,19,1-9452,19,16,6,0,1,6.954809546470642,0.4346755966544151
69,1-9286,10,1-9286,11,81,18,0,18,35.18657183647156,0.4344021214379204
70,1-9417,11,1-9417,6,76,10,0,24,32.91542911529541,0.4330977515170449
71,1-1608,10,1-1608,11,307,56,0,80,132.38476371765137,0.4312207287219914
72,MLG78,14,MLG78,15,80,14,0,21,34.051000475883484,0.4256375059485435
73,1-7807,6,1-7807,8,239,43,0,61,101.24338233470915,0.4236124783879044
74,1-6734,15,1-6734,14,44,9,0,10,18.54809546470642,0.4215476241978732
75,1-1989,19,1-1989,19,46,5,0,15,19.32214319705963,0.4200465912404267
76,1-9345,10,1-9345,11,47,7,0,13,19.412524104118347,0.4130324277471989
77,MLG43,13,MLG43,4,14,1,0,5,5.77404773235321,0.4124319808823721
78,1-18377,6,1-18377,8,14,1,0,5,5.77404773235321,0.4124319808823721
79,1-2382,13,1-2382,4,139,21,0,38,57.2827627658844,0.4121062069488086
80,1-8074,9,1-8074,10,145,33,0,28,59.73466730117798,0.4119632227667447
81,1-20578,12,1-20578,5,19,4,0,4,7.819238185882568,0.4115388518885562
82,1-4700,16,1-4700,8,31,7,0,6,12.728857278823853,0.4106082993168984
83,1-7995,4,1-7995,20,14,0,0,6,5.7288572788238525,0.4092040913445608
84,1-3265,3,1-3265,3,19,3,0,5,7.77404773235321,0.4091604069659584
85,1-0053,7,1-0053,7,142,32,0,26,56.82504820823669,0.4001763958326528
86,1-8566,4,1-8566,20,5,2,0,0,2.0,0.4
87,1-9404,11,1-9404,6,100,18,0,23,39.96061956882477,0.3996061956882477
88,1-0278,14,1-0278,15,79,19,0,13,31.412524104118347,0.3976268873939031
89,1-3206,2,1-3206,13,45,15,0,3,17.864428639411926,0.3969873030980428
90,1-18615,4,1-18615,20,22,3,0,6,8.728857278823853,0.3967662399465387
91,1-9518,4,1-9518,20,22,3,0,6,8.728857278823853,0.3967662399465387
92,1-9770,9,1-9770,10,50,16,0,4,19.81923818588257,0.3963847637176513
93,MLG29,7,MLG29,7,164,33,0,33,64.50871503353119,0.3933458233751902
94,1-9925,12,1-9925,5,93,5,0,33,36.50871503353119,0.3925668283175396
95,1-17790,13,1-17790,4,5,1,0,1,1.954809546470642,0.3909619092941284
96,MLG73,4,MLG73,20,10,2,0,2,3.909619092941284,0.3909619092941284
97,1-19448,9,1-19448,10,45,7,0,11,17.502905011177063,0.3889534446928236
98,1-9831,12,1-9831,5,132,12,0,41,51.147191405296326,0.3874787227673964
99,1-9609,8,1-9609,12,25,3,0,7,9.683666825294496,0.3873466730117798
100,1-7496,6,1-7496,8,246,36,0,62,95.1981918811798,0.3869845198421943
101,1-6693,7,1-6693,7,98,15,0,24,37.91542911529541,0.386892133829545
102,MLG11,12,MLG11,15,87,26,0,8,33.63847637176514,0.3866491536984498
103,1-4929,11,1-4929,6,10,1,0,3,3.8644286394119263,0.3864428639411926
104,1-6611,6,1-6611,8,89,20,0,15,34.32214319705963,0.3856420583939284
105,1-18994,3,1-18994,3,28,6,0,5,10.77404773235321,0.3847874190126146
106,MLG69,17,MLG69,13,576,94,0,132,220.0348601341248,0.3820049655106332
107,1-8646,12,1-8646,5,20,0,0,8,7.638476371765137,0.3819238185882568
108,1-5981,2,1-5981,2,28,4,0,7,10.683666825294496,0.3815595294748033
109,1-3535,9,1-3535,10,315,36,0,88,120.0232400894165,0.3810261590140206
110,1-8084,7,1-8084,7,82,12,0,20,31.09619092941284,0.3792218406025956
111,MLG57,16,MLG57,16,629,98,0,147,238.3570033311844,0.3789459512419466
112,1-3108,15,1-3108,13,18,3,0,4,6.819238185882568,0.3788465658823649
113,1-9338,14,1-9338,15,29,10,0,1,10.954809546470642,0.3777520533265738
114,1-9500,14,1-9500,15,33,1,0,12,12.457714557647703,0.3775065017469001
115,1-6098,7,1-6098,7,1327,241,0,272,500.70819664001465,0.3773234337905159
116,1-8328,6,1-8328,8,114,21,0,23,42.96061956882477,0.3768475400774102
117,1-20003,5,1-20003,9,21,6,0,2,7.909619092941284,0.3766485282352992
118,1-6927,19,1-6927,19,179,52,0,16,67.27695274353027,0.375848898008549
119,MLG84,11,MLG84,6,63,15,0,9,23.59328591823578,0.3744966018767584
120,1-8503,5,1-8503,20,16,5,0,1,5.954809546470642,0.3721755966544151
121,1-7874,19,1-7874,19,258,46,0,52,95.6500964164734,0.3707368078157883
122,1-1957,9,1-1957,10,47,5,0,13,17.412524104118347,0.3704792362578372
123,1-1942,1,1-1942,1,34,4,0,9,12.59328591823578,0.3703907623010523
124,1-5515,10,1-5515,11,29,3,0,8,10.638476371765137,0.3668440128194875
125,1-4682,16,1-4682,16,16,3,0,3,5.864428639411926,0.3665267899632454
126,1-1015,6,1-1015,8,155,9,0,50,56.7404773235321,0.366067595635691
127,1-1317,11,1-1317,6,414,33,0,123,150.44157421588898,0.3633854449659154
128,1-9394,9,1-9394,10,117,9,0,35,42.41833412647247,0.3625498643288246
129,1-8100,5,1-8100,9,19,4,0,3,6.864428639411926,0.3612857178637856
130,MLG32,19,MLG32,19,52,14,0,5,18.77404773235321,0.361039379468331
131,1-9997,7,1-9997,7,16,1,0,5,5.77404773235321,0.3608779832720756
132,1-6061,8,1-6061,12,40,2,0,13,14.412524104118347,0.3603131026029587
133,MLG41,19,MLG41,19,66,17,0,7,23.68366682529449,0.3588434367468863
134,1-9270,15,1-9270,14,128,23,0,24,45.91542911529541,0.3587142899632454
135,1-2034,6,1-2034,8,16,0,0,6,5.7288572788238525,0.3580535799264908
136,1-18563,12,1-18563,5,8,0,0,3,2.8644286394119263,0.3580535799264908
137,1-17733,11,1-17733,6,74,12,0,15,26.32214319705963,0.3557046377981031
138,MLG67,4,MLG67,20,27,1,0,9,9.59328591823578,0.3553068858605844
139,1-8314,8,1-8314,15,36,7,0,6,12.728857278823853,0.3535793688562181
140,1-1570,15,1-1570,14,142,12,0,40,50.19238185882568,0.3534674778790541
141,1-9752,4,1-9752,20,22,3,0,5,7.77404773235321,0.353365806016055
142,1-10539,4,1-10539,20,63,5,0,18,22.18657183647156,0.3521678069281199
143,1-8627,10,1-8627,11,25,3,0,6,8.728857278823853,0.3491542911529541
144,1-4640,6,1-4640,8,87,14,0,17,30.23176229000092,0.3474915205747231
145,1-7182,10,1-7182,11,22,0,0,8,7.638476371765137,0.3472034714438698
