Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,1,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,17,1,16,1025.4144878387451,14.64877839769636
32,32,32,32,32,32,32,32,32,32,1-7874,1,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,57,1,156,1139.041256427765,2.0747563869358197
171,171,171,171,171,171,171,171,171,171,1-9645,15,1-9645,9,69,4,0,79,45.546533703804016,0.6600946913594785
85,85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,28,0,62,60.60614037513733,0.43917493025461835
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,19,0,22,30.569920778274536,0.43056226448273993
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,10,23.2590548992157,0.42289190725846726
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,17.095826268196106,0.41697137239502696
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,45.044015288352966,0.40949104807593606
81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,56,56.45070743560791,0.400359627202893
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,9,0,16,17.414487838745117,0.38698861863878037
12,12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,70,0,225,188.3287352323532,0.37817015106898233
34,34,34,34,34,34,34,34,34,34,MLG51,18,MLG51,16,248,70,0,44,93.13984155654907,0.37556387724414947
22,22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,15,319,43,0,144,118.73039054870605,0.37219558165738575
71,71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,65,55.18385684490204,0.3654560055953777
242,242,242,242,242,242,242,242,242,242,1-3206,15,1-3206,13,45,11,0,10,16.2590548992157,0.36131233109368216
394,394,394,394,394,394,394,394,394,394,1-9697,2,1-9697,20,20,5,0,4,7.103621959686279,0.35518109798431396
146,146,146,146,146,146,146,146,146,146,MLG78,17,MLG78,15,80,17,0,21,28.044015288352966,0.3505501911044121
195,195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,14,0,12,20.310865879058838,0.35018734274239377
54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,34,0,65,68.18385684490204,0.349660804332831
5,5,5,5,5,5,5,5,5,5,MLG57,18,MLG57,16,629,114,0,200,219.18109798431396,0.3484596152373831
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,80,55.072439193725586,0.3463675420989031
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,14,0,4,16.10362195968628,0.3426302544614102
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,10,33.2590548992157,0.332590548992157
143,143,143,143,143,143,143,143,143,143,1-9286,14,1-9286,11,81,9,0,34,26.880786657333374,0.3318615636707824
338,338,338,338,338,338,338,338,338,338,1-3589,20,1-3589,1,27,0,0,17,8.940393328666687,0.33112567883950694
358,358,358,358,358,358,358,358,358,358,1-8627,14,1-8627,11,25,3,0,10,8.259054899215698,0.3303621959686279
76,76,76,76,76,76,76,76,76,76,1-2335,12,1-2335,10,145,24,0,45,47.66574704647064,0.3287292899756596
93,93,93,93,93,93,93,93,93,93,MLG52,13,MLG52,12,125,30,0,20,40.5181097984314,0.32414487838745115
189,189,189,189,189,189,189,189,189,189,MLG10,2,MLG10,20,60,12,0,14,19.362676858901978,0.3227112809816996
182,182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,19,19.992204308509827,0.3224549082017714
206,206,206,206,206,206,206,206,206,206,1-8544,22,1-8544,8,54,0,0,33,17.354881167411804,0.3213866882854038
295,295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,15,10.888582348823547,0.320252422024222
441,441,441,441,441,441,441,441,441,441,1-9997,11,1-9997,7,16,4,0,2,5.05181097984314,0.31573818624019623
345,345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,4,0,8,8.207243919372559,0.31566322766817534
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,92,0,150,170.88582348823547,0.31470685725273567
30,30,30,30,30,30,30,30,30,30,1-10785,16,1-10785,14,279,28,0,113,87.42732036113739,0.31335957118687235
62,62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,7,0,86,52.227872133255005,0.3127417493009282
56,56,56,56,56,56,56,56,56,56,1-8427,14,1-8427,11,189,9,0,95,58.96102154254913,0.31196307694470443
91,91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,23,0,32,39.828975677490234,0.31116387248039246
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,98.47133564949036,0.30965828820594454
386,386,386,386,386,386,386,386,386,386,1-4855,14,1-4855,11,22,1,0,11,6.784960389137268,0.3084072904153304
350,350,350,350,350,350,350,350,350,350,1-9609,20,1-9609,12,25,4,0,7,7.681338429450989,0.30725353717803955
296,296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,2,0,16,10.414487838745117,0.30630846584544463
31,31,31,31,31,31,31,31,31,31,1-9156,12,1-9156,10,268,26,0,106,81.7459819316864,0.3050223206406209
94,94,94,94,94,94,94,94,94,94,1-1005,10,1-1005,7,125,17,0,40,38.03621959686279,0.30428975677490233
337,337,337,337,337,337,337,337,337,337,1-6532,11,1-6532,9,27,4,0,8,8.207243919372559,0.30397199701379846
286,286,286,286,286,286,286,286,286,286,1-1770,14,1-1770,11,35,8,0,5,10.62952744960785,0.30370078427450997
26,26,26,26,26,26,26,26,26,26,1-18558,19,1-18558,17,307,79,0,27,93.19944822788239,0.3035812645859361
41,41,41,41,41,41,41,41,41,41,1-9283,14,1-9283,11,235,19,0,99,71.06464350223541,0.30240273830738473
150,150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,23.303070187568665,0.29875731009703416
19,19,19,19,19,19,19,19,19,19,1-7863,16,1-7863,14,351,17,0,167,104.82621681690216,0.2986501903615446
101,101,101,101,101,101,101,101,101,101,1-18371,12,1-18371,10,120,10,0,49,35.76936900615692,0.2980780750513077
233,233,233,233,233,233,233,233,233,233,1-3587,15,1-3587,13,46,11,0,5,13.62952744960785,0.296294074991475
57,57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,9,185,41,0,26,54.673542737960815,0.2955326634484368
122,122,122,122,122,122,122,122,122,122,1-9404,9,1-9404,6,100,19,0,20,29.518109798431396,0.29518109798431397
73,73,73,73,73,73,73,73,73,73,MLG12,13,MLG12,12,146,12,0,59,43.02842390537262,0.2947152322285796
84,84,84,84,84,84,84,84,84,84,1-2382,7,1-2382,4,139,25,0,30,40.777164697647095,0.2933608971053748
450,450,450,450,450,450,450,450,450,450,1-11206,16,1-11206,14,14,3,0,2,4.05181097984314,0.2894150699887957
89,89,89,89,89,89,89,89,89,89,1-9831,8,1-9831,5,132,7,0,59,38.02842390537262,0.28809412049524713
13,13,13,13,13,13,13,13,13,13,1-1258,17,1-1258,15,435,89,0,69,125.28747880458832,0.28801719265422604
45,45,45,45,45,45,45,45,45,45,1-3596,7,1-3596,4,223,41,0,44,64.13984155654907,0.2876226078769017
154,154,154,154,154,154,154,154,154,154,1-9417,9,1-9417,6,76,15,0,13,21.836771368980408,0.28732593906553167
7,7,7,7,7,7,7,7,7,7,MLG69,15,MLG69,13,576,96,0,132,165.41952466964722,0.2871866747736931
64,64,64,64,64,64,64,64,64,64,MLG29,10,MLG29,7,164,27,0,38,46.98440861701965,0.28649029644524177
