,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
286,1-6919,17,1-6919,19,43,3,0,3,3.477088183164597,0.0808625158875487
287,1-9651,18,1-9651,20,38,1,0,13,3.067382127046585,0.0807205822906996
288,1-7874,17,1-7874,19,258,16,0,29,20.611852437257767,0.0798909009196037
289,1-9808,22,1-9808,18,74,4,0,12,5.908352732658386,0.0798426044953835
290,1-5531,1,1-5531,1,8,0,0,4,0.6361175775527954,0.0795146971940994
291,1-20641,20,1-20641,8,16,0,0,8,1.2722351551055908,0.0795146971940994
292,1-5913,3,1-5913,4,14,0,0,7,1.113205760717392,0.0795146971940994
293,1-3175,18,1-3175,20,6,0,0,3,0.4770881831645965,0.0795146971940994
294,1-4926,3,1-4926,19,4,0,0,2,0.3180587887763977,0.0795146971940994
295,1-19567,12,1-19567,10,2,0,0,1,0.1590293943881988,0.0795146971940994
296,MLG43,3,MLG43,4,14,0,0,7,1.113205760717392,0.0795146971940994
297,1-7441,7,1-7441,14,111,5,0,24,8.816705465316772,0.0794297789668177
298,1-3068,20,1-3068,8,180,6,0,52,14.26952850818634,0.079275158378813
299,72-0103,1,72-0103,1,71,0,0,35,5.56602880358696,0.0783947718815064
300,1-17758,16,1-17758,5,40,1,0,13,3.067382127046585,0.0766845531761646
301,1-9500,6,1-9500,15,33,2,0,3,2.477088183164597,0.075063278277715
302,1-1942,1,1-1942,1,34,0,0,16,2.5444703102111816,0.0748373620650347
303,1-7991,6,1-7991,15,46,2,0,9,3.4312645494937897,0.074592707597691
304,1-8988,4,1-8988,2,29,2,0,1,2.159029394388199,0.074449289461662
305,1-6718,13,1-6718,11,20,1,0,3,1.4770881831645966,0.0738544091582298
306,1-19839,7,1-19839,14,13,0,0,6,0.9541763663291932,0.0733981820253225
307,1-9887,22,1-9887,18,36,2,0,4,2.6361175775527954,0.0732254882653554
308,1-10451,11,1-10451,12,46,3,0,2,3.3180587887763977,0.0721317127994869
309,1-6909,3,1-6909,4,36,1,0,10,2.5902939438819885,0.0719526095522774
310,1-0008,22,1-0008,18,230,8,0,53,16.42855790257454,0.0714285126198893
311,1-18487,6,1-18487,15,23,1,0,4,1.6361175775527954,0.0711355468501215
312,1-18735,16,1-18735,5,27,0,0,12,1.9083527326583865,0.0706797308391994
313,1-8820,16,1-8820,5,83,3,0,18,5.862529098987579,0.0706328807106937
314,1-8328,20,1-8328,8,114,2,0,38,8.043116986751556,0.0705536577785224
315,1-8181,10,1-8181,7,30,1,0,7,2.113205760717392,0.070440192023913
316,1-6228,1,1-6228,1,48,0,0,21,3.339617282152176,0.069575360044837
317,1-6181,22,1-6181,18,659,29,0,105,45.69808641076088,0.0693445924290756
318,1-1015,20,1-1015,8,155,1,0,61,10.70079305768013,0.0690373745656782
319,1-4700,8,1-4700,8,31,1,0,7,2.113205760717392,0.0681679277650771
320,1-18377,20,1-18377,8,14,0,0,6,0.9541763663291932,0.0681554547377995
321,1-1972,17,1-1972,19,32,2,0,1,2.159029394388199,0.0674696685746312
322,1-9345,13,1-9345,11,47,3,0,1,3.159029394388199,0.0672133913699616
323,1-8397,3,1-8397,4,51,1,0,15,3.385440915822983,0.0663811944279016
324,1-5775,18,1-5775,20,244,8,0,51,16.11049911379814,0.0660266357122874
325,1-1836,7,1-1836,14,20,1,0,2,1.3180587887763977,0.0659029394388198
326,1-7268,13,1-7268,11,70,3,0,10,4.5902939438819885,0.0655756277697427
327,1-6900,18,1-6900,20,67,2,0,15,4.385440915822983,0.0654543420272086
328,1-7897,12,1-7897,10,95,3,0,20,6.180587887763977,0.0650588198711997
329,1-9518,18,1-9518,20,22,0,0,9,1.4312645494937897,0.0650574795224449
330,1-3509,22,1-3509,18,35,1,0,8,2.272235155105591,0.0649210044315883
331,1-8379,18,1-8379,20,5,0,0,2,0.3180587887763977,0.0636117577552795
332,MLG37,4,MLG37,2,116,7,0,2,7.318058788776398,0.0630867136963482
333,1-9115,11,1-9115,12,16,1,0,0,1.0,0.0625
334,1-3447,3,1-3447,4,110,3,0,24,6.8167054653167725,0.0619700496846979
335,1-9338,15,1-9338,15,29,1,0,5,1.7951469719409945,0.0619016197221032
336,1-4319,16,1-4319,5,163,5,0,30,9.770881831645966,0.0599440603168464
337,1-9861,18,1-9861,20,8,0,0,3,0.4770881831645965,0.0596360228955745
338,1-7004,20,1-7004,8,381,7,0,98,22.584880650043488,0.059277901968618
339,1-4747,6,1-4747,15,25,1,0,3,1.4770881831645966,0.0590835273265838
