Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,MLG44,21,24,MLG44,59,0,1,5,1002.5674778223038,16.992669115632268
168,MLG45,7,13,MLG45,70,11,1,23,1022.8103979825974,14.611577114037106
84,1-2382,21,24,1-2382,139,0,1,6,1003.0809733867645,7.21640988048032
6,MLG54,7,13,MLG54,595,25,1,122,1087.646458864212,1.8279772417885916
40,1-7807,5,2,1-7807,239,118,0,47,142.13429152965546,0.5947041486596463
228,MLG60,4,3,MLG60,47,15,0,9,19.62146008014679,0.4174778740456764
49,1-6974,7,13,1-6974,207,62,0,41,83.05331814289093,0.4012237591444006
368,1-6858,11,8,1-6858,23,2,0,14,9.188937902450562,0.39951903923698096
20,1-8067,11,8,1-8067,322,102,0,42,123.56681370735168,0.38374786865637167
156,1-2294,8,14,1-2294,75,22,0,13,28.675442337989807,0.3823392311731974
329,1-5980,6,14,1-5980,29,11,0,0,11.0,0.3793103448275862
256,1-0296,2,7,1-0296,41,15,0,1,15.513495564460754,0.3783779405966038
24,1-3535,2,7,1-3535,315,114,0,9,118.62146008014679,0.37657606374649777
406,1-3265,17,11,1-3265,19,4,0,6,7.080973386764526,0.3726828098297119
103,1-3362,5,2,1-3362,117,27,0,32,43.43185806274414,0.37121246207473624
138,1-4640,7,13,1-4640,87,16,0,31,31.918362498283386,0.3668777298653263
128,1-7897,20,17,1-7897,95,4,0,60,34.809733867645264,0.3664182512383712
300,1-18709,6,12,1-18709,33,5,0,13,11.675442337989807,0.3538012829693881
18,MLG63,2,7,MLG63,380,118,0,29,132.89137136936188,0.34971413518253125
101,1-18371,20,17,1-18371,120,11,0,60,41.809733867645264,0.34841444889704387
43,MLG14,12,9,MLG14,232,52,0,55,80.24225604534149,0.34587179329888573
332,P-16616,2,7,P-16616,28,8,0,3,9.540486693382263,0.3407316676207951
26,1-18558,17,11,1-18558,307,75,0,55,103.24225604534149,0.3362939936330342
57,MLG75,4,3,MLG75,185,47,0,28,61.37787580490112,0.33177230164811417
145,1-9491,18,19,1-9491,80,21,0,10,26.134955644607544,0.3266869455575943
143,1-9286,16,10,1-9286,81,13,0,26,26.350884675979614,0.3253195639009829
23,1-7866,17,11,1-7866,318,63,0,78,103.05265402793884,0.32406494977339256
239,1-5002,6,12,1-5002,45,12,0,5,14.567477822303772,0.32372172938452826
166,MLG58,12,9,MLG58,71,10,0,25,22.83738911151886,0.3216533677678713
129,1-4531,14,4,1-4531,94,6,0,47,30.134291529655457,0.32057756946441973
9,1-3523,17,11,1-3523,543,104,0,133,172.29491007328033,0.31730186017178696
