Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,5,1-9491,10,80,21,1,18,1025.2453419566154,12.815566774457693
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,5,MLG52,10,125,7,1,10,1009.3585233092308,8.074868186473847
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,18,P-16616,16,28,17,0,2,17.47170466184616,0.6239894522087914
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,21,0,17,25.009489625692368,0.43119809699469597
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,9,MLG32,13,52,20,0,10,22.358523309230804,0.4299716021005924
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,9,1-9270,13,128,45,0,21,49.95289894938469,0.3902570230420679
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,11,MLG59,9,71,24,0,13,27.066080302000046,0.38121239861971895
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,13,MLG14,6,232,80,0,32,87.54727458953857,0.37735894219628696
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,11,MLG41,9,66,23,0,4,23.943409323692322,0.36277892914685334
124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,34.18875128030777,0.3453409220233108
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,11,MLG45,9,70,21,0,6,22.415113985538483,0.3202159140791212
163,163,163,163,163,163,163,163,163,163,163,163,163,1-6692,14,1-6692,17,71,16,0,28,22.603865265846252,0.3183642995189613
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,5,1-2382,10,139,40,0,18,44.24534195661545,0.31831181263752123
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,MLG31,6,33,8,0,10,10.358523309230804,0.3138946457342668
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,7,1-1131,12,138,40,0,12,42.830227971076965,0.3103639708049055
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,18,MLG40,16,51,15,0,3,15.707556992769241,0.3079913135837106
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,9,MLG58,13,71,19,0,12,21.830227971076965,0.3074679995926333
235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,3,1-1989,4,46,4,0,43,14.141650229692459,0.3074271789063578
245,245,245,245,245,245,245,245,245,245,245,245,245,1-1183,5,1-1183,10,45,3,0,43,13.141650229692459,0.29203667177094356
257,257,257,257,257,257,257,257,257,257,257,257,257,1-19286,13,1-19286,6,40,10,0,6,11.415113985538483,0.2853778496384621
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,9,MLG44,13,59,15,0,7,16.650966316461563,0.2822197680756197
403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,8,72-12171,14,19,3,0,10,5.358523309230804,0.28202754259109497
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,13,MLG50,6,319,70,0,84,89.81159579753876,0.2815410526568613
278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,4,1-7845,3,36,8,0,9,10.122670978307724,0.2811853049529923
11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,2,MLG56,2,511,137,0,11,139.59437564015388,0.27317881729971405
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,12,1-9938,8,55,9,0,24,14.66045594215393,0.2665537444027987
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,5,1-5413,10,39,9,0,5,10.179261654615402,0.2610067090927026
35,35,35,35,35,35,35,35,35,35,35,35,35,1-7496,10,1-7496,7,246,42,0,94,64.17011910676956,0.2608541427104454
74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,11,1-8074,9,145,33,0,20,37.71704661846161,0.2601175628859421
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,2,1-1350,2,195,49,0,7,50.65096631646156,0.2597485452126234
31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,14,1-9156,17,268,43,0,107,68.23619940876961,0.25461268436108064
15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,15,1-1580,18,400,44,0,239,100.36870709061623,0.25092176772654057
440,440,440,440,440,440,440,440,440,440,440,440,440,1-2034,22,1-2034,19,16,4,0,0,4.0,0.25
441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,6,1-9997,11,16,3,0,4,3.9434093236923218,0.2464630827307701
151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,11,MLG38,9,77,16,0,10,18.358523309230804,0.2384223806393611
189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,13,MLG10,6,60,3,0,47,14.08505955338478,0.23475099255641302
412,412,412,412,412,412,412,412,412,412,412,412,412,1-0055,17,1-0055,5,18,3,0,5,4.179261654615402,0.23218120303418902
329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,6,1-5980,11,29,5,0,7,6.650966316461563,0.2293436660848815
