Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,11,10,1-5167,24,22,0,0,22.0,0.9166666666666666
21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,18,9,1-3519,27,22,0,0,22.0,0.8148148148148148
78,78,78,78,78,78,78,78,78,78,78,78,78,1-4088,13,20,1-4088,30,23,0,0,23.0,0.7666666666666667
273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,7,14,1-3589,27,20,0,6,20.21671636402607,0.7487672727417063
126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,17,5,1-8488,23,16,0,4,16.14447757601738,0.7019338076529296
361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,8,16,1-0008,230,155,0,11,155.3973133340478,0.6756404927567295
564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,11,10,1-9034,3,2,0,0,2.0,0.6666666666666666
79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,1,19,1-9739,31,19,0,5,19.180596970021725,0.6187289345168299
463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,9,3,1-1989,46,27,0,14,27.50567151606083,0.5979493807839311
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,5,MLG60,47,27,0,11,27.397313334047794,0.5829215602988892
176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,5,13,1-8042,52,28,0,21,28.758507274091244,0.553048216809447
322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,7,14,1-0296,41,22,0,11,22.397313334047794,0.5462759349767755
281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,2,23,1-9995,24,13,0,1,13.036119394004345,0.5431716414168477
545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,1,19,1-19567,2,1,0,1,1.036119394004345,0.5180596970021725
517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,21,15,1-18028,309,155,0,72,157.60059636831284,0.5100342924540868
549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,15,11,1-4842,6,3,0,1,3.036119394004345,0.5060198990007242
561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,20,1-9455,2,1,0,0,1.0,0.5
492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,5,13,1-6028,2,1,0,0,1.0,0.5
409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,7,14,1-9645,69,33,0,29,34.047462426126,0.49344148443660873
90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,1,19,1-19222,15,7,0,0,7.0,0.4666666666666667
456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,13,20,1-8186,26,12,0,0,12.0,0.46153846153846156
77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,10,4,1-2153,13,6,0,0,6.0,0.46153846153846156
394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,6,17,1-2423,79,36,0,12,36.43343272805214,0.46118269276015367
400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,17,5,1-18709,33,15,0,3,15.108358182013035,0.4578290358185768
469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,20,12,1-8578,11,5,0,0,5.0,0.45454545454545453
465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,9,3,1-5913,14,6,0,10,6.361193940043449,0.45437099571738926
342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,8,16,MLG65,201,88,0,13,88.46955212205648,0.4401470254828681
426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,11,10,1-4355,49,21,0,13,21.469552122056484,0.4381541249399282
49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,17,5,1-2178,12,5,0,1,5.036119394004345,0.4196766161670287
387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,8,16,1-10539,63,26,0,9,26.325074546039104,0.4178583261276048
285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,21,15,1-18615,22,9,0,5,9.180596970021725,0.41729986227371474
277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,21,15,1-4051,5,2,0,1,2.036119394004345,0.40722387880086897
526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,7,1-5002,45,18,0,6,18.21671636402607,0.4048159192005793
282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,15,11,1-1608,307,122,0,47,123.69761151820421,0.40292381602020916
275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,8,16,1-3216,5,2,0,0,2.0,0.4
259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,8,16,1-3596,223,86,0,30,87.08358182013035,0.3905093355162796
369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,11,1-6594,70,27,0,5,27.180596970021725,0.3882942424288818
451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,17,5,1-4098,16,6,0,4,6.14447757601738,0.38402984850108624
523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,19,8,1-9861,8,3,0,1,3.036119394004345,0.3795149242505431
127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,14,2,1-9643,8,3,0,0,3.0,0.375
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,8,16,1-9283,235,87,0,8,87.28895515203476,0.37144236234908407
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,5,13,MLG51,248,90,0,46,91.66149212419987,0.36960279082338654
331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,17,5,MLG75,185,66,0,41,67.48089515417814,0.36476159542798997
384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,16,6,1-9270,128,45,0,32,46.15582060813904,0.36059234850108624
157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,11,1-6061,40,14,0,11,14.397313334047794,0.35993283335119486
504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,8,16,1-5425,17,6,0,3,6.108358182013035,0.3593151871772373
558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,5,13,1-0055,18,6,0,9,6.3250745460391045,0.3513930303355058
63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,11,10,1-7066,23,8,0,1,8.036119394004345,0.34939649539149326
447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,1,19,1-7152,109,37,0,21,37.758507274091244,0.346408323615516
37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,5,13,1-5508,38,13,0,4,13.14447757601738,0.3459073046320363
496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,6,1-3176,3,1,0,1,1.036119394004345,0.34537313133478165
293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,6,17,1-8066,86,29,0,15,29.541790910065174,0.3435091966286648
327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,9,3,P-16616,28,9,0,16,9.577910304069519,0.34206822514533997
437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,16,6,1-6980,128,39,0,112,43.04537212848663,0.3362919697538018
74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,13,20,1-8124,18,6,0,0,6.0,0.3333333333333333
