Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,9,MLG45,70,25,1,15,1034.0068542957306,14.771526489939008
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,9,1-6240,698,70,1,145,1157.0662581920624,1.6576880489857628
438,438,438,438,438,438,438,438,438,438,438,MLG10,17,13,MLG10,60,39,0,1,39.600456953048706,0.6600076158841451
470,470,470,470,470,470,470,470,470,470,470,1-1204,2,10,1-1204,39,6,0,27,22.212337732315063,0.5695471213414118
131,131,131,131,131,131,131,131,131,131,131,1-9283,18,8,1-9283,235,96,0,62,133.22833108901978,0.5669290684639139
322,322,322,322,322,322,322,322,322,322,322,1-0296,18,8,1-0296,41,8,0,25,23.01142382621765,0.5612542396638451
425,425,425,425,425,425,425,425,425,425,425,1-6006,3,2,1-6006,57,8,0,38,30.81736421585083,0.5406555125587865
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,9,1-9491,80,26,0,28,42.81279468536377,0.5351599335670472
124,124,124,124,124,124,124,124,124,124,124,1-8427,20,9,1-8427,189,45,0,89,98.44066882133484,0.5208500995837823
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,12,MLG51,248,62,0,110,128.05026483535767,0.5163317130457971
462,462,462,462,462,462,462,462,462,462,462,1-1183,13,22,1-1183,45,22,0,2,23.200913906097412,0.5155758645799425
166,166,166,166,166,166,166,166,166,166,166,MLG40,14,11,MLG40,51,20,0,10,26.00456953048706,0.5098935202056286
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,13,MLG60,47,19,0,8,23.80365562438965,0.5064607579657372
387,387,387,387,387,387,387,387,387,387,387,1-10539,20,9,1-10539,63,9,0,37,31.216907262802124,0.4955064644889226
454,454,454,454,454,454,454,454,454,454,454,1-0272,9,2,1-0272,111,47,0,12,54.20548343658447,0.48833768861787813
305,305,305,305,305,305,305,305,305,305,305,1-7866,2,10,1-7866,318,84,0,112,151.25117874145508,0.4756326375517455
443,443,443,443,443,443,443,443,443,443,443,1-3447,8,21,1-3447,110,42,0,15,51.00685429573059,0.4636986754157326
346,346,346,346,346,346,346,346,346,346,346,MLG32,14,11,MLG32,52,14,0,16,23.607311248779297,0.45398675478421724
506,506,506,506,506,506,506,506,506,506,506,1-6227,14,7,1-6227,52,20,0,6,23.602741718292236,0.4538988791979276
272,272,272,272,272,272,272,272,272,272,272,1-1570,12,7,1-1570,142,33,0,50,63.0228476524353,0.4438228707917979
540,540,540,540,540,540,540,540,540,540,540,1-5413,3,3,1-5413,39,7,0,17,17.207768201828003,0.4412248256878975
248,248,248,248,248,248,248,248,248,248,248,1-2400,1,20,1-2400,49,7,0,24,21.410966873168945,0.43695850761569277
422,422,422,422,422,422,422,422,422,422,422,1-6878,17,20,1-6878,167,8,0,107,72.24889397621155,0.43262810764198534
300,300,300,300,300,300,300,300,300,300,300,1-4020,17,19,1-4020,37,10,0,10,16.00456953048706,0.43255593325640707
345,345,345,345,345,345,345,345,345,345,345,1-1131,3,3,1-1131,138,38,0,31,56.61416554450989,0.41024757640949194
505,505,505,505,505,505,505,505,505,505,505,1-4747,6,18,1-4747,25,6,0,7,10.203198671340942,0.4081279468536377
327,327,327,327,327,327,327,327,327,327,327,P-16616,8,21,P-16616,28,9,0,4,11.401827812194824,0.40720813614981516
99,99,99,99,99,99,99,99,99,99,99,1-5775,13,12,1-5775,244,24,0,124,98.45666217803955,0.40351091056573585
228,228,228,228,228,228,228,228,228,228,228,1-17835,13,12,1-17835,17,2,0,8,6.803655624389648,0.4002150367288029
292,292,292,292,292,292,292,292,292,292,292,1-9997,3,3,1-9997,16,4,0,4,6.401827812194824,0.4001142382621765
562,562,562,562,562,562,562,562,562,562,562,1-0003,20,4,1-0003,17,5,0,3,6.801370859146118,0.4000806387733011
120,120,120,120,120,120,120,120,120,120,120,1-10232,15,13,1-10232,5,2,0,0,2.0,0.4
532,532,532,532,532,532,532,532,532,532,532,1-19447,15,13,1-19447,15,6,0,0,6.0,0.4
410,410,410,410,410,410,410,410,410,410,410,MLG12,13,12,MLG12,146,38,0,33,57.8150794506073,0.3959936948671733
153,153,153,153,153,153,153,153,153,153,153,1-1350,20,9,1-1350,195,51,0,43,76.81964898109436,0.39394691785176594
485,485,485,485,485,485,485,485,485,485,485,1-5980,8,21,1-5980,29,9,0,4,11.401827812194824,0.39316647628258017
332,332,332,332,332,332,332,332,332,332,332,MLG78,20,9,MLG78,80,27,0,7,31.203198671340942,0.39003998339176177
