Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,10,3,MLG54,595,107,0,402,483.8513264656067,0.8131955066648852
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,2,11,1-6878,167,14,0,126,132.1175799369812,0.7911232331555761
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,8,1-1608,307,68,0,174,231.11475324630737,0.7528167858185908
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,1,MLG62,525,19,0,369,364.91576981544495,0.6950776567913237
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,3,MLG50,319,91,0,135,217.55454993247986,0.6819891847413162
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,9,MLG51,248,86,0,80,160.99528884887695,0.6491745518099877
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,10,1-7682,141,59,0,31,88.06067442893982,0.6245437902761689
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,6,4,1-8267,133,52,0,32,81.99811553955078,0.6165271845079006
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,15,MLG31,33,9,0,12,20.249293327331543,0.613614949313077
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,3,MLG58,71,29,0,14,42.12417554855347,0.5932982471627248
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,2,11,1-2423,79,4,0,45,46.184849977493286,0.5846183541454847
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,19,15,1-8627,25,4,0,11,14.311852216720581,0.5724740886688232
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,19,MLG32,52,11,0,20,29.74882221221924,0.5720927348503699
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,11,1-0292,99,19,0,35,51.81043887138367,0.5233377663776128
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,6,15,1-4700,31,4,0,13,16.186734437942505,0.522152723804597
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,5,1-5002,45,14,0,10,23.37441110610962,0.5194313579135471
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,2,11,1-7140,397,82,0,132,205.74222660064697,0.5182423843845012
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,6,4,1-7530,25,10,0,3,12.812323331832886,0.5124929332733155
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,10,MLG68,642,115,0,223,324.0493676662445,0.504749793872655
