Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,19,18,1-8910,137,34,0,109,116.69481259584427,0.8517869532543377
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,18,16,1-6980,128,21,0,111,105.21214860677719,0.8219699109904468
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,2,5,1-1989,46,21,0,13,30.862684071063995,0.6709279145883478
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,10,10,1-1183,45,5,0,31,28.518708169460297,0.633749070432451
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,8,6,MLG65,201,43,0,109,125.69481259584427,0.6253473263474839
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,14,8,1-1462,192,16,0,136,119.17884874343872,0.6207231705387434
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,7,MLG32,52,22,0,13,31.862684071063995,0.6127439244435384
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,15,17,1-6878,167,55,0,62,102.0374163389206,0.6110024930474287
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,22,2,MLG62,525,18,0,370,298.70716202259064,0.5689660229001726
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,12,4,MLG54,595,24,0,399,326.708534181118,0.5490899734136437
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,17,3,MLG59,71,17,0,24,35.20803213119507,0.4958877764957052
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,11,19,MLG48,159,33,0,56,75.48540830612183,0.47475099563598633
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,22,2,1-2423,79,33,0,5,36.793340027332306,0.46573848135863677
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,17,3,1-0278,79,20,0,22,36.690696120262146,0.46443919139572337
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,3,14,1-0296,41,16,0,4,19.034672021865845,0.4642602932162401
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,18,16,MLG60,47,7,0,19,21.414692103862762,0.4556317468906971
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,8,6,MLG69,576,52,0,268,255.3230254650116,0.4432691414323118
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,8,6,1-11350,100,12,0,41,43.10538822412491,0.4310538822412491
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,10,10,1-2335,145,13,0,65,62.31342035531998,0.42974772658841365
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,6,3,1-5980,29,3,0,12,12.104016065597534,0.4173798643309495
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,11,19,1-4417,151,4,0,77,62.41743642091751,0.41336050609879144
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,4,23,1-3206,45,11,0,10,18.586680054664612,0.4130373345481025
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,14,8,1-3052,166,20,0,64,68.55475234985352,0.41298043584249106
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,5,1-7682,141,45,0,15,56.38002008199692,0.3998582984538788
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,2,7,1-5355,53,12,0,12,21.104016065597534,0.3981889823697648
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,10,10,1-9156,268,32,0,98,106.3494645357132,0.39682636020788503
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,6,12,1-18709,33,7,0,8,13.06934404373169,0.39604072859793
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,12,4,MLG58,71,12,0,21,27.932028114795685,0.39340884668726317
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,2,7,1-5002,45,10,0,10,17.586680054664612,0.3908151123258803
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,7,11,1-9491,80,22,0,12,31.104016065597534,0.3888002008199692
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,17,3,1-9379,58,8,0,19,22.414692103862762,0.38646020868728903
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,9,15,MLG55,92,9,0,35,35.55338019132614,0.38644978468832764
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,10,10,1-1204,39,5,0,13,14.862684071063995,0.38109446336061525
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,10,10,1-9394,117,21,0,31,44.5187081694603,0.38050177922615636
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,12,1-1005,125,21,0,35,47.55338019132614,0.38042704153060913
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,22,2,1-8928,39,8,0,9,14.82801204919815,0.38020543715892696
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,2,7,1-6296,254,73,0,31,96.5187081694603,0.3799949140529933
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,17,3,1-6028,2,0,0,1,0.7586680054664612,0.3793340027332306
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,4,23,1-5981,28,3,0,10,10.586680054664612,0.37809571623802185
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,12,4,1-7122,197,16,0,77,74.41743642091751,0.37775348437013967
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,6,9,1-19286,40,9,0,8,15.06934404373169,0.37673360109329224
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,10,10,1-6692,71,7,0,26,26.72536814212799,0.37641363580461956
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,6,12,1-0033,10,3,0,1,3.758668005466461,0.3758668005466461
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,2,19,1-7744,37,7,0,9,13.82801204919815,0.37373005538373383
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,10,10,1-9794,46,5,0,16,17.13868808746338,0.37258017581442127
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,7,11,1-3509,35,10,0,4,13.034672021865845,0.37241920062473843
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,7,11,MLG02,320,93,0,32,117.27737617492676,0.3664918005466461
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,22,2,1-9752,22,5,0,4,8.034672021865845,0.3652123646302657
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,7,11,MLG72,9,1,0,3,3.2760040163993835,0.36400044626659817
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,17,3,1-7991,46,0,0,22,16.690696120262146,0.36284122000569885
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,9,15,1-8938,30,4,0,9,10.82801204919815,0.3609337349732717
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,2,7,1-4098,16,5,0,1,5.758668005466461,0.3599167503416538
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,15,17,1-9452,16,5,0,1,5.758668005466461,0.3599167503416538
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,6,12,1-5530,7,1,0,2,2.5173360109329224,0.35961943013327463
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,2,7,1-4020,37,11,0,3,13.276004016399384,0.3588109193621455
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,7,11,MLG30,208,44,0,40,74.34672021865845,0.3574361548973964
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,15,17,1-1942,34,6,0,8,12.06934404373169,0.3549807071685791
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,13,13,1-0358,22,4,0,5,7.793340027332306,0.3542427285151048
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,14,8,1-19222,15,0,0,7,5.310676038265228,0.35404506921768186
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,14,8,1-9227,801,96,0,247,283.3909973502159,0.35379650106144306
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,3,14,MLG67,27,5,0,6,9.552008032798767,0.35377807528884325
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,3,14,1-19915,62,12,0,13,21.862684071063995,0.3526239366300644
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,18,1-6532,27,8,0,2,9.517336010932922,0.352493926330849
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,5,9,1-3216,5,1,0,1,1.7586680054664612,0.3517336010932922
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,10,10,1-6974,207,9,0,84,72.72811245918274,0.35134353845015814
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,13,13,MLG75,185,42,0,30,64.76004016399384,0.35005427115672344
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,17,3,1-6561,65,9,0,18,22.6560240983963,0.34855421689840466
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,8,6,1-4355,49,11,0,8,17.06934404373169,0.34835396007615693
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,15,17,MLG40,51,7,0,14,17.621352076530457,0.34551670738295015
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,17,3,1-0053,142,17,0,41,48.10538822412491,0.3387703396065134
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,14,8,1-9516,76,8,0,23,25.449364125728607,0.3348600542859027
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,14,8,1-3447,110,14,0,30,36.760040163993835,0.3341821833090349
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,2,7,1-4494,16,3,0,3,5.2760040163993835,0.32975025102496147
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,13,13,1-9338,29,5,0,6,9.552008032798767,0.3293795873378885
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,9,15,MLG39,23,3,0,6,7.552008032798767,0.32834817533907684
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,14,8,1-3139,93,10,0,27,30.484036147594452,0.32778533492037043
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,14,8,1-9277,48,5,0,14,15.621352076530457,0.32544483492771786
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,22,2,1-9286,81,24,0,3,26.276004016399384,0.3243951113135726
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,10,10,1-3535,315,22,0,105,101.66014057397842,0.3227306049967569
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,2,15,MLG43,14,3,0,2,4.517336010932922,0.3226668579237802
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,9,15,1-2324,25,5,0,4,8.034672021865845,0.3213868808746338
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,10,10,1-7770,11,2,0,2,3.5173360109329224,0.3197578191757202
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,20,5,1-8042,52,9,0,10,16.586680054664612,0.3189746164358579
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,21,21,1-3516,156,0,0,65,49.31342035531998,0.3161116689443588
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,9,15,1-2282,219,51,0,24,69.20803213119507,0.31601841155796834
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,12,4,MLG50,319,32,0,90,100.2801204919815,0.31435774448897025
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,5,9,1-8705,48,12,0,4,15.034672021865845,0.31322233378887177
