Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1020.5668663978577,20.011115027408973
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,21,1033.4541687965393,14.763630982807705
9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,95,1,151,1206.122832775116,2.2212206865103425
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,59,1,140,1162.0277919769287,2.1166262148942234
101,101,101,101,101,101,101,101,101,101,101,101,1-18371,18,1-18371,10,120,9,0,98,81.1194543838501,0.6759954531987508
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,33,0,55,73.47520399093628,0.5878016319274902
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,18,0,32,41.54920959472656,0.5852001351369939
128,128,128,128,128,128,128,128,128,128,128,128,1-7897,18,1-7897,10,95,6,0,66,54.570244789123535,0.5744236293591951
211,211,211,211,211,211,211,211,211,211,211,211,1-8042,12,1-8042,19,52,9,0,27,28.869645595550537,0.5551854922221258
256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,21.925994396209717,0.5347803511270662
66,66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,93,81.43989038467407,0.5122005684570696
212,212,212,212,212,212,212,212,212,212,212,212,MLG32,12,MLG32,19,52,18,0,11,26.095040798187256,0.5018277076574472
112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,53.45416879653931,0.4859469890594482
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,124,0,40,153.4365119934082,0.48099220060629533
265,265,265,265,265,265,265,265,265,265,265,265,1-1204,18,1-1204,10,39,4,0,20,18.7182559967041,0.47995528196677184
6,6,6,6,6,6,6,6,6,6,6,6,MLG54,17,MLG54,12,595,43,0,327,283.64348554611206,0.47671174041363373
132,132,132,132,132,132,132,132,132,132,132,132,MLG55,13,MLG55,20,92,14,0,39,42.700599193573,0.4641369477562282
116,116,116,116,116,116,116,116,116,116,116,116,MLG08,15,MLG08,15,107,1,0,66,49.570244789123535,0.4632733157862013
217,217,217,217,217,217,217,217,217,217,217,217,1-9770,15,1-9770,10,50,20,0,4,22.94365119934082,0.4588730239868164
148,148,148,148,148,148,148,148,148,148,148,148,1-0278,15,1-0278,15,79,11,0,34,36.02103519439697,0.45596247081515157
62,62,62,62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,11,0,87,75.02441358566284,0.44924798554289125
275,275,275,275,275,275,275,275,275,275,275,275,1-4020,11,1-4020,11,37,12,0,6,16.41547679901123,0.4436615351084116
545,545,545,545,545,545,545,545,545,545,545,545,1-4926,9,1-4926,19,4,1,0,1,1.735912799835205,0.43397819995880127
12,12,12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,82,0,182,215.93612957000732,0.43360668588354884
81,81,81,81,81,81,81,81,81,81,81,81,1-7682,11,1-7682,11,141,7,0,72,59.985721588134766,0.4254306495612395
422,422,422,422,422,422,422,422,422,422,422,422,1-7536,19,1-7536,9,17,5,0,3,7.207738399505615,0.4239846117356244
91,91,91,91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,18,0,49,54.05972719192505,0.42234161868691444
345,345,345,345,345,345,345,345,345,345,345,345,1-3584,14,1-3584,17,26,8,0,4,10.94365119934082,0.4209096615131085
263,263,263,263,263,263,263,263,263,263,263,263,1-6061,17,1-6061,12,40,8,0,12,16.83095359802246,0.4207738399505615
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,9,1-6858,5,23,3,0,9,9.623215198516846,0.41840066080508026
367,367,367,367,367,367,367,367,367,367,367,367,1-9995,22,1-9995,16,24,10,0,0,10.0,0.4166666666666667
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,12,MLG44,19,59,9,0,21,24.454168796539307,0.4144774372294798
366,366,366,366,366,366,366,366,366,366,366,366,1-9444,14,1-9444,17,24,7,0,4,9.94365119934082,0.4143187999725342
179,179,179,179,179,179,179,179,179,179,179,179,1-7467,13,1-7467,20,64,8,0,25,26.397819995880127,0.412465937435627
521,521,521,521,521,521,521,521,521,521,521,521,1-3551,10,1-3551,6,6,1,0,2,2.47182559967041,0.4119709332784017
519,519,519,519,519,519,519,519,519,519,519,519,1-10762,14,1-10762,17,6,1,0,2,2.47182559967041,0.4119709332784017
182,182,182,182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,18,0,10,25.35912799835205,0.4090181935218073
425,425,425,425,425,425,425,425,425,425,425,425,1-0003,17,1-0003,11,17,4,0,4,6.94365119934082,0.40845007054946003
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,18.94365119934082,0.40305640849661317
176,176,176,176,176,176,176,176,176,176,176,176,1-6561,16,1-6561,14,65,10,0,22,26.19008159637451,0.40292433225191554
328,328,328,328,328,328,328,328,328,328,328,328,1-9110,14,1-9110,17,29,8,0,5,11.679563999176025,0.40274358617848366
26,26,26,26,26,26,26,26,26,26,26,26,1-18558,14,1-18558,17,307,71,0,71,123.24980878829956,0.4014651752061875
394,394,394,394,394,394,394,394,394,394,394,394,1-9697,13,1-9697,20,20,8,0,0,8.0,0.4
23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,28,0,134,126.61231517791748,0.39815193452175307
312,312,312,312,312,312,312,312,312,312,312,312,1-1850,13,1-1850,20,30,6,0,8,11.88730239868164,0.396243413289388
379,379,379,379,379,379,379,379,379,379,379,379,1-7182,11,1-7182,11,22,2,0,9,8.623215198516846,0.39196432720531116
513,513,513,513,513,513,513,513,513,513,513,513,1-5530,22,1-5530,16,7,2,0,1,2.735912799835205,0.3908446856907436
478,478,478,478,478,478,478,478,478,478,478,478,1-20012,11,1-20012,11,12,1,0,5,4.679563999176025,0.38996366659800213
450,450,450,450,450,450,450,450,450,450,450,450,1-11206,16,1-11206,14,14,1,0,6,5.4154767990112305,0.38681977135794504
236,236,236,236,236,236,236,236,236,236,236,236,1-9794,18,1-9794,10,46,3,0,20,17.7182559967041,0.3851794781892196
352,352,352,352,352,352,352,352,352,352,352,352,1-2297,15,1-2297,15,25,3,0,9,9.623215198516846,0.38492860794067385
