Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,MLG40,24,MLG40,3,51,0,1,7,1006.668223798275,19.738592623495588
168,168,168,168,168,MLG45,7,MLG45,5,70,18,1,16,1033.2416543960571,14.760595062800816
32,32,32,32,32,1-7874,24,1-7874,19,258,0,1,57,1054.2983937859535,4.086427882891293
8,8,8,8,8,1-10468,7,1-10468,5,549,61,1,153,1206.7483201622963,2.198084371880321
169,169,169,169,169,1-7268,14,1-7268,11,70,6,0,45,48.867152988910675,0.6981021855558668
52,52,52,52,52,1-7122,15,1-7122,10,197,125,0,10,134.5260339975357,0.6828732690230239
70,70,70,70,70,1-1224,16,1-1224,16,151,10,0,87,92.87649577856064,0.6150761309838453
104,104,104,104,104,1-9394,22,1-9394,10,117,0,0,75,71.44525498151779,0.6106432049702375
239,239,239,239,239,1-5002,5,1-5002,7,45,10,0,18,27.14686119556427,0.6032635821236505
331,331,331,331,331,1-5981,9,1-5981,2,28,4,0,13,16.383844196796417,0.5851372927427292
47,47,47,47,47,1-0303,20,1-0303,20,212,0,0,128,121.93323516845703,0.5751567696625332
66,66,66,66,66,MLG48,6,MLG48,6,159,13,0,82,91.11347877979279,0.5730407470427219
326,326,326,326,326,1-0027,5,1-0027,7,29,5,0,12,16.431240797042847,0.5665945102428568
85,85,85,85,85,1-1131,15,1-1131,12,138,21,0,59,77.20360058546066,0.5594463810540627
150,150,150,150,150,1-3083,9,1-3083,3,78,7,0,38,43.19892919063568,0.5538324255209702
81,81,81,81,81,1-7682,14,1-7682,11,141,37,0,43,77.96194618940353,0.5529216041801669
5,5,5,5,5,MLG57,16,MLG57,16,629,177,0,178,346.56340515613556,0.5509752069254937
412,412,412,412,412,1-0055,16,1-0055,16,18,6,0,4,9.810413599014282,0.5450229777230157
56,56,56,56,56,1-8427,14,1-8427,11,189,9,0,98,102.35513317584991,0.5415615511949731
256,256,256,256,256,1-0296,9,1-0296,3,41,5,0,18,22.14686119556427,0.5401673462332749
165,165,165,165,165,MLG59,7,MLG59,5,71,18,0,21,38.00467139482498,0.5352770618989434
17,17,17,17,17,1-7004,3,1-7004,8,381,8,0,203,201.37849014997482,0.5285524675852358
267,267,267,267,267,1-5413,16,1-5413,16,39,7,0,14,20.336447596549988,0.5214473742705125
19,19,19,19,19,1-7863,12,1-7863,14,351,16,0,175,182.70559495687485,0.520528760560897
423,423,423,423,423,MLG46,4,MLG46,14,17,5,0,4,8.810413599014282,0.5182596234714284
34,34,34,34,34,MLG51,16,MLG51,16,248,60,0,71,127.63484138250351,0.5146566184778367
22,22,22,22,22,MLG50,11,MLG50,15,319,82,0,85,162.9712889790535,0.5108817836333965
354,354,354,354,354,1-7530,13,1-7530,13,25,8,0,5,12.763016998767853,0.5105206799507142
147,147,147,147,147,1-2423,17,1-2423,12,79,35,0,5,39.76301699876785,0.5033293290983273
203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,10,27.526033997535706,0.5004733454097401
280,280,280,280,280,1-8314,17,1-8314,15,36,18,0,0,18.0,0.5
112,112,112,112,112,1-3447,8,1-3447,4,110,34,0,22,54.95727479457855,0.4996115890416232
109,109,109,109,109,1-7441,6,1-7441,14,111,44,0,12,55.43124079704285,0.49938054772110674
41,41,41,41,41,1-9283,14,1-9283,11,235,18,0,102,115.1655467748642,0.4900661564887838
228,228,228,228,228,MLG60,10,MLG60,2,47,2,0,22,22.957274794578552,0.488452655203799
242,242,242,242,242,1-3206,9,1-3206,13,45,11,0,11,21.478637397289276,0.477303053273095
124,124,124,124,124,1-0292,18,1-0292,18,99,3,0,46,46.819756388664246,0.4729268322087298
358,358,358,358,358,1-8627,6,1-8627,11,25,6,0,6,11.715620398521423,0.4686248159408569
62,62,62,62,62,1-6878,18,1-6878,18,167,7,0,73,76.54004818201065,0.45832364180844704
103,103,103,103,103,1-3362,3,1-3362,8,117,7,0,47,51.772359788417816,0.44249880161040867
30,30,30,30,30,1-10785,12,1-10785,14,279,27,0,101,123.21294337511063,0.44162345295738575
300,300,300,300,300,1-18709,5,1-18709,3,33,5,0,10,14.526033997535706,0.4401828484101729
64,64,64,64,64,MLG29,5,MLG29,7,164,34,0,40,72.10413599014282,0.4396593657935538
245,245,245,245,245,1-1183,7,1-1183,10,45,10,0,10,19.526033997535706,0.43391186661190456
91,91,91,91,91,1-9270,12,1-9270,14,128,23,0,34,55.3885155916214,0.4327227780595422
166,166,166,166,166,MLG58,15,MLG58,12,71,20,0,11,30.478637397289276,0.42927658306041233
195,195,195,195,195,1-9379,4,1-9379,9,58,16,0,9,24.573430597782135,0.42367983789279545
146,146,146,146,146,MLG78,11,MLG78,15,80,11,0,24,33.86248159408569,0.42328101992607114
123,123,123,123,123,1-11350,10,1-11350,2,100,22,0,21,42.00467139482498,0.42004671394824983
89,89,89,89,89,1-9831,6,1-9831,5,132,43,0,13,55.38384419679642,0.4195745772484577
80,80,80,80,80,1-0053,5,1-0053,7,142,25,0,36,59.29372239112854,0.41756142528963763
106,106,106,106,106,1-9963,12,1-9963,14,116,16,0,34,48.3885155916214,0.41714237578983965
145,145,145,145,145,1-9491,20,1-9491,20,80,0,0,35,33.34111899137497,0.4167639873921871
93,93,93,93,93,MLG52,15,MLG52,12,125,13,0,41,52.05673938989639,0.4164539151191711
512,512,512,512,512,1-5799,12,1-5799,14,7,1,0,2,2.905206799507141,0.41502954278673443
108,108,108,108,108,1-8328,3,1-8328,8,114,2,0,47,46.772359788417816,0.41028385779313875
28,28,28,28,28,1-7005,1,1-7005,1,285,0,0,122,116.21761476993561,0.4077811044559144
88,88,88,88,88,1-8267,3,1-8267,8,133,4,0,52,53.53537678718567,0.4025216299788396
45,45,45,45,45,1-3596,8,1-3596,4,223,46,0,44,87.9145495891571,0.3942356483818704
286,286,286,286,286,1-1770,14,1-1770,11,35,8,0,6,13.715620398521423,0.3918748685291835
357,357,357,357,357,1-9650,16,1-9650,16,25,3,0,7,9.668223798274994,0.38672895193099976
7,7,7,7,7,MLG69,13,MLG69,13,576,93,0,136,222.5540623664856,0.38637858049737084
84,84,84,84,84,1-2382,8,1-2382,4,139,23,0,32,53.48330879211426,0.3847720056986637
35,35,35,35,35,1-7496,3,1-7496,8,246,12,0,86,93.92389237880707,0.3818044405642564
376,376,376,376,376,1-18487,11,1-18487,15,23,3,0,6,8.715620398521423,0.37894001732701843
95,95,95,95,95,1-5626,12,1-5626,14,125,5,0,44,46.914549589157104,0.37531639671325684
94,94,94,94,94,1-1005,5,1-1005,7,125,20,0,28,46.672895193099976,0.3733831615447998
78,78,78,78,78,1-1570,12,1-1570,14,142,25,0,29,52.625498592853546,0.3706021027665743
102,102,102,102,102,1-17907,3,1-17907,8,119,4,0,42,44.00934278964996,0.3698264099970585
199,199,199,199,199,1-20167,15,1-20167,4,56,13,0,8,20.620827198028564,0.3682290571076529
387,387,387,387,387,1-9436,8,1-9436,4,21,2,0,6,7.715620398521423,0.3674104951676868
345,345,345,345,345,1-3584,22,1-3584,17,26,0,0,10,9.526033997535706,0.3663859229821425
29,29,29,29,29,1-3534,3,1-3534,8,279,23,0,83,102.06608217954636,0.3658282515395927
0,0,0,0,0,1-6098,5,1-6098,7,1327,201,0,295,482.0180029273033,0.36323888690829187
439,439,439,439,439,1-4682,16,1-4682,16,16,2,0,4,5.810413599014282,0.36315084993839264
435,435,435,435,435,1-4494,15,1-4494,12,16,2,0,4,5.810413599014282,0.36315084993839264
403,403,403,403,403,72-12171,17,72-12171,17,19,4,0,3,6.857810199260712,0.3609373789084585
154,154,154,154,154,1-9417,6,1-9417,6,76,14,0,14,27.336447596549988,0.3596900999546051
43,43,43,43,43,MLG14,10,MLG14,2,232,46,0,39,83.15153259038925,0.35841177840685023
504,504,504,504,504,1-9861,20,1-9861,20,8,0,0,3,2.8578101992607117,0.35722627490758896
506,506,506,506,506,1-17657,14,1-17657,11,8,0,0,3,2.8578101992607117,0.35722627490758896
311,311,311,311,311,1-8938,8,1-8938,4,30,3,0,8,10.620827198028564,0.3540275732676188
350,350,350,350,350,1-9609,18,1-9609,12,25,4,0,5,8.763016998767853,0.3505206799507141
450,450,450,450,450,1-11206,12,1-11206,14,14,3,0,2,4.905206799507141,0.35037191425051006
27,27,27,27,27,1-1608,14,1-1608,11,307,50,0,60,107.15620398521423,0.34904300972382485
454,454,454,454,454,1-5913,8,1-5913,4,14,2,0,3,4.857810199260712,0.34698644280433655
40,40,40,40,40,1-7807,3,1-7807,8,239,11,0,75,82.44525498151779,0.34495922586409117
9,9,9,9,9,1-3523,9,1-3523,3,543,92,0,100,187.26033997535706,0.3448625045586686
216,216,216,216,216,1-8397,8,1-8397,4,51,8,0,10,17.526033997535706,0.3436477254418766
