Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
361,361,361,361,361,361,361,361,361,1-0008,9,17,1-0008,230,150,0,67,176.56239047646523,0.7676625672889792
517,517,517,517,517,517,517,517,517,1-18028,8,16,1-18028,309,228,0,7,230.77517512440681,0.7468452269398279
352,352,352,352,352,352,352,352,352,MLG63,6,12,MLG63,380,150,0,63,174.97657611966133,0.4604646739991088
434,434,434,434,434,434,434,434,434,MLG59,8,16,MLG59,71,29,0,4,30.585814356803894,0.4307861177014633
398,398,398,398,398,398,398,398,398,1-0303,18,3,1-0303,212,50,0,92,86.47373020648956,0.40789495380419605
329,329,329,329,329,329,329,329,329,1-1317,14,2,1-1317,414,146,0,32,158.68651485443115,0.38330076051794965
537,537,537,537,537,537,537,537,537,1-4494,5,22,1-4494,16,6,0,0,6.0,0.375
400,400,400,400,400,400,400,400,400,1-18709,4,11,1-18709,33,9,0,8,12.171628713607788,0.36883723374569055
305,305,305,305,305,305,305,305,305,1-7866,19,8,1-7866,318,109,0,20,116.92907178401947,0.3677014835975455
162,162,162,162,162,162,162,162,162,1-8067,15,13,1-8067,322,86,0,75,115.73401919007301,0.35942241984494727
234,234,234,234,234,234,234,234,234,MLG29,4,11,MLG29,164,45,0,35,58.87587562203407,0.35899924159776875
106,106,106,106,106,106,106,106,106,MLG69,7,10,MLG69,576,174,0,75,203.734019190073,0.3537048944272101
459,459,459,459,459,459,459,459,459,1-2545,19,8,1-2545,145,19,0,80,50.71628713607788,0.34976749749019226
388,388,388,388,388,388,388,388,388,MLG49,2,9,MLG49,185,51,0,34,64.4794220328331,0.34853741639369246
446,446,446,446,446,446,446,446,446,1-3534,13,15,1-3534,279,60,0,93,96.87018379569054,0.3472049598411847
483,483,483,483,483,483,483,483,483,1-9491,20,7,1-9491,80,21,0,17,27.73971101641655,0.3467463877052069
216,216,216,216,216,216,216,216,216,1-9887,16,23,1-9887,36,11,0,3,12.18936076760292,0.33859335465563667
130,130,130,130,130,130,130,130,130,1-1833,5,5,1-1833,124,17,0,63,41.97657611966133,0.3385207751585591
259,259,259,259,259,259,259,259,259,1-3596,7,10,1-3596,223,55,0,51,75.21913304924965,0.3373055293688325
475,475,475,475,475,475,475,475,475,1-18234,1,21,1-18234,43,10,0,11,14.360989481210709,0.3339764995630397
412,412,412,412,412,412,412,412,412,1-6858,1,13,1-6858,23,6,0,4,7.585814356803894,0.32981801551321277
149,149,149,149,149,149,149,149,149,MLG58,10,4,MLG58,71,21,0,6,23.37872153520584,0.32927776810149073
358,358,358,358,358,358,358,358,358,1-9831,15,13,1-9831,132,15,0,71,43.14820483326912,0.3268803396459782
389,389,389,389,389,389,389,389,389,1-0278,2,9,1-0278,79,9,0,42,25.651050746440887,0.3246968448916568
309,309,309,309,309,309,309,309,309,1-3516,13,15,1-3516,156,8,0,106,50.02408045530319,0.3206671824057897
131,131,131,131,131,131,131,131,131,1-9283,20,7,1-9283,235,65,0,21,73.32552537322044,0.31202351222646996
331,331,331,331,331,331,331,331,331,MLG75,10,4,MLG75,185,49,0,22,57.72197896242142,0.31201069709416984
221,221,221,221,221,221,221,221,221,1-8023,1,21,1-8023,16,1,0,10,4.964535892009735,0.31028349325060844
251,251,251,251,251,251,251,251,251,1-7268,20,7,1-7268,70,10,0,29,21.497154086828232,0.3071022012404033
423,423,423,423,423,423,423,423,423,1-7122,20,7,1-7122,197,13,0,119,60.17797711491585,0.30547196505033425
562,562,562,562,562,562,562,562,562,1-0003,12,7,1-0003,17,4,0,3,5.1893607676029205,0.30525651574134827
514,514,514,514,514,514,514,514,514,1-11206,2,9,1-11206,14,3,0,3,4.1893607676029205,0.29924005482878
261,261,261,261,261,261,261,261,261,1-1942,5,5,1-1942,34,7,0,8,10.171628713607788,0.2991655504002291
123,123,123,123,123,123,123,123,123,MLG55,5,5,MLG55,92,14,0,34,27.4794220328331,0.2986893699220989
114,114,114,114,114,114,114,114,114,1-7496,13,15,1-7496,246,40,0,84,73.30210149288177,0.2979760223287877
345,345,345,345,345,345,345,345,345,1-1131,12,14,1-1131,138,30,0,28,41.10070049762726,0.2978311630262845
485,485,485,485,485,485,485,485,485,1-5980,4,12,1-5980,29,5,0,9,8.568082302808762,0.2954511138899573
199,199,199,199,199,199,199,199,199,MLG39,14,2,MLG39,23,6,0,2,6.792907178401947,0.29534379036530206
191,191,191,191,191,191,191,191,191,1-8328,19,8,1-8328,114,32,0,4,33.585814356803894,0.29461240663863064
209,209,209,209,209,209,209,209,209,1-9938,15,13,1-9938,55,3,0,33,16.082968443632126,0.29241760806603867
536,536,536,536,536,536,536,536,536,1-9971,8,6,1-9971,15,2,0,6,4.378721535205841,0.29191476901372276
245,245,245,245,245,245,245,245,245,1-6647,6,12,1-6647,62,16,0,5,17.982267946004868,0.29003657977427205
91,91,91,91,91,91,91,91,91,72-12171,1,21,72-12171,19,5,0,1,5.3964535892009735,0.2840238731158407
465,465,465,465,465,465,465,465,465,1-5913,9,17,1-5913,14,0,0,10,3.964535892009735,0.28318113514355253
497,497,497,497,497,497,497,497,497,1-8493,7,10,1-8493,38,6,0,12,10.757443070411682,0.2830906071160969
268,268,268,268,268,268,268,268,268,MLG44,6,12,MLG44,59,13,0,9,16.56808230280876,0.2808149542848943
282,282,282,282,282,282,282,282,282,1-1608,10,4,1-1608,307,42,0,111,86.00634840130806,0.28015097199123146
553,553,553,553,553,553,553,553,553,1-5555,14,2,1-5555,10,2,0,2,2.792907178401947,0.2792907178401947
543,543,543,543,543,543,543,543,543,1-5803,1,21,1-5803,15,1,0,8,4.171628713607788,0.2781085809071859
312,312,312,312,312,312,312,312,312,1-3108,21,22,1-3108,18,5,0,0,5.0,0.2777777777777778
540,540,540,540,540,540,540,540,540,1-5413,1,21,1-5413,39,4,0,17,10.73971101641655,0.2753772055491423
478,478,478,478,478,478,478,478,478,1-9394,17,1,1-9394,117,8,0,61,32.183668941259384,0.2750740935150375
360,360,360,360,360,360,360,360,360,1-6611,13,15,1-6611,89,9,0,39,24.461689978837967,0.2748504492004266
14,14,14,14,14,14,14,14,14,1-6098,4,11,1-6098,1327,236,0,312,359.69351983070374,0.27105766377596363
183,183,183,183,183,183,183,183,183,1-9496,15,15,1-9496,39,7,0,9,10.568082302808762,0.27097646930278874
122,122,122,122,122,122,122,122,122,MLG42,20,7,MLG42,14,3,0,2,3.792907178401947,0.27092194131442476
441,441,441,441,441,441,441,441,441,1-19166,6,12,1-19166,45,11,0,3,12.18936076760292,0.27087468372450935
157,157,157,157,157,157,157,157,157,1-6061,4,16,1-6061,40,10,0,2,10.792907178401947,0.2698226794600487
85,85,85,85,85,85,85,85,85,1-8084,4,11,1-8084,82,8,0,35,21.875875622034073,0.26677897100041553
380,380,380,380,380,380,380,380,380,1-7004,13,15,1-7004,381,51,0,126,100.95315223932266,0.26496890351528257
315,315,315,315,315,315,315,315,315,1-1769,11,6,1-1769,89,16,0,19,23.532618194818497,0.26441144039121905
231,231,231,231,231,231,231,231,231,1-8450,2,9,1-8450,52,7,0,17,13.73971101641655,0.2642252118541644
382,382,382,382,382,382,382,382,382,1-18558,7,10,1-18558,307,72,0,22,80.72197896242142,0.2629380422228711
350,350,350,350,350,350,350,350,350,1-2282,5,5,1-2282,219,33,0,62,57.58012253046036,0.2629229339290427
