Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,3,1,5,1007.7103440761566,17.07983634027384
168,168,168,168,168,168,168,168,168,168,MLG45,7,3,MLG45,70,14,1,7,1020.5944817066193,14.579921167237417
80,80,80,80,80,80,80,80,80,80,1-0053,6,1,1-0053,142,14,1,5,1018.7103440761566,7.174016507578568
6,6,6,6,6,6,6,6,6,6,MLG54,7,3,MLG54,595,53,1,37,1087.856546163559,1.8283303296866538
67,67,67,67,67,67,67,67,67,67,1-3516,5,6,1-3516,156,14,0,108,115.74343204498291,0.7419450772114289
75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,68,93.06067943572998,0.6417977892119309
358,358,358,358,358,358,358,358,358,358,1-8627,5,6,1-8627,25,5,0,11,15.362756967544556,0.6145102787017822
165,165,165,165,165,165,165,165,165,165,MLG59,10,5,MLG59,71,27,0,17,43.015169858932495,0.6058474628018661
228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,6,0,23,27.667582750320435,0.588671973411073
49,49,49,49,49,49,49,49,49,49,1-6974,7,3,1-6974,207,70,0,53,119.92964720726013,0.5793702763635755
55,55,55,55,55,55,55,55,55,55,1-1462,14,15,1-1462,192,15,0,99,108.264812707901,0.563879232853651
368,368,368,368,368,368,368,368,368,368,1-6858,11,7,1-6858,23,10,0,3,12.82620644569397,0.5576611498127813
78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,17,0,66,79.17654180526733,0.5575812803187841
102,102,102,102,102,102,102,102,102,102,1-17907,5,6,1-17907,119,11,0,54,61.871716022491455,0.5199303867436257
91,91,91,91,91,91,91,91,91,91,1-9270,19,20,1-9270,128,25,0,44,66.45102787017822,0.5191486552357674
62,62,62,62,62,62,62,62,62,62,1-6878,10,4,1-6878,167,33,0,54,83.87171602249146,0.5022258444460567
36,36,36,36,36,36,36,36,36,36,MLG64,13,14,MLG64,245,78,0,45,120.39309668540955,0.49140039463432467
295,295,295,295,295,295,295,295,295,295,1-1942,14,3,1-1942,34,11,0,6,16.65241289138794,0.4897768497467041
137,137,137,137,137,137,137,137,137,137,1-6611,5,6,1-6611,89,4,0,42,43.566890239715576,0.48951562067096155
57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,53,89.92964720726013,0.48610620112032504
545,545,545,545,545,545,545,545,545,545,1-4926,15,5,1-4926,4,1,0,1,1.9420688152313232,0.4855172038078308
