Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,14,4,1-9491,80,21,1,15,1034.269608616829,12.92837010771036
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,20,13,MLG51,248,59,1,106,1152.7719008922577,4.648273793920394
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,4,1-1608,307,33,1,67,1092.2709184885025,3.5578857279755782
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,20,13,MLG54,595,45,1,200,1221.9281148910522,2.053660697295886
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,19,21,1-1183,45,40,0,4,43.538562297821045,0.9675236066182454
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,17,22,1-1989,46,39,0,1,39.88464057445526,0.8670574037925057
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,7,9,MLG59,71,37,0,20,54.692811489105225,0.7703212885789468
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,19,5,1-8188,140,40,0,65,97.50163733959198,0.6964402667113713
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,20,13,MLG65,201,51,0,82,123.54052710533142,0.614629488086226
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,15,1-2423,79,28,0,22,47.46209263801575,0.600785982759693
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,16,8,1-8646,20,10,0,2,11.769281148910522,0.5884640574455261
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,9,10,MLG13,140,39,0,43,77.03954470157623,0.5502824621541159
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,1,4,1-7682,141,51,0,30,77.53921723365784,0.5499235264798428
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,18,3,MLG56,511,157,0,135,276.42647755146027,0.5409520108639144
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,14,4,1-8627,25,9,0,5,13.423202872276306,0.5369281148910523
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,12,12,1-5002,45,14,0,11,23.731046319007874,0.5273565848668417
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,1,14,1-3596,223,78,0,41,114.27026355266571,0.512422706514196
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,13,2,MLG50,319,88,0,80,158.7712459564209,0.4977155045655828
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,2,19,MLG60,47,0,0,26,23.000654935836792,0.4893756369326977
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,12,12,MLG29,164,50,0,34,80.07777953147888,0.4882791434846273
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,15,6,1-9227,801,108,0,320,391.0849838256836,0.48824592237913056
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,9,10,MLG44,59,18,0,12,28.615686893463135,0.48501164226208704
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,18,3,MLG69,576,127,0,172,279.15817880630493,0.4846496159831683
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,9,10,1-7005,285,68,0,79,137.88660538196564,0.48381265046303734
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,10,11,1-3523,543,104,0,172,256.15817880630493,0.4717461856469704
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,20,13,1-1769,89,17,0,27,40.88529551029205,0.4593853428122703
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,15,6,1-9277,48,14,0,9,21.96176517009735,0.45753677437702817
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,15,6,1-8341,197,32,0,65,89.50163733959198,0.45432303218066994
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,5,2,1-19286,40,11,0,8,18.07712459564209,0.4519281148910522
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,5,MLG55,92,18,0,25,40.11601436138153,0.4360436343628427
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,11,15,1-7019,107,5,0,47,46.57810699939728,0.4353094112093204
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,12,12,1-0053,142,37,0,28,61.769936084747314,0.4349995498925867
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,15,12,1-0205,34,3,0,13,14.500327467918396,0.4264802196446587
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,7,MLG75,185,60,0,21,78.57745206356049,0.42474298412735395
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,11,15,1-0008,230,2,0,108,97.54118204116821,0.42409209583116614
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,13,1-1131,138,38,0,23,58.34673321247101,0.42280241458312323
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,15,6,1-9516,76,10,0,25,32.11601436138153,0.4225791363339675
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,1,14,1-2282,219,58,0,39,92.50098240375519,0.4223789150856401
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,7,15,MLG67,27,4,0,8,11.07712459564209,0.41026387391267
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,14,4,1-7268,70,3,0,29,28.654576659202576,0.4093510951314654
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,10,11,1-2545,145,15,0,50,59.23202872276306,0.40849674981215905
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,4,17,1-8573,184,0,0,84,74.30980825424194,0.4038576535556627
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,14,4,1-9283,235,19,0,85,94.1944488286972,0.4008274418242434
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,19,5,MLG49,185,34,0,45,73.80882585048676,0.3989666262188473
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,20,13,1-2103,26,5,0,6,10.307843446731567,0.39645551718198335
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,11,15,MLG30,208,21,0,69,82.04019963741302,0.39442403671833187
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,9,10,1-5214,40,6,0,11,15.731046319007874,0.3932761579751968
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,10,11,1-7614,72,23,0,6,28.307843446731567,0.3931644923157162
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,13,MLG52,125,17,0,36,48.847060680389404,0.3907764854431152
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,10,11,1-3083,78,18,0,14,30.384968042373657,0.3895508723381238
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,12,12,1-6693,98,24,0,16,38.15424919128418,0.3893290733804508
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,12,12,1-18709,33,4,0,10,12.846405744552612,0.3892850225622004
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,1,14,1-7521,10,3,0,1,3.8846405744552612,0.38846405744552615
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,14,1-9740,34,7,0,7,13.192484021186829,0.38801423591725964
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,18,3,1-8222,12,2,0,3,4.653921723365784,0.387826810280482
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,6,1,1-0272,111,4,0,44,42.924185276031494,0.3867043718561396
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,9,10,1-9995,24,3,0,7,9.192484021186829,0.3830201675494512
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,1,14,1-9110,29,4,0,8,11.07712459564209,0.38196981364283067
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,17,22,1-6561,65,15,0,11,24.731046319007874,0.38047763567704423
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,2,19,MLG08,107,0,0,46,40.69346642494202,0.3803127703265609
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,11,15,1-6181,659,70,0,204,250.4666771888733,0.3800708303321294
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,4,1-8285,72,14,0,15,27.26960861682892,0.37874456412262386
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,2,7,1-8397,51,14,0,6,19.307843446731567,0.3785851656221876
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,18,3,1-17835,17,2,0,5,6.423202872276306,0.3778354630750768
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,1,14,1-4136,5,1,0,1,1.8846405744552612,0.37692811489105227
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,11,15,1-0292,99,1,0,41,37.27026355266571,0.37646730861278493
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,1,14,MLG39,23,6,0,3,8.653921723365784,0.3762574662332949
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,5,7,1-7066,23,6,0,3,8.653921723365784,0.3762574662332949
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,12,12,1-6098,1327,269,0,256,495.4679870605469,0.3733745192619042
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,20,13,1-9902,30,5,0,7,11.192484021186829,0.3730828007062276
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,11,15,1-6296,254,23,0,81,94.65588653087616,0.3726609705940006
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,10,11,1-19549,29,9,0,2,10.769281148910522,0.3713545223762249
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,4,17,1-9938,55,0,0,23,20.34673321247101,0.36994060386310923
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,18,3,1-9504,30,4,0,8,11.07712459564209,0.369237486521403
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,13,2,1-1770,35,12,0,1,12.884640574455261,0.3681325878415789
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,9,10,1-19915,62,13,0,11,22.731046319007874,0.36662977933883667
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,1,14,1-9630,33,5,0,8,12.07712459564209,0.36597347259521484
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,2,19,1-7536,17,0,0,7,6.192484021186829,0.36426376595216636
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,4,17,1-5425,17,0,0,7,6.192484021186829,0.36426376595216636
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,4,17,1-3639,17,0,0,7,6.192484021186829,0.36426376595216636
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,13,2,1-5775,244,34,0,62,88.8477156162262,0.36412998203371394
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,6,1,1-8928,39,8,0,7,14.192484021186829,0.3639098466970982
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,15,14,1-4531,94,28,0,7,34.19248402118683,0.36374983001262584
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,9,1-7024,498,51,0,147,181.0421644449234,0.3635384828211313
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,16,8,1-1570,142,23,0,32,51.30849838256836,0.36132745339836875
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,4,1-5891,96,7,0,31,34.4238578081131,0.3585818521678448
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,14,1-2382,139,25,0,28,49.769936084747314,0.35805709413487274
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,1,9,1-4052,13,2,0,3,4.653921723365784,0.3579939787204449
