,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-9491,14,8,1-9491,80,19,1,9,1027.6469740867617,12.845587176084518
1,MLG51,20,14,MLG51,248,98,1,76,1171.018892288208,4.721850372129871
2,1-1608,14,8,1-1608,307,32,1,198,1222.2334299087524,3.9812163840675976
3,MLG54,20,14,MLG54,595,65,1,95,1156.27361536026,1.943317000605479
4,1-8493,16,5,1-8493,38,26,0,14,39.45084857940674,1.0381802257738617
5,1-18028,18,17,1-18028,309,5,0,312,304.76176834106445,0.98628403993872
6,MLG59,7,6,MLG59,71,32,0,25,56.01937246322632,0.789005245960934
7,1-1580,10,12,1-1580,400,49,0,263,301.68379831314087,0.7542094957828521
8,1-0008,11,19,1-0008,230,4,0,172,169.25328254699707,0.7358838371608568
9,MLG68,5,10,MLG68,642,34,0,438,454.8194055557251,0.7084414416755843
10,1-1390,1,7,1-1390,98,12,0,59,68.68571901321411,0.7008746838083073
11,1-9379,17,4,1-9379,58,28,0,13,40.490073680877686,0.6981047186358221
12,MLG32,17,4,MLG32,52,20,0,16,35.372398376464844,0.6802384303166316
13,1-18371,8,3,1-18371,120,10,0,70,77.25424289703369,0.6437853574752808
14,1-5980,12,6,1-5980,29,10,0,9,18.646974086761475,0.6429991064400509
15,1-0292,11,19,1-0292,99,24,0,39,61.47022104263306,0.6209113236629602
16,1-5002,12,13,1-5002,45,13,0,15,27.41162347793579,0.6091471883985732
17,1-9277,15,9,1-9277,48,20,0,9,28.646974086761475,0.596811960140864
18,1-6878,11,19,1-6878,167,70,0,30,98.82324695587158,0.5917559697956383
19,1-7019,11,19,1-7019,107,12,0,52,61.96029472351074,0.5790681749860817
20,1-7268,14,8,1-7268,70,29,0,12,40.52929878234863,0.5789899826049805
21,1-6561,17,5,1-6561,65,15,0,23,37.09782266616821,0.5707357333256649
22,72-12171,15,9,72-12171,19,3,0,8,10.686199188232422,0.5624315362227591
23,MLG38,1,7,MLG38,77,16,0,28,42.90169715881348,0.5571648981664088
