Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG44,21,18,MLG44,59,0,1,13,1006.197811037302,17.054200187072915
MLG45,7,7,MLG45,70,11,1,20,1020.5350939035416,14.579072770050594
1-2382,21,18,1-2382,139,0,1,15,1007.1513204276562,7.245692952716951
MLG54,7,7,MLG54,595,62,1,86,1103.0009037852287,1.853783031571813
1-7807,5,3,1-7807,239,110,0,77,146.71011152863503,0.6138498390319457
1-2423,9,8,1-2423,79,11,0,65,41.989055186510086,0.5315070276773428
1-9286,16,10,1-9286,81,20,0,42,40.023697197437286,0.4941197184868801
1-6974,7,7,1-6974,207,84,0,23,94.9653579890728,0.4587698453578396
MLG29,6,6,MLG29,164,46,0,58,73.65177232027054,0.44909617268457647
P-16616,2,12,P-16616,28,10,0,4,11.907018780708313,0.4252506707395826
1-7441,1,13,1-7441,111,9,0,77,45.710111528635025,0.4118028065642795
MLG40,15,14,MLG40,51,17,0,7,20.337282866239548,0.3987702522792068
1-2545,4,5,1-2545,145,39,0,38,57.11667841672897,0.39390812701192396
1-8157,1,13,1-8157,75,17,0,26,29.395622074604034,0.3919416276613871
1-9770,15,12,1-9770,50,19,0,1,19.47675469517708,0.3895350939035416
1-6693,6,6,1-6693,98,11,0,56,37.69826292991638,0.38467615234608554
MLG50,12,2,MLG50,319,81,0,77,117.71011152863503,0.3689972148233073
1-4640,7,7,1-4640,87,25,0,14,31.674565732479095,0.3640754681894149
1-3596,3,4,1-3596,223,57,0,50,80.83773475885391,0.3625010527302866
1-11350,3,4,1-11350,100,17,0,38,35.11667841672897,0.35116678416728975
1-8084,6,6,1-8084,82,9,0,41,28.546942502260208,0.3481334451495147
1-3362,5,3,1-3362,117,24,0,35,40.68641433119774,0.3477471310358781
MLG69,3,4,MLG69,576,96,0,209,195.64173129200935,0.3396557834930718
1-9997,2,10,1-9997,16,3,0,5,5.383773475885391,0.33648584224283695
MLG58,12,2,MLG58,71,21,0,6,23.86052817106247,0.3360637770572179
1-10785,1,13,1-10785,279,24,0,146,93.60618549585342,0.3355060412037757
MLG60,4,5,MLG60,47,11,0,10,15.767546951770782,0.33547972237810175
1-19229,15,14,1-19229,38,7,0,12,12.721056342124939,0.33476464058223526
MLG51,8,9,MLG51,248,39,0,91,82.38467726111412,0.33219627927868595
1-19286,12,5,1-19286,40,8,0,11,13.24430164694786,0.3311075411736965
MLG14,12,2,MLG14,232,65,0,24,76.44211268424988,0.32949186501831845
1-6098,6,6,1-6098,1327,168,0,564,436.88964807987213,0.3292310837075148
1-9156,15,14,1-9156,268,76,0,25,87.91886737942696,0.32805547529636925
MLG75,4,5,MLG75,185,43,0,35,59.68641433119774,0.3226292666551229
1-2294,8,5,1-2294,75,15,0,19,24.058339208364487,0.3207778561115265
1-7496,5,3,1-7496,246,42,0,76,78.23335683345795,0.318021775745764
1-5172,2,12,1-5172,120,22,0,33,37.73290494084358,0.31444087450702984
1-3265,17,11,1-3265,19,4,0,4,5.907018780708313,0.3108957253004375
1-4355,3,4,1-4355,49,9,0,13,15.197811037302017,0.310159408924531
1-0296,2,12,1-0296,41,6,0,14,12.674565732479095,0.3091357495726609
1-17907,5,3,1-17907,119,22,0,31,36.779395550489426,0.30907055084444895
MLG64,13,16,MLG64,245,59,0,34,75.20965963602066,0.30697820259600267
1-4531,14,15,1-4531,94,12,0,34,28.20965963602066,0.30010276208532616
1-9491,18,21,1-9491,80,24,0,0,24.0,0.3
1-8627,5,3,1-8627,25,6,0,3,7.430264085531235,0.2972105634212494
1-5775,12,2,1-5775,244,45,0,57,72.17501762509346,0.29579925256185846
1-1015,8,9,1-1015,155,21,0,52,45.79124414920807,0.29542738160779397
1-1390,7,7,1-1390,98,25,0,8,28.814037561416626,0.2940207914430268
1-5002,6,6,1-5002,45,7,0,13,13.197811037302017,0.2932846897178226
1-19915,3,4,1-19915,62,11,0,15,18.151320427656174,0.29276323270413185
1-3523,17,11,1-3523,543,69,0,188,158.6298826932907,0.29213606389187974
1-18004,12,2,1-18004,12,3,0,1,3.4767546951770782,0.2897295579314232
1-9887,9,8,1-9887,36,6,0,9,10.290792256593704,0.28585534046093625
MLG31,13,16,MLG31,33,7,0,5,9.383773475885391,0.284356771996527
1-5981,3,11,1-5981,28,7,0,2,7.9535093903541565,0.28405390679836273
1-11206,4,5,1-11206,14,3,0,2,3.9535093903541565,0.28239352788243977
MLG30,9,8,MLG30,208,42,0,34,58.20965963602066,0.27985413286548394
1-1592,5,3,1-1592,32,5,0,8,8.814037561416626,0.27543867379426956
