Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
285,285,285,285,285,285,285,1-18615,4,3,1-18615,22,1,0,10,3.202936112880707,0.14558800513094122
487,487,487,487,487,487,487,1-6900,4,3,1-6900,67,6,0,17,9.744991391897202,0.14544763271488362
251,251,251,251,251,251,251,1-7268,4,3,1-7268,70,7,0,14,10.08411055803299,0.14405872225761412
522,522,522,522,522,522,522,1-5282,8,6,1-5282,17,2,0,2,2.4405872225761414,0.14356395426918478
306,306,306,306,306,306,306,1-18377,14,12,1-18377,14,2,0,0,2.0,0.14285714285714285
555,555,555,555,555,555,555,1-3646,11,14,1-3646,7,1,0,0,1.0,0.14285714285714285
402,402,402,402,402,402,402,1-5744,3,17,1-5744,18,1,0,7,2.5420552790164948,0.14122529327869415
106,106,106,106,106,106,106,MLG69,14,12,MLG69,576,56,0,114,81.11347168684006,0.14082199945631954
363,363,363,363,363,363,363,1-10785,20,19,1-10785,279,15,0,110,39.232297241687775,0.1406175528375906
126,126,126,126,126,126,126,1-8488,5,23,1-8488,23,3,0,1,3.2202936112880707,0.14001276570817697
378,378,378,378,378,378,378,1-6561,20,19,1-6561,65,4,0,23,9.066753059625626,0.139488508609625
517,517,517,517,517,517,517,1-18028,14,12,1-18028,309,42,0,5,43.10146805644035,0.13948695163896555
305,305,305,305,305,305,305,1-7866,17,11,1-7866,318,30,0,65,44.319084733724594,0.13936819098655534
389,389,389,389,389,389,389,1-0278,2,24,1-0278,79,11,0,0,11.0,0.13924050632911392
190,190,190,190,190,190,190,1-2382,4,3,1-2382,139,9,0,47,19.353799730539322,0.13923596928445556
4,4,4,4,4,4,4,1-6240,18,4,1-6240,698,87,0,46,97.13350611925125,0.13915975088717944
334,334,334,334,334,334,334,1-20641,7,13,1-20641,16,2,0,1,2.2202936112880707,0.13876835070550442
258,258,258,258,258,258,258,1-9516,10,15,1-9516,76,9,0,7,10.542055279016495,0.13871125367126966
202,202,202,202,202,202,202,1-8988,5,23,1-8988,29,4,0,0,4.0,0.13793103448275862
127,127,127,127,127,127,127,1-9643,4,3,1-9643,8,0,0,5,1.1014680564403534,0.13768350705504417
448,448,448,448,448,448,448,1-3106,4,3,1-3106,34,4,0,3,4.660880833864212,0.13708473040777094
314,314,314,314,314,314,314,1-3139,10,15,1-3139,93,9,0,17,12.744991391897202,0.13704291819244302
236,236,236,236,236,236,236,1-7024,15,2,1-7024,498,62,0,28,68.16822111606598,0.1368839781447108
504,504,504,504,504,504,504,1-5425,9,9,1-5425,17,1,0,6,2.321761667728424,0.13657421574873083
2,2,2,2,2,2,2,MLG17,13,5,MLG17,153,20,0,4,20.881174445152283,0.13647826434740054
71,71,71,71,71,71,71,1-6532,1,8,1-6532,27,3,0,3,3.660880833864212,0.13558817903200784
439,439,439,439,439,439,439,MLG72,5,23,MLG72,9,1,0,1,1.2202936112880707,0.13558817903200784
547,547,547,547,547,547,547,MLG67,16,18,MLG67,27,1,0,12,3.643523335456848,0.13494530872062402
411,411,411,411,411,411,411,MLG15,19,8,MLG15,105,6,0,37,14.150863617658615,0.13477012969198682
524,524,524,524,524,524,524,1-9338,9,9,1-9338,29,3,0,4,3.8811744451522827,0.13383360155697527
532,532,532,532,532,532,532,1-19447,2,24,1-19447,15,2,0,0,2.0,0.13333333333333333
445,445,445,445,445,445,445,1-6538,4,3,1-6538,44,3,0,13,5.863816946744919,0.13326856697147543
342,342,342,342,342,342,342,MLG65,16,18,MLG65,201,25,0,8,26.762348890304565,0.1331460143796247
225,225,225,225,225,225,225,1-9650,9,9,1-9650,25,2,0,6,3.321761667728424,0.13287046670913696
321,321,321,321,321,321,321,1-5172,5,19,1-5172,120,4,0,54,15.895855009555817,0.13246545841296514
464,464,464,464,464,464,464,1-10060,5,23,1-10060,36,1,0,17,4.7449913918972015,0.13180531644158894
404,404,404,404,404,404,404,1-4682,7,13,1-4682,16,1,0,5,2.1014680564403534,0.1313417535275221
358,358,358,358,358,358,358,1-9831,9,9,1-9831,132,10,0,32,17.04939556121826,0.12916208758498682
207,207,207,207,207,207,207,1-7058,20,19,1-7058,80,7,0,15,10.30440416932106,0.12880505211651325
88,88,88,88,88,88,88,1-5626,3,17,1-5626,125,13,0,14,16.08411055803299,0.12867288446426392
61,61,61,61,61,61,61,1-7341,3,17,1-7341,110,13,0,5,14.101468056440353,0.12819516414945775
114,114,114,114,114,114,114,1-7496,8,6,1-7496,246,24,0,34,31.489982783794403,0.12800806009672522
33,33,33,33,33,33,33,1-7991,8,6,1-7991,46,5,0,4,5.881174445152283,0.1278516183728757
407,407,407,407,407,407,407,1-8421,20,19,1-8421,109,7,0,31,13.829101949930191,0.12687249495348799
510,510,510,510,510,510,510,1-3206,22,12,1-3206,45,5,0,3,5.660880833864212,0.12579735186364915
95,95,95,95,95,95,95,1-3312,9,9,1-3312,36,1,0,16,4.524697780609131,0.12568604946136475
441,441,441,441,441,441,441,1-19166,10,15,1-19166,45,3,0,12,5.643523335456848,0.12541162967681885
230,230,230,230,230,230,230,1-3089,2,24,1-3089,16,2,0,0,2.0,0.125
523,523,523,523,523,523,523,1-9861,7,13,1-9861,8,1,0,0,1.0,0.125
289,289,289,289,289,289,289,1-1592,2,24,1-1592,32,4,0,0,4.0,0.125
224,224,224,224,224,224,224,1-9227,10,15,1-9227,801,67,0,150,100.0440416932106,0.12489892845594332
47,47,47,47,47,47,47,1-19547,1,10,1-19547,66,8,0,1,8.22029361128807,0.12454990320133441
452,452,452,452,452,452,452,1-8529,7,7,1-8529,56,3,0,18,6.965285003185272,0.12438008934259415
13,13,13,13,13,13,13,1-9805,21,16,1-9805,26,3,0,1,3.2202936112880707,0.12385744658800271
479,479,479,479,479,479,479,1-9286,2,24,1-9286,81,10,0,0,10.0,0.12345679012345678
64,64,64,64,64,64,64,1-9674,9,9,1-9674,144,10,0,35,17.710276395082474,0.12298803052140607
116,116,116,116,116,116,116,1-20047,17,11,1-20047,20,2,0,2,2.4405872225761414,0.12202936112880707
413,413,413,413,413,413,413,1-8314,3,17,1-8314,36,3,0,6,4.321761667728424,0.12004893521467845
22,22,22,22,22,22,22,1-7995,5,23,1-7995,14,1,0,3,1.660880833864212,0.11863434527601514
179,179,179,179,179,179,179,1-4052,21,17,1-4052,13,0,0,7,1.5420552790164948,0.11861963684742267
270,270,270,270,270,270,270,1-1390,4,3,1-1390,98,5,0,30,11.60880833864212,0.11845722794532776
410,410,410,410,410,410,410,MLG12,4,3,MLG12,146,11,0,28,17.16822111606598,0.11759055558949301
440,440,440,440,440,440,440,MLG52,6,1,MLG52,125,14,0,3,14.660880833864212,0.11728704667091369
86,86,86,86,86,86,86,1-9345,7,13,1-9345,47,3,0,11,5.4232297241687775,0.11538786647167612
515,515,515,515,515,515,515,1-6531,21,16,1-6531,27,2,0,5,3.1014680564403534,0.11486918727556865
362,362,362,362,362,362,362,1-1462,10,15,1-1462,192,13,0,41,22.032038062810898,0.11475019824380676
